Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-23 17:27:19,Ours,0.01,2.453544557536118,26.9,26.9,11,55.7004,0:55.70,54.2649,0.2226,1.2061,705.3321,11:45.33,10,"5,2,7,3,0,8,9,6,1,4",5:102;2:100;7:160;3:184;0:103;8:143;9:121;6:203;1:148;4:58,"5:[0,4,5,6,10,12,13,18,24,26];2:[0,2,4,6,10,12,13,18,24,26];7:[0,1,2,4,5,6,8,10,12,13,14,18,21,24,26,28];3:[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28];0:[0,2,4,5,6,10,13,18,24,26];8:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];9:[0,1,2,4,6,8,10,12,13,18,24,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];1:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];4:[0,4,6,13,26]","c5:bw=102,experts=[0,4,5,6,10,12,13,18,24,26]; c2:bw=100,experts=[0,2,4,6,10,12,13,18,24,26]; c7:bw=160,experts=[0,1,2,4,5,6,8,10,12,13,14,18,21,24,26,28]; c3:bw=184,experts=[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]; c0:bw=103,experts=[0,2,4,5,6,10,13,18,24,26]; c8:bw=143,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c9:bw=121,experts=[0,1,2,4,6,8,10,12,13,18,24,26]; c6:bw=203,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c1:bw=148,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c4:bw=58,experts=[0,4,6,13,26]","6.6218,3.9940,4.9440,5.4526,4.9457,5.6403,3.7580,7.0787,4.5895,7.2402"
12,2026-09-23 17:28:15,Ours,0.01,2.3912067482228427,28.53,28.53,12,55.908,0:55.91,54.4718,0.2167,1.2178,761.2535,12:41.25,10,"1,5,2,4,3,7,9,6,8,0",1:155;5:205;2:211;4:103;3:128;7:108;9:154;6:106;8:201;0:180,"1:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];4:[0,2,4,5,6,10,13,18,24,26];3:[0,1,4,5,6,10,12,13,18,24,26,28];7:[0,4,5,6,10,12,13,18,24,26];9:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];6:[0,1,2,4,6,10,13,18,24,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28,30];0:[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]","c1:bw=155,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c5:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c2:bw=211,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c4:bw=103,experts=[0,2,4,5,6,10,13,18,24,26]; c3:bw=128,experts=[0,1,4,5,6,10,12,13,18,24,26,28]; c7:bw=108,experts=[0,4,5,6,10,12,13,18,24,26]; c9:bw=154,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c6:bw=106,experts=[0,1,2,4,6,10,13,18,24,26]; c8:bw=201,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28,30]; c0:bw=180,experts=[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]","4.6013,6.6550,4.0085,7.1978,5.5333,4.9432,3.7796,7.1424,5.6387,4.9720"
13,2026-09-23 17:29:10,Ours,0.01,2.3330864971413097,31.01,31.01,13,55.5495,0:55.55,54.1347,0.2172,1.1918,816.8187,13:36.82,10,"3,1,4,5,8,6,9,7,0,2",3:111;1:174;4:13;5:107;8:56;6:133;9:54;7:214;0:93;2:59,"3:[0,4,5,6,10,12,13,18,24,26,28];1:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,26,28];4:[4];5:[0,1,2,4,5,6,10,13,24,26];8:[0,4,6,13,26];6:[0,1,4,5,6,10,12,13,18,21,24,26,28];9:[0,4,6,13,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];0:[0,2,4,5,6,13,18,24,26];2:[0,4,6,13,26]","c3:bw=111,experts=[0,4,5,6,10,12,13,18,24,26,28]; c1:bw=174,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,26,28]; c4:bw=13,experts=[4]; c5:bw=107,experts=[0,1,2,4,5,6,10,13,24,26]; c8:bw=56,experts=[0,4,6,13,26]; c6:bw=133,experts=[0,1,4,5,6,10,12,13,18,21,24,26,28]; c9:bw=54,experts=[0,4,6,13,26]; c7:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c0:bw=93,experts=[0,2,4,5,6,13,18,24,26]; c2:bw=59,experts=[0,4,6,13,26]","5.4234,4.6093,7.1256,6.5859,5.6299,7.0975,3.7407,4.9458,4.9867,3.9898"
14,2026-09-23 17:30:06,Ours,0.01,2.2804188342600136,32.69,32.69,14,55.7023,0:55.70,54.2952,0.2246,1.175,872.5342,14:32.53,10,"2,4,5,1,7,0,9,3,8,6",2:165;4:21;5:234;1:141;7:92;0:93;9:116;3:167;8:77;6:246,"2:[0,1,2,4,5,6,10,11,12,13,18,21,23,24,26,28];4:[4,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];7:[0,4,5,6,10,13,24,26,28];0:[0,4,5,6,10,13,18,26,28];9:[0,4,5,6,10,12,13,18,24,26,28];3:[0,1,2,4,5,6,10,11,12,13,18,21,23,24,26,28];8:[2,4,5,6,10,13,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30]","c2:bw=165,experts=[0,1,2,4,5,6,10,11,12,13,18,21,23,24,26,28]; c4:bw=21,experts=[4,26]; c5:bw=234,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c1:bw=141,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c7:bw=92,experts=[0,4,5,6,10,13,24,26,28]; c0:bw=93,experts=[0,4,5,6,10,13,18,26,28]; c9:bw=116,experts=[0,4,5,6,10,12,13,18,24,26,28]; c3:bw=167,experts=[0,1,2,4,5,6,10,11,12,13,18,21,23,24,26,28]; c8:bw=77,experts=[2,4,5,6,10,13,26]; c6:bw=246,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30]","3.9821,7.1566,6.6409,4.5992,4.9508,4.9733,3.7514,5.3999,5.6330,7.2079"
15,2026-09-23 17:31:02,Ours,0.01,2.2379013904633442,35.17,35.17,15,55.94,0:55.94,54.5014,0.214,1.2178,928.4904,15:28.49,10,"7,0,1,8,3,2,4,5,9,6",7:216;0:75;1:52;8:190;3:38;2:193;4:171;5:65;9:71;6:120,"7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];0:[0,2,4,5,6,13,26];1:[0,4,6,13,26];8:[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,24,25,26,28];3:[4,6,26];2:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28,30];4:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,26,28];5:[0,4,5,6,13,26];9:[0,2,4,6,10,13,26];6:[0,2,4,5,6,10,12,13,18,24,26,28]","c7:bw=216,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c0:bw=75,experts=[0,2,4,5,6,13,26]; c1:bw=52,experts=[0,4,6,13,26]; c8:bw=190,experts=[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,24,25,26,28]; c3:bw=38,experts=[4,6,26]; c2:bw=193,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28,30]; c4:bw=171,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,26,28]; c5:bw=65,experts=[0,4,5,6,13,26]; c9:bw=71,experts=[0,2,4,6,10,13,26]; c6:bw=120,experts=[0,2,4,5,6,10,12,13,18,24,26,28]","5.0030,5.0339,4.6204,5.6673,5.3897,4.0741,7.2161,6.6352,3.7352,7.1265"
16,2026-09-23 17:31:58,Ours,0.01,2.193182570784023,36.46,36.46,16,55.8581,0:55.86,54.415,0.229,1.2124,984.3621,16:24.36,10,"6,1,3,8,7,5,4,9,0,2",6:147;1:105;3:159;8:180;7:81;5:145;4:130;9:88;0:208;2:189,"6:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];1:[0,2,4,5,6,10,13,18,24,26];3:[0,1,2,4,5,6,10,11,12,13,18,21,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28];7:[0,4,5,6,13,18,24,26];5:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];4:[0,1,2,4,5,6,10,12,13,18,24,26,28];9:[0,2,4,5,6,13,24,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]","c6:bw=147,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c1:bw=105,experts=[0,2,4,5,6,10,13,18,24,26]; c3:bw=159,experts=[0,1,2,4,5,6,10,11,12,13,18,21,24,26,28]; c8:bw=180,experts=[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]; c7:bw=81,experts=[0,4,5,6,13,18,24,26]; c5:bw=145,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c4:bw=130,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c9:bw=88,experts=[0,2,4,5,6,13,24,26]; c0:bw=208,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=189,experts=[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]","7.1741,4.6396,5.4214,5.6132,4.9760,6.6249,7.2308,3.7668,5.0073,3.9609"
17,2026-09-23 17:32:53,Ours,0.01,2.15204450041114,37.98,37.98,17,55.584,0:55.58,54.1915,0.2164,1.1693,1039.9621,17:19.96,10,"4,7,8,3,5,1,0,2,9,6",4:212;7:90;8:29;3:192;5:11;1:106;0:39;2:71;9:136;6:141,"4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,26,28];7:[0,4,5,6,10,13,18,24,26];8:[4,26];3:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,26,28];5:[4];1:[0,2,4,5,6,10,13,18,24,26];0:[4,6,26];2:[0,4,5,6,13,18,26];9:[0,2,4,5,6,10,12,13,18,21,24,26,28];6:[0,1,4,5,6,10,11,12,13,18,21,24,26,28]","c4:bw=212,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,26,28]; c7:bw=90,experts=[0,4,5,6,10,13,18,24,26]; c8:bw=29,experts=[4,26]; c3:bw=192,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,26,28]; c5:bw=11,experts=[4]; c1:bw=106,experts=[0,2,4,5,6,10,13,18,24,26]; c0:bw=39,experts=[4,6,26]; c2:bw=71,experts=[0,4,5,6,13,18,26]; c9:bw=136,experts=[0,2,4,5,6,10,12,13,18,21,24,26,28]; c6:bw=141,experts=[0,1,4,5,6,10,11,12,13,18,21,24,26,28]","7.2492,4.9936,5.6225,5.4210,6.5452,4.6043,4.9423,3.9525,3.7776,7.0832"
18,2026-09-23 17:33:49,Ours,0.01,2.1171770089456206,40.0,40.0,18,55.8583,0:55.86,54.4108,0.2262,1.2197,1095.8348,18:15.83,10,"1,8,5,2,9,7,4,3,0,6",1:23;8:18;5:127;2:137;9:69;7:200;4:204;3:137;0:179;6:115,"1:[4,6];8:[4];5:[0,4,5,6,10,12,13,18,21,24,26,28];2:[0,1,2,4,5,6,10,12,13,18,24,26,28];9:[0,4,6,13,18,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28];3:[0,1,2,4,5,6,10,13,18,21,24,26,28];0:[0,1,2,4,5,6,9,10,11,12,13,14,18,21,24,26,28];6:[0,1,2,4,5,6,10,13,18,24,26]","c1:bw=23,experts=[4,6]; c8:bw=18,experts=[4]; c5:bw=127,experts=[0,4,5,6,10,12,13,18,21,24,26,28]; c2:bw=137,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c9:bw=69,experts=[0,4,6,13,18,26]; c7:bw=200,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28]; c4:bw=204,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28]; c3:bw=137,experts=[0,1,2,4,5,6,10,13,18,21,24,26,28]; c0:bw=179,experts=[0,1,2,4,5,6,9,10,11,12,13,14,18,21,24,26,28]; c6:bw=115,experts=[0,1,2,4,5,6,10,13,18,24,26]","4.6126,5.6129,6.6728,4.0265,3.8023,4.9476,7.1843,5.4088,5.0075,7.1355"
19,2026-09-23 17:34:45,Ours,0.01,2.083165894321327,40.36,40.36,19,55.9129,0:55.91,54.4934,0.2279,1.1848,1151.7663,19:11.77,10,"8,0,4,1,9,5,7,2,6,3",8:205;0:154;4:188;1:169;9:140;5:106;7:82;2:52;6:241;3:145,"8:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];0:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];4:[0,1,2,4,5,6,9,10,11,12,13,14,18,21,23,24,26,28];1:[0,1,2,4,5,6,9,10,11,12,13,18,21,24,26,28];9:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];5:[0,4,5,6,10,12,13,18,24,26];7:[0,2,4,6,13,24,26,28];2:[0,4,6,13,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30];3:[0,1,2,4,5,6,10,11,13,18,21,24,26,28]","c8:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c0:bw=154,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c4:bw=188,experts=[0,1,2,4,5,6,9,10,11,12,13,14,18,21,23,24,26,28]; c1:bw=169,experts=[0,1,2,4,5,6,9,10,11,12,13,18,21,24,26,28]; c9:bw=140,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c5:bw=106,experts=[0,4,5,6,10,12,13,18,24,26]; c7:bw=82,experts=[0,2,4,6,13,24,26,28]; c2:bw=52,experts=[0,4,6,13,26]; c6:bw=241,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30]; c3:bw=145,experts=[0,1,2,4,5,6,10,11,13,18,21,24,26,28]","5.6535,5.0315,7.1917,4.6399,3.7686,6.6108,5.0064,3.9974,7.1375,5.4560"
20,2026-09-23 17:35:41,Ours,0.01,2.054508335020226,41.21,41.21,20,55.9569,0:55.96,54.5485,0.2141,1.1849,1207.739,20:07.74,10,"0,2,1,9,7,6,3,5,4,8",0:101;2:151;1:147;9:61;7:157;6:248;3:67;5:13;4:217;8:184,"0:[0,4,5,6,10,13,18,21,24,26];2:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];1:[0,2,4,5,6,10,11,12,13,18,21,24,26,28];9:[0,4,6,13,18,26];7:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30];3:[0,4,6,13,18,26];5:[4];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,18,21,24,25,26,28,30]","c0:bw=101,experts=[0,4,5,6,10,13,18,21,24,26]; c2:bw=151,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c1:bw=147,experts=[0,2,4,5,6,10,11,12,13,18,21,24,26,28]; c9:bw=61,experts=[0,4,6,13,18,26]; c7:bw=157,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c6:bw=248,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30]; c3:bw=67,experts=[0,4,6,13,18,26]; c5:bw=13,experts=[4]; c4:bw=217,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,26,28]; c8:bw=184,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,24,25,26,28,30]","5.0329,4.0179,4.6302,3.7751,4.9812,7.2080,5.3968,6.6351,7.2296,5.6417"
21,2026-09-23 17:36:37,Ours,0.01,2.0246968467625694,42.9,42.9,21,55.8644,0:55.86,54.4417,0.2137,1.2073,1263.6214,21:03.62,10,"1,2,7,4,8,5,0,3,6,9",1:150;2:145;7:46;4:175;8:67;5:118;0:243;3:27;6:57;9:93,"1:[0,1,2,4,5,6,8,10,11,13,18,21,24,26,28];2:[0,2,4,5,6,9,10,12,13,18,21,24,26,28];7:[4,6,13,26];4:[0,2,4,5,6,9,10,11,12,13,14,18,21,23,24,26,28];8:[0,4,6,13,18,26];5:[0,4,5,6,10,12,13,18,21,24,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30];3:[4,26];6:[0,4,13,18,26];9:[0,2,4,5,6,10,13,18,26]","c1:bw=150,experts=[0,1,2,4,5,6,8,10,11,13,18,21,24,26,28]; c2:bw=145,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]; c7:bw=46,experts=[4,6,13,26]; c4:bw=175,experts=[0,2,4,5,6,9,10,11,12,13,14,18,21,23,24,26,28]; c8:bw=67,experts=[0,4,6,13,18,26]; c5:bw=118,experts=[0,4,5,6,10,12,13,18,21,24,26]; c0:bw=243,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30]; c3:bw=27,experts=[4,26]; c6:bw=57,experts=[0,4,13,18,26]; c9:bw=93,experts=[0,2,4,5,6,10,13,18,26]","4.6439,4.0019,4.9617,7.2364,5.6444,6.6823,5.0502,5.4033,7.0540,3.7637"
22,2026-09-23 17:37:33,Ours,0.01,1.994026186966959,43.92,43.92,22,55.9883,0:55.99,54.5504,0.2285,1.2031,1319.6248,21:59.62,10,"7,9,1,6,5,2,0,4,3,8",7:59;9:120;1:24;6:224;5:61;2:242;0:245;4:133;3:204;8:120,"7:[0,4,6,13,26];9:[0,2,4,5,6,9,10,13,18,21,24,26];1:[4,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,25,26,28];5:[0,4,5,6,13,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,21,23,24,25,26,28,30];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30];4:[0,4,5,6,9,10,12,13,14,18,21,24,26];3:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,26,28];8:[0,2,4,5,6,10,13,18,21,24,26,28]","c7:bw=59,experts=[0,4,6,13,26]; c9:bw=120,experts=[0,2,4,5,6,9,10,13,18,21,24,26]; c1:bw=24,experts=[4,26]; c6:bw=224,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,25,26,28]; c5:bw=61,experts=[0,4,5,6,13,26]; c2:bw=242,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,21,23,24,25,26,28,30]; c0:bw=245,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28,30]; c4:bw=133,experts=[0,4,5,6,9,10,12,13,14,18,21,24,26]; c3:bw=204,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,26,28]; c8:bw=120,experts=[0,2,4,5,6,10,13,18,21,24,26,28]","4.9642,3.7849,4.5975,7.1552,6.6411,4.0047,5.0302,7.2319,5.4438,5.6969"
23,2026-09-23 17:38:29,Ours,0.01,1.9714694700164141,43.92,43.92,22,55.8657,0:55.87,54.4645,0.216,1.1794,1375.5093,22:55.51,10,"5,7,4,6,9,8,3,1,2,0",5:190;7:55;4:205;6:37;9:184;8:128;3:57;1:226;2:118;0:41,"5:[0,1,2,4,5,6,9,10,11,12,13,14,18,21,23,24,25,26,28];7:[0,4,6,13,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,26,28];6:[4,6,26];9:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28];8:[0,4,5,6,10,12,13,18,21,24,26,28];3:[0,4,6,13,26];1:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28];2:[0,4,5,6,10,13,18,21,24,26,28];0:[4,6,13,26]","c5:bw=190,experts=[0,1,2,4,5,6,9,10,11,12,13,14,18,21,23,24,25,26,28]; c7:bw=55,experts=[0,4,6,13,26]; c4:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,26,28]; c6:bw=37,experts=[4,6,26]; c9:bw=184,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]; c8:bw=128,experts=[0,4,5,6,10,12,13,18,21,24,26,28]; c3:bw=57,experts=[0,4,6,13,26]; c1:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28]; c2:bw=118,experts=[0,4,5,6,10,13,18,21,24,26,28]; c0:bw=41,experts=[4,6,13,26]","6.6725,4.9460,7.2039,7.1061,3.7949,5.6112,5.4107,4.6548,4.0060,5.0583"
24,2026-09-23 17:39:25,Ours,0.01,1.9474204114762432,45.36,45.36,24,56.0398,0:56.04,54.5971,0.2126,1.2238,1431.5649,23:51.56,10,"6,4,7,9,2,1,5,8,3,0",6:110;4:46;7:12;9:182;2:158;1:10;5:90;8:67;3:10;0:115,"6:[0,2,4,5,6,10,13,18,21,24,26];4:[4,6,13,26];7:[4];9:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,25,26,28];2:[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28];1:[4];5:[0,4,5,6,10,13,18,21,26];8:[4,5,6,13,18,26];3:[4];0:[0,2,4,5,6,10,13,18,21,24,26]","c6:bw=110,experts=[0,2,4,5,6,10,13,18,21,24,26]; c4:bw=46,experts=[4,6,13,26]; c7:bw=12,experts=[4]; c9:bw=182,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,25,26,28]; c2:bw=158,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28]; c1:bw=10,experts=[4]; c5:bw=90,experts=[0,4,5,6,10,13,18,21,26]; c8:bw=67,experts=[4,5,6,13,18,26]; c3:bw=10,experts=[4]; c0:bw=115,experts=[0,2,4,5,6,10,13,18,21,24,26]","7.2016,7.2250,4.9886,3.8189,4.0167,4.5994,6.6744,5.6615,5.3810,5.0300"
25,2026-09-23 17:40:21,Ours,0.01,1.9241674620413067,46.43,46.43,25,56.1805,0:56.18,54.7445,0.2262,1.208,1487.7644,24:47.76,10,"9,6,4,3,5,1,8,2,0,7",9:148;6:58;4:214;3:50;5:233;1:179;8:200;2:46;0:206;7:146,"9:[0,2,4,5,6,9,10,12,13,18,21,24,26,28];6:[4,6,13,18,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,25,26,28];3:[2,4,6,13,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,23,24,25,26,28];2:[4,6,13,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,26,28];7:[0,2,4,5,6,9,10,12,13,18,21,24,26,28]","c9:bw=148,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]; c6:bw=58,experts=[4,6,13,18,26]; c4:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,25,26,28]; c3:bw=50,experts=[2,4,6,13,26]; c5:bw=233,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c1:bw=179,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,26,28]; c8:bw=200,experts=[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,23,24,25,26,28]; c2:bw=46,experts=[4,6,13,26]; c0:bw=206,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,23,24,26,28]; c7:bw=146,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]","3.7874,7.1625,7.2180,5.4292,6.6483,4.6755,5.6930,4.0144,5.0553,5.0611"
26,2026-09-23 17:41:17,Ours,0.01,1.8998931263148982,46.91,46.91,26,56.1607,0:56.16,54.7391,0.2179,1.202,1543.9417,25:43.94,10,"3,6,9,7,1,5,2,8,0,4",3:162;6:123;9:184;7:114;1:122;5:75;2:110;8:195;0:39;4:175,"3:[0,2,4,5,6,9,10,11,12,13,14,18,21,24,26,28];6:[0,2,4,5,6,10,13,18,21,24,26,28];9:[0,1,2,4,5,6,9,10,12,13,14,18,19,20,21,24,26,28];7:[0,2,4,5,6,10,13,18,21,24,26];1:[0,2,4,5,6,9,10,13,18,21,24,26];5:[4,5,6,13,18,21,26];2:[0,1,2,4,5,6,10,13,18,24,26];8:[0,2,4,5,6,9,10,11,12,13,14,18,19,20,21,23,24,26,28];0:[4,13,26];4:[0,2,4,5,6,9,10,12,13,14,18,19,20,21,24,26,28]","c3:bw=162,experts=[0,2,4,5,6,9,10,11,12,13,14,18,21,24,26,28]; c6:bw=123,experts=[0,2,4,5,6,10,13,18,21,24,26,28]; c9:bw=184,experts=[0,1,2,4,5,6,9,10,12,13,14,18,19,20,21,24,26,28]; c7:bw=114,experts=[0,2,4,5,6,10,13,18,21,24,26]; c1:bw=122,experts=[0,2,4,5,6,9,10,13,18,21,24,26]; c5:bw=75,experts=[4,5,6,13,18,21,26]; c2:bw=110,experts=[0,1,2,4,5,6,10,13,18,24,26]; c8:bw=195,experts=[0,2,4,5,6,9,10,11,12,13,14,18,19,20,21,23,24,26,28]; c0:bw=39,experts=[4,13,26]; c4:bw=175,experts=[0,2,4,5,6,9,10,12,13,14,18,19,20,21,24,26,28]","5.4707,7.1645,3.8169,5.0187,4.6465,6.6591,4.0024,5.6793,5.0354,7.2455"
