Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
27,2026-09-23 17:42:13,Ours,0.01,1.884155608037625,48.06,48.06,27,56.2397,0:56.24,54.8013,0.2297,1.207,1600.201,26:40.20,10,"7,1,4,0,9,2,8,3,6,5",7:188;1:227;4:45;0:131;9:66;2:73;8:202;3:77;6:231;5:134,"7:[0,2,4,5,6,8,9,10,12,13,14,18,19,20,21,24,26,28];1:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];4:[4,6,13,26];0:[0,2,4,5,6,9,10,12,13,18,21,24,26];9:[0,2,4,6,13,26];2:[0,4,5,6,13,18,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,24,26,28];3:[4,5,6,13,18,21,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];5:[0,2,4,5,6,9,10,12,13,18,21,24,26]","c7:bw=188,experts=[0,2,4,5,6,8,9,10,12,13,14,18,19,20,21,24,26,28]; c1:bw=227,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c4:bw=45,experts=[4,6,13,26]; c0:bw=131,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26]; c9:bw=66,experts=[0,2,4,6,13,26]; c2:bw=73,experts=[0,4,5,6,13,18,26]; c8:bw=202,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,24,26,28]; c3:bw=77,experts=[4,5,6,13,18,21,26]; c6:bw=231,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c5:bw=134,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26]","5.0416,4.6949,7.2460,5.0311,3.7763,4.0070,5.7040,5.4717,7.1864,6.6422"
28,2026-09-23 17:43:09,Ours,0.01,1.8641544468893876,48.3,48.3,28,55.9417,0:55.94,54.5335,0.2158,1.1908,1656.1598,27:36.16,10,"6,9,0,8,2,5,1,3,4,7",6:108;9:179;0:172;8:108;2:10;5:122;1:91;3:42;4:28;7:10,"6:[0,4,5,6,10,13,18,21,24,26];9:[0,2,4,5,6,9,10,11,12,13,14,18,19,21,24,26,28];0:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26];8:[0,4,5,6,9,10,13,18,21,26];2:[4];5:[0,4,5,6,9,10,12,13,18,21,24,26];1:[0,4,5,6,10,13,18,21,26];3:[4,13,18,26];4:[4,26];7:[4]","c6:bw=108,experts=[0,4,5,6,10,13,18,21,24,26]; c9:bw=179,experts=[0,2,4,5,6,9,10,11,12,13,14,18,19,21,24,26,28]; c0:bw=172,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26]; c8:bw=108,experts=[0,4,5,6,9,10,13,18,21,26]; c2:bw=10,experts=[4]; c5:bw=122,experts=[0,4,5,6,9,10,12,13,18,21,24,26]; c1:bw=91,experts=[0,4,5,6,10,13,18,21,26]; c3:bw=42,experts=[4,13,18,26]; c4:bw=28,experts=[4,26]; c7:bw=10,experts=[4]","7.1760,3.8172,5.0445,5.6494,3.9606,6.6943,4.6580,5.4170,7.1648,4.9515"
29,2026-09-23 17:44:06,Ours,0.01,1.8472898353362428,49.9,49.9,29,56.1033,0:56.10,54.6805,0.2086,1.2126,1712.283,28:32.28,10,"4,0,1,9,6,8,7,3,2,5",4:140;0:161;1:122;9:160;6:157;8:123;7:77;3:116;2:66;5:123,"4:[0,4,5,6,9,10,12,13,14,18,21,24,26,28];0:[0,1,2,4,5,6,9,10,12,13,18,19,21,24,26,28];1:[0,1,2,4,5,6,10,13,18,21,24,26];9:[0,1,2,4,5,6,9,10,11,12,13,18,21,24,25,26];6:[0,2,4,5,6,9,10,11,12,13,14,18,21,24,26];8:[0,2,4,5,6,10,12,13,18,21,24,26];7:[0,2,4,6,13,18,26];3:[0,2,4,5,6,10,13,18,21,24,26];2:[0,4,5,6,13,26];5:[0,2,4,5,6,10,12,13,18,24,26,28]","c4:bw=140,experts=[0,4,5,6,9,10,12,13,14,18,21,24,26,28]; c0:bw=161,experts=[0,1,2,4,5,6,9,10,12,13,18,19,21,24,26,28]; c1:bw=122,experts=[0,1,2,4,5,6,10,13,18,21,24,26]; c9:bw=160,experts=[0,1,2,4,5,6,9,10,11,12,13,18,21,24,25,26]; c6:bw=157,experts=[0,2,4,5,6,9,10,11,12,13,14,18,21,24,26]; c8:bw=123,experts=[0,2,4,5,6,10,12,13,18,21,24,26]; c7:bw=77,experts=[0,2,4,6,13,18,26]; c3:bw=116,experts=[0,2,4,5,6,10,13,18,21,24,26]; c2:bw=66,experts=[0,4,5,6,13,26]; c5:bw=123,experts=[0,2,4,5,6,10,12,13,18,24,26,28]","7.2389,5.0611,4.6769,3.8228,7.1752,5.6660,5.0048,5.4491,3.9847,6.6008"
30,2026-09-23 17:45:02,Ours,0.01,1.8312825522197111,49.37,49.9,29,56.2757,0:56.28,54.8294,0.2227,1.2219,1768.5768,29:28.58,10,"5,1,9,4,0,8,6,7,3,2",5:226;1:129;9:200;4:189;0:64;8:152;6:39;7:44;3:216;2:99,"5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];1:[0,1,2,4,5,6,10,13,18,21,24,26];9:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];4:[0,1,2,4,5,6,9,10,11,12,13,18,19,21,23,24,26,28];0:[0,4,6,13,18,26];8:[0,2,4,5,6,9,10,12,13,14,18,21,24,26,28];6:[4,6,26];7:[4,6,13,26];3:[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,26,28];2:[0,4,5,6,10,13,18,21,26]","c5:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c1:bw=129,experts=[0,1,2,4,5,6,10,13,18,21,24,26]; c9:bw=200,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c4:bw=189,experts=[0,1,2,4,5,6,9,10,11,12,13,18,19,21,23,24,26,28]; c0:bw=64,experts=[0,4,6,13,18,26]; c8:bw=152,experts=[0,2,4,5,6,9,10,12,13,14,18,21,24,26,28]; c6:bw=39,experts=[4,6,26]; c7:bw=44,experts=[4,6,13,26]; c3:bw=216,experts=[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,26,28]; c2:bw=99,experts=[0,4,5,6,10,13,18,21,26]","6.7106,4.7017,3.7997,7.2865,5.0298,5.7271,7.0944,4.9717,5.4672,4.0407"
31,2026-09-23 17:45:58,Ours,0.01,1.8149945163941787,50.5,50.5,31,56.2899,0:56.29,54.8711,0.225,1.1921,1824.8861,30:24.89,10,"6,4,9,1,5,8,3,2,0,7",6:108;4:70;9:164;1:111;5:226;8:120;3:87;2:57;0:172;7:230,"6:[0,1,2,4,5,6,13,18,24,26];4:[0,4,5,6,13,18,26];9:[0,1,2,4,5,6,9,10,12,13,18,21,24,25,26,28];1:[0,4,5,6,9,10,13,18,21,24,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];8:[0,4,5,6,9,10,12,13,18,21,24,26];3:[4,5,6,13,18,21,24,26];2:[2,4,6,13,26];0:[0,2,4,5,6,9,10,12,13,14,18,19,21,23,24,26,28];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]","c6:bw=108,experts=[0,1,2,4,5,6,13,18,24,26]; c4:bw=70,experts=[0,4,5,6,13,18,26]; c9:bw=164,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,25,26,28]; c1:bw=111,experts=[0,4,5,6,9,10,13,18,21,24,26]; c5:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c8:bw=120,experts=[0,4,5,6,9,10,12,13,18,21,24,26]; c3:bw=87,experts=[4,5,6,13,18,21,24,26]; c2:bw=57,experts=[2,4,6,13,26]; c0:bw=172,experts=[0,2,4,5,6,9,10,12,13,14,18,19,21,23,24,26,28]; c7:bw=230,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]","7.1841,7.3089,3.8009,4.6705,6.6516,5.6833,5.4869,4.0109,5.0405,5.0335"
32,2026-09-23 17:46:54,Ours,0.01,1.8255489982335242,50.25,50.5,31,56.3042,0:56.30,54.873,0.2223,1.2036,1881.2091,31:21.21,10,"8,5,4,7,0,1,3,6,2,9",8:79;5:130;4:178;7:171;0:167;1:77;3:103;6:98;2:197;9:115,"8:[3,4,7,17,27,29,31];5:[0,4,5,6,7,9,10,13,18,21,24,26,31];4:[0,3,4,5,6,7,10,12,13,16,17,18,21,24,26,29,31];7:[0,2,3,4,5,6,7,13,15,17,18,24,26,27,29,30,31];0:[0,3,4,5,6,7,9,10,13,17,18,21,24,26,29,31];1:[3,7,17,22,27,29,30];3:[4,5,6,7,13,18,21,24,26,31];6:[3,4,7,13,16,17,26,29,31];2:[0,2,3,4,5,6,7,9,10,12,13,17,18,20,21,24,26,29,31];9:[0,3,4,6,7,13,17,18,22,26,29]","c8:bw=79,experts=[3,4,7,17,27,29,31]; c5:bw=130,experts=[0,4,5,6,7,9,10,13,18,21,24,26,31]; c4:bw=178,experts=[0,3,4,5,6,7,10,12,13,16,17,18,21,24,26,29,31]; c7:bw=171,experts=[0,2,3,4,5,6,7,13,15,17,18,24,26,27,29,30,31]; c0:bw=167,experts=[0,3,4,5,6,7,9,10,13,17,18,21,24,26,29,31]; c1:bw=77,experts=[3,7,17,22,27,29,30]; c3:bw=103,experts=[4,5,6,7,13,18,21,24,26,31]; c6:bw=98,experts=[3,4,7,13,16,17,26,29,31]; c2:bw=197,experts=[0,2,3,4,5,6,7,9,10,12,13,17,18,20,21,24,26,29,31]; c9:bw=115,experts=[0,3,4,6,7,13,17,18,22,26,29]","5.6686,6.7435,7.2675,4.9832,5.0649,4.7302,5.4547,7.1247,4.0389,3.7968"
33,2026-09-23 17:47:51,Ours,0.01,1.788060744100126,51.05,51.05,33,56.6482,0:56.65,55.2065,0.2178,1.2222,1937.8777,32:17.88,10,"7,1,3,6,5,9,2,8,4,0",7:192;1:126;3:256;6:135;5:108;9:152;2:86;8:182;4:165;0:229,"7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,26,28];1:[0,4,5,6,9,10,12,13,18,21,24,26];3:[0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,18,20,21,23,24,25,26,27,28,30];6:[0,4,5,6,9,10,12,13,14,18,21,24,26];5:[2,4,5,6,10,13,18,24,26,30];9:[0,2,4,5,6,9,10,12,13,14,18,20,21,24,26];2:[4,5,6,13,18,21,24,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28];4:[0,1,2,4,5,6,9,10,11,13,15,18,21,24,26,30];0:[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]","c7:bw=192,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,26,28]; c1:bw=126,experts=[0,4,5,6,9,10,12,13,18,21,24,26]; c3:bw=256,experts=[0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,18,20,21,23,24,25,26,27,28,30]; c6:bw=135,experts=[0,4,5,6,9,10,12,13,14,18,21,24,26]; c5:bw=108,experts=[2,4,5,6,10,13,18,24,26,30]; c9:bw=152,experts=[0,2,4,5,6,9,10,12,13,14,18,20,21,24,26]; c2:bw=86,experts=[4,5,6,13,18,21,24,26]; c8:bw=182,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28]; c4:bw=165,experts=[0,1,2,4,5,6,9,10,11,13,15,18,21,24,26,30]; c0:bw=229,experts=[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]","5.0794,4.7599,5.4910,7.1951,6.7104,3.8148,4.0284,5.7360,7.2572,5.1342"
34,2026-09-23 17:48:48,Ours,0.01,1.7718783754445535,52.42,52.42,34,56.4686,0:56.47,55.0586,0.2289,1.1793,1994.365,33:14.37,10,"4,1,6,9,8,0,5,7,3,2",4:169;1:170;6:176;9:248;8:153;0:82;5:219;7:119;3:265;2:197,"4:[0,2,4,5,6,9,10,11,12,13,14,18,20,21,24,26];1:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,25,26];6:[0,4,5,6,8,9,10,11,12,13,14,18,20,21,24,26,28];9:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,27,28];8:[0,2,4,5,6,8,9,10,11,12,13,18,21,24,26];0:[0,4,5,6,13,18,21,26];5:[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];7:[0,2,4,5,6,10,12,13,18,24,26];3:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28];2:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]","c4:bw=169,experts=[0,2,4,5,6,9,10,11,12,13,14,18,20,21,24,26]; c1:bw=170,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,25,26]; c6:bw=176,experts=[0,4,5,6,8,9,10,11,12,13,14,18,20,21,24,26,28]; c9:bw=248,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,27,28]; c8:bw=153,experts=[0,2,4,5,6,8,9,10,11,12,13,18,21,24,26]; c0:bw=82,experts=[0,4,5,6,13,18,21,26]; c5:bw=219,experts=[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c7:bw=119,experts=[0,2,4,5,6,10,12,13,18,24,26]; c3:bw=265,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28]; c2:bw=197,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]","7.3021,4.7335,7.1992,3.8225,5.7202,5.0357,6.6852,5.0201,5.4693,4.0707"
35,2026-09-23 17:49:51,Ours,0.01,1.761617906305735,52.41,52.42,34,63.2202,1:03.22,61.3541,0.2705,1.588,2057.6064,34:17.61,10,"4,0,1,6,2,8,9,7,5,3",4:120;0:74;1:112;6:160;2:167;8:182;9:99;7:175;5:149;3:88,"4:[0,4,5,6,9,10,12,13,18,21,24,26];0:[4,5,6,13,18,21,26];1:[0,4,5,6,9,10,13,18,21,24,26];6:[0,4,5,6,9,10,12,13,14,18,19,20,21,24,26,28];2:[0,2,4,5,6,8,9,10,12,13,14,18,21,24,25,26];8:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28];9:[0,2,4,5,6,13,18,21,26];7:[0,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28];5:[0,2,4,5,6,9,10,12,13,14,18,21,24,26];3:[0,2,4,5,6,13,24,26]","c4:bw=120,experts=[0,4,5,6,9,10,12,13,18,21,24,26]; c0:bw=74,experts=[4,5,6,13,18,21,26]; c1:bw=112,experts=[0,4,5,6,9,10,13,18,21,24,26]; c6:bw=160,experts=[0,4,5,6,9,10,12,13,14,18,19,20,21,24,26,28]; c2:bw=167,experts=[0,2,4,5,6,8,9,10,12,13,14,18,21,24,25,26]; c8:bw=182,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28]; c9:bw=99,experts=[0,2,4,5,6,13,18,21,26]; c7:bw=175,experts=[0,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]; c5:bw=149,experts=[0,2,4,5,6,9,10,12,13,14,18,21,24,26]; c3:bw=88,experts=[0,2,4,5,6,13,24,26]","7.3402,5.0852,4.7109,7.1752,4.2036,6.1317,4.1653,6.4945,8.7986,7.2490"
36,2026-09-23 17:51:05,Ours,0.01,1.747497217585953,53.03,53.03,36,74.5598,1:14.56,72.7292,0.2714,1.5571,2132.1965,35:32.20,10,"9,0,3,7,6,5,1,4,8,2",9:137;0:132;3:219;7:100;6:158;5:180;1:31;4:272;8:188;2:185,"9:[0,4,5,6,9,10,12,13,18,19,21,24,26];0:[0,4,5,6,9,10,13,16,18,21,24,26,27];3:[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];7:[0,4,5,6,10,13,18,21,24,26];6:[0,1,2,4,5,6,9,10,11,12,13,18,21,24,26];5:[0,3,4,5,6,9,10,12,13,15,16,17,18,21,24,26,27,29];1:[4,6,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,30];8:[0,1,2,4,5,6,8,10,11,12,13,16,18,21,23,24,26,28];2:[0,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,27,28]","c9:bw=137,experts=[0,4,5,6,9,10,12,13,18,19,21,24,26]; c0:bw=132,experts=[0,4,5,6,9,10,13,16,18,21,24,26,27]; c3:bw=219,experts=[0,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c7:bw=100,experts=[0,4,5,6,10,13,18,21,24,26]; c6:bw=158,experts=[0,1,2,4,5,6,9,10,11,12,13,18,21,24,26]; c5:bw=180,experts=[0,3,4,5,6,9,10,12,13,15,16,17,18,21,24,26,27,29]; c1:bw=31,experts=[4,6,26]; c4:bw=272,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,30]; c8:bw=188,experts=[0,1,2,4,5,6,8,10,11,12,13,16,18,21,23,24,26,28]; c2:bw=185,experts=[0,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,27,28]","5.0784,6.8063,7.2621,6.7658,9.5067,8.7012,6.2186,9.5397,7.5958,5.2546"
37,2026-09-23 17:52:17,Ours,0.01,1.737202075210566,52.8,53.03,36,71.3733,1:11.37,69.5724,0.2565,1.5424,2203.5994,36:43.60,10,"1,5,2,6,4,7,9,0,3,8",1:67;5:143;2:132;6:239;4:144;7:153;9:146;0:199;3:132;8:21,"1:[4,5,13,18,21,26];5:[0,2,4,5,6,9,10,12,13,18,21,24,26,28];2:[0,2,4,5,6,9,10,12,13,18,21,24,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,17,18,21,23,24,25,26,27,28];4:[0,2,4,5,6,9,10,11,12,13,18,21,24,26];7:[0,4,5,6,9,10,12,13,14,18,20,21,24,26,28];9:[0,2,4,5,6,9,10,12,13,16,18,21,24,26];0:[0,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,26,28];3:[0,1,2,3,4,5,6,12,13,18,24,26,29];8:[4,6]","c1:bw=67,experts=[4,5,13,18,21,26]; c5:bw=143,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]; c2:bw=132,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26]; c6:bw=239,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,17,18,21,23,24,25,26,27,28]; c4:bw=144,experts=[0,2,4,5,6,9,10,11,12,13,18,21,24,26]; c7:bw=153,experts=[0,4,5,6,9,10,12,13,14,18,20,21,24,26,28]; c9:bw=146,experts=[0,2,4,5,6,9,10,12,13,16,18,21,24,26]; c0:bw=199,experts=[0,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,26,28]; c3:bw=132,experts=[0,1,2,3,4,5,6,12,13,18,24,26,29]; c8:bw=21,experts=[4,6]","6.3123,9.0892,5.4957,9.7282,9.5387,5.7135,4.3243,5.9354,6.6541,6.7810"
38,2026-09-23 17:53:33,Ours,0.01,1.7210342911160215,52.97,53.03,36,76.1022,1:16.10,74.3647,0.2497,1.4859,2279.7304,37:59.73,10,"8,6,4,1,5,2,3,7,9,0",8:168;6:62;4:190;1:113;5:10;2:11;3:139;7:187;9:94;0:148,"8:[0,4,5,6,9,10,11,12,13,14,18,20,21,22,24,26];6:[2,4,6,13,18,26];4:[0,2,4,5,6,9,10,11,12,13,14,18,19,20,21,23,24,26,28];1:[0,4,5,6,9,10,13,18,21,24,26];5:[4];2:[4];3:[0,1,2,4,5,6,10,12,13,18,24,26,28];7:[0,4,5,6,8,9,10,12,13,14,16,18,20,21,23,24,26,28];9:[0,4,5,6,9,13,18,21,26];0:[0,2,4,5,6,9,10,12,13,14,18,21,24,26]","c8:bw=168,experts=[0,4,5,6,9,10,11,12,13,14,18,20,21,22,24,26]; c6:bw=62,experts=[2,4,6,13,18,26]; c4:bw=190,experts=[0,2,4,5,6,9,10,11,12,13,14,18,19,20,21,23,24,26,28]; c1:bw=113,experts=[0,4,5,6,9,10,13,18,21,24,26]; c5:bw=10,experts=[4]; c2:bw=11,experts=[4]; c3:bw=139,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c7:bw=187,experts=[0,4,5,6,8,9,10,12,13,14,16,18,20,21,23,24,26,28]; c9:bw=94,experts=[0,4,5,6,9,13,18,21,26]; c0:bw=148,experts=[0,2,4,5,6,9,10,12,13,14,18,21,24,26]","7.6537,9.9302,9.7456,6.3321,9.3246,5.4713,7.5434,6.6471,5.0667,6.6500"
39,2026-09-23 17:54:50,Ours,0.01,1.7073973028635105,54.06,54.06,39,76.8472,1:16.85,74.9371,0.2912,1.6169,2356.6079,39:16.61,10,"3,0,1,7,6,8,2,4,9,5",3:96;0:11;1:164;7:146;6:112;8:164;2:132;4:131;9:87;5:274,"3:[4,5,6,10,13,18,21,24,26];0:[4];1:[1,2,4,5,6,8,10,11,12,13,18,21,24,25,26,28];7:[0,4,5,6,9,10,12,13,14,18,20,21,24,26];6:[0,4,5,6,9,10,13,18,21,24,26];8:[0,2,4,5,6,8,9,10,11,12,13,18,21,24,26,28];2:[0,1,2,4,5,6,10,12,13,18,21,24,26];4:[0,2,4,5,6,9,10,12,13,18,21,24,26];9:[0,4,5,6,13,18,21,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,30]","c3:bw=96,experts=[4,5,6,10,13,18,21,24,26]; c0:bw=11,experts=[4]; c1:bw=164,experts=[1,2,4,5,6,8,10,11,12,13,18,21,24,25,26,28]; c7:bw=146,experts=[0,4,5,6,9,10,12,13,14,18,20,21,24,26]; c6:bw=112,experts=[0,4,5,6,9,10,13,18,21,24,26]; c8:bw=164,experts=[0,2,4,5,6,8,9,10,11,12,13,18,21,24,26,28]; c2:bw=132,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26]; c4:bw=131,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26]; c9:bw=87,experts=[0,4,5,6,13,18,21,26]; c5:bw=274,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,30]","7.3737,6.8151,6.2184,6.6773,9.6141,7.7178,5.4897,10.2045,5.4477,9.3787"
40,2026-09-23 17:56:07,Ours,0.01,1.6960934393858556,54.52,54.52,40,76.8288,1:16.83,74.9622,0.2787,1.5817,2433.4684,40:33.47,10,"8,1,5,6,2,7,3,4,9,0",8:95;1:154;5:116;6:170;2:238;7:243;3:24;4:70;9:145;0:131,"8:[0,4,5,6,13,18,21,24,26];1:[0,1,2,4,5,6,8,10,13,18,21,24,25,26,31];5:[0,2,4,5,6,10,13,18,21,24,26];6:[0,2,4,5,6,9,10,11,12,13,14,18,20,21,23,24,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28];3:[4,26];4:[4,5,6,13,18,21,26];9:[0,4,5,6,9,10,13,15,18,21,24,26,30,31];0:[0,2,4,5,6,9,10,13,14,18,21,24,26]","c8:bw=95,experts=[0,4,5,6,13,18,21,24,26]; c1:bw=154,experts=[0,1,2,4,5,6,8,10,13,18,21,24,25,26,31]; c5:bw=116,experts=[0,2,4,5,6,10,13,18,21,24,26]; c6:bw=170,experts=[0,2,4,5,6,9,10,11,12,13,14,18,20,21,23,24,26]; c2:bw=238,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c7:bw=243,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28]; c3:bw=24,experts=[4,26]; c4:bw=70,experts=[4,5,6,13,18,21,26]; c9:bw=145,experts=[0,4,5,6,9,10,13,15,18,21,24,26,30,31]; c0:bw=131,experts=[0,2,4,5,6,9,10,13,14,18,21,24,26]","7.7546,6.7439,9.4332,9.6649,5.4941,6.8162,7.2457,9.7440,5.1463,6.9192"
41,2026-09-23 17:57:24,Ours,0.01,1.6897131277650217,54.97,54.97,41,77.0977,1:17.10,75.2427,0.2756,1.5727,2510.5972,41:50.60,10,"2,6,8,1,4,5,7,3,9,0",2:196;6:10;8:207;1:29;4:185;5:224;7:250;3:146;9:196;0:10,"2:[0,1,2,4,5,6,8,9,10,11,12,13,18,19,21,24,25,26,28];6:[4];8:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,20,21,24,25,26,28];1:[4,26];4:[0,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28,31];3:[0,2,4,5,6,9,10,12,13,18,21,24,25,26];9:[0,4,5,6,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28];0:[4]","c2:bw=196,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,19,21,24,25,26,28]; c6:bw=10,experts=[4]; c8:bw=207,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,20,21,24,25,26,28]; c1:bw=29,experts=[4,26]; c4:bw=185,experts=[0,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]; c5:bw=224,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c7:bw=250,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28,31]; c3:bw=146,experts=[0,2,4,5,6,9,10,12,13,18,21,24,25,26]; c9:bw=196,experts=[0,4,5,6,9,10,11,12,13,14,18,19,20,21,23,24,25,26,28]; c0:bw=10,experts=[4]","5.7769,10.0950,7.8498,6.3841,9.8228,9.0620,6.8913,7.4625,5.1889,6.7093"
