Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
40,2026-09-23 20:56:14,Ours,0.01,2.2279733958145287,41.79,41.79,40,75.5174,1:15.52,67.6811,6.5226,1.3105,2969.3069,49:29.31,30,"28,27,26,8,18,6,17,13,29,16,15,2,10,1,22,11,23,20,4,7,24,19,25,3,14,12,5,21,0,9",28:10;27:38;26:63;8:26;18:38;6:46;17:30;13:32;29:43;16:29;15:22;2:65;10:60;1:42;22:43;11:15;23:50;20:21;4:19;7:66;24:51;19:23;25:67;3:10;14:58;12:42;5:32;21:35;0:36;9:40,"28:[3];27:[3,4,7];26:[0,1,3,4,5,6];8:[3,4];18:[2,3,4];6:[3,4,6,7];17:[3,4,6];13:[3,4,7];29:[3,4,6,7];16:[3,7];15:[3,4];2:[1,3,4,5,6,7];10:[0,1,3,4,5,6];1:[1,3,4,6];22:[1,3,4,6];11:[3];23:[0,1,4,5,6];20:[3,4];4:[3];7:[0,1,3,4,5,6];24:[1,3,4,5,6];19:[3,7];25:[1,3,4,5,6,7];3:[3];14:[1,4,5,6,7];12:[0,4,5,6];5:[0,4,6];21:[3,4,6];0:[3,4,7];9:[3,4,6,7]","c28:bw=10,experts=[3]; c27:bw=38,experts=[3,4,7]; c26:bw=63,experts=[0,1,3,4,5,6]; c8:bw=26,experts=[3,4]; c18:bw=38,experts=[2,3,4]; c6:bw=46,experts=[3,4,6,7]; c17:bw=30,experts=[3,4,6]; c13:bw=32,experts=[3,4,7]; c29:bw=43,experts=[3,4,6,7]; c16:bw=29,experts=[3,7]; c15:bw=22,experts=[3,4]; c2:bw=65,experts=[1,3,4,5,6,7]; c10:bw=60,experts=[0,1,3,4,5,6]; c1:bw=42,experts=[1,3,4,6]; c22:bw=43,experts=[1,3,4,6]; c11:bw=15,experts=[3]; c23:bw=50,experts=[0,1,4,5,6]; c20:bw=21,experts=[3,4]; c4:bw=19,experts=[3]; c7:bw=66,experts=[0,1,3,4,5,6]; c24:bw=51,experts=[1,3,4,5,6]; c19:bw=23,experts=[3,7]; c25:bw=67,experts=[1,3,4,5,6,7]; c3:bw=10,experts=[3]; c14:bw=58,experts=[1,4,5,6,7]; c12:bw=42,experts=[0,4,5,6]; c5:bw=32,experts=[0,4,6]; c21:bw=35,experts=[3,4,6]; c0:bw=36,experts=[3,4,7]; c9:bw=40,experts=[3,4,6,7]","2.1932,2.5071,1.5055,1.6630,2.3485,1.6178,2.6508,2.2131,4.1461,2.4481,1.6446,1.7826,3.3295,1.5249,2.2378,2.9604,1.8485,2.7337,2.7475,1.8366,1.7335,1.9876,2.7768,2.1053,1.8474,2.4202,3.9304,1.4991,1.5594,1.8823"
41,2026-09-23 20:57:30,Ours,0.01,2.2167385848901997,42.51,42.51,41,75.484,1:15.48,67.7367,6.415,1.3292,3044.817,50:44.82,30,"6,26,2,29,16,1,8,15,4,19,3,24,21,20,18,23,0,17,25,12,11,10,13,14,22,28,27,5,7,9",6:10;26:10;2:54;29:38;16:25;1:10;8:57;15:24;4:50;19:19;3:40;24:58;21:18;20:39;18:10;23:37;0:10;17:52;25:29;12:18;11:41;10:42;13:45;14:61;22:46;28:51;27:52;5:61;7:68;9:54,"6:[4];26:[7];2:[0,1,4,5,6];29:[2,4,6];16:[2,4];1:[7];8:[1,4,5,6,7];15:[4,6];4:[0,1,4,5,6];19:[4];3:[1,4,5,6];24:[0,1,4,5,6];21:[2];20:[4,5,6];18:[7];23:[2,4,6];0:[2];17:[0,1,4,5,6];25:[4,6];12:[7];11:[4,5,6,7];10:[1,4,5,6];13:[1,4,5,6];14:[0,1,2,4,5,6];22:[0,4,5,6];28:[0,1,4,5,6];27:[0,1,4,5,6];5:[0,1,2,4,5,6];7:[0,1,4,5,6,7];9:[0,1,4,5,6]","c6:bw=10,experts=[4]; c26:bw=10,experts=[7]; c2:bw=54,experts=[0,1,4,5,6]; c29:bw=38,experts=[2,4,6]; c16:bw=25,experts=[2,4]; c1:bw=10,experts=[7]; c8:bw=57,experts=[1,4,5,6,7]; c15:bw=24,experts=[4,6]; c4:bw=50,experts=[0,1,4,5,6]; c19:bw=19,experts=[4]; c3:bw=40,experts=[1,4,5,6]; c24:bw=58,experts=[0,1,4,5,6]; c21:bw=18,experts=[2]; c20:bw=39,experts=[4,5,6]; c18:bw=10,experts=[7]; c23:bw=37,experts=[2,4,6]; c0:bw=10,experts=[2]; c17:bw=52,experts=[0,1,4,5,6]; c25:bw=29,experts=[4,6]; c12:bw=18,experts=[7]; c11:bw=41,experts=[4,5,6,7]; c10:bw=42,experts=[1,4,5,6]; c13:bw=45,experts=[1,4,5,6]; c14:bw=61,experts=[0,1,2,4,5,6]; c22:bw=46,experts=[0,4,5,6]; c28:bw=51,experts=[0,1,4,5,6]; c27:bw=52,experts=[0,1,4,5,6]; c5:bw=61,experts=[0,1,2,4,5,6]; c7:bw=68,experts=[0,1,4,5,6,7]; c9:bw=54,experts=[0,1,4,5,6]","1.6317,1.5123,1.7736,4.1725,2.4747,1.5203,1.6395,1.6420,2.7684,2.0047,2.1494,1.7316,1.4889,2.7409,2.3184,1.8418,1.5520,2.6506,2.7261,2.3943,2.9686,3.2935,2.2259,1.8399,2.2393,2.1947,2.5446,3.9824,1.8253,1.8886"
42,2026-09-23 20:58:45,Ours,0.01,2.135076538166979,42.98,42.98,42,75.3035,1:15.30,67.6193,6.3501,1.3309,3120.1478,52:00.15,30,"12,15,27,9,11,17,1,16,22,24,19,25,2,6,5,14,23,3,20,4,26,0,10,28,29,7,13,18,21,8",12:22;15:31;27:34;9:51;11:59;17:32;1:49;16:10;22:26;24:34;19:63;25:28;2:40;6:34;5:50;14:13;23:51;3:48;20:42;4:55;26:16;0:15;10:15;28:54;29:40;7:20;13:33;18:14;21:32;8:42,"12:[4,6];15:[4,5,6];27:[4,5,6];9:[1,2,4,5,6];11:[0,1,4,5,6];17:[0,4,6];1:[0,1,4,6];16:[5];22:[4,6];24:[1,4,6];19:[0,1,2,4,5,6];25:[4,6];2:[1,4,5,6];6:[4,5,6];5:[0,1,4,5,6];14:[4];23:[0,1,4,5,6];3:[4,5,6,7];20:[1,4,5,6];4:[0,1,4,5,6];26:[4];0:[4];10:[4];28:[1,2,4,5,6];29:[1,4,5,6];7:[4,6];13:[1,4,6];18:[4];21:[0,4,6];8:[1,4,5,6]","c12:bw=22,experts=[4,6]; c15:bw=31,experts=[4,5,6]; c27:bw=34,experts=[4,5,6]; c9:bw=51,experts=[1,2,4,5,6]; c11:bw=59,experts=[0,1,4,5,6]; c17:bw=32,experts=[0,4,6]; c1:bw=49,experts=[0,1,4,6]; c16:bw=10,experts=[5]; c22:bw=26,experts=[4,6]; c24:bw=34,experts=[1,4,6]; c19:bw=63,experts=[0,1,2,4,5,6]; c25:bw=28,experts=[4,6]; c2:bw=40,experts=[1,4,5,6]; c6:bw=34,experts=[4,5,6]; c5:bw=50,experts=[0,1,4,5,6]; c14:bw=13,experts=[4]; c23:bw=51,experts=[0,1,4,5,6]; c3:bw=48,experts=[4,5,6,7]; c20:bw=42,experts=[1,4,5,6]; c4:bw=55,experts=[0,1,4,5,6]; c26:bw=16,experts=[4]; c0:bw=15,experts=[4]; c10:bw=15,experts=[4]; c28:bw=54,experts=[1,2,4,5,6]; c29:bw=40,experts=[1,4,5,6]; c7:bw=20,experts=[4,6]; c13:bw=33,experts=[1,4,6]; c18:bw=14,experts=[4]; c21:bw=32,experts=[0,4,6]; c8:bw=42,experts=[1,4,5,6]","2.4508,1.6675,2.5211,1.8961,2.9849,2.6443,1.5419,2.4363,2.2306,1.7155,2.0208,2.7402,1.7573,1.6585,3.9804,1.8314,1.8588,2.1379,2.7699,2.7499,1.5053,1.5425,3.2860,2.1546,4.1142,1.7882,2.2153,2.2782,1.4905,1.6503"
43,2026-09-23 21:00:03,Ours,0.01,2.103548884385655,43.67,43.67,43,77.9769,1:17.98,70.2146,6.4143,1.3448,3198.1493,53:18.15,30,"29,8,12,9,15,28,18,13,20,14,21,0,7,4,27,3,22,11,26,16,23,17,6,1,5,10,25,24,19,2",29:28;8:45;12:10;9:32;15:14;28:27;18:24;13:16;20:48;14:66;21:34;0:21;7:21;4:34;27:61;3:65;22:41;11:55;26:59;16:21;23:34;17:47;6:12;1:58;5:53;10:37;25:44;24:54;19:54;2:51,"29:[4,6];8:[0,4,5,6];12:[4];9:[4,5,6];15:[4];28:[4,6];18:[0,4];13:[4];20:[0,1,4,6];14:[0,1,2,4,5,6];21:[4,5,6];0:[4,6];7:[4,6];4:[1,4,6];27:[0,1,2,4,5,6];3:[0,1,2,4,5,6];22:[1,4,5,6];11:[0,1,4,5,6];26:[0,1,4,5,6];16:[4,6];23:[3,4,6];17:[1,4,5,6];6:[4];1:[0,1,2,4,6];5:[0,1,4,5,6];10:[4,5,6];25:[2,4,5,6];24:[0,1,4,5,6];19:[0,1,4,5,6];2:[0,1,4,5,6]","c29:bw=28,experts=[4,6]; c8:bw=45,experts=[0,4,5,6]; c12:bw=10,experts=[4]; c9:bw=32,experts=[4,5,6]; c15:bw=14,experts=[4]; c28:bw=27,experts=[4,6]; c18:bw=24,experts=[0,4]; c13:bw=16,experts=[4]; c20:bw=48,experts=[0,1,4,6]; c14:bw=66,experts=[0,1,2,4,5,6]; c21:bw=34,experts=[4,5,6]; c0:bw=21,experts=[4,6]; c7:bw=21,experts=[4,6]; c4:bw=34,experts=[1,4,6]; c27:bw=61,experts=[0,1,2,4,5,6]; c3:bw=65,experts=[0,1,2,4,5,6]; c22:bw=41,experts=[1,4,5,6]; c11:bw=55,experts=[0,1,4,5,6]; c26:bw=59,experts=[0,1,4,5,6]; c16:bw=21,experts=[4,6]; c23:bw=34,experts=[3,4,6]; c17:bw=47,experts=[1,4,5,6]; c6:bw=12,experts=[4]; c1:bw=58,experts=[0,1,2,4,6]; c5:bw=53,experts=[0,1,4,5,6]; c10:bw=37,experts=[4,5,6]; c25:bw=44,experts=[2,4,5,6]; c24:bw=54,experts=[0,1,4,5,6]; c19:bw=54,experts=[0,1,4,5,6]; c2:bw=51,experts=[0,1,4,5,6]","4.1482,1.6597,2.4434,1.9470,1.6781,2.1733,2.4036,2.2615,2.7788,1.9510,1.5036,1.5739,1.8602,2.8047,2.5822,2.2502,2.3617,3.1957,1.5428,2.4849,1.8587,2.6724,1.6131,1.5376,4.8788,3.6276,2.7368,1.7223,2.1817,1.7811"
44,2026-09-23 21:01:19,Ours,0.01,2.1053005825026414,43.84,43.84,44,76.0899,1:16.09,68.1282,6.6301,1.3285,3274.2651,54:34.27,30,"3,19,8,4,20,24,9,10,13,5,11,14,17,23,1,2,26,15,22,25,28,18,12,0,6,16,7,27,29,21",3:47;19:10;8:34;4:29;20:56;24:31;9:37;10:56;13:28;5:24;11:16;14:65;17:12;23:36;1:45;2:37;26:45;15:50;22:23;25:36;28:36;18:54;12:40;0:66;6:20;16:76;7:75;27:31;29:68;21:58,"3:[1,4,5,6];19:[4];8:[2,4,6];4:[2,7];20:[1,4,5,6,7];24:[1,4,6];9:[4,5,6];10:[0,1,4,5,6];13:[4,6];5:[4,7];11:[4];14:[0,1,2,4,5,6];17:[4];23:[1,4,6];1:[0,1,4,6];2:[4,5,6];26:[1,4,5,6];15:[0,2,4,5,6];22:[4,7];25:[1,4,6];28:[1,4,6];18:[0,1,4,5,6];12:[3,4,5,6];0:[0,1,2,4,5,6];6:[4,6];16:[0,1,2,4,5,6,7];7:[0,1,2,4,5,6,7];27:[1,4,6];29:[0,1,2,4,5,6];21:[0,1,4,5,6]","c3:bw=47,experts=[1,4,5,6]; c19:bw=10,experts=[4]; c8:bw=34,experts=[2,4,6]; c4:bw=29,experts=[2,7]; c20:bw=56,experts=[1,4,5,6,7]; c24:bw=31,experts=[1,4,6]; c9:bw=37,experts=[4,5,6]; c10:bw=56,experts=[0,1,4,5,6]; c13:bw=28,experts=[4,6]; c5:bw=24,experts=[4,7]; c11:bw=16,experts=[4]; c14:bw=65,experts=[0,1,2,4,5,6]; c17:bw=12,experts=[4]; c23:bw=36,experts=[1,4,6]; c1:bw=45,experts=[0,1,4,6]; c2:bw=37,experts=[4,5,6]; c26:bw=45,experts=[1,4,5,6]; c15:bw=50,experts=[0,2,4,5,6]; c22:bw=23,experts=[4,7]; c25:bw=36,experts=[1,4,6]; c28:bw=36,experts=[1,4,6]; c18:bw=54,experts=[0,1,4,5,6]; c12:bw=40,experts=[3,4,5,6]; c0:bw=66,experts=[0,1,2,4,5,6]; c6:bw=20,experts=[4,6]; c16:bw=76,experts=[0,1,2,4,5,6,7]; c7:bw=75,experts=[0,1,2,4,5,6,7]; c27:bw=31,experts=[1,4,6]; c29:bw=68,experts=[0,1,2,4,5,6]; c21:bw=58,experts=[0,1,4,5,6]","2.1345,2.0436,1.6538,2.7713,2.7729,1.7725,1.9198,3.3549,2.2328,3.9910,2.9635,1.8701,2.6479,1.8400,1.5397,1.7744,1.5159,1.6866,2.2244,2.7522,2.1785,2.3357,2.4421,1.5747,1.6184,2.4722,1.8202,2.5412,4.1810,1.5025"
45,2026-09-23 21:02:35,Ours,0.01,2.106298760945663,44.89,44.89,45,75.9949,1:15.99,68.1013,6.5735,1.317,3350.2854,55:50.29,30,"3,21,24,15,29,4,11,16,5,12,10,14,19,26,23,8,20,7,27,17,0,1,13,18,25,9,2,6,22,28",3:67;21:58;24:13;15:33;29:50;4:64;11:53;16:54;5:44;12:61;10:42;14:41;19:67;26:22;23:42;8:55;20:52;7:36;27:10;17:10;0:36;1:56;13:53;18:16;25:32;9:25;2:49;6:10;22:37;28:21,"3:[0,1,2,4,5,6];21:[0,4,5,6,7];24:[2];15:[1,4,7];29:[0,1,4,5,6];4:[0,1,2,4,5,6];11:[0,1,4,5,6];16:[0,1,4,5,6];5:[1,4,5,6];12:[0,1,2,4,5,6];10:[1,4,5,6];14:[3,4,5,6];19:[0,1,2,4,5,6];26:[4,6];23:[1,4,5,6];8:[0,1,4,5,6];20:[0,1,4,5,6];7:[1,4,6];27:[4];17:[4];0:[4,5,6];1:[0,1,4,5,6];13:[0,1,4,5,6];18:[4];25:[4,5,6];9:[4,6];2:[1,4,5,6];6:[1];22:[2,4,6];28:[4,6]","c3:bw=67,experts=[0,1,2,4,5,6]; c21:bw=58,experts=[0,4,5,6,7]; c24:bw=13,experts=[2]; c15:bw=33,experts=[1,4,7]; c29:bw=50,experts=[0,1,4,5,6]; c4:bw=64,experts=[0,1,2,4,5,6]; c11:bw=53,experts=[0,1,4,5,6]; c16:bw=54,experts=[0,1,4,5,6]; c5:bw=44,experts=[1,4,5,6]; c12:bw=61,experts=[0,1,2,4,5,6]; c10:bw=42,experts=[1,4,5,6]; c14:bw=41,experts=[3,4,5,6]; c19:bw=67,experts=[0,1,2,4,5,6]; c26:bw=22,experts=[4,6]; c23:bw=42,experts=[1,4,5,6]; c8:bw=55,experts=[0,1,4,5,6]; c20:bw=52,experts=[0,1,4,5,6]; c7:bw=36,experts=[1,4,6]; c27:bw=10,experts=[4]; c17:bw=10,experts=[4]; c0:bw=36,experts=[4,5,6]; c1:bw=56,experts=[0,1,4,5,6]; c13:bw=53,experts=[0,1,4,5,6]; c18:bw=16,experts=[4]; c25:bw=32,experts=[4,5,6]; c9:bw=25,experts=[4,6]; c2:bw=49,experts=[1,4,5,6]; c6:bw=10,experts=[1]; c22:bw=37,experts=[2,4,6]; c28:bw=21,experts=[4,6]","2.1408,1.5056,1.7173,1.6557,4.2236,2.7880,3.0276,2.4851,4.0248,2.4576,3.3265,1.8652,2.0422,1.5024,1.8520,1.6761,2.7442,1.8182,2.5172,2.6444,1.5591,1.5413,2.2410,2.3337,2.7572,1.8706,1.7711,1.6151,2.2325,2.1654"
46,2026-09-23 21:03:51,Ours,0.01,2.084939289891335,45.41,45.41,46,75.9031,1:15.90,68.2521,6.3324,1.3155,3426.2137,57:06.21,30,"21,5,16,11,19,8,17,28,26,18,12,0,29,9,6,27,20,22,4,3,15,10,24,25,13,23,2,1,7,14",21:32;5:41;16:28;11:38;19:10;8:39;17:15;28:11;26:48;18:44;12:53;0:55;29:10;9:37;6:39;27:22;20:50;22:31;4:64;3:27;15:14;10:59;24:30;25:20;13:50;23:37;2:57;1:41;7:28;14:39,"21:[4,5,6];5:[1,4,5,6];16:[4,6];11:[1,4,6];19:[4];8:[0,4,6];17:[4];28:[7];26:[1,4,5,6];18:[0,4,5,6];12:[0,1,4,5,6];0:[0,1,4,5,6];29:[4];9:[0,4,6];6:[2,4,6];27:[4,6];20:[0,1,4,5,6];22:[1,4,6];4:[0,1,2,4,5,6];3:[4,6];15:[4];10:[1,2,4,6,7];24:[4,5,6];25:[4,6];13:[0,1,2,4,6];23:[1,4,6];2:[0,1,4,5,6];1:[1,4,5,6];7:[4,6];14:[1,4,6]","c21:bw=32,experts=[4,5,6]; c5:bw=41,experts=[1,4,5,6]; c16:bw=28,experts=[4,6]; c11:bw=38,experts=[1,4,6]; c19:bw=10,experts=[4]; c8:bw=39,experts=[0,4,6]; c17:bw=15,experts=[4]; c28:bw=11,experts=[7]; c26:bw=48,experts=[1,4,5,6]; c18:bw=44,experts=[0,4,5,6]; c12:bw=53,experts=[0,1,4,5,6]; c0:bw=55,experts=[0,1,4,5,6]; c29:bw=10,experts=[4]; c9:bw=37,experts=[0,4,6]; c6:bw=39,experts=[2,4,6]; c27:bw=22,experts=[4,6]; c20:bw=50,experts=[0,1,4,5,6]; c22:bw=31,experts=[1,4,6]; c4:bw=64,experts=[0,1,2,4,5,6]; c3:bw=27,experts=[4,6]; c15:bw=14,experts=[4]; c10:bw=59,experts=[1,2,4,6,7]; c24:bw=30,experts=[4,5,6]; c25:bw=20,experts=[4,6]; c13:bw=50,experts=[0,1,2,4,6]; c23:bw=37,experts=[1,4,6]; c2:bw=57,experts=[0,1,4,5,6]; c1:bw=41,experts=[1,4,5,6]; c7:bw=28,experts=[4,6]; c14:bw=39,experts=[1,4,6]","1.5238,4.0487,2.4632,3.0344,2.0253,1.6676,2.6925,2.2067,1.5308,2.3538,2.4460,1.5779,4.1532,1.9855,1.6341,2.5283,2.7628,2.1976,2.7672,2.1116,1.6509,3.3159,1.7460,2.7656,2.2358,1.8399,1.7578,1.5471,1.8341,1.8477"
47,2026-09-23 21:05:07,Ours,0.01,2.101967322706465,45.45,45.45,47,75.8242,1:15.82,68.0983,6.3937,1.329,3502.0636,58:22.06,30,"16,13,28,6,12,25,15,29,7,17,24,3,22,21,18,23,8,5,20,27,26,11,2,1,9,10,19,4,14,0",16:68;13:33;28:34;6:22;12:15;25:23;15:42;29:11;7:53;17:20;24:40;3:70;22:63;21:45;18:10;23:10;8:39;5:52;20:53;27:48;26:10;11:39;2:54;1:30;9:17;10:51;19:28;4:10;14:24;0:46,"16:[0,1,2,4,5,6];13:[1,4,6];28:[1,4,6];6:[0,4];12:[4];25:[0,4];15:[0,1,4,6];29:[4];7:[0,1,4,5,6];17:[2,7];24:[1,4,6,7];3:[0,1,2,4,5,6,7];22:[0,1,2,4,5,6];21:[0,4,5,6];18:[4];23:[7];8:[4,5,6];5:[0,1,3,4,6];20:[0,2,4,5,6];27:[0,4,5,6];26:[2];11:[2,4,6];2:[1,2,4,5,6];1:[4,5,6];9:[4];10:[0,1,4,5,6];19:[4,6];4:[4];14:[4,6];0:[0,4,5,6]","c16:bw=68,experts=[0,1,2,4,5,6]; c13:bw=33,experts=[1,4,6]; c28:bw=34,experts=[1,4,6]; c6:bw=22,experts=[0,4]; c12:bw=15,experts=[4]; c25:bw=23,experts=[0,4]; c15:bw=42,experts=[0,1,4,6]; c29:bw=11,experts=[4]; c7:bw=53,experts=[0,1,4,5,6]; c17:bw=20,experts=[2,7]; c24:bw=40,experts=[1,4,6,7]; c3:bw=70,experts=[0,1,2,4,5,6,7]; c22:bw=63,experts=[0,1,2,4,5,6]; c21:bw=45,experts=[0,4,5,6]; c18:bw=10,experts=[4]; c23:bw=10,experts=[7]; c8:bw=39,experts=[4,5,6]; c5:bw=52,experts=[0,1,3,4,6]; c20:bw=53,experts=[0,2,4,5,6]; c27:bw=48,experts=[0,4,5,6]; c26:bw=10,experts=[2]; c11:bw=39,experts=[2,4,6]; c2:bw=54,experts=[1,2,4,5,6]; c1:bw=30,experts=[4,5,6]; c9:bw=17,experts=[4]; c10:bw=51,experts=[0,1,4,5,6]; c19:bw=28,experts=[4,6]; c4:bw=10,experts=[4]; c14:bw=24,experts=[4,6]; c0:bw=46,experts=[0,4,5,6]","2.4951,2.2600,2.2008,1.6085,2.4247,2.7800,1.6744,4.1449,1.8316,2.6623,1.7043,2.1518,2.2486,1.4934,2.3223,1.8682,1.6705,4.0036,2.7538,2.5151,1.5248,2.9784,1.7808,1.5374,1.8963,3.3472,2.0284,2.7532,1.8623,1.5757"
48,2026-09-23 21:06:23,Ours,0.01,2.1176076202088288,46.49,46.49,48,76.0462,1:16.05,68.0998,6.6124,1.3308,3578.1357,59:38.14,30,"27,2,19,0,26,23,14,11,5,4,20,22,28,21,15,9,3,25,10,24,6,12,1,7,8,13,29,18,17,16",27:61;2:57;19:45;0:16;26:34;23:49;14:10;11:32;5:55;4:67;20:53;22:35;28:10;21:44;15:64;9:52;3:18;25:17;10:12;24:59;6:45;12:31;1:50;7:62;8:50;13:50;29:49;18:62;17:38;16:10,"27:[1,3,4,5,6,7];2:[1,3,4,6,7];19:[3,4,6,7];0:[3];26:[3,4,6];23:[1,4,5,6];14:[7];11:[3,4,6];5:[0,1,4,5,6];4:[0,1,3,4,5,6];20:[0,3,4,5,6];22:[3,4,6];28:[3];21:[3,4,5,6];15:[0,1,3,4,5,6];9:[3,4,5,6,7];3:[3];25:[3];10:[3];24:[1,3,4,5,6];6:[3,4,6,7];12:[4,5,6];1:[0,1,3,4,6];7:[0,1,3,4,5,6];8:[1,3,4,5,6];13:[3,4,5,6,7];29:[3,4,6,7];18:[0,1,2,3,4,6];17:[3,4,6];16:[3]","c27:bw=61,experts=[1,3,4,5,6,7]; c2:bw=57,experts=[1,3,4,6,7]; c19:bw=45,experts=[3,4,6,7]; c0:bw=16,experts=[3]; c26:bw=34,experts=[3,4,6]; c23:bw=49,experts=[1,4,5,6]; c14:bw=10,experts=[7]; c11:bw=32,experts=[3,4,6]; c5:bw=55,experts=[0,1,4,5,6]; c4:bw=67,experts=[0,1,3,4,5,6]; c20:bw=53,experts=[0,3,4,5,6]; c22:bw=35,experts=[3,4,6]; c28:bw=10,experts=[3]; c21:bw=44,experts=[3,4,5,6]; c15:bw=64,experts=[0,1,3,4,5,6]; c9:bw=52,experts=[3,4,5,6,7]; c3:bw=18,experts=[3]; c25:bw=17,experts=[3]; c10:bw=12,experts=[3]; c24:bw=59,experts=[1,3,4,5,6]; c6:bw=45,experts=[3,4,6,7]; c12:bw=31,experts=[4,5,6]; c1:bw=50,experts=[0,1,3,4,6]; c7:bw=62,experts=[0,1,3,4,5,6]; c8:bw=50,experts=[1,3,4,5,6]; c13:bw=50,experts=[3,4,5,6,7]; c29:bw=49,experts=[3,4,6,7]; c18:bw=62,experts=[0,1,2,3,4,6]; c17:bw=38,experts=[3,4,6]; c16:bw=10,experts=[3]","2.5454,1.7898,2.0397,1.5634,1.5117,1.8445,1.8269,2.9913,4.0167,2.7801,2.7579,2.2512,2.1878,1.5170,1.6941,1.9076,2.1060,2.7609,3.2666,1.7328,1.6166,2.4178,1.5372,1.8274,1.6966,2.2691,4.1906,2.3507,2.6574,2.4447"
49,2026-09-23 21:07:39,Ours,0.01,2.0693982614878896,46.15,46.49,48,75.8488,1:15.85,68.271,6.2579,1.3168,3654.01,1:00:54.01,30,"2,10,14,18,15,17,19,3,13,29,0,21,6,28,8,12,27,1,7,26,23,9,20,22,11,25,5,24,4,16",2:58;10:64;14:58;18:32;15:42;17:30;19:10;3:32;13:39;29:16;0:20;21:10;6:13;28:48;8:26;12:37;27:41;1:54;7:44;26:17;23:10;9:53;20:16;22:29;11:38;25:58;5:56;24:21;4:48;16:30,"2:[0,1,4,5,6];10:[0,1,2,4,5,6];14:[0,1,4,5,6];18:[4,6,7];15:[0,1,4,6];17:[4,5,6];19:[4];3:[0,4,6];13:[4,5,6];29:[4];0:[4,7];21:[2];6:[4];28:[0,4,5,6];8:[4,7];12:[4,6,7];27:[0,4,5,6];1:[0,1,4,6,7];7:[1,4,5,6];26:[7];23:[2];9:[0,1,4,5,6];20:[4];22:[4,6];11:[4,6,7];25:[1,4,5,6,7];5:[1,2,4,5,6];24:[4,6];4:[1,4,5,6];16:[4,5,6]","c2:bw=58,experts=[0,1,4,5,6]; c10:bw=64,experts=[0,1,2,4,5,6]; c14:bw=58,experts=[0,1,4,5,6]; c18:bw=32,experts=[4,6,7]; c15:bw=42,experts=[0,1,4,6]; c17:bw=30,experts=[4,5,6]; c19:bw=10,experts=[4]; c3:bw=32,experts=[0,4,6]; c13:bw=39,experts=[4,5,6]; c29:bw=16,experts=[4]; c0:bw=20,experts=[4,7]; c21:bw=10,experts=[2]; c6:bw=13,experts=[4]; c28:bw=48,experts=[0,4,5,6]; c8:bw=26,experts=[4,7]; c12:bw=37,experts=[4,6,7]; c27:bw=41,experts=[0,4,5,6]; c1:bw=54,experts=[0,1,4,6,7]; c7:bw=44,experts=[1,4,5,6]; c26:bw=17,experts=[7]; c23:bw=10,experts=[2]; c9:bw=53,experts=[0,1,4,5,6]; c20:bw=16,experts=[4]; c22:bw=29,experts=[4,6]; c11:bw=38,experts=[4,6,7]; c25:bw=58,experts=[1,4,5,6,7]; c5:bw=56,experts=[1,2,4,5,6]; c24:bw=21,experts=[4,6]; c4:bw=48,experts=[1,4,5,6]; c16:bw=30,experts=[4,5,6]","1.7937,3.3691,1.8839,2.3597,1.6617,2.6977,2.0424,2.1448,2.2538,4.1669,1.5511,1.4831,1.6296,2.1806,1.6542,2.4503,2.5469,1.5409,1.8484,1.5237,1.8628,1.9309,2.7484,2.2357,2.9652,2.7897,4.0317,1.7108,2.7710,2.4422"
