Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-23 15:46:33,Ours,0.01,3.0472990789535226,5.93,5.93,11,54.6976,0:54.70,53.2937,0.203,1.1994,606.7198,10:06.72,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[4,6,9,11,14];2:[4,6,9,11,14];7:[3,4,5,6,9,11,12,14];3:[3,4,5,6,7,9,11,12,14];0:[4,6,9,11,14];8:[4,6,7,9,11,12,14];9:[3,4,6,7,11,14];6:[3,4,5,6,7,8,9,11,12,14];1:[4,6,7,9,11,12,14];4:[4,6,11]","c5:bw=52,experts=[4,6,9,11,14]; c2:bw=52,experts=[4,6,9,11,14]; c7:bw=83,experts=[3,4,5,6,9,11,12,14]; c3:bw=95,experts=[3,4,5,6,7,9,11,12,14]; c0:bw=53,experts=[4,6,9,11,14]; c8:bw=74,experts=[4,6,7,9,11,12,14]; c9:bw=62,experts=[3,4,6,7,11,14]; c6:bw=105,experts=[3,4,5,6,7,8,9,11,12,14]; c1:bw=76,experts=[4,6,7,9,11,12,14]; c4:bw=30,experts=[4,6,11]","6.5642,3.9220,4.8800,5.4161,4.9056,5.5794,3.5680,6.9040,4.5074,7.0468"
12,2026-09-23 15:47:28,Ours,0.01,3.0126835127106992,6.74,6.74,12,54.7171,0:54.72,53.3356,0.1921,1.188,661.4497,11:01.45,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[0,4,6,7,9,11,14,15];5:[0,3,4,6,7,8,9,11,14,15];2:[0,3,4,6,7,8,9,11,14,15];4:[4,6,7,11,14];3:[4,6,7,11,14,15];7:[4,6,7,11,14];9:[4,6,7,9,11,14,15];6:[4,6,7,11,14];8:[0,3,4,6,7,8,9,11,14,15];0:[0,3,4,6,7,9,11,14,15]","c1:bw=80,experts=[0,4,6,7,9,11,14,15]; c5:bw=106,experts=[0,3,4,6,7,8,9,11,14,15]; c2:bw=108,experts=[0,3,4,6,7,8,9,11,14,15]; c4:bw=53,experts=[4,6,7,11,14]; c3:bw=66,experts=[4,6,7,11,14,15]; c7:bw=56,experts=[4,6,7,11,14]; c9:bw=79,experts=[4,6,7,9,11,14,15]; c6:bw=54,experts=[4,6,7,11,14]; c8:bw=104,experts=[0,3,4,6,7,8,9,11,14,15]; c0:bw=93,experts=[0,3,4,6,7,9,11,14,15]","4.5066,6.5666,3.9705,7.1319,5.4194,4.8441,3.5894,6.9033,5.5143,4.8895"
13,2026-09-23 15:48:23,Ours,0.01,2.9666332813330962,6.97,6.97,13,54.6334,0:54.63,53.2329,0.2123,1.1867,716.0967,11:56.10,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[4,6,7,9,14];1:[0,2,3,4,6,7,9,11,14];4:[4];5:[4,6,9,11,14];8:[4,6];6:[4,6,7,9,11,14];9:[4,6];7:[0,3,4,6,7,9,10,11,12,14,15];0:[4,6,9,14];2:[4,6,14]","c3:bw=57,experts=[4,6,7,9,14]; c1:bw=90,experts=[0,2,3,4,6,7,9,11,14]; c4:bw=10,experts=[4]; c5:bw=55,experts=[4,6,9,11,14]; c8:bw=29,experts=[4,6]; c6:bw=69,experts=[4,6,7,9,11,14]; c9:bw=28,experts=[4,6]; c7:bw=110,experts=[0,3,4,6,7,9,10,11,12,14,15]; c0:bw=48,experts=[4,6,9,14]; c2:bw=31,experts=[4,6,14]","5.4341,4.5158,7.0698,6.5037,5.5484,6.8343,3.6329,4.8781,4.8794,3.9363"
14,2026-09-23 15:49:17,Ours,0.01,2.92528545130309,7.91,7.91,14,54.6667,0:54.67,53.288,0.2079,1.1694,770.7763,12:50.78,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,3,4,6,7,9,13,14];4:[4];5:[0,2,3,4,6,7,8,9,11,12,13,14];1:[3,4,6,7,11,13,14];7:[4,6,13,14];0:[4,6,7,13];9:[2,4,6,7,11,14];3:[0,3,4,6,7,11,13,14];8:[4,6,14];6:[0,2,3,4,5,6,7,9,11,12,13,14]","c2:bw=85,experts=[0,3,4,6,7,9,13,14]; c4:bw=11,experts=[4]; c5:bw=121,experts=[0,2,3,4,6,7,8,9,11,12,13,14]; c1:bw=73,experts=[3,4,6,7,11,13,14]; c7:bw=47,experts=[4,6,13,14]; c0:bw=48,experts=[4,6,7,13]; c9:bw=60,experts=[2,4,6,7,11,14]; c3:bw=86,experts=[0,3,4,6,7,11,13,14]; c8:bw=39,experts=[4,6,14]; c6:bw=127,experts=[0,2,3,4,5,6,7,9,11,12,13,14]","3.9632,7.0142,6.6900,4.4663,4.8600,4.8185,3.5602,5.4515,5.4983,6.9659"
15,2026-09-23 15:50:12,Ours,0.01,2.88289792539224,9.49,9.49,15,54.584,0:54.58,53.2139,0.1934,1.1752,825.3751,13:45.38,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[0,2,3,4,6,7,9,11,13,14,15];0:[4,6,14];1:[4,6];8:[0,2,4,6,7,8,9,13,14];3:[4,6];2:[0,3,4,6,7,9,11,13,14];4:[0,2,4,6,7,9,11,14];5:[4,6,14];9:[4,6,14];6:[2,4,6,7,9,14]","c7:bw=111,experts=[0,2,3,4,6,7,9,11,13,14,15]; c0:bw=39,experts=[4,6,14]; c1:bw=27,experts=[4,6]; c8:bw=98,experts=[0,2,4,6,7,8,9,13,14]; c3:bw=20,experts=[4,6]; c2:bw=99,experts=[0,3,4,6,7,9,11,13,14]; c4:bw=88,experts=[0,2,4,6,7,9,11,14]; c5:bw=34,experts=[4,6,14]; c9:bw=37,experts=[4,6,14]; c6:bw=62,experts=[2,4,6,7,9,14]","4.8461,4.9024,4.4914,5.5521,5.3973,3.9419,7.0492,6.4896,3.6152,6.9286"
16,2026-09-23 15:51:07,Ours,0.01,2.833530269772237,12.62,12.62,16,54.9878,0:54.99,53.6081,0.2095,1.1687,880.3764,14:40.38,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[0,3,4,6,7,12,14];1:[4,6,7,8,14];3:[0,2,4,6,7,8,12,14];8:[0,2,3,4,6,7,12,13,14];7:[4,6,8,14];5:[3,4,6,7,9,11,14];4:[0,4,6,12,14,15];9:[4,6,8,14];0:[0,2,3,4,6,7,10,12,13,14];2:[0,2,3,4,6,7,12,13,14]","c6:bw=76,experts=[0,3,4,6,7,12,14]; c1:bw=54,experts=[4,6,7,8,14]; c3:bw=82,experts=[0,2,4,6,7,8,12,14]; c8:bw=93,experts=[0,2,3,4,6,7,12,13,14]; c7:bw=42,experts=[4,6,8,14]; c5:bw=75,experts=[3,4,6,7,9,11,14]; c4:bw=67,experts=[0,4,6,12,14,15]; c9:bw=45,experts=[4,6,8,14]; c0:bw=107,experts=[0,2,3,4,6,7,10,12,13,14]; c2:bw=97,experts=[0,2,3,4,6,7,12,13,14]","6.9647,4.5355,5.4450,5.6326,4.8368,6.5796,7.0660,3.6607,4.9250,3.9622"
17,2026-09-23 15:52:02,Ours,0.01,2.801221398205909,15.48,15.48,17,55.2865,0:55.29,53.9047,0.201,1.1794,935.6778,15:35.68,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[0,2,3,4,6,7,10,12,13,14];7:[0,4,6,14];8:[4];3:[0,2,3,4,6,7,12,13,14];5:[4];1:[4,6,7,12,14];0:[4,6];2:[4,6,14];9:[0,2,4,6,7,12,14];6:[0,2,4,6,7,12,14]","c4:bw=109,experts=[0,2,3,4,6,7,10,12,13,14]; c7:bw=47,experts=[0,4,6,14]; c8:bw=15,experts=[4]; c3:bw=99,experts=[0,2,3,4,6,7,12,13,14]; c5:bw=10,experts=[4]; c1:bw=55,experts=[4,6,7,12,14]; c0:bw=20,experts=[4,6]; c2:bw=36,experts=[4,6,14]; c9:bw=70,experts=[0,2,4,6,7,12,14]; c6:bw=73,experts=[0,2,4,6,7,12,14]","7.1695,4.9588,5.6213,5.4566,6.5381,4.5905,4.9032,4.0088,3.6824,6.9756"
18,2026-09-23 15:52:58,Ours,0.01,2.7593430105360794,15.41,15.48,17,55.5012,0:55.50,54.0747,0.1935,1.2316,991.1933,16:31.19,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[4];8:[4];5:[0,4,6,7,12,14];2:[0,4,6,7,10,12,14];9:[4,6,14];7:[0,2,3,4,6,7,10,12,13,14];4:[0,2,3,4,6,7,10,12,13,14];3:[0,3,4,6,7,12,14];0:[0,2,3,4,6,7,10,12,14];6:[0,4,6,12,14]","c1:bw=12,experts=[4]; c8:bw=10,experts=[4]; c5:bw=66,experts=[0,4,6,7,12,14]; c2:bw=71,experts=[0,4,6,7,10,12,14]; c9:bw=35,experts=[4,6,14]; c7:bw=103,experts=[0,2,3,4,6,7,10,12,13,14]; c4:bw=105,experts=[0,2,3,4,6,7,10,12,13,14]; c3:bw=70,experts=[0,3,4,6,7,12,14]; c0:bw=92,experts=[0,2,3,4,6,7,10,12,14]; c6:bw=59,experts=[0,4,6,12,14]","4.5341,5.6014,6.6418,4.0106,3.7007,4.9009,7.1935,5.4765,4.9393,7.0759"
19,2026-09-23 15:53:54,Ours,0.01,2.7208311234056675,15.78,15.78,19,55.8075,0:55.81,54.4034,0.2046,1.198,1047.0162,17:27.02,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,2,4,6,7,8,10,12,13,14];0:[2,4,6,7,8,12,14];4:[0,1,4,6,7,10,12,13,14];1:[0,4,6,7,8,12,13,14];9:[0,4,6,7,12,13,14];5:[0,4,6,12,14];7:[4,6,7,14];2:[4,6];6:[0,1,2,4,6,7,8,9,10,12,13,14];3:[0,4,6,7,12,13,14]","c8:bw=105,experts=[0,2,4,6,7,8,10,12,13,14]; c0:bw=79,experts=[2,4,6,7,8,12,14]; c4:bw=97,experts=[0,1,4,6,7,10,12,13,14]; c1:bw=87,experts=[0,4,6,7,8,12,13,14]; c9:bw=72,experts=[0,4,6,7,12,13,14]; c5:bw=55,experts=[0,4,6,12,14]; c7:bw=42,experts=[4,6,7,14]; c2:bw=27,experts=[4,6]; c6:bw=124,experts=[0,1,2,4,6,7,8,9,10,12,13,14]; c3:bw=75,experts=[0,4,6,7,12,13,14]","5.6855,4.9822,7.2284,4.6336,3.7081,6.6692,4.8738,4.0100,7.0888,5.5238"
20,2026-09-23 15:54:50,Ours,0.01,2.7268170355424624,15.89,15.89,20,56.0448,0:56.04,54.6495,0.2091,1.1848,1103.0758,18:23.08,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[0,4,5,6,14];2:[0,4,5,6,7,12,14];1:[0,4,6,7,10,12,14];9:[4,6,14];7:[0,2,4,6,7,10,12,14];6:[0,1,2,4,5,6,7,8,10,12,13,14];3:[4,6,14];5:[5];4:[0,1,2,4,5,6,7,10,12,13,14];8:[0,2,4,6,7,8,10,12,14]","c0:bw=52,experts=[0,4,5,6,14]; c2:bw=78,experts=[0,4,5,6,7,12,14]; c1:bw=76,experts=[0,4,6,7,10,12,14]; c9:bw=31,experts=[4,6,14]; c7:bw=81,experts=[0,2,4,6,7,10,12,14]; c6:bw=128,experts=[0,1,2,4,5,6,7,8,10,12,13,14]; c3:bw=34,experts=[4,6,14]; c5:bw=10,experts=[5]; c4:bw=112,experts=[0,1,2,4,5,6,7,10,12,13,14]; c8:bw=95,experts=[0,2,4,6,7,8,10,12,14]","4.9607,4.0934,4.6771,3.7277,4.9316,7.1197,5.4796,6.7347,7.1964,5.7285"
21,2026-09-23 15:55:46,Ours,0.01,2.6882908247681625,16.97,16.97,21,56.1904,0:56.19,54.7631,0.2054,1.2205,1159.2826,19:19.28,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[0,1,4,6,7,12,14];2:[0,1,4,6,7,12,14];7:[4,6];4:[0,1,2,4,6,7,12,13,14];8:[4,6,14];5:[0,4,6,7,12,14];0:[0,1,2,3,4,6,7,8,10,12,13,14];3:[1];6:[4,6];9:[4,5,6,14]","c1:bw=77,experts=[0,1,4,6,7,12,14]; c2:bw=75,experts=[0,1,4,6,7,12,14]; c7:bw=24,experts=[4,6]; c4:bw=90,experts=[0,1,2,4,6,7,12,13,14]; c8:bw=34,experts=[4,6,14]; c5:bw=61,experts=[0,4,6,7,12,14]; c0:bw=125,experts=[0,1,2,3,4,6,7,8,10,12,13,14]; c3:bw=14,experts=[1]; c6:bw=29,experts=[4,6]; c9:bw=48,experts=[4,5,6,14]","4.6928,4.1161,4.9161,7.2615,5.6341,6.7294,5.0035,5.5763,7.0988,3.7345"
22,2026-09-23 15:56:42,Ours,0.01,2.61746103084566,17.57,17.57,22,56.1637,0:56.16,54.7684,0.2043,1.1896,1215.4613,20:15.46,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[0,4,6];9:[0,4,6,7,12,14];1:[4];6:[0,1,2,4,5,6,7,10,12,13,14];5:[4,6,14];2:[0,1,2,3,4,5,6,7,10,12,13,14];0:[0,1,2,4,5,6,7,8,10,12,13,14];4:[0,4,6,7,12,14];3:[0,1,2,4,6,7,10,12,13,14];8:[0,4,5,6,12,14]","c7:bw=31,experts=[0,4,6]; c9:bw=62,experts=[0,4,6,7,12,14]; c1:bw=12,experts=[4]; c6:bw=116,experts=[0,1,2,4,5,6,7,10,12,13,14]; c5:bw=31,experts=[4,6,14]; c2:bw=125,experts=[0,1,2,3,4,5,6,7,10,12,13,14]; c0:bw=126,experts=[0,1,2,4,5,6,7,8,10,12,13,14]; c4:bw=69,experts=[0,4,6,7,12,14]; c3:bw=105,experts=[0,1,2,4,6,7,10,12,13,14]; c8:bw=62,experts=[0,4,5,6,12,14]","4.9589,3.7498,4.6363,7.1597,6.6655,4.1370,4.9946,7.2416,5.5468,5.6782"
