Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-23 15:37:21,Ours,0.00208,3.799170083727836,1.13,1.13,1,54.6987,0:54.70,53.3097,0.2094,1.1782,54.6987,0:54.70,10,"8,1,5,0,7,2,9,4,3,6",8:104;1:55;5:84;0:10;7:38;2:55;9:86;4:75;3:96;6:77,"8:[0,1,2,4,5,6,10,11,13,15];1:[1,2,4,6,13];5:[0,1,2,4,5,6,13,15];0:[13];7:[2,4,13];2:[1,2,4,6,13];9:[0,1,2,4,5,6,11,13];4:[0,1,2,4,5,6,13];3:[0,1,2,4,5,6,11,13,15];6:[0,1,2,4,5,6,13]","c8:bw=104,experts=[0,1,2,4,5,6,10,11,13,15]; c1:bw=55,experts=[1,2,4,6,13]; c5:bw=84,experts=[0,1,2,4,5,6,13,15]; c0:bw=10,experts=[13]; c7:bw=38,experts=[2,4,13]; c2:bw=55,experts=[1,2,4,6,13]; c9:bw=86,experts=[0,1,2,4,5,6,11,13]; c4:bw=75,experts=[0,1,2,4,5,6,13]; c3:bw=96,experts=[0,1,2,4,5,6,11,13,15]; c6:bw=77,experts=[0,1,2,4,5,6,13]","5.8174,4.6818,6.1328,4.6973,4.7025,3.8994,3.6397,6.6990,5.6195,7.4203"
2,2026-09-23 15:38:16,Ours,0.00406,3.493819943367157,1.21,1.21,2,54.197,0:54.20,52.8081,0.2208,1.1664,109.0531,1:49.05,10,"0,1,8,5,3,4,7,9,6,2",0:67;1:78;8:91;5:130;3:127;4:56;7:104;9:88;6:32;2:41,"0:[1,4,5,6,10,13];1:[1,2,4,5,6,10,13];8:[0,1,2,4,5,6,10,12,13];5:[0,1,2,4,5,6,9,10,11,12,13,14,15];3:[0,1,2,4,5,6,9,10,11,12,13,15];4:[1,4,5,6,10];7:[0,1,2,4,5,6,10,11,12,13];9:[1,2,4,5,6,10,11,13];6:[4,6,10];2:[1,4,6,10]","c0:bw=67,experts=[1,4,5,6,10,13]; c1:bw=78,experts=[1,2,4,5,6,10,13]; c8:bw=91,experts=[0,1,2,4,5,6,10,12,13]; c5:bw=130,experts=[0,1,2,4,5,6,9,10,11,12,13,14,15]; c3:bw=127,experts=[0,1,2,4,5,6,9,10,11,12,13,15]; c4:bw=56,experts=[1,4,5,6,10]; c7:bw=104,experts=[0,1,2,4,5,6,10,11,12,13]; c9:bw=88,experts=[1,2,4,5,6,10,11,13]; c6:bw=32,experts=[4,6,10]; c2:bw=41,experts=[1,4,6,10]","4.6299,4.8352,5.2072,6.0777,5.7051,6.8802,4.7767,3.4789,7.5213,3.6961"
3,2026-09-23 15:39:13,Ours,0.006040000000000001,3.3697420165258607,1.46,1.46,3,57.4106,0:57.41,56.0583,0.1976,1.1499,166.4758,2:46.48,10,"9,2,0,6,8,5,3,7,1,4",9:90;2:78;0:94;6:75;8:56;5:25;3:48;7:62;1:25;4:98,"9:[0,1,4,5,6,9,10,12,13];2:[0,4,5,6,10,12,13];0:[0,2,4,5,6,9,10,12,13];6:[0,4,5,6,10,12,13];8:[4,5,6,10,13];5:[4,10];3:[4,6,10,13];7:[4,5,6,10,12,13];1:[4,6];4:[0,1,4,5,6,9,10,12,13]","c9:bw=90,experts=[0,1,4,5,6,9,10,12,13]; c2:bw=78,experts=[0,4,5,6,10,12,13]; c0:bw=94,experts=[0,2,4,5,6,9,10,12,13]; c6:bw=75,experts=[0,4,5,6,10,12,13]; c8:bw=56,experts=[4,5,6,10,13]; c5:bw=25,experts=[4,10]; c3:bw=48,experts=[4,6,10,13]; c7:bw=62,experts=[4,5,6,10,12,13]; c1:bw=25,experts=[4,6]; c4:bw=98,experts=[0,1,4,5,6,9,10,12,13]","3.8830,3.9025,4.8707,7.6484,5.8772,6.7931,5.7189,5.1820,4.8158,7.3667"
4,2026-09-23 15:40:11,Ours,0.00802,3.3098768430080057,1.29,1.46,3,57.7162,0:57.72,56.3327,0.2119,1.1701,224.2032,3:44.20,10,"1,7,6,2,8,0,3,4,5,9",1:75;7:84;6:100;2:113;8:59;0:111;3:64;4:105;5:138;9:41,"1:[0,4,5,6,10,12,13];7:[0,4,5,6,9,10,12,13];6:[0,1,4,5,6,9,10,11,12,13];2:[0,1,2,4,5,6,9,10,11,12,13];8:[4,6,10,12,13];0:[0,1,2,4,5,6,9,10,11,12,13];3:[0,4,6,10,12,13];4:[0,1,4,5,6,9,10,11,12,13];5:[0,1,2,4,5,6,8,9,10,11,12,13,14];9:[4,10,12,13]","c1:bw=75,experts=[0,4,5,6,10,12,13]; c7:bw=84,experts=[0,4,5,6,9,10,12,13]; c6:bw=100,experts=[0,1,4,5,6,9,10,11,12,13]; c2:bw=113,experts=[0,1,2,4,5,6,9,10,11,12,13]; c8:bw=59,experts=[4,6,10,12,13]; c0:bw=111,experts=[0,1,2,4,5,6,9,10,11,12,13]; c3:bw=64,experts=[0,4,6,10,12,13]; c4:bw=105,experts=[0,1,4,5,6,9,10,11,12,13]; c5:bw=138,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14]; c9:bw=41,experts=[4,10,12,13]","4.7169,5.1662,7.5614,4.0673,5.8457,5.1651,5.6694,7.4389,6.9069,3.7949"
5,2026-09-23 15:41:06,Ours,0.01,3.276203550218432,1.43,1.46,3,55.4327,0:55.43,54.0644,0.2069,1.1599,279.6487,4:39.65,10,"1,5,4,8,0,7,6,3,2,9",1:37;5:75;4:91;8:69;0:94;7:46;6:100;3:119;2:13;9:118,"1:[4,6,10];5:[0,4,6,9,10,12,13];4:[0,4,5,6,9,10,11,12,13];8:[0,4,6,10,12,13];0:[0,1,4,6,9,10,11,12,13];7:[4,6,10,12];6:[0,1,4,5,6,9,10,11,12,13];3:[0,1,2,4,5,6,9,10,11,12,13];2:[4];9:[0,1,4,5,6,9,10,11,12,13,14]","c1:bw=37,experts=[4,6,10]; c5:bw=75,experts=[0,4,6,9,10,12,13]; c4:bw=91,experts=[0,4,5,6,9,10,11,12,13]; c8:bw=69,experts=[0,4,6,10,12,13]; c0:bw=94,experts=[0,1,4,6,9,10,11,12,13]; c7:bw=46,experts=[4,6,10,12]; c6:bw=100,experts=[0,1,4,5,6,9,10,11,12,13]; c3:bw=119,experts=[0,1,2,4,5,6,9,10,11,12,13]; c2:bw=13,experts=[4]; c9:bw=118,experts=[0,1,4,5,6,9,10,11,12,13,14]","4.5687,6.5880,7.1735,5.7371,4.9678,4.8627,7.2247,5.4730,3.8761,3.5928"
6,2026-09-23 15:42:01,Ours,0.01,3.238346394646611,1.99,1.99,6,54.6126,0:54.61,53.2495,0.2012,1.1604,334.2724,5:34.27,10,"8,2,5,7,3,1,9,0,4,6",8:126;2:79;5:51;7:110;3:68;1:61;9:91;0:59;4:33;6:38,"8:[0,1,2,4,5,6,9,10,11,12,13,14];2:[0,4,6,9,10,11,12];5:[0,4,6,10,12];7:[0,1,2,4,6,9,10,11,12,13,14];3:[0,4,6,10,11,12];1:[0,4,6,10,11,12];9:[0,2,4,6,9,10,11,12,13];0:[0,4,6,10,12];4:[4,6,10];6:[4,6,10]","c8:bw=126,experts=[0,1,2,4,5,6,9,10,11,12,13,14]; c2:bw=79,experts=[0,4,6,9,10,11,12]; c5:bw=51,experts=[0,4,6,10,12]; c7:bw=110,experts=[0,1,2,4,6,9,10,11,12,13,14]; c3:bw=68,experts=[0,4,6,10,11,12]; c1:bw=61,experts=[0,4,6,10,11,12]; c9:bw=91,experts=[0,2,4,6,9,10,11,12,13]; c0:bw=59,experts=[0,4,6,10,12]; c4:bw=33,experts=[4,6,10]; c6:bw=38,experts=[4,6,10]","5.6612,3.9714,6.5358,4.8627,5.4067,4.5202,3.5794,4.8564,6.9648,6.8908"
7,2026-09-23 15:42:55,Ours,0.01,3.207526680891127,3.18,3.18,7,54.19,0:54.19,52.8189,0.1976,1.172,388.4751,6:28.48,10,"0,5,2,6,3,7,4,1,8,9",0:68;5:92;2:75;6:25;3:50;7:58;4:26;1:18;8:108;9:10,"0:[0,4,6,10,11,12];5:[0,1,4,6,9,10,11,12,13];2:[0,4,6,9,10,11,12];6:[4,6];3:[0,4,6,10,12];7:[4,6,10,11,12];4:[4,6];1:[4];8:[0,1,4,6,9,10,11,12,13,14];9:[4]","c0:bw=68,experts=[0,4,6,10,11,12]; c5:bw=92,experts=[0,1,4,6,9,10,11,12,13]; c2:bw=75,experts=[0,4,6,9,10,11,12]; c6:bw=25,experts=[4,6]; c3:bw=50,experts=[0,4,6,10,12]; c7:bw=58,experts=[4,6,10,11,12]; c4:bw=26,experts=[4,6]; c1:bw=18,experts=[4]; c8:bw=108,experts=[0,1,4,6,9,10,11,12,13,14]; c9:bw=10,experts=[4]","4.8695,6.5276,3.9106,6.9207,5.2881,4.7799,6.9598,4.4523,5.5652,3.5452"
8,2026-09-23 15:43:49,Ours,0.01,3.1669763441136483,4.46,4.46,8,54.2366,0:54.24,52.8505,0.2,1.1807,442.7236,7:22.72,10,"4,8,1,3,0,5,2,9,7,6",4:10;8:70;1:110;3:70;0:61;5:53;2:102;9:111;7:28;6:78,"4:[4];8:[4,6,9,10,11,12,14];1:[0,1,3,4,5,6,9,10,11,12,14];3:[4,6,9,10,11,12,14];0:[4,6,9,10,11,12];5:[4,6,9,10,11];2:[0,1,3,4,6,9,10,11,12,14];9:[0,1,3,4,6,9,10,11,12,14,15];7:[4,6];6:[4,6,9,10,11,12,14]","c4:bw=10,experts=[4]; c8:bw=70,experts=[4,6,9,10,11,12,14]; c1:bw=110,experts=[0,1,3,4,5,6,9,10,11,12,14]; c3:bw=70,experts=[4,6,9,10,11,12,14]; c0:bw=61,experts=[4,6,9,10,11,12]; c5:bw=53,experts=[4,6,9,10,11]; c2:bw=102,experts=[0,1,3,4,6,9,10,11,12,14]; c9:bw=111,experts=[0,1,3,4,6,9,10,11,12,14,15]; c7:bw=28,experts=[4,6]; c6:bw=78,experts=[4,6,9,10,11,12,14]","6.8668,5.5280,4.5495,5.3937,4.9728,6.3806,3.9156,3.5410,4.7411,6.9615"
9,2026-09-23 15:44:44,Ours,0.01,3.1257355941401608,4.82,4.82,9,54.5217,0:54.52,53.1785,0.2051,1.1367,497.2591,8:17.26,10,"2,0,4,9,8,6,7,5,1,3",2:40;0:99;4:112;9:49;8:34;6:59;7:87;5:99;1:27;3:43,"2:[4,6,11,14];0:[1,4,6,9,10,11,12,13,14];4:[0,1,3,4,6,8,9,10,11,12,14];9:[4,6,11,14];8:[4,6,11];6:[4,6,10,11,14];7:[1,4,6,9,10,11,12,14];5:[1,3,4,6,9,10,11,12,14];1:[4,6];3:[4,6,9,11]","c2:bw=40,experts=[4,6,11,14]; c0:bw=99,experts=[1,4,6,9,10,11,12,13,14]; c4:bw=112,experts=[0,1,3,4,6,8,9,10,11,12,14]; c9:bw=49,experts=[4,6,11,14]; c8:bw=34,experts=[4,6,11]; c6:bw=59,experts=[4,6,10,11,14]; c7:bw=87,experts=[1,4,6,9,10,11,12,14]; c5:bw=99,experts=[1,3,4,6,9,10,11,12,14]; c1:bw=27,experts=[4,6]; c3:bw=43,experts=[4,6,9,11]","3.9073,4.9732,6.9638,3.6365,5.5718,6.8469,4.7773,6.5726,4.5225,5.4067"
10,2026-09-23 15:45:39,Ours,0.01,3.094679207116841,5.38,5.38,10,54.737,0:54.74,53.3608,0.2071,1.1675,552.008,9:12.01,10,"4,2,7,0,6,3,5,8,9,1",4:69;2:64;7:71;0:111;6:123;3:87;5:109;8:67;9:66;1:77,"4:[4,6,9,11,12,14];2:[4,6,9,11,12,14];7:[4,6,9,10,11,12,14];0:[1,3,4,6,8,9,10,11,12,14,15];6:[1,3,4,6,7,8,9,10,11,12,14,15];3:[4,5,6,9,10,11,12,14];5:[3,4,6,7,9,10,11,12,14,15];8:[4,6,9,11,12,14];9:[3,4,6,11,12,14];1:[4,6,9,10,11,12,14]","c4:bw=69,experts=[4,6,9,11,12,14]; c2:bw=64,experts=[4,6,9,11,12,14]; c7:bw=71,experts=[4,6,9,10,11,12,14]; c0:bw=111,experts=[1,3,4,6,8,9,10,11,12,14,15]; c6:bw=123,experts=[1,3,4,6,7,8,9,10,11,12,14,15]; c3:bw=87,experts=[4,5,6,9,10,11,12,14]; c5:bw=109,experts=[3,4,6,7,9,10,11,12,14,15]; c8:bw=67,experts=[4,6,9,11,12,14]; c9:bw=66,experts=[3,4,6,11,12,14]; c1:bw=77,experts=[4,6,9,10,11,12,14]","7.0337,3.9538,4.7719,4.9681,6.9308,5.4693,6.5291,5.5684,3.6081,4.5277"
