Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
23,2026-09-19 09:35:50,Ours,0.01,0.8332970510254369,51.57,72.39,22,65.4377,1:05.44,63.8882,0.1904,1.3572,1493.4285,24:53.43,10,"5,7,4,6,9,8,3,1,2,0",5:98;7:28;4:106;6:19;9:95;8:66;3:29;1:117;2:61;0:21,"5:[1,2,4,6,7,8,13,14,15];7:[4,6];4:[0,1,2,4,5,6,7,12,14,15];6:[4];9:[1,2,3,4,6,7,8,13,14];8:[2,3,4,5,6,14];3:[4,6];1:[0,1,2,5,6,8,9,11,12,13,14];2:[2,4,5,6,13,14];0:[4,6]","c5:bw=98,experts=[1,2,4,6,7,8,13,14,15]; c7:bw=28,experts=[4,6]; c4:bw=106,experts=[0,1,2,4,5,6,7,12,14,15]; c6:bw=19,experts=[4]; c9:bw=95,experts=[1,2,3,4,6,7,8,13,14]; c8:bw=66,experts=[2,3,4,5,6,14]; c3:bw=29,experts=[4,6]; c1:bw=117,experts=[0,1,2,5,6,8,9,11,12,13,14]; c2:bw=61,experts=[2,4,5,6,13,14]; c0:bw=21,experts=[4,6]","6.7074,4.1099,3.3821,2.0874,5.6170,7.7451,0.7032,25.8642,0.3310,7.3408"
24,2026-09-19 09:36:53,Ours,0.01,1.0172157268508266,69.52,72.39,22,63.1831,1:03.18,61.5808,0.2122,1.3885,1556.6341,25:56.63,10,"6,4,7,9,2,1,5,8,3,0",6:57;4:24;7:10;9:94;2:81;1:10;5:46;8:34;3:10;0:59,"6:[1,2,4,6,14];4:[4,6];7:[4];9:[1,4,5,6,7,8,12,13,14];2:[2,4,5,6,10,12,13,14];1:[10];5:[2,4,6,14];8:[4,5,6];3:[4];0:[2,4,5,6,14]","c6:bw=57,experts=[1,2,4,6,14]; c4:bw=24,experts=[4,6]; c7:bw=10,experts=[4]; c9:bw=94,experts=[1,4,5,6,7,8,12,13,14]; c2:bw=81,experts=[2,4,5,6,10,12,13,14]; c1:bw=10,experts=[10]; c5:bw=46,experts=[2,4,6,14]; c8:bw=34,experts=[4,5,6]; c3:bw=10,experts=[4]; c0:bw=59,experts=[2,4,5,6,14]","2.2529,3.5663,4.6454,5.7788,0.3188,22.0707,6.8919,8.1643,0.6729,7.2188"
25,2026-09-19 09:37:55,Ours,0.01,0.8135114478601873,65.02,72.39,22,62.4602,1:02.46,60.897,0.185,1.3765,1619.1179,26:59.12,10,"9,6,4,3,5,1,8,2,0,7",9:76;6:30;4:110;3:26;5:120;1:92;8:103;2:24;0:106;7:75,"9:[1,4,6,7,8,13,14];6:[4,6,14];4:[1,2,4,5,6,7,8,12,13,14,15];3:[4,6];5:[0,1,2,4,5,6,8,9,11,12,13,14];1:[0,1,4,5,6,10,12,13,14];8:[0,1,4,5,6,8,11,12,13,14];2:[4,6];0:[0,1,2,4,5,6,11,12,13,14];7:[0,4,5,6,12,13,14]","c9:bw=76,experts=[1,4,6,7,8,13,14]; c6:bw=30,experts=[4,6,14]; c4:bw=110,experts=[1,2,4,5,6,7,8,12,13,14,15]; c3:bw=26,experts=[4,6]; c5:bw=120,experts=[0,1,2,4,5,6,8,9,11,12,13,14]; c1:bw=92,experts=[0,1,4,5,6,10,12,13,14]; c8:bw=103,experts=[0,1,4,5,6,8,11,12,13,14]; c2:bw=24,experts=[4,6]; c0:bw=106,experts=[0,1,2,4,5,6,11,12,13,14]; c7:bw=75,experts=[0,4,5,6,12,13,14]","6.0003,2.1269,3.4421,0.6747,7.0147,22.4108,7.7519,0.3196,7.0451,4.1110"
26,2026-09-19 09:38:58,Ours,0.01,0.8675178115103284,67.9,72.39,22,62.6878,1:02.69,61.1492,0.1815,1.3552,1681.8287,28:01.83,10,"3,6,9,7,1,5,2,8,0,4",3:84;6:63;9:95;7:59;1:63;5:39;2:56;8:101;0:20;4:90,"3:[0,4,5,6,9,11,13,14];6:[0,4,5,6,13,14];9:[1,2,4,5,6,7,8,13,14];7:[0,4,5,6,12];1:[1,2,4,5,6,14];5:[4,6,14];2:[0,4,5,6,12];8:[0,1,4,5,6,8,11,12,13,14];0:[10,15];4:[0,1,2,4,5,6,12,14,15]","c3:bw=84,experts=[0,4,5,6,9,11,13,14]; c6:bw=63,experts=[0,4,5,6,13,14]; c9:bw=95,experts=[1,2,4,5,6,7,8,13,14]; c7:bw=59,experts=[0,4,5,6,12]; c1:bw=63,experts=[1,2,4,5,6,14]; c5:bw=39,experts=[4,6,14]; c2:bw=56,experts=[0,4,5,6,12]; c8:bw=101,experts=[0,1,4,5,6,8,11,12,13,14]; c0:bw=20,experts=[10,15]; c4:bw=90,experts=[0,1,2,4,5,6,12,14,15]","0.8010,2.1824,5.8758,4.2515,21.8732,7.1106,0.3228,8.0164,7.3159,3.3996"
27,2026-09-19 09:40:01,Ours,0.01,0.8465191151879756,73.06,73.06,27,63.2227,1:03.22,61.6411,0.1791,1.4007,1745.0752,29:05.08,10,"7,1,4,0,9,2,8,3,6,5",7:97;1:117;4:23;0:68;9:34;2:37;8:104;3:40;6:119;5:69,"7:[0,1,4,5,6,8,9,12,13];1:[0,1,2,4,5,6,7,8,12,13,14];4:[4,6];0:[1,2,4,6,13,14];9:[4,6,15];2:[4,5,6];8:[0,1,4,5,6,8,9,11,12,13];3:[1,4,5,6];6:[1,2,4,5,6,7,11,12,13,14,15];5:[0,4,5,6,13,14]","c7:bw=97,experts=[0,1,4,5,6,8,9,12,13]; c1:bw=117,experts=[0,1,2,4,5,6,7,8,12,13,14]; c4:bw=23,experts=[4,6]; c0:bw=68,experts=[1,2,4,6,13,14]; c9:bw=34,experts=[4,6,15]; c2:bw=37,experts=[4,5,6]; c8:bw=104,experts=[0,1,4,5,6,8,9,11,12,13]; c3:bw=40,experts=[1,4,5,6]; c6:bw=119,experts=[1,2,4,5,6,7,11,12,13,14,15]; c5:bw=69,experts=[0,4,5,6,13,14]","4.2259,21.9899,3.4661,7.4417,6.0360,0.3221,8.0331,0.6861,2.2260,7.2143"
28,2026-09-19 09:41:05,Ours,0.01,0.8507738376501257,70.58,73.06,27,63.476,1:03.48,61.8692,0.1915,1.4135,1808.5755,30:08.58,10,"6,9,0,8,2,5,1,3,4,7",6:56;9:92;0:89;8:56;2:10;5:63;1:47;3:22;4:14;7:10,"6:[0,4,5,6,13];9:[0,1,2,4,5,6,12,13,14];0:[0,1,2,4,5,6,13,14];8:[0,4,5,6,15];2:[4];5:[2,4,5,6,13,14];1:[2,4,6,14];3:[4,6];4:[4];7:[4]","c6:bw=56,experts=[0,4,5,6,13]; c9:bw=92,experts=[0,1,2,4,5,6,12,13,14]; c0:bw=89,experts=[0,1,2,4,5,6,13,14]; c8:bw=56,experts=[0,4,5,6,15]; c2:bw=10,experts=[4]; c5:bw=63,experts=[2,4,5,6,13,14]; c1:bw=47,experts=[2,4,6,14]; c3:bw=22,experts=[4,6]; c4:bw=14,experts=[4]; c7:bw=10,experts=[4]","2.2147,5.9652,7.3298,7.9860,0.3312,7.1739,22.3624,0.6804,3.3947,4.4310"
29,2026-09-19 09:42:08,Ours,0.01,0.8429199384466155,70.0,73.06,27,63.2078,1:03.21,61.6393,0.1772,1.3895,1871.8075,31:11.81,10,"4,0,1,9,6,8,7,3,2,5",4:72;0:83;1:63;9:82;6:81;8:63;7:40;3:60;2:34;5:63,"4:[1,2,4,5,6,14,15];0:[0,1,2,4,5,6,12,13];1:[1,2,4,6,7,14];9:[1,2,4,6,7,8,13,14];6:[0,1,4,5,6,12,13,14];8:[0,4,5,6,12,13];7:[0,4,5,6];3:[0,4,5,6,9,11];2:[4,5,6];5:[1,2,4,6,13,14]","c4:bw=72,experts=[1,2,4,5,6,14,15]; c0:bw=83,experts=[0,1,2,4,5,6,12,13]; c1:bw=63,experts=[1,2,4,6,7,14]; c9:bw=82,experts=[1,2,4,6,7,8,13,14]; c6:bw=81,experts=[0,1,4,5,6,12,13,14]; c8:bw=63,experts=[0,4,5,6,12,13]; c7:bw=40,experts=[0,4,5,6]; c3:bw=60,experts=[0,4,5,6,9,11]; c2:bw=34,experts=[4,5,6]; c5:bw=63,experts=[1,2,4,6,13,14]","3.4149,7.3921,22.1526,5.8847,2.2402,7.9662,4.3631,0.6755,0.3133,7.2367"
30,2026-09-19 09:43:11,Ours,0.01,0.8410214678079513,72.93,73.06,27,63.3328,1:03.33,61.8021,0.1745,1.3546,1935.1654,32:15.17,10,"5,1,9,4,0,8,6,7,3,2",5:116;1:67;9:103;4:97;0:33;8:78;6:20;7:23;3:111;2:51,"5:[0,1,2,4,5,6,10,11,12,13,14];1:[1,2,4,6,13,14];9:[1,2,4,5,6,7,8,12,13,14];4:[1,2,4,5,6,7,13,14,15];0:[4,5,6];8:[2,4,5,6,12,13,14];6:[4,6];7:[4,6];3:[0,1,4,5,6,9,10,11,12,13,14];2:[0,4,5,6,12]","c5:bw=116,experts=[0,1,2,4,5,6,10,11,12,13,14]; c1:bw=67,experts=[1,2,4,6,13,14]; c9:bw=103,experts=[1,2,4,5,6,7,8,12,13,14]; c4:bw=97,experts=[1,2,4,5,6,7,13,14,15]; c0:bw=33,experts=[4,5,6]; c8:bw=78,experts=[2,4,5,6,12,13,14]; c6:bw=20,experts=[4,6]; c7:bw=23,experts=[4,6]; c3:bw=111,experts=[0,1,4,5,6,9,10,11,12,13,14]; c2:bw=51,experts=[0,4,5,6,12]","7.3792,22.0837,6.0033,3.4244,7.3739,7.9654,2.2528,4.2894,0.7049,0.3250"
31,2026-09-19 09:44:16,Ours,0.01,0.8336827411865683,73.15,73.15,31,64.8246,1:04.82,63.251,0.1782,1.3936,2000.0145,33:20.01,10,"6,4,9,1,5,8,3,2,0,7",6:55;4:36;9:85;1:57;5:116;8:62;3:45;2:29;0:89;7:119,"6:[0,4,5,6,13];4:[4,6,14];9:[1,2,4,6,7,8,13,14];1:[2,4,5,6,14];5:[0,1,2,4,5,6,11,12,13,14,15];8:[2,4,5,6,10,14];3:[0,4,6,9];2:[4,6];0:[0,2,4,5,6,12,13,14];7:[0,1,2,4,5,6,8,12,13,14,15]","c6:bw=55,experts=[0,4,5,6,13]; c4:bw=36,experts=[4,6,14]; c9:bw=85,experts=[1,2,4,6,7,8,13,14]; c1:bw=57,experts=[2,4,5,6,14]; c5:bw=116,experts=[0,1,2,4,5,6,11,12,13,14,15]; c8:bw=62,experts=[2,4,5,6,10,14]; c3:bw=45,experts=[0,4,6,9]; c2:bw=29,experts=[4,6]; c0:bw=89,experts=[0,2,4,5,6,12,13,14]; c7:bw=119,experts=[0,1,2,4,5,6,8,12,13,14,15]","2.2265,3.4609,6.0634,22.8590,7.3755,8.2232,0.7132,0.3493,7.6664,4.3136"
32,2026-09-19 09:45:19,Ours,0.01,0.8404577886089781,73.47,73.47,32,63.1293,1:03.13,61.5541,0.1849,1.3884,2063.1703,34:23.17,10,"8,5,4,7,0,1,3,6,2,9",8:40;5:67;4:92;7:88;0:86;1:40;3:53;6:51;2:102;9:59,"8:[4,5,6,7];5:[0,2,4,6,13,14];4:[1,2,4,5,6,7,9,14,15];7:[0,1,4,5,6,7,13,14];0:[1,2,3,4,5,6,13,14];1:[3,4,6,15];3:[3,4,6,7,15];6:[1,2,4,6,14];2:[0,3,4,5,6,7,12,13,14,15];9:[1,4,6,9,14]","c8:bw=40,experts=[4,5,6,7]; c5:bw=67,experts=[0,2,4,6,13,14]; c4:bw=92,experts=[1,2,4,5,6,7,9,14,15]; c7:bw=88,experts=[0,1,4,5,6,7,13,14]; c0:bw=86,experts=[1,2,3,4,5,6,13,14]; c1:bw=40,experts=[3,4,6,15]; c3:bw=53,experts=[3,4,6,7,15]; c6:bw=51,experts=[1,2,4,6,14]; c2:bw=102,experts=[0,3,4,5,6,7,12,13,14,15]; c9:bw=59,experts=[1,4,6,9,14]","7.8806,7.1612,3.5153,4.2448,7.2897,22.3060,0.6926,2.1832,0.3338,5.9469"
33,2026-09-19 09:46:23,Ours,0.01,0.8274398654369272,74.38,74.38,33,63.3941,1:03.39,61.8262,0.1797,1.3863,2126.5906,35:26.59,10,"7,1,3,6,5,9,2,8,4,0",7:99;1:65;3:132;6:69;5:55;9:79;2:44;8:94;4:85;0:118,"7:[0,1,2,4,5,6,12,13,14];1:[1,2,4,6,7,14];3:[0,1,2,4,5,6,8,9,10,11,12,13,14];6:[1,2,4,6,13,14];5:[2,4,6,13,14];9:[1,2,4,6,7,13,14];2:[4,5,6,12];8:[1,2,4,5,6,11,12,13,14];4:[1,2,4,5,6,7,14,15];0:[0,1,2,4,5,6,9,12,13,14,15]","c7:bw=99,experts=[0,1,2,4,5,6,12,13,14]; c1:bw=65,experts=[1,2,4,6,7,14]; c3:bw=132,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14]; c6:bw=69,experts=[1,2,4,6,13,14]; c5:bw=55,experts=[2,4,6,13,14]; c9:bw=79,experts=[1,2,4,6,7,13,14]; c2:bw=44,experts=[4,5,6,12]; c8:bw=94,experts=[1,2,4,5,6,11,12,13,14]; c4:bw=85,experts=[1,2,4,5,6,7,14,15]; c0:bw=118,experts=[0,1,2,4,5,6,9,12,13,14,15]","4.3158,22.3411,0.7155,2.2237,7.1935,5.9222,0.3241,7.9719,3.4934,7.3250"
34,2026-09-19 09:47:27,Ours,0.01,0.8274667142940236,74.85,74.85,34,64.1248,1:04.12,62.5539,0.1763,1.3928,2190.7422,36:30.74,10,"4,1,6,9,8,0,5,7,3,2",4:87;1:88;6:91;9:128;8:79;0:42;5:113;7:61;3:137;2:101,"4:[1,2,4,5,6,7,14,15];1:[1,2,4,6,7,12,13,14];6:[1,2,4,5,6,12,13,14,15];9:[0,1,2,4,5,6,7,8,12,13,14,15];8:[2,4,5,6,12,13,14];0:[0,4,5,6];5:[0,1,2,4,5,6,9,12,13,14,15];7:[0,4,5,6,10,11];3:[0,1,2,4,5,6,8,9,10,11,12,13,14];2:[0,1,4,5,6,9,11,12,13,14]","c4:bw=87,experts=[1,2,4,5,6,7,14,15]; c1:bw=88,experts=[1,2,4,6,7,12,13,14]; c6:bw=91,experts=[1,2,4,5,6,12,13,14,15]; c9:bw=128,experts=[0,1,2,4,5,6,7,8,12,13,14,15]; c8:bw=79,experts=[2,4,5,6,12,13,14]; c0:bw=42,experts=[0,4,5,6]; c5:bw=113,experts=[0,1,2,4,5,6,9,12,13,14,15]; c7:bw=61,experts=[0,4,5,6,10,11]; c3:bw=137,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14]; c2:bw=101,experts=[0,1,4,5,6,9,11,12,13,14]","3.5296,22.7044,2.2359,5.8521,8.0258,7.4976,7.1611,4.3866,0.8352,0.3257"
35,2026-09-19 09:48:31,Ours,0.01,0.8197869944539017,73.3,74.85,34,63.838,1:03.84,62.2361,0.1919,1.4082,2254.6037,37:34.60,10,"4,0,1,6,2,8,9,7,5,3",4:62;0:38;1:58;6:83;2:86;8:94;9:51;7:90;5:77;3:45,"4:[1,2,4,6,14,15];0:[4,5,6];1:[1,2,4,6,14];6:[0,1,2,4,6,13,14,15];2:[1,2,4,5,6,12,13,14];8:[0,1,2,4,5,6,12,13,14];9:[1,4,6,10,14];7:[0,1,2,4,5,6,12,13,14];5:[0,2,4,5,6,13,14];3:[0,4,5,6]","c4:bw=62,experts=[1,2,4,6,14,15]; c0:bw=38,experts=[4,5,6]; c1:bw=58,experts=[1,2,4,6,14]; c6:bw=83,experts=[0,1,2,4,6,13,14,15]; c2:bw=86,experts=[1,2,4,5,6,12,13,14]; c8:bw=94,experts=[0,1,2,4,5,6,12,13,14]; c9:bw=51,experts=[1,4,6,10,14]; c7:bw=90,experts=[0,1,2,4,5,6,12,13,14]; c5:bw=77,experts=[0,2,4,5,6,13,14]; c3:bw=45,experts=[0,4,5,6]","3.5291,7.5298,22.7303,2.1662,0.3304,7.9503,5.8408,4.2724,7.1803,0.7064"
36,2026-09-19 09:49:34,Ours,0.01,0.8252357154023914,74.51,74.85,34,63.3712,1:03.37,61.7821,0.1887,1.3986,2318.0018,38:38.00,10,"9,0,3,7,6,5,1,4,8,2",9:70;0:68;3:113;7:51;6:82;5:93;1:16;4:140;8:97;2:95,"9:[1,2,4,6,7,13,14];0:[1,2,4,6,13,14];3:[0,1,2,4,5,6,9,10,11,13,14];7:[0,4,5,6,14];6:[1,2,4,6,8,13,14,15];5:[0,2,3,4,5,6,12,13,14];1:[4];4:[0,1,2,3,4,5,6,7,10,11,12,13,14,15];8:[1,2,4,5,6,12,13,14,15];2:[0,2,4,5,6,9,12,13,14]","c9:bw=70,experts=[1,2,4,6,7,13,14]; c0:bw=68,experts=[1,2,4,6,13,14]; c3:bw=113,experts=[0,1,2,4,5,6,9,10,11,13,14]; c7:bw=51,experts=[0,4,5,6,14]; c6:bw=82,experts=[1,2,4,6,8,13,14,15]; c5:bw=93,experts=[0,2,3,4,5,6,12,13,14]; c1:bw=16,experts=[4]; c4:bw=140,experts=[0,1,2,3,4,5,6,7,10,11,12,13,14,15]; c8:bw=97,experts=[1,2,4,5,6,12,13,14,15]; c2:bw=95,experts=[0,2,4,5,6,9,12,13,14]","5.8425,7.4909,0.6984,4.2976,2.1837,7.0842,22.5387,3.4421,7.8757,0.3282"
37,2026-09-19 09:50:37,Ours,0.01,0.820323572259135,75.7,75.7,37,62.7988,1:02.80,61.1965,0.1783,1.4221,2380.8279,39:40.83,10,"1,5,2,6,4,7,9,0,3,8",1:34;5:74;2:68;6:123;4:74;7:79;9:75;0:103;3:68;8:11,"1:[4,6,14];5:[1,2,4,6,13,14,15];2:[2,4,5,6,12,14];6:[1,2,3,4,5,6,7,10,11,13,14,15];4:[1,2,4,6,7,14,15];7:[0,4,5,6,12,13,14];9:[1,4,6,7,11,13,14];0:[0,1,2,4,5,6,7,12,13,14];3:[0,4,5,6,9,13];8:[4]","c1:bw=34,experts=[4,6,14]; c5:bw=74,experts=[1,2,4,6,13,14,15]; c2:bw=68,experts=[2,4,5,6,12,14]; c6:bw=123,experts=[1,2,3,4,5,6,7,10,11,13,14,15]; c4:bw=74,experts=[1,2,4,6,7,14,15]; c7:bw=79,experts=[0,4,5,6,12,13,14]; c9:bw=75,experts=[1,4,6,7,11,13,14]; c0:bw=103,experts=[0,1,2,4,5,6,7,12,13,14]; c3:bw=68,experts=[0,4,5,6,9,13]; c8:bw=11,experts=[4]","22.4069,7.0096,0.3231,2.1371,3.4533,4.1891,5.7454,7.3268,0.7047,7.9006"
38,2026-09-19 09:51:41,Ours,0.01,0.8160866419893263,75.18,75.7,37,63.3773,1:03.38,61.7363,0.1879,1.4514,2444.2331,40:44.23,10,"8,6,4,1,5,2,3,7,9,0",8:87;6:32;4:98;1:58;5:10;2:10;3:72;7:96;9:49;0:76,"8:[1,2,4,5,6,12,13,14];6:[4,6,9];4:[1,2,4,5,6,7,12,14,15];1:[1,2,4,6,14];5:[4];2:[8];3:[0,4,5,6,9,12,13];7:[0,1,3,4,5,6,12,13,14];9:[1,4,6,14];0:[0,1,4,5,6,8,14]","c8:bw=87,experts=[1,2,4,5,6,12,13,14]; c6:bw=32,experts=[4,6,9]; c4:bw=98,experts=[1,2,4,5,6,7,12,14,15]; c1:bw=58,experts=[1,2,4,6,14]; c5:bw=10,experts=[4]; c2:bw=10,experts=[8]; c3:bw=72,experts=[0,4,5,6,9,12,13]; c7:bw=96,experts=[0,1,3,4,5,6,12,13,14]; c9:bw=49,experts=[1,4,6,14]; c0:bw=76,experts=[0,1,4,5,6,8,14]","8.0557,2.1910,3.4725,22.6178,7.0122,0.3288,0.6912,4.2048,5.7223,7.4399"
39,2026-09-19 09:52:44,Ours,0.01,0.8106906311410442,76.02,76.02,39,63.3068,1:03.31,61.725,0.1861,1.3939,2507.568,41:47.57,10,"3,0,1,7,6,8,2,4,9,5",3:49;0:10;1:84;7:75;6:58;8:84;2:68;4:67;9:45;5:141,"3:[4,6,9,14];0:[4];1:[1,2,4,6,7,9,11,14];7:[0,1,4,5,6,13,14];6:[1,2,4,6,14];8:[1,2,3,4,5,6,12,14];2:[2,4,5,6,12,14];4:[1,2,4,6,14,15];9:[3,4,6,14];5:[0,1,2,3,4,5,6,7,10,11,12,13,14,15]","c3:bw=49,experts=[4,6,9,14]; c0:bw=10,experts=[4]; c1:bw=84,experts=[1,2,4,6,7,9,11,14]; c7:bw=75,experts=[0,1,4,5,6,13,14]; c6:bw=58,experts=[1,2,4,6,14]; c8:bw=84,experts=[1,2,3,4,5,6,12,14]; c2:bw=68,experts=[2,4,5,6,12,14]; c4:bw=67,experts=[1,2,4,6,14,15]; c9:bw=45,experts=[3,4,6,14]; c5:bw=141,experts=[0,1,2,3,4,5,6,7,10,11,12,13,14,15]","0.7032,7.4829,22.6277,4.2076,2.1713,7.9125,0.3302,3.4670,5.7810,7.0416"
40,2026-09-19 09:53:47,Ours,0.01,0.8044920037943731,76.28,76.28,40,63.508,1:03.51,61.9189,0.1779,1.4052,2571.104,42:51.10,10,"8,1,5,6,2,7,3,4,9,0",8:49;1:79;5:60;6:88;2:123;7:125;3:13;4:36;9:75;0:67,"8:[2,4,6,14];1:[1,2,4,5,6,13,14];5:[1,2,4,6,13,14];6:[1,2,4,5,6,13,14,15];2:[0,1,2,4,5,6,8,9,10,12,13,14];7:[0,1,2,4,5,6,8,9,11,12,13,14];3:[4];4:[4,6,14];9:[1,2,4,6,7,13,14];0:[0,1,4,5,6,14]","c8:bw=49,experts=[2,4,6,14]; c1:bw=79,experts=[1,2,4,5,6,13,14]; c5:bw=60,experts=[1,2,4,6,13,14]; c6:bw=88,experts=[1,2,4,5,6,13,14,15]; c2:bw=123,experts=[0,1,2,4,5,6,8,9,10,12,13,14]; c7:bw=125,experts=[0,1,2,4,5,6,8,9,11,12,13,14]; c3:bw=13,experts=[4]; c4:bw=36,experts=[4,6,14]; c9:bw=75,experts=[1,2,4,6,7,13,14]; c0:bw=67,experts=[0,1,4,5,6,14]","7.9202,22.5977,7.2350,2.2210,0.3263,4.2394,0.7342,3.5168,5.7913,7.3370"
41,2026-09-19 09:54:50,Ours,0.01,0.8090816939196669,73.21,76.28,40,62.7861,1:02.79,61.1247,0.1958,1.4637,2633.9186,43:53.92,10,"2,6,8,1,4,5,7,3,9,0",2:101;6:10;8:107;1:15;4:95;5:116;7:129;3:75;9:101;0:10,"2:[0,1,2,4,5,6,8,12,13,14];6:[4];8:[1,2,4,5,6,8,12,13,14,15];1:[10];4:[1,2,4,6,7,8,12,14,15];5:[0,1,2,4,5,6,8,9,13,14,15];7:[0,1,2,4,5,6,8,9,11,12,13,14];3:[0,4,5,6,9,13,14];9:[1,2,4,5,6,7,8,12,13,14];0:[11]","c2:bw=101,experts=[0,1,2,4,5,6,8,12,13,14]; c6:bw=10,experts=[4]; c8:bw=107,experts=[1,2,4,5,6,8,12,13,14,15]; c1:bw=15,experts=[10]; c4:bw=95,experts=[1,2,4,6,7,8,12,14,15]; c5:bw=116,experts=[0,1,2,4,5,6,8,9,13,14,15]; c7:bw=129,experts=[0,1,2,4,5,6,8,9,11,12,13,14]; c3:bw=75,experts=[0,4,5,6,9,13,14]; c9:bw=101,experts=[1,2,4,5,6,7,8,12,13,14]; c0:bw=10,experts=[11]","0.3255,2.1268,7.9159,22.3769,3.4443,6.8861,4.1969,0.6930,5.7457,7.4136"
42,2026-09-19 09:55:53,Ours,0.01,0.7561064560178521,75.57,76.28,40,62.2905,1:02.29,60.699,0.1812,1.4085,2696.2398,44:56.24,10,"5,1,3,9,6,0,7,4,8,2",5:95;1:92;3:91;9:96;6:64;0:28;7:37;4:103;8:79;2:76,"5:[0,1,2,4,5,6,7,13,14];1:[0,1,2,4,5,6,12,13,14];3:[0,2,4,5,6,9,12,13,14];9:[1,2,4,6,7,8,12,13,14];6:[1,2,4,6,13,14];0:[4,10];7:[0,4,6];4:[1,2,4,5,6,7,12,13,14,15];8:[1,2,4,6,8,13,14];2:[2,4,5,6,12,13,14]","c5:bw=95,experts=[0,1,2,4,5,6,7,13,14]; c1:bw=92,experts=[0,1,2,4,5,6,12,13,14]; c3:bw=91,experts=[0,2,4,5,6,9,12,13,14]; c9:bw=96,experts=[1,2,4,6,7,8,12,13,14]; c6:bw=64,experts=[1,2,4,6,13,14]; c0:bw=28,experts=[4,10]; c7:bw=37,experts=[0,4,6]; c4:bw=103,experts=[1,2,4,5,6,7,12,13,14,15]; c8:bw=79,experts=[1,2,4,6,8,13,14]; c2:bw=76,experts=[2,4,5,6,12,13,14]","7.2608,22.1600,0.6916,5.7232,2.1280,7.1879,4.1405,3.3929,7.6809,0.3331"
43,2026-09-19 09:56:55,Ours,0.01,0.8099610279262702,76.49,76.49,43,62.7928,1:02.79,61.2396,0.1857,1.3657,2759.0607,45:59.06,10,"5,1,2,8,9,7,4,6,3,0",5:100;1:110;2:96;8:85;9:60;7:40;4:65;6:23;3:122;0:40,"5:[0,1,2,4,5,6,9,12,13,14];1:[0,1,2,4,5,6,7,8,12,13,14];2:[0,1,2,4,5,6,12,13,14];8:[1,2,4,5,6,9,12,14];9:[1,4,6,7,13,14];7:[0,4,5,6];4:[1,2,4,6,14,15];6:[4,6];3:[0,1,2,4,5,6,8,9,11,12,13,14];0:[4,5,6,14]","c5:bw=100,experts=[0,1,2,4,5,6,9,12,13,14]; c1:bw=110,experts=[0,1,2,4,5,6,7,8,12,13,14]; c2:bw=96,experts=[0,1,2,4,5,6,12,13,14]; c8:bw=85,experts=[1,2,4,5,6,9,12,14]; c9:bw=60,experts=[1,4,6,7,13,14]; c7:bw=40,experts=[0,4,5,6]; c4:bw=65,experts=[1,2,4,6,14,15]; c6:bw=23,experts=[4,6]; c3:bw=122,experts=[0,1,2,4,5,6,8,9,11,12,13,14]; c0:bw=40,experts=[4,5,6,14]","6.9284,22.5298,0.3362,7.8283,5.7109,4.2769,3.4681,2.1496,0.6693,7.3419"
44,2026-09-19 09:57:57,Ours,0.01,0.7930785681881228,75.54,76.49,43,61.9456,1:01.95,60.3665,0.2041,1.3732,2821.0391,47:01.04,10,"0,3,4,2,7,5,6,9,8,1",0:125;3:88;4:54;2:69;7:142;5:46;6:39;9:70;8:65;1:84,"0:[0,1,2,4,5,6,9,11,12,13,14,15];3:[0,2,4,5,6,9,13,14];4:[2,4,6,14,15];2:[0,2,4,5,6,12];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,15];5:[2,4,6,14];6:[4,6,14];9:[1,4,5,6,12,13,14];8:[2,4,5,6,12,14];1:[1,2,4,5,6,7,12,14]","c0:bw=125,experts=[0,1,2,4,5,6,9,11,12,13,14,15]; c3:bw=88,experts=[0,2,4,5,6,9,13,14]; c4:bw=54,experts=[2,4,6,14,15]; c2:bw=69,experts=[0,2,4,5,6,12]; c7:bw=142,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15]; c5:bw=46,experts=[2,4,6,14]; c6:bw=39,experts=[4,6,14]; c9:bw=70,experts=[1,4,5,6,12,13,14]; c8:bw=65,experts=[2,4,5,6,12,14]; c1:bw=84,experts=[1,2,4,5,6,7,12,14]","7.4121,0.7170,3.4161,0.3148,4.1331,6.9807,2.1210,5.5546,7.7442,21.9730"
