Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
21,2026-09-23 19:14:48,Ours,0.01,2.893704607530368,20.95,21.59,20,51.0446,0:51.04,49.6083,0.3113,1.1228,1088.5351,18:08.54,20,"13,14,15,17,3,4,18,19,2,11,12,9,6,5,10,8,0,7,16,1",13:23;14:31;15:19;17:35;3:10;4:48;18:60;19:58;2:39;11:23;12:38;9:25;6:16;5:32;10:40;8:18;0:66;7:12;16:33;1:41,"13:[4,5];14:[1,2,7];15:[5];17:[0,4,6];3:[5];4:[1,2,4,7];18:[1,2,3,4,6,7];19:[0,2,3,4,7];2:[2,4,6];11:[0,4];12:[0,2,3];9:[4,5];6:[0];5:[1,2,4];10:[1,3,4,6];8:[3];0:[0,1,2,3,4,7];7:[2];16:[3,4,7];1:[0,5,6,7]","c13:bw=23,experts=[4,5]; c14:bw=31,experts=[1,2,7]; c15:bw=19,experts=[5]; c17:bw=35,experts=[0,4,6]; c3:bw=10,experts=[5]; c4:bw=48,experts=[1,2,4,7]; c18:bw=60,experts=[1,2,3,4,6,7]; c19:bw=58,experts=[0,2,3,4,7]; c2:bw=39,experts=[2,4,6]; c11:bw=23,experts=[0,4]; c12:bw=38,experts=[0,2,3]; c9:bw=25,experts=[4,5]; c6:bw=16,experts=[0]; c5:bw=32,experts=[1,2,4]; c10:bw=40,experts=[1,3,4,6]; c8:bw=18,experts=[3]; c0:bw=66,experts=[0,1,2,3,4,7]; c7:bw=12,experts=[2]; c16:bw=33,experts=[3,4,7]; c1:bw=41,experts=[0,5,6,7]","4.0577,3.7132,2.9391,2.1520,1.3727,3.4671,2.9204,3.4921,2.4884,2.2251,2.3313,2.1037,1.8830,1.1943,1.1383,2.1329,1.3847,2.9919,2.1403,3.4802"
22,2026-09-23 19:15:40,Ours,0.01,2.817610855020215,17.66,21.59,20,51.6386,0:51.64,50.1997,0.318,1.1186,1140.1899,19:00.19,20,"4,19,8,17,18,5,10,16,9,1,6,2,11,14,13,15,7,0,12,3",4:36;19:45;8:33;17:62;18:15;5:17;10:10;16:34;9:33;1:10;6:61;2:66;11:43;14:48;13:34;15:66;7:16;0:67;12:64;3:56,"4:[2,4,7];19:[0,1,3,7];8:[0,2,5];17:[0,1,2,3,4,7];18:[2];5:[0];10:[3];16:[0,3,5];9:[1,3,4];1:[1];6:[0,1,2,3,4,7];2:[0,1,3,4,6,7];11:[0,4,6,7];14:[1,2,3,5];13:[0,5,7];15:[0,2,3,4,5,7];7:[1];0:[0,2,3,4,6,7];12:[0,1,2,4,5,7];3:[1,3,4,5,7]","c4:bw=36,experts=[2,4,7]; c19:bw=45,experts=[0,1,3,7]; c8:bw=33,experts=[0,2,5]; c17:bw=62,experts=[0,1,2,3,4,7]; c18:bw=15,experts=[2]; c5:bw=17,experts=[0]; c10:bw=10,experts=[3]; c16:bw=34,experts=[0,3,5]; c9:bw=33,experts=[1,3,4]; c1:bw=10,experts=[1]; c6:bw=61,experts=[0,1,2,3,4,7]; c2:bw=66,experts=[0,1,3,4,6,7]; c11:bw=43,experts=[0,4,6,7]; c14:bw=48,experts=[1,2,3,5]; c13:bw=34,experts=[0,5,7]; c15:bw=66,experts=[0,2,3,4,5,7]; c7:bw=16,experts=[1]; c0:bw=67,experts=[0,2,3,4,6,7]; c12:bw=64,experts=[0,1,2,4,5,7]; c3:bw=56,experts=[1,3,4,5,7]","3.4391,3.4715,2.1494,2.2465,2.9468,1.1946,1.1254,2.1875,2.1899,3.5425,1.9175,2.4894,2.2226,3.6791,4.0120,3.0507,3.0216,1.3901,2.4759,1.4476"
23,2026-09-23 19:16:33,Ours,0.01,2.7223039919763203,23.02,23.02,23,53.098,0:53.10,51.6554,0.3206,1.1198,1193.3061,19:53.31,20,"2,13,1,19,8,15,3,6,18,12,7,0,4,11,10,17,14,5,9,16",2:32;13:54;1:62;19:21;8:35;15:29;3:15;6:10;18:26;12:26;7:15;0:11;4:56;11:52;10:67;17:70;14:52;5:52;9:50;16:56,"2:[2,5,6];13:[1,2,3,5,6];1:[0,2,4,5,6,7];19:[3,7];8:[1,4,7];15:[2,7];3:[0];6:[1];18:[5,6];12:[3,4];7:[1];0:[3];4:[0,1,5,6,7];11:[0,3,5,6,7];10:[0,2,3,4,6,7];17:[0,1,2,4,5,6,7];14:[0,2,3,4,5];5:[0,3,5,6,7];9:[0,1,2,4,7];16:[0,1,4,6,7]","c2:bw=32,experts=[2,5,6]; c13:bw=54,experts=[1,2,3,5,6]; c1:bw=62,experts=[0,2,4,5,6,7]; c19:bw=21,experts=[3,7]; c8:bw=35,experts=[1,4,7]; c15:bw=29,experts=[2,7]; c3:bw=15,experts=[0]; c6:bw=10,experts=[1]; c18:bw=26,experts=[5,6]; c12:bw=26,experts=[3,4]; c7:bw=15,experts=[1]; c0:bw=11,experts=[3]; c4:bw=56,experts=[0,1,5,6,7]; c11:bw=52,experts=[0,3,5,6,7]; c10:bw=67,experts=[0,2,3,4,6,7]; c17:bw=70,experts=[0,1,2,4,5,6,7]; c14:bw=52,experts=[0,2,3,4,5]; c5:bw=52,experts=[0,3,5,6,7]; c9:bw=50,experts=[0,1,2,4,7]; c16:bw=56,experts=[0,1,4,6,7]","2.5618,4.3365,3.8811,3.7974,2.2727,2.9592,1.3759,1.9169,3.0481,2.4948,3.0358,1.3778,3.4232,2.4663,1.1433,2.3187,3.7957,1.2626,2.1348,2.0527"
24,2026-09-23 19:17:25,Ours,0.01,2.7509894545313625,24.15,24.15,24,51.9644,0:51.96,50.4891,0.3157,1.1574,1245.2889,20:45.29,20,"3,14,13,5,8,10,4,17,6,16,18,0,19,9,11,1,12,15,7,2",3:10;14:42;13:50;5:25;8:18;10:39;4:12;17:56;6:30;16:41;18:72;0:31;19:55;9:50;11:10;1:10;12:37;15:44;7:10;2:43,"3:[5];14:[0,3,5,7];13:[0,1,2,3,4];5:[1,5];8:[0];10:[1,3,7];4:[5];17:[0,2,4,6,7];6:[0,4,6];16:[0,2,4,6];18:[0,1,2,3,4,5,7];0:[4,5,6];19:[0,1,2,3,6];9:[0,1,2,4,5];11:[4];1:[0];12:[2,5,6];15:[0,2,6,7];7:[5];2:[0,5,6,7]","c3:bw=10,experts=[5]; c14:bw=42,experts=[0,3,5,7]; c13:bw=50,experts=[0,1,2,3,4]; c5:bw=25,experts=[1,5]; c8:bw=18,experts=[0]; c10:bw=39,experts=[1,3,7]; c4:bw=12,experts=[5]; c17:bw=56,experts=[0,2,4,6,7]; c6:bw=30,experts=[0,4,6]; c16:bw=41,experts=[0,2,4,6]; c18:bw=72,experts=[0,1,2,3,4,5,7]; c0:bw=31,experts=[4,5,6]; c19:bw=55,experts=[0,1,2,3,6]; c9:bw=50,experts=[0,1,2,4,5]; c11:bw=10,experts=[4]; c1:bw=10,experts=[0]; c12:bw=37,experts=[2,5,6]; c15:bw=44,experts=[0,2,6,7]; c7:bw=10,experts=[5]; c2:bw=43,experts=[0,5,6,7]","1.3856,3.7354,4.0572,1.2106,2.1943,1.1424,3.4584,2.2613,1.9137,2.0034,3.0203,1.4285,3.4821,2.2363,2.2563,3.5842,2.5411,3.0319,3.0433,2.5028"
25,2026-09-23 19:18:16,Ours,0.01,2.6457913877476433,24.35,24.35,25,51.1932,0:51.19,49.7207,0.3217,1.1485,1296.5006,21:36.50,20,"18,15,3,2,12,6,9,10,16,4,7,19,5,13,1,14,17,0,11,8",18:59;15:29;3:14;2:12;12:36;6:16;9:40;10:25;16:52;4:58;7:40;19:57;5:64;13:56;1:49;14:26;17:52;0:56;11:60;8:55,"18:[1,2,4,5,6];15:[4,7];3:[0];2:[6];12:[1,3,4];6:[4];9:[1,3,5,7];10:[0,6];16:[0,1,2,3,6];4:[0,1,3,4,7];7:[0,4,5,7];19:[1,2,3,5,7];5:[0,3,4,5,6,7];13:[0,2,3,5,7];1:[0,3,4,5];14:[0,5];17:[1,2,5,6,7];0:[0,2,3,4,7];11:[0,2,4,5,6,7];8:[0,1,3,5,7]","c18:bw=59,experts=[1,2,4,5,6]; c15:bw=29,experts=[4,7]; c3:bw=14,experts=[0]; c2:bw=12,experts=[6]; c12:bw=36,experts=[1,3,4]; c6:bw=16,experts=[4]; c9:bw=40,experts=[1,3,5,7]; c10:bw=25,experts=[0,6]; c16:bw=52,experts=[0,1,2,3,6]; c4:bw=58,experts=[0,1,3,4,7]; c7:bw=40,experts=[0,4,5,7]; c19:bw=57,experts=[1,2,3,5,7]; c5:bw=64,experts=[0,3,4,5,6,7]; c13:bw=56,experts=[0,2,3,5,7]; c1:bw=49,experts=[0,3,4,5]; c14:bw=26,experts=[0,5]; c17:bw=52,experts=[1,2,5,6,7]; c0:bw=56,experts=[0,2,3,4,7]; c11:bw=60,experts=[0,2,4,5,6,7]; c8:bw=55,experts=[0,1,3,5,7]","2.9195,2.8270,1.3824,2.4835,2.5529,1.9753,2.1981,1.1481,1.9767,3.4915,3.1615,3.4373,1.1900,3.9081,3.5142,3.6811,2.1026,1.3897,2.2277,2.1535"
26,2026-09-23 19:19:09,Ours,0.01,2.6143138115078477,26.43,26.43,26,52.8859,0:52.89,51.4221,0.3107,1.1509,1349.4042,22:29.40,20,"5,7,1,2,8,16,12,6,19,10,9,14,3,0,17,11,13,4,18,15",5:20;7:31;1:33;2:30;8:53;16:10;12:41;6:34;19:15;10:38;9:50;14:49;3:44;0:11;17:32;11:57;13:16;4:48;18:10;15:42,"5:[1,7];7:[0,1,4];1:[1,5,6];2:[3,6,7];8:[0,1,3,4,7];16:[7];12:[2,3,6,7];6:[0,4,5];19:[1];10:[1,2,4];9:[1,2,4,6,7];14:[0,2,5,6];3:[0,1,6,7];0:[7];17:[1,3,5];11:[0,2,3,4,5];13:[5];4:[1,2,4,7];18:[3];15:[2,3,6,7]","c5:bw=20,experts=[1,7]; c7:bw=31,experts=[0,1,4]; c1:bw=33,experts=[1,5,6]; c2:bw=30,experts=[3,6,7]; c8:bw=53,experts=[0,1,3,4,7]; c16:bw=10,experts=[7]; c12:bw=41,experts=[2,3,6,7]; c6:bw=34,experts=[0,4,5]; c19:bw=15,experts=[1]; c10:bw=38,experts=[1,2,4]; c9:bw=50,experts=[1,2,4,6,7]; c14:bw=49,experts=[0,2,5,6]; c3:bw=44,experts=[0,1,6,7]; c0:bw=11,experts=[7]; c17:bw=32,experts=[1,3,5]; c11:bw=57,experts=[0,2,3,4,5]; c13:bw=16,experts=[5]; c4:bw=48,experts=[1,2,4,7]; c18:bw=10,experts=[3]; c15:bw=42,experts=[2,3,6,7]","1.2027,3.2236,3.8441,2.6606,2.2749,1.9946,2.4315,1.9194,3.5944,1.1595,2.1188,3.9742,1.3995,1.3727,2.2668,2.3883,4.1951,3.4675,3.1006,2.8331"
27,2026-09-23 19:20:00,Ours,0.01,2.698823752136651,24.51,26.43,26,50.6702,0:50.67,49.2149,0.3191,1.1294,1400.0944,23:20.09,20,"10,5,14,13,12,17,6,8,11,18,19,7,0,15,2,16,9,1,3,4",10:62;5:37;14:26;13:57;12:22;17:36;6:63;8:55;11:66;18:18;19:18;7:51;0:36;15:46;2:20;16:20;9:18;1:62;3:21;4:12,"10:[0,1,2,3,4,5];5:[0,3,4];14:[1,2];13:[1,2,3,5,7];12:[1,4];17:[0,1,5];6:[0,1,2,4,5,6];8:[0,3,4,5,7];11:[0,2,3,5,6,7];18:[4];19:[2];7:[0,2,3,6,7];0:[0,2,5];15:[1,2,3,4];2:[1,4];16:[1,2];9:[2];1:[1,3,4,5,6,7];3:[6,7];4:[3]","c10:bw=62,experts=[0,1,2,3,4,5]; c5:bw=37,experts=[0,3,4]; c14:bw=26,experts=[1,2]; c13:bw=57,experts=[1,2,3,5,7]; c12:bw=22,experts=[1,4]; c17:bw=36,experts=[0,1,5]; c6:bw=63,experts=[0,1,2,4,5,6]; c8:bw=55,experts=[0,3,4,5,7]; c11:bw=66,experts=[0,2,3,5,6,7]; c18:bw=18,experts=[4]; c19:bw=18,experts=[2]; c7:bw=51,experts=[0,2,3,6,7]; c0:bw=36,experts=[0,2,5]; c15:bw=46,experts=[1,2,3,4]; c2:bw=20,experts=[1,4]; c16:bw=20,experts=[1,2]; c9:bw=18,experts=[2]; c1:bw=62,experts=[1,3,4,5,6,7]; c3:bw=21,experts=[6,7]; c4:bw=12,experts=[3]","1.1434,1.2125,3.7075,3.9121,2.3430,2.1186,1.9034,2.2530,2.2325,2.8861,3.4253,3.0383,1.3894,2.7934,2.4624,1.9792,2.0853,3.5475,1.3687,3.4132"
28,2026-09-23 19:20:50,Ours,0.01,2.6007650402130493,28.35,28.35,28,50.6319,0:50.63,49.1646,0.3176,1.1476,1450.7446,24:10.74,20,"5,6,19,8,3,14,1,7,9,15,13,4,10,18,12,16,0,2,17,11",5:33;6:29;19:33;8:29;3:12;14:15;1:25;7:10;9:49;15:32;13:31;4:10;10:40;18:34;12:42;16:35;0:47;2:10;17:48;11:66,"5:[2,4,5];6:[2,4];19:[1,5,6];8:[3,6];3:[3];14:[3];1:[4,6];7:[3];9:[1,2,3,4];15:[4,5,7];13:[0,6,7];4:[2];10:[3,4,5,6];18:[3,5,6];12:[1,2,6,7];16:[0,3,5];0:[0,2,4,7];2:[7];17:[0,4,5,7];11:[1,2,3,4,5,7]","c5:bw=33,experts=[2,4,5]; c6:bw=29,experts=[2,4]; c19:bw=33,experts=[1,5,6]; c8:bw=29,experts=[3,6]; c3:bw=12,experts=[3]; c14:bw=15,experts=[3]; c1:bw=25,experts=[4,6]; c7:bw=10,experts=[3]; c9:bw=49,experts=[1,2,3,4]; c15:bw=32,experts=[4,5,7]; c13:bw=31,experts=[0,6,7]; c4:bw=10,experts=[2]; c10:bw=40,experts=[3,4,5,6]; c18:bw=34,experts=[3,5,6]; c12:bw=42,experts=[1,2,6,7]; c16:bw=35,experts=[0,3,5]; c0:bw=47,experts=[0,2,4,7]; c2:bw=10,experts=[7]; c17:bw=48,experts=[0,4,5,7]; c11:bw=66,experts=[1,2,3,4,5,7]","1.2310,1.9284,3.4806,2.1569,1.3669,3.7082,3.5061,3.0243,2.1672,2.7759,3.9045,3.4084,1.1464,2.8875,2.3307,1.9830,1.3811,2.4396,2.1120,2.2259"
29,2026-09-23 19:21:42,Ours,0.01,2.6093570098022685,20.99,28.35,28,51.3237,0:51.32,49.8867,0.315,1.1199,1502.0891,25:02.09,20,"12,5,4,15,8,3,14,16,18,10,11,19,7,9,0,6,2,17,1,13",12:10;5:33;4:38;15:70;8:34;3:32;14:35;16:48;18:24;10:10;11:59;19:39;7:21;9:44;0:44;6:43;2:18;17:59;1:33;13:13,"12:[0];5:[0,4,5];4:[1,4,5];15:[0,1,2,3,4,5,7];8:[1,3,4];3:[3,5,7];14:[0,1,7];16:[0,3,4,6];18:[4,5];10:[7];11:[0,1,2,3,7];19:[1,2,7];7:[1,5];9:[1,2,3,5];0:[1,2,3,4];6:[0,1,4,6];2:[2];17:[0,2,3,5,7];1:[2,4,7];13:[0]","c12:bw=10,experts=[0]; c5:bw=33,experts=[0,4,5]; c4:bw=38,experts=[1,4,5]; c15:bw=70,experts=[0,1,2,3,4,5,7]; c8:bw=34,experts=[1,3,4]; c3:bw=32,experts=[3,5,7]; c14:bw=35,experts=[0,1,7]; c16:bw=48,experts=[0,3,4,6]; c18:bw=24,experts=[4,5]; c10:bw=10,experts=[7]; c11:bw=59,experts=[0,1,2,3,7]; c19:bw=39,experts=[1,2,7]; c7:bw=21,experts=[1,5]; c9:bw=44,experts=[1,2,3,5]; c0:bw=44,experts=[1,2,3,4]; c6:bw=43,experts=[0,1,4,6]; c2:bw=18,experts=[2]; c17:bw=59,experts=[0,2,3,5,7]; c1:bw=33,experts=[2,4,7]; c13:bw=13,experts=[0]","2.3454,1.2561,3.4993,3.0387,2.3336,1.3741,3.6794,2.0294,2.9351,1.1401,2.2150,3.4594,3.0078,2.1173,1.4302,1.9070,2.4416,2.2110,3.5345,3.9318"
30,2026-09-23 19:22:33,Ours,0.01,2.5603679020876973,27.94,28.35,28,51.4944,0:51.49,50.0557,0.3108,1.1198,1553.6027,25:53.60,20,"14,19,13,16,15,5,6,11,1,17,12,0,2,7,8,4,9,18,3,10",14:49;19:24;13:27;16:31;15:22;5:62;6:11;11:46;1:35;17:19;12:24;0:17;2:27;7:12;8:41;4:51;9:54;18:57;3:59;10:71,"14:[3,4,5,7];19:[1,2];13:[0,1];16:[3,4,5];15:[1,7];5:[0,1,2,5,6,7];6:[7];11:[0,2,5,6];1:[0,3,5];17:[5];12:[4,6];0:[4];2:[1,2];7:[3];8:[0,2,3,6];4:[1,2,3,4,5];9:[0,3,4,5,7];18:[0,2,3,4,5];3:[0,2,3,5,7];10:[0,1,2,4,5,6,7]","c14:bw=49,experts=[3,4,5,7]; c19:bw=24,experts=[1,2]; c13:bw=27,experts=[0,1]; c16:bw=31,experts=[3,4,5]; c15:bw=22,experts=[1,7]; c5:bw=62,experts=[0,1,2,5,6,7]; c6:bw=11,experts=[7]; c11:bw=46,experts=[0,2,5,6]; c1:bw=35,experts=[0,3,5]; c17:bw=19,experts=[5]; c12:bw=24,experts=[4,6]; c0:bw=17,experts=[4]; c2:bw=27,experts=[1,2]; c7:bw=12,experts=[3]; c8:bw=41,experts=[0,2,3,6]; c4:bw=51,experts=[1,2,3,4,5]; c9:bw=54,experts=[0,3,4,5,7]; c18:bw=57,experts=[0,2,3,4,5]; c3:bw=59,experts=[0,2,3,5,7]; c10:bw=71,experts=[0,1,2,4,5,6,7]","3.7452,3.4740,3.9163,1.9994,3.0477,1.2521,1.9023,2.2377,3.4970,2.1523,2.4130,1.4491,2.4494,3.0583,2.2846,3.4449,2.3022,2.9005,1.3710,1.1586"
31,2026-09-23 19:23:25,Ours,0.01,2.4984260329547823,29.69,29.69,31,51.8688,0:51.87,50.3962,0.3119,1.1585,1605.4911,26:45.49,20,"1,6,11,9,19,4,7,14,15,18,10,5,17,3,13,0,16,8,2,12",1:30;6:29;11:29;9:45;19:40;4:19;7:63;14:61;15:55;18:58;10:33;5:62;17:35;3:24;13:32;0:47;16:36;8:33;2:15;12:35,"1:[0,1,6];6:[1,3];11:[5,6];9:[0,2,4,7];19:[0,1,3,5];4:[1];7:[0,1,2,4,5,6];14:[0,2,4,5,6,7];15:[0,1,2,3,5];18:[0,1,2,4,6];10:[3,4,7];5:[0,1,2,3,4,7];17:[1,2,5];3:[4,7];13:[1,2,3];0:[2,3,4,5];16:[0,2,3];8:[4,5,6];2:[1];12:[0,2,3]","c1:bw=30,experts=[0,1,6]; c6:bw=29,experts=[1,3]; c11:bw=29,experts=[5,6]; c9:bw=45,experts=[0,2,4,7]; c19:bw=40,experts=[0,1,3,5]; c4:bw=19,experts=[1]; c7:bw=63,experts=[0,1,2,4,5,6]; c14:bw=61,experts=[0,2,4,5,6,7]; c15:bw=55,experts=[0,1,2,3,5]; c18:bw=58,experts=[0,1,2,4,6]; c10:bw=33,experts=[3,4,7]; c5:bw=62,experts=[0,1,2,3,4,7]; c17:bw=35,experts=[1,2,5]; c3:bw=24,experts=[4,7]; c13:bw=32,experts=[1,2,3]; c0:bw=47,experts=[2,3,4,5]; c16:bw=36,experts=[0,2,3]; c8:bw=33,experts=[4,5,6]; c2:bw=15,experts=[1]; c12:bw=35,experts=[0,2,3]","3.8772,1.9218,2.4118,2.2949,3.4753,3.5461,3.0748,3.7680,2.7735,2.9393,1.1494,1.2089,2.1227,1.4602,3.9274,1.4587,2.0004,2.1547,2.4586,2.3727"
32,2026-09-23 19:24:17,Ours,0.01,2.4253903402605865,33.0,33.0,32,51.7357,0:51.74,50.2928,0.3197,1.121,1657.2458,27:37.25,20,"12,19,1,5,7,0,6,9,10,17,3,8,11,2,16,4,15,14,18,13",12:49;19:27;1:21;5:36;7:47;0:46;6:27;9:31;10:22;17:28;3:28;8:21;11:27;2:54;16:48;4:49;15:36;14:32;18:35;13:63,"12:[0,4,5,7];19:[3,6];1:[2,5];5:[0,5,6];7:[0,2,3,6];0:[0,2,5,6];6:[2,4];9:[2,3,6];10:[0,3];17:[2,6];3:[2,3];8:[1,3];11:[0,2];2:[0,2,5,6,7];16:[1,2,5,6];4:[0,2,4,7];15:[0,4,5];14:[4,5,6];18:[2,3,5];13:[0,2,3,4,6,7]","c12:bw=49,experts=[0,4,5,7]; c19:bw=27,experts=[3,6]; c1:bw=21,experts=[2,5]; c5:bw=36,experts=[0,5,6]; c7:bw=47,experts=[0,2,3,6]; c0:bw=46,experts=[0,2,5,6]; c6:bw=27,experts=[2,4]; c9:bw=31,experts=[2,3,6]; c10:bw=22,experts=[0,3]; c17:bw=28,experts=[2,6]; c3:bw=28,experts=[2,3]; c8:bw=21,experts=[1,3]; c11:bw=27,experts=[0,2]; c2:bw=54,experts=[0,2,5,6,7]; c16:bw=48,experts=[1,2,5,6]; c4:bw=49,experts=[0,2,4,7]; c15:bw=36,experts=[0,4,5]; c14:bw=32,experts=[4,5,6]; c18:bw=35,experts=[2,3,5]; c13:bw=63,experts=[0,2,3,4,6,7]","2.3987,3.4957,3.5919,1.2542,3.0461,1.3934,2.0106,2.2337,1.1300,2.1948,1.3649,2.1210,2.3617,2.4517,2.1655,3.5093,2.8873,3.7259,2.8918,4.0642"
33,2026-09-23 19:25:08,Ours,0.01,2.3740822808334126,34.56,34.56,33,50.7237,0:50.72,49.2474,0.3234,1.1451,1707.9912,28:27.99,20,"16,14,11,3,7,15,5,17,0,9,8,1,18,10,12,19,2,4,13,6",16:44;14:37;11:53;3:70;7:52;15:24;5:29;17:59;0:62;9:42;8:50;1:34;18:55;10:46;12:46;19:25;2:24;4:45;13:30;6:37,"16:[0,3,4,7];14:[0,6,7];11:[2,3,4,5,6];3:[1,2,3,4,5,6,7];7:[0,1,3,5,6];15:[2,4];5:[2,4];17:[1,3,4,6,7];0:[0,1,3,4,5,6];9:[0,2,3,6];8:[0,1,4,5,6];1:[2,6,7];18:[0,1,2,3,4];10:[0,3,5,7];12:[0,1,6,7];19:[1,5];2:[0,2];4:[0,2,6,7];13:[1,2,4];6:[0,1,2]","c16:bw=44,experts=[0,3,4,7]; c14:bw=37,experts=[0,6,7]; c11:bw=53,experts=[2,3,4,5,6]; c3:bw=70,experts=[1,2,3,4,5,6,7]; c7:bw=52,experts=[0,1,3,5,6]; c15:bw=24,experts=[2,4]; c5:bw=29,experts=[2,4]; c17:bw=59,experts=[1,3,4,6,7]; c0:bw=62,experts=[0,1,3,4,5,6]; c9:bw=42,experts=[0,2,3,6]; c8:bw=50,experts=[0,1,4,5,6]; c1:bw=34,experts=[2,6,7]; c18:bw=55,experts=[0,1,2,3,4]; c10:bw=46,experts=[0,3,5,7]; c12:bw=46,experts=[0,1,6,7]; c19:bw=25,experts=[1,5]; c2:bw=24,experts=[0,2]; c4:bw=45,experts=[0,2,6,7]; c13:bw=30,experts=[1,2,4]; c6:bw=37,experts=[0,1,2]","2.0231,3.7244,2.2685,1.3804,3.0636,2.9921,1.2108,2.1320,1.3912,2.1082,2.1422,3.5066,2.9010,1.1467,2.3321,3.4426,2.4552,3.1814,3.9232,1.9221"
34,2026-09-23 19:25:59,Ours,0.01,2.3612950557269388,34.86,34.86,34,51.2926,0:51.29,49.819,0.3251,1.1462,1759.3051,29:19.31,20,"10,14,18,9,16,8,13,6,11,3,15,0,12,7,2,5,19,4,1,17",10:26;14:66;18:29;9:68;16:54;8:42;13:57;6:48;11:52;3:72;15:10;0:22;12:24;7:32;2:54;5:60;19:50;4:46;1:46;17:16,"10:[0,4];14:[0,1,2,3,4,7];18:[2,4];9:[2,3,4,5,6,7];16:[0,4,5,6,7];8:[0,5,6,7];13:[0,1,2,4,6];6:[0,1,3,5];11:[0,2,3,5,6];3:[1,2,3,4,5,6,7];15:[1];0:[2,5];12:[5,6];7:[1,2,5];2:[0,1,4,5,6];5:[0,1,2,3,4,7];19:[0,1,3,4,7];4:[0,2,5,6];1:[2,3,5,6];17:[5]","c10:bw=26,experts=[0,4]; c14:bw=66,experts=[0,1,2,3,4,7]; c18:bw=29,experts=[2,4]; c9:bw=68,experts=[2,3,4,5,6,7]; c16:bw=54,experts=[0,4,5,6,7]; c8:bw=42,experts=[0,5,6,7]; c13:bw=57,experts=[0,1,2,4,6]; c6:bw=48,experts=[0,1,3,5]; c11:bw=52,experts=[0,2,3,5,6]; c3:bw=72,experts=[1,2,3,4,5,6,7]; c15:bw=10,experts=[1]; c0:bw=22,experts=[2,5]; c12:bw=24,experts=[5,6]; c7:bw=32,experts=[1,2,5]; c2:bw=54,experts=[0,1,4,5,6]; c5:bw=60,experts=[0,1,2,3,4,7]; c19:bw=50,experts=[0,1,3,4,7]; c4:bw=46,experts=[0,2,5,6]; c1:bw=46,experts=[2,3,5,6]; c17:bw=16,experts=[5]","1.1899,3.7524,2.9414,2.1191,1.9979,2.1783,3.9219,1.9029,2.2361,1.3705,3.0397,1.3918,2.3488,3.0464,2.4742,1.3289,3.6279,3.2005,3.5652,2.1850"
35,2026-09-23 19:26:50,Ours,0.01,2.3958551714317724,34.22,34.86,34,50.9331,0:50.93,49.458,0.3221,1.1507,1810.259,30:10.26,20,"10,19,8,12,5,0,13,4,7,3,15,1,14,17,2,16,9,6,11,18",10:57;19:22;8:50;12:22;5:41;0:20;13:48;4:33;7:48;3:24;15:47;1:31;14:20;17:32;2:46;16:10;9:27;6:44;11:69;18:51,"10:[1,2,4,6,7];19:[3,7];8:[0,2,4,5,6];12:[0,1];5:[0,3,6,7];0:[2,5];13:[1,2,6,7];4:[2,3,7];7:[0,4,6,7];3:[2,5];15:[0,1,6,7];1:[1,2,3];14:[1,5];17:[1,3,4];2:[0,2,4,5];16:[0];9:[0,6];6:[3,5,6,7];11:[0,1,2,4,6,7];18:[0,2,3,4,5]","c10:bw=57,experts=[1,2,4,6,7]; c19:bw=22,experts=[3,7]; c8:bw=50,experts=[0,2,4,5,6]; c12:bw=22,experts=[0,1]; c5:bw=41,experts=[0,3,6,7]; c0:bw=20,experts=[2,5]; c13:bw=48,experts=[1,2,6,7]; c4:bw=33,experts=[2,3,7]; c7:bw=48,experts=[0,4,6,7]; c3:bw=24,experts=[2,5]; c15:bw=47,experts=[0,1,6,7]; c1:bw=31,experts=[1,2,3]; c14:bw=20,experts=[1,5]; c17:bw=32,experts=[1,3,4]; c2:bw=46,experts=[0,2,4,5]; c16:bw=10,experts=[0]; c9:bw=27,experts=[0,6]; c6:bw=44,experts=[3,5,6,7]; c11:bw=69,experts=[0,1,2,4,6,7]; c18:bw=51,experts=[0,2,3,4,5]","1.1491,3.5156,2.1898,2.3801,1.1980,1.3813,3.9133,3.2462,3.0662,1.3928,2.8167,3.5131,3.9257,2.1159,2.4739,1.9902,2.1227,1.9013,2.2416,2.9248"
