Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
1,8,1,113,3597,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,5,1,136,4350,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,0,2,180,5742,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,2,1,122,3881,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,1,155,4957,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,9,1,195,6232,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,7,2,189,6024,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,3,2,230,7347,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,6,2,128,4094,16,0,1.0,1.0,1.0,1.0,1.0,1.0
1,4,1,118,3776,16,0,1.0,1.0,1.0,1.0,1.0,1.0
2,1,1,155,4957,1,1,1.0,1.0,1.0,1.0,1.0,1.0
2,2,1,122,3881,1,1,1.0,1.0,1.0,1.0,1.0,1.0
2,5,2,136,4350,16,0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,2,195,6232,16,0,1.0,1.0,1.0,1.0,1.0,1.0
2,6,2,128,4094,16,0,1.0,1.0,1.0,1.0,1.0,1.0
2,7,2,189,6024,16,0,1.0,1.0,1.0,1.0,1.0,1.0
2,8,2,113,3597,16,0,1.0,1.0,1.0,1.0,1.0,1.0
3,4,2,118,3776,16,0,1.0,1.0,1.0,1.0,1.0,1.0
3,9,2,195,6232,16,0,1.0,1.0,1.0,1.0,1.0,1.0
3,7,2,189,6024,16,0,1.0,1.0,1.0,1.0,1.0,1.0
3,0,1,180,5742,1,1,1.0,1.0,1.0,1.0,1.0,1.0
3,5,1,136,4350,1,1,1.0,1.0,1.0,1.0,1.0,1.0
3,3,1,230,7347,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,5,1,136,4350,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,0,2,180,5742,16,0,1.0,1.0,1.0,1.0,1.0,1.0
4,3,1,230,7347,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,7,1,189,6024,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,4,1,118,3776,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,6,1,128,4094,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,1,1,155,4957,1,1,1.0,1.0,1.0,1.0,1.0,1.0
4,8,2,113,3597,16,0,1.0,1.0,1.0,1.0,1.0,1.0
5,2,1,122,3881,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5,8,1,113,3597,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5,3,1,230,7347,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5,4,2,118,3776,16,0,1.0,1.0,1.0,1.0,1.0,1.0
5,5,1,136,4350,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5,7,1,189,6024,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5,9,1,195,6232,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5,1,2,155,4957,16,0,1.0,1.0,1.0,1.0,1.0,1.0
5,0,1,180,5742,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,2,1,122,3881,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,8,1,113,3597,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,6,1,128,4094,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,9,1,195,6232,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,4,1,118,3776,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,5,2,136,4350,16,0,1.0,1.0,1.0,1.0,1.0,1.0
6,3,1,230,7347,1,1,1.0,1.0,1.0,1.0,1.0,1.0
6,7,1,189,6024,1,1,1.0,1.0,1.0,1.0,1.0,1.0
7,2,1,122,3881,1,1,1.0,1.0,1.0,1.0,1.0,1.0
7,5,2,136,4350,16,0,1.0,1.0,1.0,1.0,1.0,1.0
7,0,2,180,5742,16,0,1.0,1.0,1.0,1.0,1.0,1.0
7,4,2,118,3776,16,0,1.0,1.0,1.0,1.0,1.0,1.0
7,6,1,128,4094,1,1,1.0,1.0,1.0,1.0,1.0,1.0
7,9,2,195,6232,16,0,1.0,1.0,1.0,1.0,1.0,1.0
