Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-24 11:58:10,Ours,0.01,2.445533412194548,28.04,28.04,11,73.8484,1:13.85,67.4139,5.0298,1.4028,794.6391,13:14.64,10,"5,2,7,3,0,8,9,6,1,4",5:102;2:100;7:160;3:184;0:103;8:143;9:121;6:203;1:148;4:58,"5:[0,1,4,5,6,12,13,24,26];2:[0,1,2,4,5,6,13,24,26];7:[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28];3:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28];0:[0,1,2,4,5,6,10,13,24,26];8:[0,1,2,4,5,6,8,10,12,13,24,26,28];9:[0,1,2,4,5,6,10,12,13,24,26,28];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];1:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];4:[0,4,6,13,26]","c5:bw=102,experts=[0,1,4,5,6,12,13,24,26]; c2:bw=100,experts=[0,1,2,4,5,6,13,24,26]; c7:bw=160,experts=[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28]; c3:bw=184,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28]; c0:bw=103,experts=[0,1,2,4,5,6,10,13,24,26]; c8:bw=143,experts=[0,1,2,4,5,6,8,10,12,13,24,26,28]; c9:bw=121,experts=[0,1,2,4,5,6,10,12,13,24,26,28]; c6:bw=203,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c1:bw=148,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c4:bw=58,experts=[0,4,6,13,26]","8.0459,5.0335,6.0995,6.6991,6.1419,6.9248,5.0013,8.7851,5.7581,8.9247"
12,2026-09-24 11:59:26,Ours,0.01,2.380765498262923,29.01,29.01,12,75.2213,1:15.22,68.4521,5.4096,1.3577,869.8752,14:29.88,10,"1,5,2,4,3,7,9,6,8,0",1:155;5:205;2:211;4:103;3:128;7:108;9:154;6:106;8:201;0:180,"1:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];5:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];4:[0,1,4,5,6,12,13,18,24,26];3:[0,1,4,5,6,8,12,13,18,24,26,28];7:[0,1,4,5,6,12,13,18,24,26];9:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];6:[0,1,2,4,5,6,13,18,24,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28,30];0:[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]","c1:bw=155,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c5:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=211,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c4:bw=103,experts=[0,1,4,5,6,12,13,18,24,26]; c3:bw=128,experts=[0,1,4,5,6,8,12,13,18,24,26,28]; c7:bw=108,experts=[0,1,4,5,6,12,13,18,24,26]; c9:bw=154,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c6:bw=106,experts=[0,1,2,4,5,6,13,18,24,26]; c8:bw=201,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28,30]; c0:bw=180,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]","5.9067,8.2948,5.2404,8.9860,6.8526,6.1220,4.9638,8.5654,7.2119,6.3084"
13,2026-09-24 12:00:39,Ours,0.01,2.3489957569440487,30.51,30.51,13,73.3723,1:13.37,67.5116,4.462,1.397,943.2618,15:43.26,10,"3,1,4,5,8,6,9,7,0,2",3:111;1:174;4:13;5:107;8:56;6:133;9:54;7:214;0:93;2:59,"3:[0,1,4,5,6,10,13,18,21,24,26];1:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];4:[];5:[0,1,2,4,5,6,10,13,24,26];8:[0,4,6,13,26];6:[0,1,4,5,6,10,12,13,18,21,24,26,28];9:[0,4,6,13,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,21,23,24,25,26,28];0:[0,2,4,5,6,13,24,26];2:[0,4,6,13,26]","c3:bw=111,experts=[0,1,4,5,6,10,13,18,21,24,26]; c1:bw=174,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c4:bw=13,experts=[]; c5:bw=107,experts=[0,1,2,4,5,6,10,13,24,26]; c8:bw=56,experts=[0,4,6,13,26]; c6:bw=133,experts=[0,1,4,5,6,10,12,13,18,21,24,26,28]; c9:bw=54,experts=[0,4,6,13,26]; c7:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,21,23,24,25,26,28]; c0:bw=93,experts=[0,2,4,5,6,13,24,26]; c2:bw=59,experts=[0,4,6,13,26]","6.7013,5.7527,8.6733,7.9796,7.0022,8.7957,4.8295,6.3070,6.3433,5.1269"
14,2026-09-24 12:01:52,Ours,0.01,2.2662456845754186,33.82,33.82,14,73.4037,1:13.40,67.0167,5.005,1.3802,1016.681,16:56.68,10,"2,4,5,1,7,0,9,3,8,6",2:165;4:21;5:234;1:141;7:92;0:93;9:116;3:167;8:77;6:246,"2:[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28];4:[4,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];7:[0,4,5,6,13,24,26,28];0:[0,4,5,6,12,13,24,26,28];9:[0,1,4,5,6,12,13,24,26,28];3:[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28];8:[0,1,2,4,6,13,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28,30]","c2:bw=165,experts=[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c4:bw=21,experts=[4,26]; c5:bw=234,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28]; c1:bw=141,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c7:bw=92,experts=[0,4,5,6,13,24,26,28]; c0:bw=93,experts=[0,4,5,6,12,13,24,26,28]; c9:bw=116,experts=[0,1,4,5,6,12,13,24,26,28]; c3:bw=167,experts=[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c8:bw=77,experts=[0,1,2,4,6,13,26]; c6:bw=246,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28,30]","5.2459,8.6391,8.0005,5.6967,6.0868,6.2369,4.8064,6.6796,6.9699,8.6550"
15,2026-09-24 12:03:05,Ours,0.01,2.2279576799826604,35.72,35.72,15,72.9158,1:12.92,66.8376,4.7058,1.3707,1089.6118,18:09.61,10,"7,0,1,8,3,2,4,5,9,6",7:216;0:75;1:52;8:190;3:38;2:193;4:171;5:65;9:71;6:120,"7:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28];0:[0,2,4,5,6,13,26];1:[0,4,6,13,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,24,25,26,28];3:[4,6,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28];4:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];5:[0,4,5,6,13,26];9:[0,2,4,6,13,26];6:[0,1,4,5,6,10,12,13,18,24,26,28]","c7:bw=216,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28]; c0:bw=75,experts=[0,2,4,5,6,13,26]; c1:bw=52,experts=[0,4,6,13,26]; c8:bw=190,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,24,25,26,28]; c3:bw=38,experts=[4,6,26]; c2:bw=193,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]; c4:bw=171,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c5:bw=65,experts=[0,4,5,6,13,26]; c9:bw=71,experts=[0,2,4,6,13,26]; c6:bw=120,experts=[0,1,4,5,6,10,12,13,18,24,26,28]","6.1304,6.2439,5.7079,6.9940,6.5788,5.1070,8.6182,7.9944,4.8746,8.5885"
16,2026-09-24 12:04:19,Ours,0.01,2.1774724427793024,37.4,37.4,16,73.3068,1:13.31,66.9335,5.0032,1.3684,1162.9333,19:22.93,10,"6,1,3,8,7,5,4,9,0,2",6:147;1:105;3:159;8:180;7:81;5:145;4:130;9:88;0:208;2:189,"6:[0,4,5,6,9,10,12,13,18,21,24,26,28];1:[0,2,4,5,6,13,24,26,28];3:[0,1,4,5,6,9,10,12,13,18,21,23,24,26,28];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28];7:[0,4,5,6,13,18,26,28];5:[0,1,4,5,6,9,10,12,13,18,21,24,26,28];4:[0,1,2,4,5,6,10,12,13,18,24,26,28];9:[0,2,4,5,6,13,24,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]","c6:bw=147,experts=[0,4,5,6,9,10,12,13,18,21,24,26,28]; c1:bw=105,experts=[0,2,4,5,6,13,24,26,28]; c3:bw=159,experts=[0,1,4,5,6,9,10,12,13,18,21,23,24,26,28]; c8:bw=180,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28]; c7:bw=81,experts=[0,4,5,6,13,18,26,28]; c5:bw=145,experts=[0,1,4,5,6,9,10,12,13,18,21,24,26,28]; c4:bw=130,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c9:bw=88,experts=[0,2,4,5,6,13,24,26]; c0:bw=208,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=189,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]","8.6585,5.7855,6.6939,6.9590,6.0837,8.0348,8.6674,4.8142,6.1953,5.0413"
17,2026-09-24 12:05:32,Ours,0.01,2.1369213962588267,38.27,38.27,17,72.8489,1:12.85,67.0177,4.4687,1.3608,1235.7985,20:35.80,10,"4,7,8,3,5,1,0,2,9,6",4:212;7:90;8:29;3:192;5:11;1:106;0:39;2:71;9:136;6:141,"4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];7:[0,4,5,6,13,18,24,26,28];8:[4,26];3:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,26,28];5:[4];1:[0,1,4,5,6,13,18,24,26,28];0:[4,6,26];2:[0,4,5,6,13,18,26];9:[0,2,4,5,6,9,10,12,13,18,24,26,28];6:[0,1,4,5,6,9,10,12,13,18,21,24,26,28]","c4:bw=212,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c7:bw=90,experts=[0,4,5,6,13,18,24,26,28]; c8:bw=29,experts=[4,26]; c3:bw=192,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,26,28]; c5:bw=11,experts=[4]; c1:bw=106,experts=[0,1,4,5,6,13,18,24,26,28]; c0:bw=39,experts=[4,6,26]; c2:bw=71,experts=[0,4,5,6,13,18,26]; c9:bw=136,experts=[0,2,4,5,6,9,10,12,13,18,24,26,28]; c6:bw=141,experts=[0,1,4,5,6,9,10,12,13,18,21,24,26,28]","8.7423,6.1335,6.9204,6.7198,7.9855,5.7392,6.2281,5.0813,4.8894,8.5782"
18,2026-09-24 12:06:44,Ours,0.01,2.1059707474616824,40.68,40.68,18,72.8481,1:12.85,66.8178,4.6533,1.3752,1308.664,21:48.66,10,"1,8,5,2,9,7,4,3,0,6",1:23;8:18;5:127;2:137;9:69;7:200;4:204;3:137;0:179;6:115,"1:[4,26];8:[4];5:[0,4,5,6,9,13,18,21,24,26,28];2:[0,1,2,4,5,6,12,13,18,24,26,28];9:[0,4,5,6,13,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28];4:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28];3:[0,1,2,4,5,6,9,10,13,18,24,26,28];0:[0,1,2,4,5,6,9,10,12,13,18,21,22,23,24,26,28];6:[0,1,2,4,5,6,10,13,18,24,26]","c1:bw=23,experts=[4,26]; c8:bw=18,experts=[4]; c5:bw=127,experts=[0,4,5,6,9,13,18,21,24,26,28]; c2:bw=137,experts=[0,1,2,4,5,6,12,13,18,24,26,28]; c9:bw=69,experts=[0,4,5,6,13,26]; c7:bw=200,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28]; c4:bw=204,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28]; c3:bw=137,experts=[0,1,2,4,5,6,9,10,13,18,24,26,28]; c0:bw=179,experts=[0,1,2,4,5,6,9,10,12,13,18,21,22,23,24,26,28]; c6:bw=115,experts=[0,1,2,4,5,6,10,13,18,24,26]","5.6737,6.9442,8.0849,5.0443,4.8065,6.0644,8.6920,6.6749,6.2364,8.5964"
19,2026-09-24 12:07:58,Ours,0.01,2.0707774487299506,40.42,40.68,18,73.6288,1:13.63,67.0844,5.1419,1.4006,1382.3089,23:02.31,10,"8,0,4,1,9,5,7,2,6,3",8:205;0:154;4:188;1:169;9:140;5:106;7:82;2:52;6:241;3:145,"8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28];0:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];4:[0,1,2,4,5,6,9,10,11,12,13,18,21,22,23,24,26,28];1:[0,1,4,5,6,9,10,12,13,18,21,23,24,26,28];9:[0,2,4,5,6,9,10,12,13,18,24,26,28];5:[0,4,5,6,9,13,18,24,26,28];7:[0,2,4,6,13,24,26,28];2:[4,6,13,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28,30];3:[0,1,2,4,5,6,10,11,13,18,21,24,26,28]","c8:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28]; c0:bw=154,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c4:bw=188,experts=[0,1,2,4,5,6,9,10,11,12,13,18,21,22,23,24,26,28]; c1:bw=169,experts=[0,1,4,5,6,9,10,12,13,18,21,23,24,26,28]; c9:bw=140,experts=[0,2,4,5,6,9,10,12,13,18,24,26,28]; c5:bw=106,experts=[0,4,5,6,9,13,18,24,26,28]; c7:bw=82,experts=[0,2,4,6,13,24,26,28]; c2:bw=52,experts=[4,6,13,26]; c6:bw=241,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28,30]; c3:bw=145,experts=[0,1,2,4,5,6,10,11,13,18,21,24,26,28]","7.0137,6.2419,8.6738,5.7117,4.8634,8.0160,6.1689,5.0759,8.6334,6.6857"
20,2026-09-24 12:09:12,Ours,0.01,2.0434369651988518,42.2,42.2,20,73.8457,1:13.85,67.5951,4.909,1.3399,1456.1724,24:16.17,10,"0,2,1,9,7,6,3,5,4,8",0:101;2:151;1:147;9:61;7:157;6:248;3:67;5:13;4:217;8:184,"0:[0,4,5,6,9,13,18,24,26];2:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];1:[0,1,2,4,5,6,10,13,18,21,24,26,28];9:[0,4,5,6,13,26];7:[0,4,5,6,9,10,12,13,18,21,23,24,26,28];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28];3:[0,4,6,13,26,28];5:[4];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,26,28];8:[0,1,2,4,5,6,8,9,10,12,13,15,18,21,23,24,26,28]","c0:bw=101,experts=[0,4,5,6,9,13,18,24,26]; c2:bw=151,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c1:bw=147,experts=[0,1,2,4,5,6,10,13,18,21,24,26,28]; c9:bw=61,experts=[0,4,5,6,13,26]; c7:bw=157,experts=[0,4,5,6,9,10,12,13,18,21,23,24,26,28]; c6:bw=248,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]; c3:bw=67,experts=[0,4,6,13,26,28]; c5:bw=13,experts=[4]; c4:bw=217,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,21,22,23,24,26,28]; c8:bw=184,experts=[0,1,2,4,5,6,8,9,10,12,13,15,18,21,23,24,26,28]","6.3549,5.1621,5.7704,4.8970,6.1763,8.7462,6.7635,8.0628,8.7073,6.9547"
21,2026-09-24 12:10:25,Ours,0.01,2.01067423638858,43.34,43.34,21,72.6859,1:12.69,66.7327,4.6037,1.3478,1528.8768,25:28.88,10,"1,2,7,4,8,5,0,3,6,9",1:150;2:145;7:46;4:175;8:67;5:118;0:243;3:27;6:57;9:93,"1:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];2:[0,2,4,5,6,9,10,12,13,18,21,24,26,28];7:[4,6,13,26];4:[0,1,2,4,5,6,9,10,12,13,18,21,22,23,24,26,28];8:[0,4,6,13,26];5:[0,4,5,6,9,12,13,18,24,26,28];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28];3:[4];6:[0,4,9,13,26];9:[0,2,4,5,6,13,18,24,26]","c1:bw=150,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c2:bw=145,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]; c7:bw=46,experts=[4,6,13,26]; c4:bw=175,experts=[0,1,2,4,5,6,9,10,12,13,18,21,22,23,24,26,28]; c8:bw=67,experts=[0,4,6,13,26]; c5:bw=118,experts=[0,4,5,6,9,12,13,18,24,26,28]; c0:bw=243,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]; c3:bw=27,experts=[4]; c6:bw=57,experts=[0,4,9,13,26]; c9:bw=93,experts=[0,2,4,5,6,13,18,24,26]","5.7902,5.0334,6.1449,8.6598,6.9617,7.9728,6.2185,6.6055,8.4982,4.8476"
22,2026-09-24 12:11:39,Ours,0.01,1.9816213241479148,44.72,44.72,22,74.0659,1:14.07,67.124,5.5163,1.4239,1602.962,26:42.96,10,"7,9,1,6,5,2,0,4,3,8",7:59;9:120;1:24;6:224;5:61;2:242;0:245;4:133;3:204;8:120,"7:[0,4,6,13,26];9:[0,2,4,5,6,9,10,13,18,21,26,28];1:[4,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,20,21,22,23,24,25,26,28];5:[0,4,6,13,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,22,23,24,25,26,28];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28];4:[0,4,5,6,9,10,12,13,18,21,22,24,26];3:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28];8:[0,2,4,5,6,9,10,13,18,24,26,28]","c7:bw=59,experts=[0,4,6,13,26]; c9:bw=120,experts=[0,2,4,5,6,9,10,13,18,21,26,28]; c1:bw=24,experts=[4,26]; c6:bw=224,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,20,21,22,23,24,25,26,28]; c5:bw=61,experts=[0,4,6,13,26]; c2:bw=242,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,22,23,24,25,26,28]; c0:bw=245,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]; c4:bw=133,experts=[0,4,5,6,9,10,12,13,18,21,22,24,26]; c3:bw=204,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28]; c8:bw=120,experts=[0,2,4,5,6,9,10,13,18,24,26,28]","6.1165,4.8419,5.7556,8.5984,8.0559,5.0936,6.2067,8.5947,6.6406,7.2201"
23,2026-09-24 12:12:56,Ours,0.01,1.9618378268623602,45.17,45.17,23,76.9078,1:16.91,70.2391,5.2232,1.4437,1679.8886,27:59.89,10,"5,7,4,6,9,8,3,1,2,0",5:190;7:55;4:205;6:37;9:184;8:128;3:57;1:226;2:118;0:41,"5:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28];7:[0,4,6,13,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,18,20,21,22,23,24,26,28];6:[4,6,26];9:[0,1,2,4,5,6,9,10,12,13,18,20,21,22,23,24,26,28];8:[0,4,5,6,9,10,13,18,21,24,26,28];3:[0,4,6,13,26];1:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28];2:[0,2,4,5,6,9,13,21,24,26,28];0:[0,4,6,26]","c5:bw=190,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]; c7:bw=55,experts=[0,4,6,13,26]; c4:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,20,21,22,23,24,26,28]; c6:bw=37,experts=[4,6,26]; c9:bw=184,experts=[0,1,2,4,5,6,9,10,12,13,18,20,21,22,23,24,26,28]; c8:bw=128,experts=[0,4,5,6,9,10,13,18,21,24,26,28]; c3:bw=57,experts=[0,4,6,13,26]; c1:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28]; c2:bw=118,experts=[0,2,4,5,6,9,13,21,24,26,28]; c0:bw=41,experts=[0,4,6,26]","8.4379,6.4116,9.0256,8.9374,5.0831,7.3107,7.0212,6.1116,5.3407,6.5593"
24,2026-09-24 12:14:11,Ours,0.01,1.9397499540798282,46.43,46.43,24,75.0369,1:15.04,69.4662,4.1741,1.395,1754.9451,29:14.95,10,"6,4,7,9,2,1,5,8,3,0",6:110;4:46;7:12;9:182;2:158;1:10;5:90;8:67;3:10;0:115,"6:[0,2,4,5,6,9,13,18,24,26,28];4:[4,6,26];7:[4];9:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,25,26,28];2:[0,2,4,5,6,9,10,12,13,18,21,22,24,26,28];1:[4];5:[0,4,5,6,9,13,24,26];8:[0,4,5,6,13,26];3:[4];0:[0,2,4,5,6,9,13,18,21,24,26]","c6:bw=110,experts=[0,2,4,5,6,9,13,18,24,26,28]; c4:bw=46,experts=[4,6,26]; c7:bw=12,experts=[4]; c9:bw=182,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,25,26,28]; c2:bw=158,experts=[0,2,4,5,6,9,10,12,13,18,21,22,24,26,28]; c1:bw=10,experts=[4]; c5:bw=90,experts=[0,4,5,6,9,13,24,26]; c8:bw=67,experts=[0,4,5,6,13,26]; c3:bw=10,experts=[4]; c0:bw=115,experts=[0,2,4,5,6,9,13,18,21,24,26]","9.0319,9.0996,6.3501,5.0312,5.1826,5.9202,8.4001,7.2073,6.9235,6.3196"
25,2026-09-24 12:15:26,Ours,0.01,1.9150278800040557,47.36,47.36,25,75.0462,1:15.05,68.4332,5.2404,1.3708,1830.011,30:30.01,10,"9,6,4,3,5,1,8,2,0,7",9:148;6:58;4:214;3:50;5:233;1:179;8:200;2:46;0:206;7:146,"9:[0,1,2,4,5,6,9,13,18,21,24,26,28];6:[4,6,9,13,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,18,19,21,22,23,24,25,26,28];3:[4,6,13,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,9,10,12,13,18,21,22,23,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,23,24,25,26,28];2:[4,6,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28];7:[0,2,4,5,6,9,12,13,18,21,22,24,26,28]","c9:bw=148,experts=[0,1,2,4,5,6,9,13,18,21,24,26,28]; c6:bw=58,experts=[4,6,9,13,26]; c4:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,19,21,22,23,24,25,26,28]; c3:bw=50,experts=[4,6,13,26]; c5:bw=233,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c1:bw=179,experts=[0,1,2,4,5,6,9,10,12,13,18,21,22,23,24,26,28]; c8:bw=200,experts=[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,23,24,25,26,28]; c2:bw=46,experts=[4,6,26]; c0:bw=206,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28]; c7:bw=146,experts=[0,2,4,5,6,9,12,13,18,21,22,24,26,28]","5.0664,8.7941,8.8350,6.7305,8.2386,5.8324,7.0666,5.1232,6.3683,6.3781"
26,2026-09-24 12:16:40,Ours,0.01,1.8925091590533536,47.93,47.93,26,74.1337,1:14.13,67.9623,4.7934,1.3763,1904.1639,31:44.16,10,"3,6,9,7,1,5,2,8,0,4",3:162;6:123;9:184;7:114;1:122;5:75;2:110;8:195;0:39;4:175,"3:[0,2,4,5,6,9,10,12,13,18,21,23,24,26,28];6:[0,4,5,6,9,10,13,18,21,24,26,28];9:[0,1,2,4,5,6,9,10,12,13,18,20,21,22,23,24,26,28];7:[0,2,4,5,6,9,13,18,21,24,26];1:[0,4,5,6,9,12,13,18,21,24,26,28];5:[0,4,5,6,9,13,26];2:[0,1,2,4,5,6,10,13,18,24,26];8:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28];0:[4,13,26];4:[0,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]","c3:bw=162,experts=[0,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c6:bw=123,experts=[0,4,5,6,9,10,13,18,21,24,26,28]; c9:bw=184,experts=[0,1,2,4,5,6,9,10,12,13,18,20,21,22,23,24,26,28]; c7:bw=114,experts=[0,2,4,5,6,9,13,18,21,24,26]; c1:bw=122,experts=[0,4,5,6,9,12,13,18,21,24,26,28]; c5:bw=75,experts=[0,4,5,6,9,13,26]; c2:bw=110,experts=[0,1,2,4,5,6,10,13,18,24,26]; c8:bw=195,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]; c0:bw=39,experts=[4,13,26]; c4:bw=175,experts=[0,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]","6.8307,8.6573,4.9412,6.2281,5.8339,8.1366,5.1439,7.0867,6.3346,8.7692"
