Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
13,2026-09-19 21:27:26,Ours,0.01,1.1033745982759087,48.85,59.43,12,49.5245,0:49.52,48.2539,0.1498,1.1152,671.7198,11:11.72,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[2,9,13,14,15];1:[1,2,4,5,6,7,10,11,14];4:[6];5:[0,5,8,9,15];8:[0,14];6:[0,1,6,8,10,11];9:[1,11];7:[0,2,4,6,7,9,10,11,12,13,14];0:[6,8,12,13];2:[12,13,15]","c3:bw=57,experts=[2,9,13,14,15]; c1:bw=90,experts=[1,2,4,5,6,7,10,11,14]; c4:bw=10,experts=[6]; c5:bw=55,experts=[0,5,8,9,15]; c8:bw=29,experts=[0,14]; c6:bw=69,experts=[0,1,6,8,10,11]; c9:bw=28,experts=[1,11]; c7:bw=110,experts=[0,2,4,6,7,9,10,11,12,13,14]; c0:bw=48,experts=[6,8,12,13]; c2:bw=31,experts=[12,13,15]","0.4947,17.7274,2.6725,5.4785,6.1881,1.6560,4.5247,3.3088,6.0022,0.2012"
14,2026-09-19 21:28:17,Ours,0.01,1.0605796564212728,35.48,59.43,12,50.5222,0:50.52,49.2306,0.1574,1.1329,722.2557,12:02.26,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,3,4,5,6,9,11,13];4:[9];5:[0,1,3,4,6,8,10,11,12,13,14,15];1:[1,3,4,7,10,13,14];7:[0,1,10,14];0:[1,2,8,12];9:[0,1,9,12,13,14];3:[3,4,5,6,8,11,12,14];8:[4,8,9];6:[0,2,3,4,6,7,8,9,10,12,13,14]","c2:bw=85,experts=[0,3,4,5,6,9,11,13]; c4:bw=11,experts=[9]; c5:bw=121,experts=[0,1,3,4,6,8,10,11,12,13,14,15]; c1:bw=73,experts=[1,3,4,7,10,13,14]; c7:bw=47,experts=[0,1,10,14]; c0:bw=48,experts=[1,2,8,12]; c9:bw=60,experts=[0,1,9,12,13,14]; c3:bw=86,experts=[3,4,5,6,8,11,12,14]; c8:bw=39,experts=[4,8,9]; c6:bw=127,experts=[0,2,3,4,6,7,8,9,10,12,13,14]","0.2030,2.9218,5.5666,17.8723,3.3489,6.2771,4.5528,0.4886,6.2314,1.7681"
15,2026-09-19 21:29:10,Ours,0.01,0.996790037039592,56.67,59.43,12,53.4889,0:53.49,52.148,0.155,1.1846,775.7587,12:55.76,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[1,2,3,4,5,6,7,9,12,13,15];0:[1,9,13];1:[8,11];8:[0,1,2,4,5,7,10,11,12];3:[4,5];2:[1,3,4,5,10,11,12,14,15];4:[0,1,2,8,12,13,14,15];5:[3,9,15];9:[1,11,12];6:[0,5,8,9,12,14]","c7:bw=111,experts=[1,2,3,4,5,6,7,9,12,13,15]; c0:bw=39,experts=[1,9,13]; c1:bw=27,experts=[8,11]; c8:bw=98,experts=[0,1,2,4,5,7,10,11,12]; c3:bw=20,experts=[4,5]; c2:bw=99,experts=[1,3,4,5,10,11,12,14,15]; c4:bw=88,experts=[0,1,2,8,12,13,14,15]; c5:bw=34,experts=[3,9,15]; c9:bw=37,experts=[1,11,12]; c6:bw=62,experts=[0,5,8,9,12,14]","3.3310,5.8578,19.6941,6.9531,0.4907,0.2012,2.6852,6.1904,5.0789,1.6655"
16,2026-09-19 21:30:03,Ours,0.01,1.0955124084703127,59.74,59.74,16,53.1661,0:53.17,51.826,0.1485,1.1902,828.9389,13:48.94,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[1,3,5,6,7,13,14];1:[3,4,11,12,15];3:[0,1,8,9,10,11,13,14];8:[0,1,2,3,7,8,12,14,15];7:[2,4,9,10];5:[0,4,5,7,9,12,15];4:[1,3,5,7,9,10];9:[0,2,7,8];0:[1,2,4,5,7,8,9,11,13,15];2:[0,1,2,3,9,10,11,13,15]","c6:bw=76,experts=[1,3,5,6,7,13,14]; c1:bw=54,experts=[3,4,11,12,15]; c3:bw=82,experts=[0,1,8,9,10,11,13,14]; c8:bw=93,experts=[0,1,2,3,7,8,12,14,15]; c7:bw=42,experts=[2,4,9,10]; c5:bw=75,experts=[0,4,5,7,9,12,15]; c4:bw=67,experts=[1,3,5,7,9,10]; c9:bw=45,experts=[0,2,7,8]; c0:bw=107,experts=[1,2,4,5,7,8,9,11,13,15]; c2:bw=97,experts=[0,1,2,3,9,10,11,13,15]","1.7531,19.8816,0.5305,6.6116,3.4808,5.5809,2.8454,4.6508,6.2651,0.2260"
17,2026-09-19 21:30:56,Ours,0.01,1.1910412438395945,53.28,59.74,16,52.8059,0:52.81,51.45,0.1569,1.1978,881.759,14:41.76,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[1,3,5,7,8,9,11,12,13,14];7:[1,8,14,15];8:[2];3:[1,3,5,8,9,10,12,13,14];5:[15];1:[4,5,7,13,15];0:[0,15];2:[1,5,6];9:[0,4,5,7,8,9,13];6:[3,4,5,7,8,13,15]","c4:bw=109,experts=[1,3,5,7,8,9,11,12,13,14]; c7:bw=47,experts=[1,8,14,15]; c8:bw=15,experts=[2]; c3:bw=99,experts=[1,3,5,8,9,10,12,13,14]; c5:bw=10,experts=[15]; c1:bw=55,experts=[4,5,7,13,15]; c0:bw=20,experts=[0,15]; c2:bw=36,experts=[1,5,6]; c9:bw=70,experts=[0,4,5,7,8,9,13]; c6:bw=73,experts=[3,4,5,7,8,13,15]","2.8866,3.4562,6.4026,0.5250,5.5450,19.8418,5.8972,0.2268,4.8722,1.7965"
18,2026-09-19 21:31:48,Ours,0.01,1.0336483662884444,64.32,64.32,18,52.3535,0:52.35,51.0337,0.1532,1.1653,934.1273,15:34.13,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[4];8:[3];5:[1,2,3,5,14,15];2:[1,4,6,7,10,11,12];9:[1,8,10];7:[3,4,5,9,10,11,12,13,14,15];4:[0,1,3,4,5,6,8,9,11,13];3:[2,4,7,8,9,11,13];0:[2,3,4,5,6,10,12,13,15];6:[2,5,7,8,10]","c1:bw=12,experts=[4]; c8:bw=10,experts=[3]; c5:bw=66,experts=[1,2,3,5,14,15]; c2:bw=71,experts=[1,4,6,7,10,11,12]; c9:bw=35,experts=[1,8,10]; c7:bw=103,experts=[3,4,5,9,10,11,12,13,14,15]; c4:bw=105,experts=[0,1,3,4,5,6,8,9,11,13]; c3:bw=70,experts=[2,4,7,8,9,11,13]; c0:bw=92,experts=[2,3,4,5,6,10,12,13,15]; c6:bw=59,experts=[2,5,7,8,10]","19.8718,6.2804,5.5474,0.2156,4.6254,3.5022,2.7964,0.5203,5.9746,1.6996"
19,2026-09-19 21:32:40,Ours,0.01,0.9946484135307507,64.92,64.92,19,51.6541,0:51.65,50.3156,0.1503,1.1869,985.7964,16:25.80,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,3,4,5,6,7,8,13,14,15];0:[0,2,3,7,10,12,14];4:[3,5,6,7,8,9,10,12,13];1:[0,6,8,9,11,12,13,15];9:[1,6,7,8,9,12,14];5:[1,3,6,12,13];7:[3,4,6,10];2:[6,15];6:[0,1,3,4,5,6,8,9,10,12,13,14];3:[4,7,9,10,13,14,15]","c8:bw=105,experts=[0,3,4,5,6,7,8,13,14,15]; c0:bw=79,experts=[0,2,3,7,10,12,14]; c4:bw=97,experts=[3,5,6,7,8,9,10,12,13]; c1:bw=87,experts=[0,6,8,9,11,12,13,15]; c9:bw=72,experts=[1,6,7,8,9,12,14]; c5:bw=55,experts=[1,3,6,12,13]; c7:bw=42,experts=[3,4,6,10]; c2:bw=27,experts=[6,15]; c6:bw=124,experts=[0,1,3,4,5,6,8,9,10,12,13,14]; c3:bw=75,experts=[4,7,9,10,13,14,15]","6.4107,5.9000,2.7313,19.2312,4.6629,5.5459,3.3743,0.2084,1.7373,0.5136"
20,2026-09-19 21:33:32,Ours,0.01,0.935545279021199,55.21,64.92,19,51.6891,0:51.69,50.3754,0.1544,1.1581,1037.5007,17:17.50,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[3,6,9,10,12];2:[0,1,2,3,6,9,11];1:[0,1,2,6,10,12,14];9:[4,7,12];7:[0,1,2,8,10,13,14,15];6:[0,1,2,5,6,7,8,9,11,12,13,15];3:[6,8,10];5:[5];4:[0,2,3,4,6,9,10,11,12,14,15];8:[0,2,3,8,9,12,13,14,15]","c0:bw=52,experts=[3,6,9,10,12]; c2:bw=78,experts=[0,1,2,3,6,9,11]; c1:bw=76,experts=[0,1,2,6,10,12,14]; c9:bw=31,experts=[4,7,12]; c7:bw=81,experts=[0,1,2,8,10,13,14,15]; c6:bw=128,experts=[0,1,2,5,6,7,8,9,11,12,13,15]; c3:bw=34,experts=[6,8,10]; c5:bw=10,experts=[5]; c4:bw=112,experts=[0,2,3,4,6,9,10,11,12,14,15]; c8:bw=95,experts=[0,2,3,8,9,12,13,14,15]","5.9289,0.2133,19.1489,4.7704,3.4103,1.7216,0.5061,5.5205,2.8255,6.3299"
21,2026-09-19 21:34:23,Ours,0.01,1.1021401026002347,53.97,64.92,19,51.4246,0:51.42,50.1224,0.1523,1.1486,1088.9412,18:08.94,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[4,5,8,9,12,13,14];2:[3,4,5,7,10,12,14];7:[2,6];4:[0,2,3,4,9,10,11,14,15];8:[2,7,8];5:[2,4,5,9,10,12];0:[0,1,2,3,7,8,9,10,11,12,13,15];3:[6];6:[1,10];9:[0,5,7,13]","c1:bw=77,experts=[4,5,8,9,12,13,14]; c2:bw=75,experts=[3,4,5,7,10,12,14]; c7:bw=24,experts=[2,6]; c4:bw=90,experts=[0,2,3,4,9,10,11,14,15]; c8:bw=34,experts=[2,7,8]; c5:bw=61,experts=[2,4,5,9,10,12]; c0:bw=125,experts=[0,1,2,3,7,8,9,10,11,12,13,15]; c3:bw=14,experts=[6]; c6:bw=29,experts=[1,10]; c9:bw=48,experts=[0,5,7,13]","18.9718,0.2181,3.4409,2.7649,6.4784,5.4970,5.8494,0.5132,1.7157,4.6729"
22,2026-09-19 21:35:15,Ours,0.01,0.9991917785376456,57.38,64.92,19,51.6634,0:51.66,50.3425,0.1567,1.1628,1140.6204,19:00.62,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[1,6,10];9:[0,1,4,6,10,12];1:[13];6:[0,1,3,4,7,8,10,11,12,13,15];5:[4,6,8];2:[0,1,3,4,5,6,7,9,10,11,12,15];0:[0,1,2,3,4,5,6,8,10,11,12,15];4:[1,2,6,8,12,15];3:[0,1,2,3,4,6,9,12,13,15];8:[1,2,5,6,10,12]","c7:bw=31,experts=[1,6,10]; c9:bw=62,experts=[0,1,4,6,10,12]; c1:bw=12,experts=[13]; c6:bw=116,experts=[0,1,3,4,7,8,10,11,12,13,15]; c5:bw=31,experts=[4,6,8]; c2:bw=125,experts=[0,1,3,4,5,6,7,9,10,11,12,15]; c0:bw=126,experts=[0,1,2,3,4,5,6,8,10,11,12,15]; c4:bw=69,experts=[1,2,6,8,12,15]; c3:bw=105,experts=[0,1,2,3,4,6,9,12,13,15]; c8:bw=62,experts=[1,2,5,6,10,12]","3.4374,4.7177,18.9334,1.7168,5.5713,0.2147,5.9139,2.8071,0.5176,6.5125"
