Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-19 21:17:07,Ours,0.00208,1.7904351011173891,15.86,15.86,1,52.8432,0:52.84,51.5147,0.1515,1.1758,52.8433,0:52.84,10,"8,1,5,0,7,2,9,4,3,6",8:104;1:55;5:84;0:10;7:38;2:55;9:86;4:75;3:96;6:77,"8:[0,3,7,8,9,10,11,13,14,15];1:[0,1,4,7,14];5:[0,3,7,8,11,13,14,15];0:[6];7:[2,3,13];2:[2,4,6,9,11];9:[0,1,3,5,7,8,9,15];4:[5,8,10,11,12,14,15];3:[0,1,2,3,8,9,10,12,14];6:[0,1,3,5,8,12,14]","c8:bw=104,experts=[0,3,7,8,9,10,11,13,14,15]; c1:bw=55,experts=[0,1,4,7,14]; c5:bw=84,experts=[0,3,7,8,11,13,14,15]; c0:bw=10,experts=[6]; c7:bw=38,experts=[2,3,13]; c2:bw=55,experts=[2,4,6,9,11]; c9:bw=86,experts=[0,1,3,5,7,8,9,15]; c4:bw=75,experts=[5,8,10,11,12,14,15]; c3:bw=96,experts=[0,1,2,3,8,9,10,12,14]; c6:bw=77,experts=[0,1,3,5,8,12,14]","6.8077,19.0250,5.8144,6.1778,3.3961,0.2410,4.7737,2.9626,0.5431,1.7731"
2,2026-09-19 21:17:58,Ours,0.00406,1.5483173085527064,20.48,20.48,2,50.5294,0:50.53,49.2315,0.156,1.1405,103.5094,1:43.51,10,"0,1,8,5,3,4,7,9,6,2",0:67;1:78;8:91;5:130;3:127;4:56;7:104;9:88;6:32;2:41,"0:[0,5,6,11,14,15];1:[2,3,5,6,7,9,13];8:[0,1,2,3,4,6,8,10,11];5:[1,2,3,4,6,7,8,9,10,12,13,14,15];3:[0,1,2,5,6,8,9,10,11,12,13,14];4:[0,2,5,7,8];7:[0,1,3,4,5,8,9,10,11,15];9:[3,6,7,8,10,11,12,13];6:[2,8,11];2:[0,4,10,11]","c0:bw=67,experts=[0,5,6,11,14,15]; c1:bw=78,experts=[2,3,5,6,7,9,13]; c8:bw=91,experts=[0,1,2,3,4,6,8,10,11]; c5:bw=130,experts=[1,2,3,4,6,7,8,9,10,12,13,14,15]; c3:bw=127,experts=[0,1,2,5,6,8,9,10,11,12,13,14]; c4:bw=56,experts=[0,2,5,7,8]; c7:bw=104,experts=[0,1,3,4,5,8,9,10,11,15]; c9:bw=88,experts=[3,6,7,8,10,11,12,13]; c6:bw=32,experts=[2,8,11]; c2:bw=41,experts=[0,4,10,11]","5.8242,17.9890,6.3504,5.8457,0.4956,2.6794,3.3605,4.7343,1.7263,0.2262"
3,2026-09-19 21:18:50,Ours,0.006040000000000001,1.2364453008992569,34.32,34.32,3,52.0397,0:52.04,50.7624,0.15,1.1261,155.5608,2:35.56,10,"9,2,0,6,8,5,3,7,1,4",9:90;2:78;0:94;6:75;8:56;5:25;3:48;7:62;1:25;4:98,"9:[1,2,6,7,10,11,12,13,15];2:[0,4,5,7,10,13,14];0:[2,7,8,9,10,11,13,14,15];6:[0,1,2,7,8,10,15];8:[3,4,8,10,13];5:[8,14];3:[2,9,11,13];7:[1,2,9,10,11,13];1:[6,13];4:[1,2,5,7,10,11,12,14,15]","c9:bw=90,experts=[1,2,6,7,10,11,12,13,15]; c2:bw=78,experts=[0,4,5,7,10,13,14]; c0:bw=94,experts=[2,7,8,9,10,11,13,14,15]; c6:bw=75,experts=[0,1,2,7,8,10,15]; c8:bw=56,experts=[3,4,8,10,13]; c5:bw=25,experts=[8,14]; c3:bw=48,experts=[2,9,11,13]; c7:bw=62,experts=[1,2,9,10,11,13]; c1:bw=25,experts=[6,13]; c4:bw=98,experts=[1,2,5,7,10,11,12,14,15]","4.9043,0.2091,6.5279,1.6682,6.9749,6.0013,0.5040,3.4525,17.8388,2.6815"
4,2026-09-19 21:19:41,Ours,0.00802,1.210985607008421,15.26,34.32,3,51.1003,0:51.10,49.784,0.1632,1.1516,206.6722,3:26.67,10,"1,7,6,2,8,0,3,4,5,9",1:75;7:84;6:100;2:113;8:59;0:111;3:64;4:105;5:138;9:41,"1:[0,3,5,6,7,12,15];7:[3,5,6,7,10,11,12,13];6:[0,3,5,6,7,8,11,12,13,14];2:[1,2,3,5,7,8,9,11,12,13,15];8:[2,6,7,13,14];0:[2,3,4,5,7,8,9,10,11,12,15];3:[0,3,6,8,9,12];4:[0,2,3,5,6,8,10,11,14,15];5:[0,1,2,3,4,5,9,10,11,12,13,14,15];9:[0,9,10,11]","c1:bw=75,experts=[0,3,5,6,7,12,15]; c7:bw=84,experts=[3,5,6,7,10,11,12,13]; c6:bw=100,experts=[0,3,5,6,7,8,11,12,13,14]; c2:bw=113,experts=[1,2,3,5,7,8,9,11,12,13,15]; c8:bw=59,experts=[2,6,7,13,14]; c0:bw=111,experts=[2,3,4,5,7,8,9,10,11,12,15]; c3:bw=64,experts=[0,3,6,8,9,12]; c4:bw=105,experts=[0,2,3,5,6,8,10,11,14,15]; c5:bw=138,experts=[0,1,2,3,4,5,9,10,11,12,13,14,15]; c9:bw=41,experts=[0,9,10,11]","17.9182,3.4353,1.7746,0.2073,6.2803,6.4212,0.4937,2.8403,5.7243,4.6888"
5,2026-09-19 21:20:34,Ours,0.01,1.1488608631221509,31.37,34.32,3,53.0526,0:53.05,51.7739,0.1557,1.1216,259.7358,4:19.74,10,"1,5,4,8,0,7,6,3,2,9",1:37;5:75;4:91;8:69;0:94;7:46;6:100;3:119;2:13;9:118,"1:[9,10,11];5:[1,3,4,6,9,12,14];4:[1,5,7,9,10,12,13,14,15];8:[1,2,3,6,11,14];0:[1,2,3,4,6,8,9,12,14];7:[0,1,2,13];6:[1,2,4,5,7,9,10,11,14,15];3:[0,1,5,6,8,9,10,11,13,14,15];2:[13];9:[0,1,6,7,8,9,10,12,13,14,15]","c1:bw=37,experts=[9,10,11]; c5:bw=75,experts=[1,3,4,6,9,12,14]; c4:bw=91,experts=[1,5,7,9,10,12,13,14,15]; c8:bw=69,experts=[1,2,3,6,11,14]; c0:bw=94,experts=[1,2,3,4,6,8,9,12,14]; c7:bw=46,experts=[0,1,2,13]; c6:bw=100,experts=[1,2,4,5,7,9,10,11,14,15]; c3:bw=119,experts=[0,1,5,6,8,9,10,11,13,14,15]; c2:bw=13,experts=[13]; c9:bw=118,experts=[0,1,6,7,8,9,10,12,13,14,15]","19.3509,5.5400,2.8629,7.1990,6.5597,3.3086,1.6686,0.4998,0.2036,4.5808"
6,2026-09-19 21:21:25,Ours,0.01,1.2246688914194264,40.41,40.41,6,51.3526,0:51.35,50.0641,0.1504,1.1368,311.0997,5:11.10,10,"8,2,5,7,3,1,9,0,4,6",8:126;2:79;5:51;7:110;3:68;1:61;9:91;0:59;4:33;6:38,"8:[1,3,4,5,6,7,8,9,10,13,14,15];2:[2,6,7,9,10,12,15];5:[0,1,9,10,12];7:[0,1,3,5,6,7,9,10,11,13,14];3:[5,6,10,12,13,14];1:[1,4,5,10,12,14];9:[0,1,3,4,5,8,10,11,13];0:[4,5,7,9,11];4:[2,4,13];6:[9,11,15]","c8:bw=126,experts=[1,3,4,5,6,7,8,9,10,13,14,15]; c2:bw=79,experts=[2,6,7,9,10,12,15]; c5:bw=51,experts=[0,1,9,10,12]; c7:bw=110,experts=[0,1,3,5,6,7,9,10,11,13,14]; c3:bw=68,experts=[5,6,10,12,13,14]; c1:bw=61,experts=[1,4,5,10,12,14]; c9:bw=91,experts=[0,1,3,4,5,8,10,11,13]; c0:bw=59,experts=[4,5,7,9,11]; c4:bw=33,experts=[2,4,13]; c6:bw=38,experts=[9,11,15]","6.3590,0.2046,6.2039,3.6186,0.5051,17.8051,4.6640,5.9979,2.9497,1.7561"
7,2026-09-19 21:22:18,Ours,0.01,1.1592161985872718,22.16,40.41,6,52.3814,0:52.38,51.1007,0.1544,1.1218,363.4925,6:03.49,10,"0,5,2,6,3,7,4,1,8,9",0:68;5:92;2:75;6:25;3:50;7:58;4:26;1:18;8:108;9:10,"0:[0,5,6,7,8,14];5:[0,2,4,5,7,8,9,10,15];2:[1,2,3,7,8,11,12];6:[0,7];3:[6,7,10,12,13];7:[2,9,13,14,15];4:[1,9];1:[0];8:[0,1,2,3,4,5,6,11,13,15];9:[12]","c0:bw=68,experts=[0,5,6,7,8,14]; c5:bw=92,experts=[0,2,4,5,7,8,9,10,15]; c2:bw=75,experts=[1,2,3,7,8,11,12]; c6:bw=25,experts=[0,7]; c3:bw=50,experts=[6,7,10,12,13]; c7:bw=58,experts=[2,9,13,14,15]; c4:bw=26,experts=[1,9]; c1:bw=18,experts=[0]; c8:bw=108,experts=[0,1,2,3,4,5,6,11,13,15]; c9:bw=10,experts=[12]","5.9772,5.8353,0.2015,1.6710,0.5166,3.6196,2.9393,19.3082,6.4792,4.5529"
8,2026-09-19 21:23:10,Ours,0.01,1.0739953903857278,35.87,40.41,6,52.5729,0:52.57,51.2895,0.1547,1.1274,416.0782,6:56.08,10,"4,8,1,3,0,5,2,9,7,6",4:10;8:70;1:110;3:70;0:61;5:53;2:102;9:111;7:28;6:78,"4:[3];8:[0,1,3,7,8,13,14];1:[2,3,5,6,7,8,9,10,11,12,14];3:[0,4,5,6,9,10,15];0:[0,7,9,13,14,15];5:[2,3,5,6,11];2:[0,2,4,5,7,10,12,13,14,15];9:[0,1,2,4,6,8,9,11,12,14,15];7:[4,13];6:[0,1,3,5,9,11,13]","c4:bw=10,experts=[3]; c8:bw=70,experts=[0,1,3,7,8,13,14]; c1:bw=110,experts=[2,3,5,6,7,8,9,10,11,12,14]; c3:bw=70,experts=[0,4,5,6,9,10,15]; c0:bw=61,experts=[0,7,9,13,14,15]; c5:bw=53,experts=[2,3,5,6,11]; c2:bw=102,experts=[0,2,4,5,7,10,12,13,14,15]; c9:bw=111,experts=[0,1,2,4,6,8,9,11,12,14,15]; c7:bw=28,experts=[4,13]; c6:bw=78,experts=[0,1,3,5,9,11,13]","2.8775,6.3625,19.1271,0.5109,6.2999,5.5637,0.2039,4.9008,3.6183,1.8248"
9,2026-09-19 21:24:02,Ours,0.01,1.1938928498328927,49.78,49.78,9,52.101,0:52.10,50.8213,0.1552,1.1232,468.1912,7:48.19,10,"2,0,4,9,8,6,7,5,1,3",2:40;0:99;4:112;9:49;8:34;6:59;7:87;5:99;1:27;3:43,"2:[0,4,6,7];0:[0,3,4,5,6,8,10,13,14];4:[1,2,3,4,6,9,10,11,12,13,15];9:[3,4,11,13];8:[3,7,12];6:[4,8,10,14,15];7:[0,1,2,5,8,11,12,13];5:[1,2,3,5,7,8,11,12,13];1:[1,9];3:[2,7,12,14]","c2:bw=40,experts=[0,4,6,7]; c0:bw=99,experts=[0,3,4,5,6,8,10,13,14]; c4:bw=112,experts=[1,2,3,4,6,9,10,11,12,13,15]; c9:bw=49,experts=[3,4,11,13]; c8:bw=34,experts=[3,7,12]; c6:bw=59,experts=[4,8,10,14,15]; c7:bw=87,experts=[0,1,2,5,8,11,12,13]; c5:bw=99,experts=[1,2,3,5,7,8,11,12,13]; c1:bw=27,experts=[1,9]; c3:bw=43,experts=[2,7,12,14]","0.2078,6.3793,2.8738,5.2128,6.3974,1.8088,3.3893,5.5505,18.4958,0.5059"
10,2026-09-19 21:24:54,Ours,0.01,1.1108223250610345,44.21,49.78,9,51.447,0:51.45,50.1703,0.1565,1.1189,519.6513,8:39.65,10,"4,2,7,0,6,3,5,8,9,1",4:69;2:64;7:71;0:111;6:123;3:87;5:109;8:67;9:66;1:77,"4:[1,2,3,5,13,15];2:[1,5,7,9,12,14];7:[0,2,3,5,6,9,13];0:[2,3,4,5,6,7,8,11,12,14,15];6:[0,1,2,4,5,6,9,10,12,13,14,15];3:[3,4,7,8,9,12,14,15];5:[0,2,3,4,5,6,11,13,14,15];8:[0,1,4,7,10,14];9:[1,7,8,11,13,15];1:[0,3,4,5,6,9,15]","c4:bw=69,experts=[1,2,3,5,13,15]; c2:bw=64,experts=[1,5,7,9,12,14]; c7:bw=71,experts=[0,2,3,5,6,9,13]; c0:bw=111,experts=[2,3,4,5,6,7,8,11,12,14,15]; c6:bw=123,experts=[0,1,2,4,5,6,9,10,12,13,14,15]; c3:bw=87,experts=[3,4,7,8,9,12,14,15]; c5:bw=109,experts=[0,2,3,4,5,6,11,13,14,15]; c8:bw=67,experts=[0,1,4,7,10,14]; c9:bw=66,experts=[1,7,8,11,13,15]; c1:bw=77,experts=[0,3,4,5,6,9,15]","2.9417,0.2061,3.5543,6.2036,1.7414,0.4949,5.5497,6.5161,5.0585,17.9039"
11,2026-09-19 21:25:47,Ours,0.01,1.0492640114135194,49.17,49.78,9,52.7304,0:52.73,51.4435,0.1517,1.1338,572.3943,9:32.39,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[0,4,6,9,10];2:[0,7,9,11,15];7:[1,2,4,6,7,8,11,15];3:[1,2,3,4,7,8,11,14,15];0:[0,3,5,11,14];8:[3,4,7,10,12,13,14];9:[3,5,9,10,11,13];6:[0,1,2,4,7,8,9,10,11,12];1:[4,5,6,7,10,12,13];4:[5,6,15]","c5:bw=52,experts=[0,4,6,9,10]; c2:bw=52,experts=[0,7,9,11,15]; c7:bw=83,experts=[1,2,4,6,7,8,11,15]; c3:bw=95,experts=[1,2,3,4,7,8,11,14,15]; c0:bw=53,experts=[0,3,5,11,14]; c8:bw=74,experts=[3,4,7,10,12,13,14]; c9:bw=62,experts=[3,5,9,10,11,13]; c6:bw=105,experts=[0,1,2,4,7,8,9,10,11,12]; c1:bw=76,experts=[4,5,6,7,10,12,13]; c4:bw=30,experts=[5,6,15]","5.5776,0.2015,3.3279,0.4849,6.1195,6.2630,4.5494,1.7651,20.2234,2.9312"
12,2026-09-19 21:26:36,Ours,0.01,1.0462817288681012,59.43,59.43,12,49.774,0:49.77,48.5058,0.1539,1.113,622.1813,10:22.18,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[0,3,4,5,10,11,13,14];5:[0,1,2,4,5,7,10,13,14,15];2:[0,1,2,4,6,8,9,10,12,14];4:[0,4,9,12,14];3:[3,7,8,9,13,15];7:[2,5,6,7,8];9:[0,1,8,9,10,12,15];6:[0,4,5,8,13];8:[4,6,7,9,10,11,12,13,14,15];0:[1,2,3,4,5,10,12,13,15]","c1:bw=80,experts=[0,3,4,5,10,11,13,14]; c5:bw=106,experts=[0,1,2,4,5,7,10,13,14,15]; c2:bw=108,experts=[0,1,2,4,6,8,9,10,12,14]; c4:bw=53,experts=[0,4,9,12,14]; c3:bw=66,experts=[3,7,8,9,13,15]; c7:bw=56,experts=[2,5,6,7,8]; c9:bw=79,experts=[0,1,8,9,10,12,15]; c6:bw=54,experts=[0,4,5,8,13]; c8:bw=104,experts=[4,6,7,9,10,11,12,13,14,15]; c0:bw=93,experts=[1,2,3,4,5,10,12,13,15]","17.9229,5.5654,0.2035,2.6782,0.4856,3.2995,4.5604,1.6745,6.2574,5.8582"
