Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-18 07:10:28,Ours,0.00208,1.4692847566565301,10.46,10.46,1,52.0559,0:52.06,50.7675,0.1393,1.1477,52.0559,0:52.06,10,"8,1,5,0,7,2,9,4,3,6",8:31;1:16;5:25;0:10;7:11;2:16;9:25;4:22;3:28;6:23,"8:[0,1,2];1:[2];5:[1,2];0:[2];7:[2];2:[2];9:[1,2];4:[1,2];3:[1,2];6:[1,2]","c8:bw=31,experts=[0,1,2]; c1:bw=16,experts=[2]; c5:bw=25,experts=[1,2]; c0:bw=10,experts=[2]; c7:bw=11,experts=[2]; c2:bw=16,experts=[2]; c9:bw=25,experts=[1,2]; c4:bw=22,experts=[1,2]; c3:bw=28,experts=[1,2]; c6:bw=23,experts=[1,2]","8.0659,17.7491,5.5256,5.9993,3.4310,0.2866,4.6040,2.7491,0.5777,1.7791"
32,2026-09-18 07:36:06,Ours,0.01,0.8362860395151485,72.35,72.35,32,49.2447,0:49.24,48.02,0.13,1.0934,1590.5976,26:30.60,10,"8,5,4,7,0,1,3,6,2,9",8:12;5:20;4:27;7:26;0:25;1:12;3:16;6:15;2:30;9:17,"8:[0];5:[0,2];4:[0,2];7:[0,2];0:[0,2];1:[0];3:[0];6:[0];2:[0,1,2];9:[0]","c8:bw=12,experts=[0]; c5:bw=20,experts=[0,2]; c4:bw=27,experts=[0,2]; c7:bw=26,experts=[0,2]; c0:bw=25,experts=[0,2]; c1:bw=12,experts=[0]; c3:bw=16,experts=[0]; c6:bw=15,experts=[0]; c2:bw=30,experts=[0,1,2]; c9:bw=17,experts=[0]","6.2587,5.5167,2.7406,3.2991,5.8865,17.3709,0.5295,1.6919,0.2459,4.4803"
33,2026-09-18 07:36:56,Ours,0.01,0.8334082763528196,71.93,72.35,32,49.5225,0:49.52,48.2987,0.1313,1.0913,1640.1389,27:20.14,10,"7,1,3,6,5,9,2,8,4,0",7:29;1:19;3:39;6:20;5:16;9:23;2:13;8:28;4:25;0:35,"7:[0,2];1:[0];3:[0,1,2];6:[0,2];5:[0];9:[0,2];2:[0];8:[0,2];4:[0,2];0:[0,1,2]","c7:bw=29,experts=[0,2]; c1:bw=19,experts=[0]; c3:bw=39,experts=[0,1,2]; c6:bw=20,experts=[0,2]; c5:bw=16,experts=[0]; c9:bw=23,experts=[0,2]; c2:bw=13,experts=[0]; c8:bw=28,experts=[0,2]; c4:bw=25,experts=[0,2]; c0:bw=35,experts=[0,1,2]","3.3424,17.6075,0.5405,1.6946,5.4480,4.5258,0.2537,6.2610,2.7454,5.8797"
34,2026-09-18 07:37:46,Ours,0.01,0.8309599282339704,73.52,73.52,34,49.5889,0:49.59,48.3329,0.1294,1.1253,1689.746,28:09.75,10,"4,1,6,9,8,0,5,7,3,2",4:26;1:26;6:27;9:38;8:23;0:12;5:33;7:18;3:40;2:30,"4:[0,2];1:[0,2];6:[0,2];9:[0,2,3];8:[0,2];0:[0];5:[0,1,2];7:[0];3:[0,1,2,3];2:[0,1,2]","c4:bw=26,experts=[0,2]; c1:bw=26,experts=[0,2]; c6:bw=27,experts=[0,2]; c9:bw=38,experts=[0,2,3]; c8:bw=23,experts=[0,2]; c0:bw=12,experts=[0]; c5:bw=33,experts=[0,1,2]; c7:bw=18,experts=[0]; c3:bw=40,experts=[0,1,2,3]; c2:bw=30,experts=[0,1,2]","2.7371,17.6421,1.7043,4.5555,6.2135,5.8748,5.5079,3.3123,0.5352,0.2502"
35,2026-09-18 07:38:35,Ours,0.01,0.8282070176655492,72.77,73.52,34,49.4407,0:49.44,48.1886,0.1295,1.1214,1739.2056,28:59.21,10,"4,0,1,6,2,8,9,7,5,3",4:18;0:11;1:17;6:24;2:25;8:28;9:15;7:27;5:23;3:13,"4:[0];0:[0];1:[0];6:[0,2];2:[0,2];8:[0,2];9:[0];7:[0,2];5:[0,2];3:[0]","c4:bw=18,experts=[0]; c0:bw=11,experts=[0]; c1:bw=17,experts=[0]; c6:bw=24,experts=[0,2]; c2:bw=25,experts=[0,2]; c8:bw=28,experts=[0,2]; c9:bw=15,experts=[0]; c7:bw=27,experts=[0,2]; c5:bw=23,experts=[0,2]; c3:bw=13,experts=[0]","2.7434,5.8917,17.5455,1.7054,0.2499,6.2128,4.5211,3.3040,5.4847,0.5299"
36,2026-09-18 07:39:25,Ours,0.01,0.8194840134798838,73.27,73.52,34,49.5676,0:49.57,48.3101,0.1301,1.1262,1788.7921,29:48.79,10,"9,0,3,7,6,5,1,4,8,2",9:21;0:20;3:33;7:15;6:24;5:27;1:10;4:40;8:28;2:28,"9:[0,2];0:[0,2];3:[0,1,2];7:[0];6:[0,2];5:[0,2];1:[0];4:[0,1,2,3];8:[0,2];2:[0,2]","c9:bw=21,experts=[0,2]; c0:bw=20,experts=[0,2]; c3:bw=33,experts=[0,1,2]; c7:bw=15,experts=[0]; c6:bw=24,experts=[0,2]; c5:bw=27,experts=[0,2]; c1:bw=10,experts=[0]; c4:bw=40,experts=[0,1,2,3]; c8:bw=28,experts=[0,2]; c2:bw=28,experts=[0,2]","4.5930,5.9158,0.5321,3.3119,1.6932,5.4765,17.5934,2.7444,6.2014,0.2484"
37,2026-09-18 07:40:14,Ours,0.01,0.8170003805953963,74.09,74.09,37,49.6774,0:49.68,48.4282,0.1315,1.1165,1838.4894,30:38.49,10,"1,5,2,6,4,7,9,0,3,8",1:10;5:22;2:20;6:36;4:22;7:23;9:22;0:30;3:20;8:10,"1:[0];5:[0,2];2:[0,2];6:[0,1,2];4:[0,2];7:[0,2];9:[0,2];0:[0,1,2];3:[0,2];8:[0]","c1:bw=10,experts=[0]; c5:bw=22,experts=[0,2]; c2:bw=20,experts=[0,2]; c6:bw=36,experts=[0,1,2]; c4:bw=22,experts=[0,2]; c7:bw=23,experts=[0,2]; c9:bw=22,experts=[0,2]; c0:bw=30,experts=[0,1,2]; c3:bw=20,experts=[0,2]; c8:bw=10,experts=[0]","17.6835,5.5376,0.2556,1.7169,2.7483,3.2851,4.5502,5.8933,0.5397,6.2181"
38,2026-09-18 07:41:04,Ours,0.01,0.8205320909750033,74.4,74.4,38,49.8402,0:49.84,48.6045,0.1304,1.1041,1888.3491,31:28.35,10,"8,6,4,1,5,2,3,7,9,0",8:25;6:10;4:29;1:17;5:10;2:10;3:21;7:28;9:14;0:22,"8:[0,2];6:[0];4:[0,2];1:[0];5:[0];2:[0];3:[0,2];7:[0,2];9:[0];0:[0,2]","c8:bw=25,experts=[0,2]; c6:bw=10,experts=[0]; c4:bw=29,experts=[0,2]; c1:bw=17,experts=[0]; c5:bw=10,experts=[0]; c2:bw=10,experts=[0]; c3:bw=21,experts=[0,2]; c7:bw=28,experts=[0,2]; c9:bw=14,experts=[0]; c0:bw=22,experts=[0,2]","6.3371,1.7257,2.7564,17.7828,5.4897,0.2472,0.5273,3.3008,4.5538,5.8837"
39,2026-09-18 07:41:54,Ours,0.01,0.8110829038848477,73.39,74.4,38,49.8228,0:49.82,48.5679,0.1286,1.1252,1938.1925,32:18.19,10,"3,0,1,7,6,8,2,4,9,5",3:14;0:10;1:25;7:22;6:17;8:25;2:20;4:20;9:13;5:40,"3:[0];0:[0];1:[0,2];7:[0,2];6:[0];8:[0,2];2:[0,2];4:[0,2];9:[0];5:[0,1,2,3]","c3:bw=14,experts=[0]; c0:bw=10,experts=[0]; c1:bw=25,experts=[0,2]; c7:bw=22,experts=[0,2]; c6:bw=17,experts=[0]; c8:bw=25,experts=[0,2]; c2:bw=20,experts=[0,2]; c4:bw=20,experts=[0,2]; c9:bw=13,experts=[0]; c5:bw=40,experts=[0,1,2,3]","0.5354,5.9125,17.7809,3.4123,1.6822,6.2464,0.2565,2.7125,4.5471,5.4821"
40,2026-09-18 07:42:44,Ours,0.01,0.8103139037650366,74.58,74.58,40,49.7263,0:49.73,48.4892,0.1323,1.1035,1987.9385,33:07.94,10,"8,1,5,6,2,7,3,4,9,0",8:14;1:23;5:18;6:26;2:36;7:37;3:10;4:11;9:22;0:20,"8:[0];1:[0,2];5:[0];6:[0,2];2:[0,1,2];7:[0,1,2];3:[0];4:[0];9:[0,2];0:[0,2]","c8:bw=14,experts=[0]; c1:bw=23,experts=[0,2]; c5:bw=18,experts=[0]; c6:bw=26,experts=[0,2]; c2:bw=36,experts=[0,1,2]; c7:bw=37,experts=[0,1,2]; c3:bw=10,experts=[0]; c4:bw=11,experts=[0]; c9:bw=22,experts=[0,2]; c0:bw=20,experts=[0,2]","6.2876,17.7658,5.4786,1.6898,0.2471,3.2883,0.5310,2.7188,4.6172,5.8649"
41,2026-09-18 07:43:33,Ours,0.01,0.8057205355833841,73.67,74.58,40,49.6176,0:49.62,48.3691,0.1294,1.1179,2037.5772,33:57.58,10,"2,6,8,1,4,5,7,3,9,0",2:30;6:10;8:31;1:10;4:28;5:34;7:38;3:22;9:30;0:10,"2:[0,1,2];6:[0];8:[0,1,2];1:[0];4:[0,2];5:[0,1,2];7:[0,1,2];3:[0,2];9:[0,2,3];0:[0]","c2:bw=30,experts=[0,1,2]; c6:bw=10,experts=[0]; c8:bw=31,experts=[0,1,2]; c1:bw=10,experts=[0]; c4:bw=28,experts=[0,2]; c5:bw=34,experts=[0,1,2]; c7:bw=38,experts=[0,1,2]; c3:bw=22,experts=[0,2]; c9:bw=30,experts=[0,2,3]; c0:bw=10,experts=[0]","0.2584,1.7097,6.2392,17.6648,2.6938,5.5312,3.2894,0.5423,4.5695,5.8708"
42,2026-09-18 07:44:23,Ours,0.01,0.8112447144454616,74.99,74.99,42,49.8568,0:49.86,48.6184,0.1308,1.1064,2087.4541,34:47.45,10,"5,1,3,9,6,0,7,4,8,2",5:28;1:27;3:27;9:28;6:19;0:10;7:11;4:30;8:23;2:22,"5:[0,2];1:[0,2];3:[0,2];9:[0,2];6:[0];0:[0];7:[0];4:[0,1,2];8:[0,2];2:[0,2]","c5:bw=28,experts=[0,2]; c1:bw=27,experts=[0,2]; c3:bw=27,experts=[0,2]; c9:bw=28,experts=[0,2]; c6:bw=19,experts=[0]; c0:bw=10,experts=[0]; c7:bw=11,experts=[0]; c4:bw=30,experts=[0,1,2]; c8:bw=23,experts=[0,2]; c2:bw=22,experts=[0,2]","5.5469,17.8312,0.5338,4.5785,1.7079,5.8969,3.3029,2.7438,6.2283,0.2483"
43,2026-09-18 07:45:13,Ours,0.01,0.7980965037779708,75.54,75.54,43,49.8454,0:49.85,48.5914,0.1269,1.1259,2137.3207,35:37.32,10,"5,1,2,8,9,7,4,6,3,0",5:29;1:32;2:28;8:25;9:18;7:12;4:19;6:10;3:36;0:12,"5:[0,2];1:[0,1,2];2:[0,2];8:[0,2];9:[0];7:[0];4:[0];6:[0];3:[0,1,2];0:[0]","c5:bw=29,experts=[0,2]; c1:bw=32,experts=[0,1,2]; c2:bw=28,experts=[0,2]; c8:bw=25,experts=[0,2]; c9:bw=18,experts=[0]; c7:bw=12,experts=[0]; c4:bw=19,experts=[0]; c6:bw=10,experts=[0]; c3:bw=36,experts=[0,1,2]; c0:bw=12,experts=[0]","5.5763,17.8142,0.2530,6.2580,4.5589,3.2843,2.7348,1.6901,0.5331,5.8886"
44,2026-09-18 07:46:03,Ours,0.01,0.7962420146892677,76.07,76.07,44,49.813,0:49.81,48.5731,0.1369,1.1017,2187.1542,36:27.15,10,"0,3,4,2,7,5,6,9,8,1",0:37;3:26;4:16;2:20;7:40;5:13;6:11;9:21;8:19;1:25,"0:[0,1,2];3:[0,2];4:[0];2:[0,2];7:[0,1,2,3];5:[0];6:[0];9:[0,2];8:[0];1:[0,2]","c0:bw=37,experts=[0,1,2]; c3:bw=26,experts=[0,2]; c4:bw=16,experts=[0]; c2:bw=20,experts=[0,2]; c7:bw=40,experts=[0,1,2,3]; c5:bw=13,experts=[0]; c6:bw=11,experts=[0]; c9:bw=21,experts=[0,2]; c8:bw=19,experts=[0]; c1:bw=25,experts=[0,2]","5.9490,0.5380,2.7752,0.2507,3.3231,5.4717,1.7135,4.5767,6.2296,17.7457"
45,2026-09-18 07:46:53,Ours,0.01,0.7930971675255848,76.21,76.21,45,49.835,0:49.84,48.5584,0.1288,1.1425,2237.0126,37:17.01,10,"8,0,3,4,7,2,9,6,5,1",8:31;0:20;3:37;4:36;7:20;2:27;9:14;6:10;5:25;1:31,"8:[0,1,2];0:[0,2];3:[0,1,2];4:[0,1,2];7:[0,2];2:[0,2];9:[0];6:[0];5:[0,2];1:[0,1,2]","c8:bw=31,experts=[0,1,2]; c0:bw=20,experts=[0,2]; c3:bw=37,experts=[0,1,2]; c4:bw=36,experts=[0,1,2]; c7:bw=20,experts=[0,2]; c2:bw=27,experts=[0,2]; c9:bw=14,experts=[0]; c6:bw=10,experts=[0]; c5:bw=25,experts=[0,2]; c1:bw=31,experts=[0,1,2]","6.2723,5.9475,0.5374,2.7587,3.3098,0.2492,4.5813,1.7002,5.5063,17.6956"
46,2026-09-18 07:47:43,Ours,0.01,0.7907704554911119,76.84,76.84,46,49.8937,0:49.89,48.6345,0.1367,1.1214,2286.9275,38:06.93,10,"9,3,6,1,4,5,2,8,0,7",9:20;3:15;6:21;1:23;4:35;5:23;2:32;8:22;0:30;7:16,"9:[0,2];3:[0];6:[0,2];1:[0,2];4:[0,1,2];5:[0,2];2:[0,1,2];8:[0,2];0:[0,1,2];7:[0]","c9:bw=20,experts=[0,2]; c3:bw=15,experts=[0]; c6:bw=21,experts=[0,2]; c1:bw=23,experts=[0,2]; c4:bw=35,experts=[0,1,2]; c5:bw=23,experts=[0,2]; c2:bw=32,experts=[0,1,2]; c8:bw=22,experts=[0,2]; c0:bw=30,experts=[0,1,2]; c7:bw=16,experts=[0]","4.6022,0.5315,1.7212,17.8268,2.7440,5.5383,0.2502,6.2173,5.8969,3.3061"
47,2026-09-18 07:48:33,Ours,0.01,0.7910227096535578,77.27,77.27,47,49.8081,0:49.81,48.5742,0.1302,1.1024,2336.7586,38:56.76,10,"5,6,7,9,8,3,4,0,1,2",5:29;6:12;7:29;9:10;8:22;3:39;4:10;0:25;1:17;2:30,"5:[0,2];6:[0];7:[0,2];9:[0];8:[0,2];3:[0,1,2];4:[0];0:[0,2];1:[0];2:[0,1,2]","c5:bw=29,experts=[0,2]; c6:bw=12,experts=[0]; c7:bw=29,experts=[0,2]; c9:bw=10,experts=[0]; c8:bw=22,experts=[0,2]; c3:bw=39,experts=[0,1,2]; c4:bw=10,experts=[0]; c0:bw=25,experts=[0,2]; c1:bw=17,experts=[0]; c2:bw=30,experts=[0,1,2]","5.5993,1.7281,3.3283,4.6099,6.2252,0.5337,2.7382,5.8781,17.6861,0.2473"
48,2026-09-18 07:49:23,Ours,0.01,0.7873462683344165,75.72,77.27,47,50.0432,0:50.04,48.8001,0.1335,1.1084,2386.8232,39:46.82,10,"1,8,4,2,9,6,5,7,0,3",1:28;8:28;4:37;2:31;9:29;6:25;5:31;7:35;0:10;3:10,"1:[0,2];8:[0,2];4:[0,1,2];2:[0,1,2];9:[0,2];6:[0,2];5:[0,1,2];7:[0,1,2];0:[0];3:[0]","c1:bw=28,experts=[0,2]; c8:bw=28,experts=[0,2]; c4:bw=37,experts=[0,1,2]; c2:bw=31,experts=[0,1,2]; c9:bw=29,experts=[0,2]; c6:bw=25,experts=[0,2]; c5:bw=31,experts=[0,1,2]; c7:bw=35,experts=[0,1,2]; c0:bw=10,experts=[0]; c3:bw=10,experts=[0]","17.8734,6.3190,2.7897,0.2475,4.6176,1.7270,5.5369,3.3096,5.8472,0.5322"
49,2026-09-18 07:50:13,Ours,0.01,0.7851388046408263,77.8,77.8,49,50.0935,0:50.09,48.8382,0.1319,1.1221,2436.939,40:36.94,10,"4,3,8,0,2,5,6,7,9,1",4:27;3:18;8:15;0:11;2:32;5:31;6:10;7:24;9:29;1:30,"4:[0,2];3:[0];8:[0];0:[0];2:[0,1,2];5:[0,1,2];6:[0];7:[0,2];9:[0,2];1:[0,1,2]","c4:bw=27,experts=[0,2]; c3:bw=18,experts=[0]; c8:bw=15,experts=[0]; c0:bw=11,experts=[0]; c2:bw=32,experts=[0,1,2]; c5:bw=31,experts=[0,1,2]; c6:bw=10,experts=[0]; c7:bw=24,experts=[0,2]; c9:bw=29,experts=[0,2]; c1:bw=30,experts=[0,1,2]","2.7842,0.5456,6.2722,5.9602,0.2485,5.6271,1.7154,3.3223,4.5957,17.7671"
50,2026-09-18 07:51:03,Ours,0.01,0.7826828290358616,76.57,77.8,49,50.0564,0:50.06,48.7801,0.1391,1.136,2487.0175,41:27.02,10,"8,4,7,6,2,1,3,0,9,5",8:18;4:10;7:19;6:38;2:35;1:36;3:22;0:16;9:15;5:17,"8:[0];4:[0];7:[0];6:[0,1,2];2:[0,1,2];1:[0,1,2];3:[0,2];0:[0];9:[0];5:[0]","c8:bw=18,experts=[0]; c4:bw=10,experts=[0]; c7:bw=19,experts=[0]; c6:bw=38,experts=[0,1,2]; c2:bw=35,experts=[0,1,2]; c1:bw=36,experts=[0,1,2]; c3:bw=22,experts=[0,2]; c0:bw=16,experts=[0]; c9:bw=15,experts=[0]; c5:bw=17,experts=[0]","6.3000,2.7668,3.3270,1.7290,0.2481,17.8299,0.5290,5.9495,4.5860,5.5146"
51,2026-09-18 07:51:53,Ours,0.01,0.783363784523485,78.9,78.9,51,50.0377,0:50.04,48.7846,0.1271,1.1248,2537.0785,42:17.08,10,"5,0,1,2,8,6,9,3,4,7",5:26;0:30;1:12;2:11;8:26;6:29;9:10;3:31;4:10;7:15,"5:[0,2];0:[0,1,2];1:[0];2:[0];8:[0,2];6:[0,2];9:[0];3:[0,1,2];4:[0];7:[0]","c5:bw=26,experts=[0,2]; c0:bw=30,experts=[0,1,2]; c1:bw=12,experts=[0]; c2:bw=11,experts=[0]; c8:bw=26,experts=[0,2]; c6:bw=29,experts=[0,2]; c9:bw=10,experts=[0]; c3:bw=31,experts=[0,1,2]; c4:bw=10,experts=[0]; c7:bw=15,experts=[0]","5.6192,5.9690,17.8073,0.2545,6.2443,1.7170,4.5731,0.5354,2.7356,3.3292"
52,2026-09-18 07:52:43,Ours,0.01,0.7785034845505269,78.0,78.9,51,50.0864,0:50.09,48.8181,0.13,1.1371,2587.1873,43:07.19,10,"0,8,5,7,1,4,9,6,2,3",0:26;8:10;5:13;7:19;1:22;4:18;9:17;6:28;2:16;3:24,"0:[0,2];8:[0];5:[0];7:[0];1:[0,2];4:[0];9:[0];6:[0,2];2:[0];3:[0,2]","c0:bw=26,experts=[0,2]; c8:bw=10,experts=[0]; c5:bw=13,experts=[0]; c7:bw=19,experts=[0]; c1:bw=22,experts=[0,2]; c4:bw=18,experts=[0]; c9:bw=17,experts=[0]; c6:bw=28,experts=[0,2]; c2:bw=16,experts=[0]; c3:bw=24,experts=[0,2]","5.9614,6.2775,5.5716,3.3130,17.8284,2.7668,4.5864,1.7302,0.2480,0.5349"
53,2026-09-18 07:53:33,Ours,0.01,0.7768402000860546,76.84,78.9,51,50.0313,0:50.03,48.7934,0.1284,1.1083,2637.2419,43:57.24,10,"8,4,5,1,3,9,6,7,0,2",8:12;4:16;5:24;1:33;3:26;9:34;6:20;7:24;0:21;2:29,"8:[0];4:[0];5:[0,2];1:[0,1,2];3:[0,2];9:[0,2,3];6:[0,2];7:[0,2];0:[0,2];2:[0,2]","c8:bw=12,experts=[0]; c4:bw=16,experts=[0]; c5:bw=24,experts=[0,2]; c1:bw=33,experts=[0,1,2]; c3:bw=26,experts=[0,2]; c9:bw=34,experts=[0,2,3]; c6:bw=20,experts=[0,2]; c7:bw=24,experts=[0,2]; c0:bw=21,experts=[0,2]; c2:bw=29,experts=[0,2]","6.3257,2.7744,5.6337,17.7451,0.5340,4.6215,1.7009,3.3092,5.8970,0.2519"
54,2026-09-18 07:54:23,Ours,0.01,0.7736659900197927,77.27,78.9,51,50.0695,0:50.07,48.8039,0.1346,1.1298,2687.3347,44:47.33,10,"2,1,8,7,3,0,6,5,9,4",2:10;1:29;8:31;7:34;3:17;0:20;6:30;5:10;9:28;4:18,"2:[0];1:[0,2];8:[0,1,2];7:[0,1,2];3:[0];0:[0,2];6:[0,1,2];5:[0];9:[0,2];4:[0]","c2:bw=10,experts=[0]; c1:bw=29,experts=[0,2]; c8:bw=31,experts=[0,1,2]; c7:bw=34,experts=[0,1,2]; c3:bw=17,experts=[0]; c0:bw=20,experts=[0,2]; c6:bw=30,experts=[0,1,2]; c5:bw=10,experts=[0]; c9:bw=28,experts=[0,2]; c4:bw=18,experts=[0]","0.2529,17.9398,6.2665,3.3294,0.5373,5.9246,1.7184,5.4791,4.5951,2.7607"
55,2026-09-18 07:55:14,Ours,0.01,0.7717627804242373,78.05,78.9,51,51.1536,0:51.15,49.7939,0.1394,1.2153,2738.5125,45:38.51,10,"7,2,4,3,8,5,1,6,0,9",7:30;2:23;4:10;3:29;8:10;5:29;1:33;6:23;0:15;9:34,"7:[0,1,2];2:[0,2];4:[0];3:[0,2];8:[0];5:[0,2];1:[0,1,2];6:[0,2];0:[0];9:[0,1,2]","c7:bw=30,experts=[0,1,2]; c2:bw=23,experts=[0,2]; c4:bw=10,experts=[0]; c3:bw=29,experts=[0,2]; c8:bw=10,experts=[0]; c5:bw=29,experts=[0,2]; c1:bw=33,experts=[0,1,2]; c6:bw=23,experts=[0,2]; c0:bw=15,experts=[0]; c9:bw=34,experts=[0,1,2]","3.3374,0.2525,2.7529,0.5353,6.2492,5.6002,17.7669,1.7132,6.4361,5.1501"
56,2026-09-18 07:56:11,Ours,0.01,0.7690265151381531,78.28,78.9,51,56.3042,0:56.30,54.8042,0.1928,1.3058,2794.8421,46:34.84,10,"9,1,3,2,5,4,8,7,6,0",9:29;1:31;3:10;2:29;5:17;4:10;8:10;7:10;6:13;0:39,"9:[0,2];1:[0,1,2];3:[0];2:[0,2];5:[0];4:[0];8:[0];7:[0];6:[0];0:[0,1,2]","c9:bw=29,experts=[0,2]; c1:bw=31,experts=[0,1,2]; c3:bw=10,experts=[0]; c2:bw=29,experts=[0,2]; c5:bw=17,experts=[0]; c4:bw=10,experts=[0]; c8:bw=10,experts=[0]; c7:bw=10,experts=[0]; c6:bw=13,experts=[0]; c0:bw=39,experts=[0,1,2]","5.1399,19.6691,0.5752,0.2679,6.0040,3.1873,7.2220,3.9232,2.0331,6.7823"
57,2026-09-18 07:57:06,Ours,0.01,0.7716825017823681,78.59,78.9,51,55.35,0:55.35,54.0169,0.144,1.1878,2850.2216,47:30.22,10,"3,8,6,1,7,0,5,4,2,9",3:35;8:24;6:27;1:27;7:38;0:39;5:24;4:23;2:18;9:11,"3:[0,1,2];8:[0,2];6:[0,2];1:[0,2];7:[0,1,2];0:[0,1,2];5:[0,2];4:[0,2];2:[0];9:[0]","c3:bw=35,experts=[0,1,2]; c8:bw=24,experts=[0,2]; c6:bw=27,experts=[0,2]; c1:bw=27,experts=[0,2]; c7:bw=38,experts=[0,1,2]; c0:bw=39,experts=[0,1,2]; c5:bw=24,experts=[0,2]; c4:bw=23,experts=[0,2]; c2:bw=18,experts=[0]; c9:bw=11,experts=[0]","0.6322,7.1228,1.9204,20.3244,3.5755,6.4067,6.0084,2.8934,0.2607,4.8725"
58,2026-09-18 07:58:00,Ours,0.01,0.769976037475511,78.26,78.9,51,53.5819,0:53.58,52.2628,0.1382,1.1796,2903.8295,48:23.83,10,"7,2,9,6,5,1,8,4,3,0",7:13;2:10;9:32;6:30;5:19;1:17;8:22;4:21;3:34;0:26,"7:[0];2:[0];9:[0,2,3];6:[0,1,2];5:[0];1:[0];8:[0,2];4:[0,2];3:[0,1,2];0:[0,2]","c7:bw=13,experts=[0]; c2:bw=10,experts=[0]; c9:bw=32,experts=[0,2,3]; c6:bw=30,experts=[0,1,2]; c5:bw=19,experts=[0]; c1:bw=17,experts=[0]; c8:bw=22,experts=[0,2]; c4:bw=21,experts=[0,2]; c3:bw=34,experts=[0,1,2]; c0:bw=26,experts=[0,2]","3.5887,0.2696,5.0779,1.8798,5.9998,18.9603,6.6883,2.9155,0.5763,6.3067"
59,2026-09-18 07:58:53,Ours,0.01,0.7686930112748616,78.8,78.9,51,53.5706,0:53.57,52.2323,0.1449,1.1921,2957.4268,49:17.43,10,"2,8,9,6,1,4,7,5,0,3",2:20;8:31;9:15;6:11;1:36;4:14;7:15;5:18;0:29;3:20,"2:[0,2];8:[0,1,2];9:[0];6:[0];1:[0,1,2];4:[0];7:[0];5:[0];0:[0,2];3:[0,2]","c2:bw=20,experts=[0,2]; c8:bw=31,experts=[0,1,2]; c9:bw=15,experts=[0]; c6:bw=11,experts=[0]; c1:bw=36,experts=[0,1,2]; c4:bw=14,experts=[0]; c7:bw=15,experts=[0]; c5:bw=18,experts=[0]; c0:bw=29,experts=[0,2]; c3:bw=20,experts=[0,2]","0.2686,6.6742,4.9508,1.8481,19.0740,2.9357,3.5775,5.9556,6.3615,0.5863"
60,2026-09-18 07:59:47,Ours,0.01,0.7671327078142351,78.92,78.92,60,53.6013,0:53.60,52.2537,0.1497,1.1966,3011.0535,50:11.05,10,"0,7,4,2,5,8,6,9,1,3",0:29;7:26;4:17;2:17;5:18;8:14;6:33;9:10;1:30;3:24,"0:[0,2];7:[0,2];4:[0];2:[0];5:[0];8:[0];6:[0,1,2];9:[0];1:[0,1,2];3:[0,2]","c0:bw=29,experts=[0,2]; c7:bw=26,experts=[0,2]; c4:bw=17,experts=[0]; c2:bw=17,experts=[0]; c5:bw=18,experts=[0]; c8:bw=14,experts=[0]; c6:bw=33,experts=[0,1,2]; c9:bw=10,experts=[0]; c1:bw=30,experts=[0,1,2]; c3:bw=24,experts=[0,2]","6.3661,3.5857,2.9300,0.2681,5.9055,6.6756,1.8338,4.9386,19.1643,0.5858"
61,2026-09-18 08:00:41,Ours,0.01,0.761639854655183,78.91,78.92,60,53.7045,0:53.70,52.3573,0.1388,1.2032,3064.785,51:04.79,10,"5,6,2,9,1,3,8,4,7,0",5:27;6:21;2:16;9:21;1:19;3:24;8:31;4:21;7:24;0:33,"5:[0,2];6:[0,2];2:[0];9:[0,2];1:[0];3:[0,2];8:[0,1,2];4:[0,2];7:[0,2];0:[0,2,3]","c5:bw=27,experts=[0,2]; c6:bw=21,experts=[0,2]; c2:bw=16,experts=[0]; c9:bw=21,experts=[0,2]; c1:bw=19,experts=[0]; c3:bw=24,experts=[0,2]; c8:bw=31,experts=[0,1,2]; c4:bw=21,experts=[0,2]; c7:bw=24,experts=[0,2]; c0:bw=33,experts=[0,2,3]","6.0279,1.8438,0.2713,4.9731,19.1893,0.5771,6.6978,2.9242,3.5324,6.3202"
62,2026-09-18 08:01:35,Ours,0.01,0.7602971437345395,77.46,78.92,60,54.1484,0:54.15,52.7553,0.1552,1.2365,3118.9602,51:58.96,10,"8,6,9,4,5,0,3,2,1,7",8:10;6:35;9:10;4:33;5:37;0:16;3:29;2:23;1:40;7:25,"8:[0];6:[0,1,2];9:[0];4:[0,1,2];5:[0,1,2];0:[0];3:[0,2];2:[0,2];1:[0,1,2,3];7:[0,2]","c8:bw=10,experts=[0]; c6:bw=35,experts=[0,1,2]; c9:bw=10,experts=[0]; c4:bw=33,experts=[0,1,2]; c5:bw=37,experts=[0,1,2]; c0:bw=16,experts=[0]; c3:bw=29,experts=[0,2]; c2:bw=23,experts=[0,2]; c1:bw=40,experts=[0,1,2,3]; c7:bw=25,experts=[0,2]","6.6929,1.8748,4.9687,2.9339,5.9895,6.4333,0.5862,0.2749,19.3746,3.6265"
