Round,TestAcc
1,1.31
2,1.51
3,3.99
4,5.45
5,5.21
6,5.85
7,7.05
8,8.99
9,7.96
10,10.29
11,10.75
12,10.94
13,14.05
14,13.84
15,12.99
16,15.4
17,16.28
18,16.65
19,16.96
20,16.5
21,19.5
22,18.97
23,21.84
24,21.16
25,20.73
26,22.99
27,21.79
28,23.63
29,20.82
30,22.29
31,25.04
32,27.72
33,27.17
34,27.67
35,28.22
36,27.77
37,26.91
38,30.54
39,28.99
40,31.0
41,30.32
42,31.23
43,32.91
44,32.72
45,30.74
46,34.55
47,33.82
48,35.33
49,33.62
50,34.83
51,34.36
52,37.63
53,37.52
54,36.05
55,34.91
56,38.83
57,37.86
58,40.48
59,39.36
60,41.34
61,42.26
62,40.7
63,38.72
64,40.92
65,42.66
66,42.7
67,44.35
68,44.61
69,42.93
70,44.72
71,42.28
72,43.39
73,44.95
74,42.88
75,44.59
76,43.7
77,45.77
78,46.56
79,46.86
80,47.25
81,46.84
82,46.23
83,45.68
84,47.52
85,46.68
86,47.8
87,47.24
88,48.02
89,49.66
90,46.14
91,49.06
92,47.47
93,49.57
94,46.22
95,48.38
96,50.38
97,51.45
98,50.51
99,50.67
100,51.44
