Round,TestAcc
1,1.21
2,3.61
3,5.19
4,6.57
5,7.01
6,8.64
7,9.94
8,10.63
9,12.42
10,14.7
11,15.88
12,17.22
13,19.07
14,21.23
15,21.4
16,23.0
17,24.11
18,25.38
19,25.65
20,26.23
21,27.59
22,28.61
23,29.76
24,29.86
25,30.87
26,31.91
27,33.01
28,33.64
29,34.9
30,34.57
31,35.98
32,36.14
33,37.82
34,38.19
35,38.92
36,39.39
37,39.73
38,40.83
39,41.19
40,41.79
41,42.51
42,42.98
43,43.67
44,43.84
45,44.89
46,45.41
47,45.45
48,46.49
49,46.15
50,46.6
51,47.12
52,47.0
53,48.03
54,48.54
55,48.27
56,49.29
57,49.35
58,49.79
59,50.09
60,50.55
61,50.52
62,51.0
63,51.44
64,51.52
65,52.1
66,52.57
67,51.63
68,52.55
69,52.98
70,53.33
71,53.13
72,53.68
73,53.87
74,54.05
75,54.74
76,54.8
77,54.88
78,54.96
79,55.11
80,54.87
81,56.24
82,55.93
83,56.14
84,56.25
85,56.58
86,56.51
87,56.57
88,56.96
89,57.26
90,57.37
91,57.46
92,57.43
93,57.63
94,57.76
95,57.9
96,58.25
97,58.33
98,58.86
99,58.9
100,59.05
