Round,TestAcc
1,1.0
2,1.0
3,1.0
4,1.0
5,1.04
6,1.49
7,2.3
8,4.54
9,6.05
10,6.27
11,5.93
12,5.52
13,5.69
14,5.94
15,6.36
16,7.1
17,7.76
18,8.57
19,9.17
20,10.48
21,11.08
22,12.41
23,13.04
24,13.68
25,13.92
26,14.71
27,15.25
28,15.6
29,15.39
30,16.15
31,16.29
32,17.35
33,17.87
34,18.86
35,19.35
36,20.21
37,21.25
38,22.2
39,22.45
40,22.94
41,23.5
42,23.63
43,24.24
44,25.35
45,25.64
46,26.16
47,26.31
48,26.22
49,26.21
50,27.03
51,27.36
52,27.69
53,28.59
54,28.82
55,29.59
56,29.28
57,30.29
58,30.75
59,30.94
60,32.09
61,32.35
62,33.03
63,32.6
64,33.54
65,33.77
66,34.2
67,34.64
68,34.81
69,35.42
70,35.46
71,36.54
72,36.83
73,37.25
74,37.3
75,38.18
76,38.55
77,39.26
78,38.97
79,39.27
80,40.28
81,40.49
82,40.69
83,40.89
84,41.28
85,41.71
86,42.28
87,42.3
88,42.87
89,43.12
90,43.37
91,43.53
92,44.04
93,44.07
94,45.04
95,44.86
96,44.88
97,45.2
98,45.57
99,45.7
100,45.77
