Round,TestAcc
1,1.24
2,3.13
3,5.39
4,6.88
5,7.46
6,8.13
7,9.45
8,10.38
9,12.33
10,15.07
11,16.45
12,17.54
13,18.95
14,20.81
15,21.16
16,22.52
17,23.41
18,24.71
19,25.65
20,25.8
21,26.84
22,28.3
23,28.97
24,28.96
25,29.61
26,31.17
27,32.12
28,32.87
29,33.86
30,33.99
31,35.0
32,35.54
33,37.29
34,37.8
35,37.71
36,38.97
37,39.39
38,40.15
39,40.73
40,41.12
41,41.47
42,42.89
43,42.91
44,43.08
45,44.12
46,44.91
47,44.65
48,46.01
49,45.71
50,46.35
51,46.84
52,46.1
53,47.98
54,47.88
55,48.27
56,48.39
57,49.56
58,49.7
59,50.29
60,49.68
61,50.15
62,50.79
63,50.95
64,51.36
65,51.24
66,51.81
67,51.9
68,52.36
69,52.93
70,52.75
71,53.52
72,53.2
73,53.75
74,53.63
75,54.54
76,54.33
77,54.44
78,55.16
79,54.95
80,54.6
81,55.87
82,55.88
83,56.02
84,55.95
85,56.7
86,57.2
87,56.82
88,57.45
89,57.15
90,57.26
91,57.31
92,57.76
93,57.8
94,58.1
95,57.86
96,58.68
97,58.36
98,58.97
99,58.69
100,58.58
