Round,TestAcc
1,1.24
2,3.25
3,5.09
4,6.25
5,6.73
6,8.0
7,9.63
8,9.95
9,11.52
10,13.07
11,13.7
12,14.93
13,16.18
14,17.84
15,18.55
16,19.74
17,18.37
18,19.41
19,20.15
20,20.52
21,20.34
22,21.43
23,21.86
24,21.88
25,21.23
26,22.04
27,22.76
28,23.77
29,24.71
30,24.65
31,25.37
32,25.75
33,26.15
34,27.34
35,28.12
36,28.35
37,29.03
38,30.21
39,29.64
40,30.79
41,29.83
42,29.86
43,30.26
44,30.66
45,32.05
46,32.83
47,32.71
48,34.32
49,32.68
50,32.92
51,33.87
52,33.52
53,34.93
54,35.2
55,35.45
56,36.26
57,35.17
58,35.96
59,35.74
60,36.46
61,36.83
62,36.64
63,37.27
64,36.25
65,35.59
66,35.48
67,36.51
68,37.89
69,37.51
70,37.84
71,37.77
72,37.92
73,37.87
74,37.41
75,37.13
76,38.34
77,38.68
78,39.71
79,40.56
80,39.65
81,39.17
82,39.6
83,40.23
84,40.55
85,42.29
86,43.38
87,42.46
88,41.9
89,40.65
90,39.46
91,40.61
92,41.04
93,42.5
94,42.83
95,41.97
96,42.18
97,42.48
98,42.23
99,43.59
100,43.35
