Round,TestAcc
1,1.25
2,3.77
3,5.2
4,6.34
5,7.14
6,8.63
7,9.87
8,10.65
9,12.62
10,14.95
11,16.19
12,17.62
13,19.37
14,21.26
15,21.79
16,22.84
17,23.46
18,25.05
19,26.38
20,26.49
21,27.66
22,28.24
23,29.11
24,29.57
25,30.27
26,31.92
27,32.38
28,33.68
29,34.12
30,34.6
31,35.75
32,35.7
33,37.23
34,37.88
35,38.5
36,39.01
37,39.76
38,40.73
39,40.91
40,41.57
41,41.74
42,43.03
43,43.49
44,43.3
45,44.46
46,45.07
47,45.09
48,46.13
49,45.64
50,46.34
51,47.06
52,46.54
53,48.24
54,48.64
55,48.21
56,48.57
57,49.53
58,49.97
59,50.08
60,50.24
61,50.58
62,50.73
63,51.19
64,52.02
65,51.5
66,52.13
67,52.08
68,52.37
69,53.1
70,53.53
71,53.25
72,53.67
73,53.78
74,54.15
75,54.54
76,54.58
77,54.35
78,55.35
79,55.31
80,55.1
81,56.0
82,55.69
83,55.81
84,56.54
85,56.54
86,56.93
87,56.67
88,56.96
89,56.96
90,57.08
91,57.4
92,57.61
93,57.86
94,57.64
95,57.73
96,58.27
97,58.04
98,58.67
99,58.8
100,58.96
