Round,TestAcc
1,27.72
2,35.27
3,34.49
4,41.31
5,28.27
6,41.65
7,33.31
8,46.08
9,28.84
10,48.2
11,27.4
12,50.18
13,30.14
14,50.22
15,48.07
16,41.24
17,43.54
18,54.57
19,55.32
20,50.97
21,51.67
22,29.03
23,52.4
24,41.5
25,62.11
26,61.33
27,61.75
28,55.28
29,55.19
30,67.19
31,61.89
32,62.25
33,61.62
34,63.16
35,65.94
36,65.87
37,58.73
38,59.66
39,65.03
40,63.42
41,67.57
42,63.52
43,68.04
44,61.16
45,68.83
46,65.05
47,67.81
48,71.52
49,66.67
50,64.27
51,68.45
52,69.57
53,70.82
54,66.01
55,64.73
56,67.59
57,74.56
58,68.51
59,68.92
60,69.74
61,72.11
62,72.12
63,70.45
64,69.23
65,66.58
66,71.14
67,68.58
68,72.11
69,70.33
70,68.83
71,69.38
72,66.73
73,73.32
74,64.45
75,76.08
76,73.46
77,68.63
78,72.74
79,69.72
80,70.47
81,73.96
82,67.36
83,70.3
84,69.67
85,72.34
86,66.84
87,71.51
88,71.93
89,70.0
90,70.93
91,73.72
92,69.54
93,72.77
94,70.64
95,75.6
96,72.43
97,72.03
98,67.8
99,72.64
100,73.05
