Round,TestAcc
1,27.73
2,35.67
3,40.78
4,43.25
5,45.16
6,50.0
7,50.14
8,50.33
9,58.96
10,60.07
11,55.6
12,62.46
13,55.5
14,64.24
15,62.64
16,66.29
17,61.4
18,37.93
19,63.51
20,54.68
21,61.11
22,71.04
23,58.17
24,72.11
25,59.83
26,70.54
27,66.52
28,69.45
29,70.91
30,67.82
31,71.19
32,69.21
33,73.09
34,67.84
35,73.95
36,69.33
37,73.5
38,72.24
39,72.51
40,70.8
41,71.66
42,67.88
43,71.85
44,72.29
45,71.65
46,74.73
47,69.22
48,75.2
49,63.29
50,78.48
51,72.53
52,75.25
53,72.92
54,76.5
55,70.62
56,73.47
57,71.03
58,77.81
59,70.19
60,78.7
61,69.7
62,77.94
63,69.38
64,79.48
65,70.1
66,76.34
67,72.3
68,80.25
69,70.93
70,80.61
71,71.79
72,79.26
73,70.87
74,78.16
75,72.34
76,78.8
77,70.73
78,77.3
79,72.7
80,78.96
81,68.34
82,81.09
83,70.77
84,76.93
85,73.03
86,76.2
87,71.6
88,77.58
89,72.32
90,76.82
91,73.25
92,76.45
93,70.64
94,75.97
95,71.57
96,78.86
97,71.25
98,79.15
99,72.13
100,77.69
