Round,TestAcc
1,31.58
2,28.59
3,31.45
4,39.2
5,28.59
6,40.88
7,48.56
8,48.0
9,31.46
10,35.09
11,47.21
12,35.01
13,53.55
14,54.61
15,48.0
16,61.18
17,29.65
18,58.62
19,51.73
20,63.67
21,51.47
22,66.41
23,53.98
24,65.26
25,61.92
26,58.67
27,57.88
28,27.29
29,56.66
30,56.86
31,64.1
32,61.18
33,64.31
34,67.32
35,61.75
36,65.17
37,67.03
38,61.51
39,63.0
40,62.74
41,66.83
42,42.44
43,56.32
44,52.13
45,57.98
46,58.66
47,58.85
48,35.55
49,68.16
50,64.53
51,78.74
52,62.55
53,61.2
54,66.42
55,66.28
56,49.04
57,68.82
58,75.92
59,68.71
60,71.62
61,70.88
62,69.86
63,74.34
64,64.26
65,68.56
66,70.75
67,73.57
68,71.42
69,71.64
70,70.12
71,65.21
72,67.35
73,69.41
74,68.37
75,70.66
76,70.76
77,68.51
78,75.08
79,67.82
80,76.09
81,69.84
82,69.79
83,71.15
84,73.09
85,68.16
86,71.26
87,72.88
88,70.42
89,72.54
90,73.2
91,73.97
92,66.47
93,56.73
94,65.59
95,73.1
96,63.75
97,73.8
98,71.32
99,72.91
100,74.92
