Round,TestAcc
1,27.43
2,35.91
3,40.42
4,42.61
5,44.9
6,49.23
7,51.74
8,52.08
9,55.36
10,56.61
11,55.31
12,59.26
13,56.73
14,61.36
15,62.75
16,65.93
17,50.19
18,57.46
19,54.71
20,62.14
21,59.97
22,62.75
23,60.87
24,63.66
25,63.17
26,64.81
27,63.74
28,66.82
29,66.95
30,64.04
31,66.86
32,67.06
33,69.98
34,68.52
35,68.64
36,70.26
37,69.98
38,70.22
39,69.11
40,71.71
41,69.35
42,61.25
43,70.12
44,68.53
45,70.52
46,71.36
47,71.72
48,70.34
49,68.02
50,70.02
51,70.72
52,70.18
53,71.68
54,72.91
55,73.1
56,69.65
57,72.58
58,73.52
59,73.28
60,75.02
61,73.16
62,75.0
63,72.36
64,73.29
65,73.69
66,73.85
67,74.92
68,74.63
69,74.25
70,60.57
71,63.11
72,71.3
73,69.74
74,72.36
75,74.6
76,75.11
77,75.57
78,75.69
79,76.91
80,76.64
81,76.36
82,76.68
83,75.7
84,75.4
85,76.89
86,75.6
87,76.39
88,75.46
89,74.66
90,75.47
91,78.08
92,76.88
93,75.68
94,76.75
95,76.5
96,76.2
97,77.3
98,77.34
99,77.32
100,76.8
