Round,TestAcc
1,31.543333333333333
2,42.83444444444444
3,46.784444444444446
4,50.10333333333333
5,51.17888888888889
6,51.27
7,52.56222222222223
8,50.35111111111111
9,52.04222222222222
10,57.83777777777778
11,56.28777777777778
12,57.93333333333333
13,54.64333333333333
14,59.17777777777778
15,59.11555555555555
16,60.58111111111111
17,60.977777777777774
18,61.10111111111111
19,61.20555555555556
20,62.22666666666667
21,60.98777777777778
22,59.187777777777775
23,63.66666666666666
24,62.028888888888886
25,62.64222222222222
26,63.32666666666667
27,63.33888888888889
28,63.56444444444445
29,64.03666666666666
30,61.80444444444444
31,64.85555555555555
32,64.26222222222222
33,64.35333333333334
34,64.72444444444444
35,64.42888888888889
36,64.12333333333333
37,64.77222222222223
38,62.92
39,65.35333333333334
40,65.65
41,63.84888888888889
42,65.57111111111111
43,65.03222222222222
44,67.87333333333333
45,63.83
46,66.26333333333334
47,65.58666666666667
48,65.14555555555556
49,66.06555555555556
50,65.76666666666667
51,66.20111111111112
52,66.20222222222222
53,65.93888888888888
54,66.43333333333334
55,65.81
56,68.27888888888889
57,65.52333333333333
58,66.96333333333334
59,66.25888888888889
60,66.77333333333333
61,66.31
62,66.77444444444444
63,66.93
64,66.53888888888889
65,66.82555555555555
66,67.17444444444445
67,67.18444444444444
68,66.93888888888888
69,66.80444444444444
70,66.6588888888889
71,67.33777777777777
72,67.41555555555556
73,67.36888888888889
74,66.15555555555555
75,67.94444444444444
76,66.61111111111111
77,70.54666666666667
78,66.54888888888888
79,67.48555555555555
80,66.77555555555556
81,67.91222222222223
82,67.21111111111111
83,67.86444444444444
84,67.38777777777777
85,67.97555555555556
86,67.28333333333333
87,68.35222222222222
88,67.46777777777778
89,67.87444444444445
90,67.83
91,67.87777777777778
92,67.66
93,67.58222222222223
94,68.38444444444444
95,68.74444444444444
96,67.12666666666667
97,69.51666666666667
98,67.54555555555555
99,68.5988888888889
100,67.77222222222223
