Round,TestAcc
1,31.66888888888889
2,42.93555555555555
3,42.78888888888889
4,47.18333333333333
5,30.91111111111111
6,21.473333333333333
7,52.14
8,32.223333333333336
9,34.41111111111111
10,51.30444444444444
11,43.11333333333334
12,33.01
13,25.287777777777777
14,50.84333333333333
15,40.19111111111111
16,54.05777777777778
17,52.67666666666667
18,55.32111111111111
19,55.45777777777778
20,55.32
21,53.693333333333335
22,59.36666666666667
23,44.568888888888885
24,57.114444444444445
25,59.23
26,40.70666666666666
27,56.46222222222222
28,58.82888888888889
29,57.83444444444444
30,62.39111111111111
31,61.214444444444446
32,57.99888888888889
33,47.754444444444445
34,61.99111111111111
35,58.96111111111111
36,62.54
37,62.20666666666666
38,58.99777777777778
39,64.49666666666667
40,65.37666666666667
41,62.08555555555556
42,63.72
43,64.78
44,47.83777777777778
45,63.24
46,62.59555555555556
47,44.647777777777776
48,62.96666666666667
49,59.27666666666666
50,63.08777777777778
51,61.61333333333334
52,62.95777777777778
53,65.77666666666667
54,64.52888888888889
55,63.73555555555556
56,64.54
57,62.30777777777778
58,61.61555555555555
59,66.48333333333333
60,58.52
61,66.18777777777778
62,65.53555555555556
63,65.90222222222222
64,62.97888888888889
65,63.89222222222222
66,68.45555555555555
67,63.75888888888889
68,66.94333333333333
69,64.24555555555555
70,44.69555555555556
71,65.42777777777778
72,62.96888888888889
73,66.97888888888889
74,63.57
75,66.99444444444444
76,58.63333333333333
77,59.32
78,66.02111111111111
79,64.86777777777777
80,67.66444444444444
81,64.01222222222222
82,66.53666666666666
83,67.71111111111111
84,61.05555555555556
85,57.98444444444444
86,66.67111111111112
87,63.23444444444444
88,45.42444444444445
89,65.28888888888889
90,66.28444444444445
91,58.75888888888889
92,67.09333333333333
93,61.06
94,57.14333333333333
95,65.61333333333333
96,59.12444444444444
97,57.83555555555556
98,61.73111111111111
99,49.73111111111111
100,54.35777777777778
