Round,TestAcc
1,1.84
2,4.81
3,6.35
4,7.04
5,11.31
6,14.22
7,17.5
8,17.87
9,19.42
10,24.74
11,27.5
12,23.81
13,26.28
14,28.53
15,33.83
16,34.69
17,36.2
18,37.25
19,40.48
20,37.0
21,41.42
22,42.6
23,43.77
24,41.53
25,46.16
26,40.66
27,46.84
28,46.61
29,46.94
30,47.32
31,46.79
32,48.79
33,50.06
34,50.32
35,51.61
36,53.06
37,52.27
38,51.3
39,53.96
40,53.08
41,52.81
42,54.88
43,54.0
44,55.2
45,54.06
46,56.56
47,56.11
48,56.49
49,55.35
50,57.2
51,58.33
52,55.66
53,55.87
54,58.57
55,58.63
56,58.0
57,59.13
58,59.3
59,58.32
60,59.78
61,60.66
62,60.2
63,60.15
64,60.47
65,60.27
66,60.53
67,61.5
68,59.34
69,61.55
70,60.05
71,61.72
72,61.62
73,62.33
74,61.72
75,62.78
76,62.68
77,62.24
78,62.97
79,63.38
80,63.61
81,64.09
82,63.75
83,64.21
84,63.36
85,64.31
86,64.22
87,64.34
88,64.14
89,62.7
90,64.89
91,63.89
92,65.57
93,63.85
94,64.39
95,65.26
96,64.81
97,66.31
98,65.06
99,65.63
100,65.09
