Round,TestAcc
1,1.51
2,4.44
3,6.56
4,6.57
5,8.61
6,10.83
7,14.16
8,14.13
9,12.9
10,15.63
11,18.21
12,14.88
13,13.82
14,13.71
15,17.56
16,19.05
17,19.51
18,19.46
19,20.01
20,18.43
21,19.94
22,21.71
23,23.81
24,18.67
25,19.33
26,19.68
27,23.49
28,22.49
29,20.79
30,23.48
31,23.52
32,22.28
33,26.3
34,29.01
35,29.75
36,29.37
37,31.43
38,30.37
39,31.17
40,28.58
41,29.59
42,30.7
43,32.19
44,33.33
45,31.72
46,33.86
47,33.77
48,35.07
49,35.12
50,33.92
51,34.88
52,32.12
53,30.05
54,26.81
55,31.54
56,32.61
57,34.39
58,33.65
59,36.47
60,34.6
61,35.64
62,36.42
63,34.85
64,34.74
65,36.37
66,39.11
67,38.64
68,39.44
69,38.77
70,31.76
71,34.02
72,37.56
73,36.96
74,31.18
75,34.81
76,37.49
77,38.42
78,40.45
79,37.72
80,37.88
81,40.77
82,42.92
83,43.62
84,41.66
85,35.48
86,40.54
87,41.41
88,40.89
89,37.72
90,36.48
91,37.19
92,40.86
93,38.13
94,34.4
95,35.2
96,36.9
97,38.43
98,36.43
99,38.8
100,39.05
