Round,TestAcc
1,1.01
2,1.0
3,1.0
4,1.0
5,1.09
6,1.39
7,2.34
8,4.74
9,6.12
10,6.16
11,6.33
12,6.6
13,7.65
14,8.2
15,9.17
16,10.63
17,11.95
18,12.27
19,14.42
20,15.23
21,15.15
22,17.17
23,16.27
24,15.87
25,18.03
26,19.21
27,22.21
28,23.61
29,25.07
30,25.79
31,26.31
32,26.84
33,25.11
34,27.57
35,29.16
36,28.8
37,30.46
38,32.47
39,33.23
40,33.27
41,34.79
42,35.45
43,36.0
44,37.09
45,37.64
46,38.81
47,38.9
48,40.05
49,40.48
50,40.7
51,41.06
52,42.33
53,42.51
54,42.83
55,43.08
56,43.31
57,44.16
58,45.33
59,46.17
60,47.07
61,46.66
62,46.99
63,46.27
64,46.91
65,46.82
66,48.33
67,47.64
68,48.55
69,48.35
70,48.81
71,49.2
72,50.31
73,50.43
74,51.12
75,50.72
76,51.45
77,52.19
78,51.73
79,52.31
80,51.82
81,53.41
82,52.75
83,52.91
84,53.47
85,54.36
86,53.75
87,53.52
88,54.55
89,54.2
90,55.49
91,54.98
92,55.75
93,55.91
94,56.52
95,56.41
96,56.57
97,56.87
98,56.86
99,57.66
100,56.61
