Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-24 19:33:20,Ours,0.01,2.4392799610483973,26.45,26.45,11,62.3188,1:02.32,60.7974,0.2016,1.318,663.8153,11:03.82,10,"5,2,7,3,0,8,9,6,1,4",5:102;2:100;7:160;3:184;0:103;8:143;9:121;6:203;1:148;4:58,"5:[0,2,4,6,10,12,13,18,24,26];2:[0,1,2,4,6,10,12,13,24,26];7:[0,1,2,4,5,6,8,9,10,12,13,18,23,24,26,28];3:[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28];0:[0,1,2,4,6,10,13,18,24,26];8:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];9:[0,1,2,4,6,8,10,12,13,18,24,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28];1:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];4:[0,4,6,13,26]","c5:bw=102,experts=[0,2,4,6,10,12,13,18,24,26]; c2:bw=100,experts=[0,1,2,4,6,10,12,13,24,26]; c7:bw=160,experts=[0,1,2,4,5,6,8,9,10,12,13,18,23,24,26,28]; c3:bw=184,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]; c0:bw=103,experts=[0,1,2,4,6,10,13,18,24,26]; c8:bw=143,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c9:bw=121,experts=[0,1,2,4,6,8,10,12,13,18,24,26]; c6:bw=203,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28]; c1:bw=148,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c4:bw=58,experts=[0,4,6,13,26]","7.3630,4.4219,5.4361,5.9668,5.5406,6.3614,4.1700,7.9676,5.0412,8.5288"
12,2026-09-24 19:34:19,Ours,0.01,2.378885126021417,28.08,28.08,12,58.2026,0:58.20,56.7958,0.1899,1.2151,722.0347,12:02.03,10,"1,5,2,4,3,7,9,6,8,0",1:155;5:205;2:211;4:103;3:128;7:108;9:154;6:106;8:201;0:180,"1:[0,1,2,4,5,6,8,9,10,12,13,18,24,26,28];5:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];4:[0,2,4,5,6,10,12,13,18,26];3:[0,2,4,5,6,8,10,12,13,18,24,26];7:[0,4,6,8,10,12,13,18,23,26];9:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];6:[0,1,2,4,6,8,13,18,24,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28];0:[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]","c1:bw=155,experts=[0,1,2,4,5,6,8,9,10,12,13,18,24,26,28]; c5:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=211,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c4:bw=103,experts=[0,2,4,5,6,10,12,13,18,26]; c3:bw=128,experts=[0,2,4,5,6,8,10,12,13,18,24,26]; c7:bw=108,experts=[0,4,6,8,10,12,13,18,23,26]; c9:bw=154,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c6:bw=106,experts=[0,1,2,4,6,8,13,18,24,26]; c8:bw=201,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,22,23,24,25,26,28]; c0:bw=180,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]","5.0298,7.2107,4.3347,7.7300,5.5567,5.0202,3.8279,7.2750,5.7599,5.0509"
13,2026-09-24 19:35:15,Ours,0.01,2.3191672223180118,28.07,28.08,12,56.2046,0:56.20,54.7942,0.1866,1.222,778.2538,12:58.25,10,"3,1,4,5,8,6,9,7,0,2",3:111;1:174;4:13;5:107;8:56;6:133;9:54;7:214;0:93;2:59,"3:[0,4,5,6,8,10,12,13,18,24,26];1:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];4:[4];5:[0,1,2,4,6,8,13,18,24,26];8:[0,4,6,13,26];6:[0,4,5,6,8,9,10,12,13,18,23,24,26];9:[0,4,6,13,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];0:[0,1,2,4,6,13,18,24,26];2:[0,4,6,13,26]","c3:bw=111,experts=[0,4,5,6,8,10,12,13,18,24,26]; c1:bw=174,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c4:bw=13,experts=[4]; c5:bw=107,experts=[0,1,2,4,6,8,13,18,24,26]; c8:bw=56,experts=[0,4,6,13,26]; c6:bw=133,experts=[0,4,5,6,8,9,10,12,13,18,23,24,26]; c9:bw=54,experts=[0,4,6,13,26]; c7:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c0:bw=93,experts=[0,1,2,4,6,13,18,24,26]; c2:bw=59,experts=[0,4,6,13,26]","5.5147,4.7005,7.1799,6.6461,5.7635,7.1156,3.7755,4.9974,5.0093,4.0918"
14,2026-09-24 19:36:12,Ours,0.01,2.27017451599435,32.87,32.87,14,57.016,0:57.02,55.6149,0.192,1.2074,835.2859,13:55.29,10,"2,4,5,1,7,0,9,3,8,6",2:165;4:21;5:234;1:141;7:92;0:93;9:116;3:167;8:77;6:246,"2:[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28];4:[4,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,8,10,12,13,18,21,24,26];7:[0,4,5,6,10,12,13,18,26];0:[0,4,5,6,10,12,13,18,26];9:[0,4,5,6,8,10,12,13,18,24,26];3:[0,1,2,4,5,6,8,9,10,12,13,18,23,24,26,28];8:[1,2,4,6,13,18,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]","c2:bw=165,experts=[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28]; c4:bw=21,experts=[4,26]; c5:bw=234,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,28]; c1:bw=141,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26]; c7:bw=92,experts=[0,4,5,6,10,12,13,18,26]; c0:bw=93,experts=[0,4,5,6,10,12,13,18,26]; c9:bw=116,experts=[0,4,5,6,8,10,12,13,18,24,26]; c3:bw=167,experts=[0,1,2,4,5,6,8,9,10,12,13,18,23,24,26,28]; c8:bw=77,experts=[1,2,4,6,13,18,26]; c6:bw=246,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]","4.0098,7.1849,6.6360,4.6262,5.0451,5.2174,3.9529,5.7013,5.9718,7.2696"
15,2026-09-24 19:37:08,Ours,0.01,2.2269483967335004,34.61,34.61,15,56.0579,0:56.06,54.6457,0.1964,1.2139,891.3595,14:51.36,10,"7,0,1,8,3,2,4,5,9,6",7:216;0:75;1:52;8:190;3:38;2:193;4:171;5:65;9:71;6:120,"7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,20,21,22,23,24,26,28];0:[0,2,4,6,13,18,26];1:[0,4,6,13,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,24,25,26,28];3:[4,6,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28];4:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];5:[0,4,6,13,18,26];9:[0,1,2,4,6,13,26];6:[0,2,4,5,6,9,10,12,13,18,24,26]","c7:bw=216,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,20,21,22,23,24,26,28]; c0:bw=75,experts=[0,2,4,6,13,18,26]; c1:bw=52,experts=[0,4,6,13,26]; c8:bw=190,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,24,25,26,28]; c3:bw=38,experts=[4,6,26]; c2:bw=193,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]; c4:bw=171,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c5:bw=65,experts=[0,4,6,13,18,26]; c9:bw=71,experts=[0,1,2,4,6,13,26]; c6:bw=120,experts=[0,2,4,5,6,9,10,12,13,18,24,26]","5.0161,5.0108,4.6289,5.6509,5.4092,4.1061,7.2339,6.6310,3.7757,7.1829"
16,2026-09-24 19:38:04,Ours,0.01,2.1781507606353445,35.89,35.89,16,56.163,0:56.16,54.7589,0.1894,1.2128,947.5379,15:47.54,10,"6,1,3,8,7,5,4,9,0,2",6:147;1:105;3:159;8:180;7:81;5:145;4:130;9:88;0:208;2:189,"6:[0,2,4,5,6,8,9,10,12,13,18,24,26,28];1:[0,2,4,5,6,9,13,18,24,26];3:[0,2,4,5,6,8,9,10,12,13,18,23,24,26,28];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28];7:[0,4,6,12,13,18,24,26];5:[0,2,4,5,6,8,9,10,12,13,18,24,26,28];4:[0,2,4,5,6,8,10,12,13,18,24,26,28];9:[0,2,4,6,13,18,24,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]","c6:bw=147,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26,28]; c1:bw=105,experts=[0,2,4,5,6,9,13,18,24,26]; c3:bw=159,experts=[0,2,4,5,6,8,9,10,12,13,18,23,24,26,28]; c8:bw=180,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28]; c7:bw=81,experts=[0,4,6,12,13,18,24,26]; c5:bw=145,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26,28]; c4:bw=130,experts=[0,2,4,5,6,8,10,12,13,18,24,26,28]; c9:bw=88,experts=[0,2,4,6,13,18,24,26]; c0:bw=208,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=189,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]","7.1673,4.6404,5.4370,5.6907,5.0205,6.6402,7.2957,3.8128,5.0270,4.0274"
17,2026-09-24 19:39:01,Ours,0.01,2.1402348229278765,37.45,37.45,17,57.2143,0:57.21,55.8413,0.1729,1.1984,1004.7686,16:44.77,10,"4,7,8,3,5,1,0,2,9,6",4:212;7:90;8:29;3:192;5:11;1:106;0:39;2:71;9:136;6:141,"4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];7:[0,4,6,9,10,12,13,18,26];8:[4,26];3:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28];5:[4];1:[0,2,4,6,9,10,13,18,24,26];0:[0,4,26];2:[0,4,6,10,13,18,26];9:[0,2,4,5,6,8,9,10,12,13,18,24,26];6:[0,4,5,6,8,9,10,12,13,18,23,24,26,28]","c4:bw=212,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c7:bw=90,experts=[0,4,6,9,10,12,13,18,26]; c8:bw=29,experts=[4,26]; c3:bw=192,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28]; c5:bw=11,experts=[4]; c1:bw=106,experts=[0,2,4,6,9,10,13,18,24,26]; c0:bw=39,experts=[0,4,26]; c2:bw=71,experts=[0,4,6,10,13,18,26]; c9:bw=136,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26]; c6:bw=141,experts=[0,4,5,6,8,9,10,12,13,18,23,24,26,28]","7.3443,5.0388,5.6813,5.4644,6.6035,4.8191,5.2275,4.2053,4.0017,7.4556"
18,2026-09-24 19:39:58,Ours,0.01,2.1055347526187695,36.76,37.45,17,56.4129,0:56.41,55.0247,0.1643,1.2221,1061.2,17:41.20,10,"1,8,5,2,9,7,4,3,0,6",1:23;8:18;5:127;2:137;9:69;7:200;4:204;3:137;0:179;6:115,"1:[4,26];8:[4];5:[0,4,5,6,8,9,10,12,13,18,24,26];2:[0,1,2,4,5,6,10,12,13,18,24,26,28];9:[0,4,6,13,18,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28];3:[0,2,4,5,6,8,9,10,12,13,18,24,26];0:[0,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28];6:[0,1,2,4,5,6,10,13,18,24,26]","c1:bw=23,experts=[4,26]; c8:bw=18,experts=[4]; c5:bw=127,experts=[0,4,5,6,8,9,10,12,13,18,24,26]; c2:bw=137,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c9:bw=69,experts=[0,4,6,13,18,26]; c7:bw=200,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28]; c4:bw=204,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28]; c3:bw=137,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26]; c0:bw=179,experts=[0,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]; c6:bw=115,experts=[0,1,2,4,5,6,10,13,18,24,26]","4.6406,5.6651,6.7386,4.0292,3.8068,5.0380,7.3247,5.4699,5.0921,7.2196"
19,2026-09-24 19:40:54,Ours,0.01,2.0800825686018594,39.18,39.18,19,56.6929,0:56.69,55.3079,0.1747,1.2085,1117.9097,18:37.91,10,"8,0,4,1,9,5,7,2,6,3",8:205;0:154;4:188;1:169;9:140;5:106;7:82;2:52;6:241;3:145,"8:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28];0:[0,2,4,5,6,9,10,12,13,18,21,23,24,26,28];4:[0,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28];1:[0,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];9:[0,2,4,5,6,8,9,10,12,13,18,24,26,28];5:[0,4,5,6,9,12,13,18,24,26];7:[0,2,4,6,13,18,24,26];2:[4,6,13,18,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,20,21,22,23,24,25,26,28];3:[0,1,2,4,5,6,8,10,12,13,18,24,26,28]","c8:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,26,28]; c0:bw=154,experts=[0,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c4:bw=188,experts=[0,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28]; c1:bw=169,experts=[0,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c9:bw=140,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26,28]; c5:bw=106,experts=[0,4,5,6,9,12,13,18,24,26]; c7:bw=82,experts=[0,2,4,6,13,18,24,26]; c2:bw=52,experts=[4,6,13,18,26]; c6:bw=241,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,20,21,22,23,24,25,26,28]; c3:bw=145,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]","5.7672,5.1026,7.3064,4.7260,3.8416,6.6940,5.0820,4.0747,7.2204,5.4929"
20,2026-09-24 19:41:52,Ours,0.01,2.0445003289824983,40.8,40.8,20,57.5764,0:57.58,56.1275,0.1902,1.2568,1175.5072,19:35.51,10,"0,2,1,9,7,6,3,5,4,8",0:101;2:151;1:147;9:61;7:157;6:248;3:67;5:13;4:217;8:184,"0:[0,4,5,6,9,10,12,13,18,26];2:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];1:[0,2,4,5,6,8,9,10,12,13,18,21,24,26];9:[0,4,6,13,18,26];7:[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28];3:[0,4,6,13,18,26];5:[4];4:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,26,28];8:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,24,26,28]","c0:bw=101,experts=[0,4,5,6,9,10,12,13,18,26]; c2:bw=151,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c1:bw=147,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26]; c9:bw=61,experts=[0,4,6,13,18,26]; c7:bw=157,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28]; c6:bw=248,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28]; c3:bw=67,experts=[0,4,6,13,18,26]; c5:bw=13,experts=[4]; c4:bw=217,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,26,28]; c8:bw=184,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,24,26,28]","5.0624,4.0616,4.6783,3.8149,5.0607,7.1944,5.4484,7.0804,7.6656,6.0607"
21,2026-09-24 19:42:48,Ours,0.01,2.0127773384523504,42.83,42.83,21,56.413,0:56.41,55.0186,0.1778,1.2147,1231.9378,20:31.94,10,"1,2,7,4,8,5,0,3,6,9",1:150;2:145;7:46;4:175;8:67;5:118;0:243;3:27;6:57;9:93,"1:[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28];2:[0,2,4,5,6,9,10,12,13,18,21,24,26,28];7:[4,6,13,26];4:[0,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28];8:[0,4,6,13,18,26];5:[0,2,4,5,6,9,10,12,13,18,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28];3:[4,26];6:[0,4,9,18,26];9:[0,2,4,6,10,12,13,18,26]","c1:bw=150,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26,28]; c2:bw=145,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]; c7:bw=46,experts=[4,6,13,26]; c4:bw=175,experts=[0,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]; c8:bw=67,experts=[0,4,6,13,18,26]; c5:bw=118,experts=[0,2,4,5,6,9,10,12,13,18,26]; c0:bw=243,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28]; c3:bw=27,experts=[4,26]; c6:bw=57,experts=[0,4,9,18,26]; c9:bw=93,experts=[0,2,4,6,10,12,13,18,26]","4.7811,4.0496,5.0386,7.3617,5.7195,6.6587,5.0698,5.4449,7.0808,3.8139"
22,2026-09-24 19:43:46,Ours,0.01,1.979771485272473,43.03,43.03,22,57.3179,0:57.32,55.907,0.1863,1.2228,1289.2765,21:29.28,10,"7,9,1,6,5,2,0,4,3,8",7:59;9:120;1:24;6:224;5:61;2:242;0:245;4:133;3:204;8:120,"7:[0,4,6,13,26];9:[0,2,4,5,6,8,9,10,12,13,18,26];1:[4,26];6:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28];5:[0,4,6,13,18,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,21,23,24,25,26,27,28];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28];4:[0,2,4,5,6,8,9,10,12,13,18,24,26];3:[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28];8:[0,2,4,5,6,8,9,10,12,13,18,26]","c7:bw=59,experts=[0,4,6,13,26]; c9:bw=120,experts=[0,2,4,5,6,8,9,10,12,13,18,26]; c1:bw=24,experts=[4,26]; c6:bw=224,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28]; c5:bw=61,experts=[0,4,6,13,18,26]; c2:bw=242,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,21,23,24,25,26,27,28]; c0:bw=245,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28]; c4:bw=133,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26]; c3:bw=204,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28]; c8:bw=120,experts=[0,2,4,5,6,8,9,10,12,13,18,26]","5.0515,3.7979,4.6551,7.1937,6.6809,4.0606,5.6582,7.3501,5.5621,5.8968"
23,2026-09-24 19:44:43,Ours,0.01,1.9633656455360415,43.35,43.35,23,57.41,0:57.41,55.9594,0.1883,1.2604,1346.7045,22:26.70,10,"5,7,4,6,9,8,3,1,2,0",5:190;7:55;4:205;6:37;9:184;8:128;3:57;1:226;2:118;0:41,"5:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,25,26,28];7:[4,6,9,13,26];4:[0,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,26,28];6:[4,6,26];9:[0,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28];8:[0,4,5,6,8,9,10,12,13,18,24,26];3:[4,6,9,13,26];1:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28];2:[0,2,4,5,6,8,9,10,13,18,26];0:[4,6,13,26]","c5:bw=190,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,25,26,28]; c7:bw=55,experts=[4,6,9,13,26]; c4:bw=205,experts=[0,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,26,28]; c6:bw=37,experts=[4,6,26]; c9:bw=184,experts=[0,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,26,28]; c8:bw=128,experts=[0,4,5,6,8,9,10,12,13,18,24,26]; c3:bw=57,experts=[4,6,9,13,26]; c1:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28]; c2:bw=118,experts=[0,2,4,5,6,8,9,10,13,18,26]; c0:bw=41,experts=[4,6,13,26]","6.7259,5.0044,7.3445,7.1796,3.8425,5.7132,5.6122,4.9320,4.2478,5.3573"
24,2026-09-24 19:45:40,Ours,0.01,1.940376317031787,42.5,43.35,23,56.729,0:56.73,55.3084,0.1926,1.2226,1403.4537,23:23.45,10,"6,4,7,9,2,1,5,8,3,0",6:110;4:46;7:12;9:182;2:158;1:10;5:90;8:67;3:10;0:115,"6:[0,2,4,5,6,10,12,13,18,24,26];4:[0,4,6,26];7:[4];9:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,25,26,28];2:[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28];1:[4];5:[0,4,5,6,9,12,13,18,26];8:[0,4,6,9,13,26];3:[4];0:[0,4,5,6,9,10,12,13,18,21,26]","c6:bw=110,experts=[0,2,4,5,6,10,12,13,18,24,26]; c4:bw=46,experts=[0,4,6,26]; c7:bw=12,experts=[4]; c9:bw=182,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,25,26,28]; c2:bw=158,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28]; c1:bw=10,experts=[4]; c5:bw=90,experts=[0,4,5,6,9,12,13,18,26]; c8:bw=67,experts=[0,4,6,9,13,26]; c3:bw=10,experts=[4]; c0:bw=115,experts=[0,4,5,6,9,10,12,13,18,21,26]","7.5387,7.3119,5.0135,3.8347,4.0808,4.6336,6.6657,5.7308,5.4210,5.0778"
25,2026-09-24 19:46:37,Ours,0.01,1.9229163447744546,46.08,46.08,25,57.1856,0:57.19,55.7545,0.2043,1.2251,1460.656,24:20.66,10,"9,6,4,3,5,1,8,2,0,7",9:148;6:58;4:214;3:50;5:233;1:179;8:200;2:46;0:206;7:146,"9:[0,1,2,4,5,6,9,10,12,13,18,21,24,26];6:[0,4,9,13,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,18,20,21,22,23,24,25,26,28];3:[2,4,6,13,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];8:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[4,6,13,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,18,20,21,22,23,24,26,28];7:[0,2,4,5,6,8,9,10,12,13,18,21,24,26]","c9:bw=148,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,26]; c6:bw=58,experts=[0,4,9,13,26]; c4:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,20,21,22,23,24,25,26,28]; c3:bw=50,experts=[2,4,6,13,26]; c5:bw=233,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c1:bw=179,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c8:bw=200,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=46,experts=[4,6,13,26]; c0:bw=206,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,20,21,22,23,24,26,28]; c7:bw=146,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26]","3.9455,7.3705,7.3602,5.4944,6.7204,4.7400,5.7686,4.0533,5.1423,5.1594"
26,2026-09-24 19:47:35,Ours,0.01,1.8950234972663011,45.14,46.08,25,57.7154,0:57.72,56.2406,0.2084,1.2645,1518.3902,25:18.39,10,"3,6,9,7,1,5,2,8,0,4",3:162;6:123;9:184;7:114;1:122;5:75;2:110;8:195;0:39;4:175,"3:[0,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];6:[0,4,5,6,8,9,10,12,13,18,24,26];9:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28];7:[0,2,4,5,6,9,10,13,18,24,26];1:[0,4,5,6,8,9,10,12,13,18,24,26];5:[4,5,6,9,13,18,26];2:[0,2,4,5,6,10,12,13,18,24,26];8:[0,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28];0:[4,9,26];4:[0,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]","c3:bw=162,experts=[0,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c6:bw=123,experts=[0,4,5,6,8,9,10,12,13,18,24,26]; c9:bw=184,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]; c7:bw=114,experts=[0,2,4,5,6,9,10,13,18,24,26]; c1:bw=122,experts=[0,4,5,6,8,9,10,12,13,18,24,26]; c5:bw=75,experts=[4,5,6,9,13,18,26]; c2:bw=110,experts=[0,2,4,5,6,10,12,13,18,24,26]; c8:bw=195,experts=[0,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28]; c0:bw=39,experts=[4,9,26]; c4:bw=175,experts=[0,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]","5.6386,7.3839,3.8387,5.0619,4.6979,6.6762,4.1758,5.7936,5.3398,7.6342"
