Round,TestAcc
1,1.63
2,2.07
3,2.78
4,3.7
5,4.46
6,6.96
7,6.53
8,6.62
9,9.64
10,10.37
11,14.75
12,17.55
13,12.52
14,17.19
15,16.51
16,14.98
17,23.51
18,19.5
19,21.89
20,17.19
21,20.32
22,17.54
23,21.49
24,25.68
25,26.21
26,32.9
27,32.38
28,34.86
29,35.92
30,29.24
31,20.36
32,23.11
33,32.31
34,30.71
35,37.92
36,37.36
37,36.61
38,24.9
39,35.45
40,42.01
41,25.52
42,38.57
43,38.42
44,34.03
45,33.26
46,40.88
47,39.96
48,41.55
49,41.13
50,50.31
51,50.59
52,46.58
53,46.98
54,39.57
55,42.62
56,45.67
57,49.43
58,34.25
59,35.78
60,47.24
61,47.32
62,36.65
63,49.98
64,51.58
65,52.34
66,55.18
67,52.64
68,46.8
69,42.82
70,53.53
71,54.11
72,54.22
73,54.83
74,54.92
75,43.69
76,53.84
77,41.0
78,38.41
79,49.93
80,52.61
81,59.58
82,57.51
83,52.74
84,59.07
85,57.85
86,58.27
87,57.21
88,56.23
89,56.54
90,51.49
91,59.33
92,55.27
93,50.74
94,53.68
95,59.86
96,59.94
97,54.46
98,56.82
99,59.22
100,56.38
