Round,TestAcc
1,1.23
2,3.68
3,4.67
4,7.43
5,8.95
6,13.93
7,13.4
8,15.26
9,17.24
10,13.66
11,21.1
12,23.4
13,22.22
14,26.62
15,28.86
16,27.52
17,27.07
18,19.26
19,29.0
20,33.05
21,31.3
22,38.6
23,35.58
24,30.31
25,38.55
26,33.0
27,27.55
28,33.8
29,37.99
30,42.92
31,41.96
32,41.92
33,45.44
34,45.77
35,34.8
36,49.09
37,50.33
38,49.99
39,48.69
40,48.46
41,51.08
42,41.97
43,44.09
44,51.67
45,52.86
46,54.0
47,52.03
48,54.26
49,53.52
50,55.43
51,49.23
52,48.25
53,54.12
54,54.92
55,55.42
56,53.41
57,55.95
58,58.48
59,56.14
60,56.48
61,57.15
62,57.68
63,57.47
64,57.35
65,58.72
66,59.48
67,59.05
68,53.35
69,59.99
70,53.9
71,59.12
72,58.27
73,59.98
74,57.76
75,59.46
76,59.84
77,60.21
78,60.73
79,61.12
80,61.08
81,62.32
82,63.57
83,63.58
84,61.4
85,61.08
86,59.8
87,61.47
88,61.42
89,62.46
90,63.92
91,61.59
92,59.28
93,58.78
94,62.54
95,62.06
96,63.93
97,63.04
98,60.92
99,64.46
100,64.43
