Round,TestAcc
1,1.28
2,3.47
3,5.83
4,8.03
5,10.79
6,14.33
7,14.64
8,16.71
9,18.85
10,15.93
11,22.92
12,25.82
13,24.4
14,28.35
15,29.62
16,28.76
17,25.26
18,27.49
19,33.83
20,35.03
21,36.44
22,38.9
23,38.19
24,34.85
25,40.35
26,39.85
27,38.08
28,30.51
29,43.63
30,46.5
31,40.33
32,46.5
33,47.06
34,49.17
35,44.26
36,50.68
37,50.92
38,50.06
39,49.91
40,53.01
41,50.29
42,52.02
43,50.59
44,52.3
45,54.0
46,54.17
47,54.38
48,55.19
49,54.63
50,56.28
51,53.52
52,55.71
53,56.72
54,56.34
55,56.9
56,56.25
57,57.62
58,56.49
59,56.52
60,58.27
61,58.13
62,58.6
63,59.12
64,59.68
65,59.16
66,58.71
67,59.91
68,58.3
69,59.89
70,55.75
71,58.98
72,60.16
73,60.28
74,58.81
75,60.93
76,60.47
77,60.53
78,62.05
79,62.09
80,62.17
81,62.92
82,63.02
83,62.53
84,61.17
85,60.68
86,59.04
87,63.21
88,61.83
89,60.5
90,63.64
91,63.06
92,64.43
93,60.87
94,61.97
95,62.31
96,64.38
97,64.23
98,62.78
99,64.08
100,64.03
