Round,TestAcc
1,1.11
2,1.0
3,1.21
4,1.23
5,1.09
6,1.45
7,1.96
8,4.12
9,4.78
10,5.32
11,5.23
12,5.64
13,6.54
14,6.74
15,7.96
16,9.02
17,10.24
18,11.23
19,13.18
20,13.84
21,15.18
22,15.07
23,15.35
24,15.13
25,16.47
26,16.71
27,18.05
28,19.78
29,20.6
30,21.65
31,22.04
32,22.98
33,22.32
34,24.48
35,26.35
36,28.01
37,27.76
38,28.16
39,29.24
40,29.55
41,30.25
42,31.16
43,31.87
44,31.95
45,33.55
46,34.31
47,34.13
48,33.6
49,35.58
50,35.92
51,37.99
52,39.07
53,39.98
54,40.11
55,40.65
56,40.92
57,41.15
58,40.44
59,42.42
60,42.57
61,44.02
62,44.96
63,43.82
64,45.76
65,44.18
66,44.29
67,44.26
68,46.98
69,46.39
70,46.92
71,47.44
72,46.72
73,47.84
74,48.83
75,48.58
76,49.39
77,50.01
78,50.47
79,51.04
80,51.77
81,52.28
82,52.89
83,52.86
84,53.05
85,52.79
86,52.56
87,52.21
88,51.11
89,52.34
90,52.66
91,53.45
92,53.62
93,54.02
94,54.59
95,54.49
96,54.92
97,53.81
98,55.47
99,55.98
100,56.64
