Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-23 19:54:33,Ours,0.01,2.802144926027902,17.81,17.81,11,53.2291,0:53.23,51.7725,0.2954,1.159,610.2185,10:10.22,20,"2,6,16,4,17,1,13,12,19,3,8,15,5,10,14,7,11,9,18,0",2:27;6:55;16:43;4:16;17:44;1:40;13:40;12:20;19:25;3:50;8:39;15:44;5:28;10:35;14:15;7:44;11:34;9:33;18:47;0:28,"2:[4,6];6:[1,2,4,5,6];16:[2,4,5,6];4:[4];17:[1,2,4,6];1:[0,1,4,6];13:[1,2,4,6];12:[4,6];19:[4,6];3:[0,1,4,5,6];8:[1,4,6];15:[0,4,5,6];5:[4,6];10:[1,4,6];14:[4];7:[1,2,4,6];11:[1,4,6];9:[1,4,6];18:[1,2,4,6];0:[4,6]","c2:bw=27,experts=[4,6]; c6:bw=55,experts=[1,2,4,5,6]; c16:bw=43,experts=[2,4,5,6]; c4:bw=16,experts=[4]; c17:bw=44,experts=[1,2,4,6]; c1:bw=40,experts=[0,1,4,6]; c13:bw=40,experts=[1,2,4,6]; c12:bw=20,experts=[4,6]; c19:bw=25,experts=[4,6]; c3:bw=50,experts=[0,1,4,5,6]; c8:bw=39,experts=[1,4,6]; c15:bw=44,experts=[0,4,5,6]; c5:bw=28,experts=[4,6]; c10:bw=35,experts=[1,4,6]; c14:bw=15,experts=[4]; c7:bw=44,experts=[1,2,4,6]; c11:bw=34,experts=[1,4,6]; c9:bw=33,experts=[1,4,6]; c18:bw=47,experts=[1,2,4,6]; c0:bw=28,experts=[4,6]","2.6394,2.0477,2.1198,3.3390,2.2486,3.7329,4.1325,2.4625,3.6249,1.4717,2.2641,2.9569,1.2857,1.2278,3.8319,3.2341,2.3778,2.2397,3.0387,1.4968"
12,2026-09-23 19:55:31,Ours,0.01,2.740816896263021,18.95,18.95,12,58.5131,0:58.51,57.0284,0.3111,1.1676,668.7447,11:08.74,20,"14,3,9,18,8,11,17,6,5,12,19,13,10,15,7,0,4,16,2,1",14:29;3:35;9:42;18:45;8:55;11:45;17:39;6:29;5:56;12:73;19:31;13:53;10:62;15:36;7:30;0:49;4:28;16:28;2:57;1:42,"14:[4,6];3:[1,4,6];9:[2,4,5,6];18:[1,2,4,6];8:[1,2,4,5,6];11:[0,1,4,6];17:[1,4,6];6:[4,6];5:[1,2,4,6,7];12:[0,1,2,4,5,6,7];19:[4,5,6];13:[1,2,4,5,6];10:[0,1,2,4,5,6];15:[4,5,6];7:[4,5,6];0:[1,4,5,6];4:[1,4];16:[4,6];2:[1,2,4,5,6];1:[1,4,5,6]","c14:bw=29,experts=[4,6]; c3:bw=35,experts=[1,4,6]; c9:bw=42,experts=[2,4,5,6]; c18:bw=45,experts=[1,2,4,6]; c8:bw=55,experts=[1,2,4,5,6]; c11:bw=45,experts=[0,1,4,6]; c17:bw=39,experts=[1,4,6]; c6:bw=29,experts=[4,6]; c5:bw=56,experts=[1,2,4,6,7]; c12:bw=73,experts=[0,1,2,4,5,6,7]; c19:bw=31,experts=[4,5,6]; c13:bw=53,experts=[1,2,4,5,6]; c10:bw=62,experts=[0,1,2,4,5,6]; c15:bw=36,experts=[4,5,6]; c7:bw=30,experts=[4,5,6]; c0:bw=49,experts=[1,4,5,6]; c4:bw=28,experts=[1,4]; c16:bw=28,experts=[4,6]; c2:bw=57,experts=[1,2,4,5,6]; c1:bw=42,experts=[1,4,5,6]","3.8945,1.4879,2.2684,3.0725,2.2828,2.4762,2.3796,2.2014,1.5453,3.0385,4.3422,4.8544,1.4521,3.5082,3.7398,1.6993,3.8490,2.5369,2.6655,3.7338"
13,2026-09-23 19:56:25,Ours,0.01,2.726906312699127,20.5,20.5,13,53.6516,0:53.65,52.1989,0.2975,1.1493,722.4123,12:02.41,20,"9,8,6,14,13,2,19,12,1,17,4,15,18,0,16,7,10,3,5,11",9:15;8:15;6:36;14:70;13:32;2:16;19:36;12:42;1:47;17:55;4:10;15:38;18:51;0:25;16:10;7:58;10:42;3:30;5:29;11:52,"9:[4];8:[4];6:[1,4,6];14:[0,1,2,4,5,6,7];13:[4,5,6];2:[4];19:[1,4,6];12:[2,4,5,6];1:[0,1,4,6];17:[0,1,2,4,6];4:[5];15:[1,4,6];18:[1,2,4,5,6];0:[4,6];16:[4];7:[1,2,4,5,6];10:[1,2,4,6];3:[2,4,6];5:[4,6];11:[0,1,4,5,6]","c9:bw=15,experts=[4]; c8:bw=15,experts=[4]; c6:bw=36,experts=[1,4,6]; c14:bw=70,experts=[0,1,2,4,5,6,7]; c13:bw=32,experts=[4,5,6]; c2:bw=16,experts=[4]; c19:bw=36,experts=[1,4,6]; c12:bw=42,experts=[2,4,5,6]; c1:bw=47,experts=[0,1,4,6]; c17:bw=55,experts=[0,1,2,4,6]; c4:bw=10,experts=[5]; c15:bw=38,experts=[1,4,6]; c18:bw=51,experts=[1,2,4,5,6]; c0:bw=25,experts=[4,6]; c16:bw=10,experts=[4]; c7:bw=58,experts=[1,2,4,5,6]; c10:bw=42,experts=[1,2,4,6]; c3:bw=30,experts=[2,4,6]; c5:bw=29,experts=[4,6]; c11:bw=52,experts=[0,1,4,5,6]","2.2856,2.2828,2.0608,3.9104,4.0991,2.6057,3.6487,2.5017,3.7133,2.2476,3.3498,3.0055,3.0447,1.5051,2.1136,3.2302,1.2453,1.4818,1.2999,2.5674"
14,2026-09-23 19:57:19,Ours,0.01,2.6549448933007276,22.46,22.46,14,53.6954,0:53.70,52.1983,0.3173,1.1739,776.1212,12:56.12,20,"5,11,4,19,9,1,12,10,7,0,8,13,6,17,16,14,18,3,2,15",5:64;11:36;4:10;19:42;9:32;1:38;12:43;10:31;7:25;0:25;8:21;13:34;6:67;17:10;16:19;14:25;18:63;3:45;2:45;15:12,"5:[0,1,2,4,5,6];11:[0,4,6];4:[4];19:[2,4,5,6];9:[4,5,6];1:[0,4,6];12:[0,4,5,6];10:[2,4,6];7:[4,6];0:[4,6];8:[4,6];13:[4,5,6];6:[0,1,2,4,5,6];17:[4];16:[4];14:[4,6];18:[0,1,2,4,5,6];3:[0,4,5,6];2:[1,2,4,6];15:[4]","c5:bw=64,experts=[0,1,2,4,5,6]; c11:bw=36,experts=[0,4,6]; c4:bw=10,experts=[4]; c19:bw=42,experts=[2,4,5,6]; c9:bw=32,experts=[4,5,6]; c1:bw=38,experts=[0,4,6]; c12:bw=43,experts=[0,4,5,6]; c10:bw=31,experts=[2,4,6]; c7:bw=25,experts=[4,6]; c0:bw=25,experts=[4,6]; c8:bw=21,experts=[4,6]; c13:bw=34,experts=[4,5,6]; c6:bw=67,experts=[0,1,2,4,5,6]; c17:bw=10,experts=[4]; c16:bw=19,experts=[4]; c14:bw=25,experts=[4,6]; c18:bw=63,experts=[0,1,2,4,5,6]; c3:bw=45,experts=[0,4,5,6]; c2:bw=45,experts=[1,2,4,6]; c15:bw=12,experts=[4]","1.3252,2.3931,3.3808,3.6668,2.2558,3.7282,2.5229,1.2395,3.2407,1.5118,2.2883,4.1407,2.0634,2.2681,2.1165,3.8460,3.1109,1.4933,2.6363,2.9702"
15,2026-09-23 19:58:13,Ours,0.01,2.6078818430171937,23.12,23.12,15,53.8908,0:53.89,52.4265,0.3041,1.158,830.0279,13:50.03,20,"14,16,19,13,4,12,5,7,10,1,0,15,3,8,18,11,6,2,9,17",14:50;16:29;19:59;13:60;4:47;12:10;5:18;7:59;10:13;1:14;0:20;15:10;3:10;8:52;18:34;11:55;6:33;2:53;9:19;17:47,"14:[0,2,4,5,6];16:[1,4];19:[0,1,2,4,6];13:[0,1,2,4,5,6];4:[2,4,5,6];12:[4];5:[4];7:[0,2,4,5,6];10:[4];1:[4];0:[4,6];15:[4];3:[4];8:[0,1,4,5,6];18:[1,4,6];11:[0,1,2,4,6];6:[4,5,6];2:[0,1,2,4,6];9:[4];17:[2,4,5,6]","c14:bw=50,experts=[0,2,4,5,6]; c16:bw=29,experts=[1,4]; c19:bw=59,experts=[0,1,2,4,6]; c13:bw=60,experts=[0,1,2,4,5,6]; c4:bw=47,experts=[2,4,5,6]; c12:bw=10,experts=[4]; c5:bw=18,experts=[4]; c7:bw=59,experts=[0,2,4,5,6]; c10:bw=13,experts=[4]; c1:bw=14,experts=[4]; c0:bw=20,experts=[4,6]; c15:bw=10,experts=[4]; c3:bw=10,experts=[4]; c8:bw=52,experts=[0,1,4,5,6]; c18:bw=34,experts=[1,4,6]; c11:bw=55,experts=[0,1,2,4,6]; c6:bw=33,experts=[4,5,6]; c2:bw=53,experts=[0,1,2,4,6]; c9:bw=19,experts=[4]; c17:bw=47,experts=[2,4,5,6]","3.9181,2.1417,3.7158,4.1925,3.3799,2.5034,1.3049,3.2377,1.2305,3.7258,1.5206,2.9902,1.4780,2.3114,3.1067,2.4122,2.0559,2.6726,2.2581,2.2704"
16,2026-09-23 19:59:12,Ours,0.01,2.831217619510286,21.97,23.12,15,59.4637,0:59.46,57.9846,0.3072,1.166,889.5056,14:49.51,20,"6,11,4,1,18,9,14,13,10,0,12,5,7,3,17,16,15,2,19,8",6:40;11:10;4:35;1:29;18:12;9:24;14:29;13:24;10:22;0:57;12:14;5:40;7:22;3:43;17:43;16:54;15:48;2:52;19:62;8:49,"6:[3,4,6,7];11:[3];4:[3,4,6];1:[3,7];18:[3];9:[3,7];14:[3,4];13:[3,7];10:[3,7];0:[3,4,5,6,7];12:[3];5:[3,4,5,6];7:[3,4];3:[3,4,6,7];17:[3,4,6,7];16:[3,4,5,6,7];15:[3,4,6,7];2:[0,3,4,6,7];19:[2,3,4,5,6,7];8:[3,4,6,7]","c6:bw=40,experts=[3,4,6,7]; c11:bw=10,experts=[3]; c4:bw=35,experts=[3,4,6]; c1:bw=29,experts=[3,7]; c18:bw=12,experts=[3]; c9:bw=24,experts=[3,7]; c14:bw=29,experts=[3,4]; c13:bw=24,experts=[3,7]; c10:bw=22,experts=[3,7]; c0:bw=57,experts=[3,4,5,6,7]; c12:bw=14,experts=[3]; c5:bw=40,experts=[3,4,5,6]; c7:bw=22,experts=[3,4]; c3:bw=43,experts=[3,4,6,7]; c17:bw=43,experts=[3,4,6,7]; c16:bw=54,experts=[3,4,5,6,7]; c15:bw=48,experts=[3,4,6,7]; c2:bw=52,experts=[0,3,4,6,7]; c19:bw=62,experts=[2,3,4,5,6,7]; c8:bw=49,experts=[3,4,6,7]","2.0675,2.4234,3.3979,3.7283,3.1059,2.2595,4.0314,4.7490,1.5678,1.8202,2.9736,1.5695,3.8415,1.7624,2.7433,2.4964,3.4868,3.1009,4.2451,2.6141"
17,2026-09-23 20:00:12,Ours,0.01,2.7738723095949354,21.22,23.12,15,59.6956,0:59.70,57.9168,0.3892,1.3823,949.2181,15:49.22,20,"14,7,12,6,11,4,16,9,10,0,3,8,18,5,19,1,13,17,2,15",14:33;7:25;12:74;6:39;11:10;4:58;16:30;9:37;10:44;0:11;3:52;8:10;18:31;5:10;19:40;1:29;13:27;17:11;2:19;15:50,"14:[4,5,6];7:[4,7];12:[0,1,2,4,5,6,7];6:[4,5,6];11:[7];4:[0,4,5,6,7];16:[4,5,6];9:[4,5,6];10:[2,4,5,6];0:[0];3:[0,2,4,5,6];8:[4];18:[4,6,7];5:[4];19:[0,4,5,6];1:[2,4];13:[4,6];17:[4];2:[4];15:[0,2,4,5,6]","c14:bw=33,experts=[4,5,6]; c7:bw=25,experts=[4,7]; c12:bw=74,experts=[0,1,2,4,5,6,7]; c6:bw=39,experts=[4,5,6]; c11:bw=10,experts=[7]; c4:bw=58,experts=[0,4,5,6,7]; c16:bw=30,experts=[4,5,6]; c9:bw=37,experts=[4,5,6]; c10:bw=44,experts=[2,4,5,6]; c0:bw=11,experts=[0]; c3:bw=52,experts=[0,2,4,5,6]; c8:bw=10,experts=[4]; c18:bw=31,experts=[4,6,7]; c5:bw=10,experts=[4]; c19:bw=40,experts=[0,4,5,6]; c1:bw=29,experts=[2,4]; c13:bw=27,experts=[4,6]; c17:bw=11,experts=[4]; c2:bw=19,experts=[4]; c15:bw=50,experts=[0,2,4,5,6]","4.0104,3.3003,2.5877,2.0817,2.4165,3.4221,2.1683,2.3050,1.2725,1.5255,1.5664,2.4158,3.4557,1.6774,4.5130,4.4969,5.0801,2.7545,3.2191,3.6480"
18,2026-09-23 20:01:16,Ours,0.01,2.6169621327120915,23.77,23.77,18,63.5872,1:03.59,61.8995,0.3343,1.347,1012.8227,16:52.82,20,"7,3,4,18,1,12,8,9,14,17,19,13,6,5,2,10,11,15,0,16",7:55;3:37;4:56;18:60;1:10;12:18;8:10;9:19;14:40;17:50;19:33;13:43;6:31;5:35;2:37;10:27;11:57;15:51;0:49;16:38,"7:[0,1,4,5,6];3:[1,4,6];4:[1,2,4,5,6];18:[0,1,2,4,5,6];1:[4];12:[4];8:[4];9:[0];14:[0,1,4,6];17:[0,2,4,5,6];19:[4,5,6];13:[0,4,5,6];6:[2,4,6];5:[2,4,6];2:[4,5,6];10:[4,6];11:[0,1,4,5,6];15:[0,2,4,5,6];0:[0,2,4,6];16:[0,4,6]","c7:bw=55,experts=[0,1,4,5,6]; c3:bw=37,experts=[1,4,6]; c4:bw=56,experts=[1,2,4,5,6]; c18:bw=60,experts=[0,1,2,4,5,6]; c1:bw=10,experts=[4]; c12:bw=18,experts=[4]; c8:bw=10,experts=[4]; c9:bw=19,experts=[0]; c14:bw=40,experts=[0,1,4,6]; c17:bw=50,experts=[0,2,4,5,6]; c19:bw=33,experts=[4,5,6]; c13:bw=43,experts=[0,4,5,6]; c6:bw=31,experts=[2,4,6]; c5:bw=35,experts=[2,4,6]; c2:bw=37,experts=[4,5,6]; c10:bw=27,experts=[4,6]; c11:bw=57,experts=[0,1,4,5,6]; c15:bw=51,experts=[0,2,4,5,6]; c0:bw=49,experts=[0,2,4,6]; c16:bw=38,experts=[0,4,6]","3.8526,1.6825,3.7585,3.4200,4.6296,3.0716,2.8052,2.7310,4.7745,2.7202,4.4544,4.9028,2.2420,1.4076,2.8188,1.5340,2.9586,3.7066,1.8614,2.5676"
19,2026-09-23 20:02:12,Ours,0.01,2.545403625056085,23.66,23.77,18,56.512,0:56.51,55.0304,0.3002,1.175,1069.3553,17:49.36,20,"8,7,1,6,9,10,11,19,13,5,17,12,18,16,3,2,15,4,0,14",8:56;7:22;1:46;6:66;9:38;10:35;11:20;19:37;13:10;5:29;17:67;12:54;18:31;16:13;3:40;2:14;15:39;4:51;0:42;14:30,"8:[1,2,4,5,6];7:[4,6];1:[0,4,5,6];6:[0,1,2,4,5,6];9:[1,4,6];10:[0,4,6];11:[4,6];19:[2,4,6];13:[4];5:[4,6];17:[0,1,2,4,5,6];12:[0,1,4,5,6];18:[0,4,6];16:[2];3:[0,4,5,6];2:[4];15:[0,4,6];4:[0,2,4,5,6];0:[0,4,5,6];14:[0,4,6]","c8:bw=56,experts=[1,2,4,5,6]; c7:bw=22,experts=[4,6]; c1:bw=46,experts=[0,4,5,6]; c6:bw=66,experts=[0,1,2,4,5,6]; c9:bw=38,experts=[1,4,6]; c10:bw=35,experts=[0,4,6]; c11:bw=20,experts=[4,6]; c19:bw=37,experts=[2,4,6]; c13:bw=10,experts=[4]; c5:bw=29,experts=[4,6]; c17:bw=67,experts=[0,1,2,4,5,6]; c12:bw=54,experts=[0,1,4,5,6]; c18:bw=31,experts=[0,4,6]; c16:bw=13,experts=[2]; c3:bw=40,experts=[0,4,5,6]; c2:bw=14,experts=[4]; c15:bw=39,experts=[0,4,6]; c4:bw=51,experts=[0,2,4,5,6]; c0:bw=42,experts=[0,4,5,6]; c14:bw=30,experts=[0,4,6]","2.7718,3.7809,4.3943,2.1259,2.3233,1.3556,2.4397,3.7529,4.2460,1.3419,2.3541,2.5914,3.1802,2.1563,1.5071,2.6639,3.0398,3.4539,1.5477,4.0038"
20,2026-09-23 20:03:07,Ours,0.01,2.5706009928614217,26.25,26.25,20,54.9783,0:54.98,53.52,0.2952,1.1573,1124.3484,18:44.35,20,"17,4,3,10,6,13,14,11,7,16,12,5,9,8,1,15,19,18,0,2",17:48;4:59;3:18;10:16;6:68;13:40;14:30;11:10;7:43;16:40;12:44;5:10;9:17;8:50;1:40;15:19;19:48;18:21;0:28;2:41,"17:[0,4,5,6];4:[0,2,4,5,6];3:[4];10:[4];6:[0,1,2,4,5,6];13:[0,1,4,6];14:[0,4,6];11:[4];7:[1,2,4,6];16:[0,4,5,6];12:[0,4,5,6];5:[7];9:[2];8:[0,1,2,4,6];1:[0,1,4,6];15:[4];19:[2,4,5,6];18:[4,6];0:[1,4];2:[0,2,4,6]","c17:bw=48,experts=[0,4,5,6]; c4:bw=59,experts=[0,2,4,5,6]; c3:bw=18,experts=[4]; c10:bw=16,experts=[4]; c6:bw=68,experts=[0,1,2,4,5,6]; c13:bw=40,experts=[0,1,4,6]; c14:bw=30,experts=[0,4,6]; c11:bw=10,experts=[4]; c7:bw=43,experts=[1,2,4,6]; c16:bw=40,experts=[0,4,5,6]; c12:bw=44,experts=[0,4,5,6]; c5:bw=10,experts=[7]; c9:bw=17,experts=[2]; c8:bw=50,experts=[0,1,2,4,6]; c1:bw=40,experts=[0,1,4,6]; c15:bw=19,experts=[4]; c19:bw=48,experts=[2,4,5,6]; c18:bw=21,experts=[4,6]; c0:bw=28,experts=[1,4]; c2:bw=41,experts=[0,2,4,6]","2.3600,3.4769,1.5199,1.2736,2.1285,4.2791,3.9885,2.4262,3.2983,2.1823,2.5782,1.3211,2.2712,2.3499,3.8411,3.0259,3.7842,3.1740,1.5302,2.7110"
21,2026-09-23 20:04:02,Ours,0.01,2.475195268399726,26.49,26.49,21,55.0561,0:55.06,53.5875,0.305,1.1571,1179.4223,19:39.42,20,"13,14,15,17,3,4,18,19,2,11,12,9,6,5,10,8,0,7,16,1",13:23;14:31;15:19;17:35;3:10;4:48;18:60;19:58;2:39;11:23;12:38;9:25;6:16;5:32;10:40;8:18;0:66;7:12;16:33;1:41,"13:[4,6];14:[4,6,7];15:[1];17:[1,4,6];3:[4];4:[2,4,5,6];18:[0,1,2,4,5,6];19:[1,2,4,5,6];2:[4,5,6];11:[4,6];12:[4,5,6];9:[4,6];6:[4];5:[4,5,6];10:[1,2,4,6];8:[4];0:[0,1,2,4,5,6];7:[4];16:[4,5,6];1:[0,1,4,6]","c13:bw=23,experts=[4,6]; c14:bw=31,experts=[4,6,7]; c15:bw=19,experts=[1]; c17:bw=35,experts=[1,4,6]; c3:bw=10,experts=[4]; c4:bw=48,experts=[2,4,5,6]; c18:bw=60,experts=[0,1,2,4,5,6]; c19:bw=58,experts=[1,2,4,5,6]; c2:bw=39,experts=[4,5,6]; c11:bw=23,experts=[4,6]; c12:bw=38,experts=[4,5,6]; c9:bw=25,experts=[4,6]; c6:bw=16,experts=[4]; c5:bw=32,experts=[4,5,6]; c10:bw=40,experts=[1,2,4,6]; c8:bw=18,experts=[4]; c0:bw=66,experts=[0,1,2,4,5,6]; c7:bw=12,experts=[4]; c16:bw=33,experts=[4,5,6]; c1:bw=41,experts=[0,1,4,6]","4.2929,4.0152,3.0408,2.3350,1.5019,3.4411,3.1928,3.7927,2.6824,2.4465,2.5910,2.3173,2.0876,1.3455,1.2764,2.3559,1.5474,3.2935,2.1757,3.8558"
22,2026-09-23 20:04:57,Ours,0.01,2.446310589431076,28.26,28.26,22,55.3469,0:55.35,53.8591,0.2974,1.1846,1234.7855,20:34.79,20,"4,19,8,17,18,5,10,16,9,1,6,2,11,14,13,15,7,0,12,3",4:36;19:45;8:33;17:62;18:15;5:17;10:10;16:34;9:33;1:10;6:61;2:66;11:43;14:48;13:34;15:66;7:16;0:67;12:64;3:56,"4:[2,4,6];19:[0,4,5,6];8:[4,5,6];17:[0,1,2,4,5,6];18:[4];5:[0];10:[4];16:[4,5,6];9:[0,4,6];1:[4];6:[0,1,2,4,5,6];2:[0,1,2,4,5,6];11:[0,4,5,6];14:[0,4,5,6];13:[0,4,6];15:[0,1,2,4,5,6];7:[4];0:[0,1,2,4,5,6];12:[0,1,2,4,5,6];3:[0,2,4,5,6]","c4:bw=36,experts=[2,4,6]; c19:bw=45,experts=[0,4,5,6]; c8:bw=33,experts=[4,5,6]; c17:bw=62,experts=[0,1,2,4,5,6]; c18:bw=15,experts=[4]; c5:bw=17,experts=[0]; c10:bw=10,experts=[4]; c16:bw=34,experts=[4,5,6]; c9:bw=33,experts=[0,4,6]; c1:bw=10,experts=[4]; c6:bw=61,experts=[0,1,2,4,5,6]; c2:bw=66,experts=[0,1,2,4,5,6]; c11:bw=43,experts=[0,4,5,6]; c14:bw=48,experts=[0,4,5,6]; c13:bw=34,experts=[0,4,6]; c15:bw=66,experts=[0,1,2,4,5,6]; c7:bw=16,experts=[4]; c0:bw=67,experts=[0,1,2,4,5,6]; c12:bw=64,experts=[0,1,2,4,5,6]; c3:bw=56,experts=[0,2,4,5,6]","3.4652,3.8229,2.3760,2.3584,3.1982,1.3268,1.2702,2.1915,2.3171,3.8246,2.1237,2.7282,2.4706,4.0488,4.2766,3.0899,3.2817,1.5509,2.6061,1.5316"
23,2026-09-23 20:05:53,Ours,0.01,2.372562538359232,29.06,29.06,23,55.475,0:55.47,53.9322,0.3671,1.1699,1290.2777,21:30.28,20,"2,13,1,19,8,15,3,6,18,12,7,0,4,11,10,17,14,5,9,16",2:32;13:54;1:62;19:21;8:35;15:29;3:15;6:10;18:26;12:26;7:15;0:11;4:56;11:52;10:67;17:70;14:52;5:52;9:50;16:56,"2:[4,5,6];13:[0,2,4,5,6];1:[0,1,2,4,5,6];19:[4,6];8:[2,4,6];15:[4,6];3:[4];6:[4];18:[4,6];12:[4,6];7:[4];0:[4];4:[0,2,4,5,6];11:[0,2,4,5,6];10:[0,1,2,4,5,6];17:[0,1,2,4,5,6,7];14:[0,1,2,4,6];5:[1,2,4,5,6];9:[0,2,4,5,6];16:[0,1,4,5,6]","c2:bw=32,experts=[4,5,6]; c13:bw=54,experts=[0,2,4,5,6]; c1:bw=62,experts=[0,1,2,4,5,6]; c19:bw=21,experts=[4,6]; c8:bw=35,experts=[2,4,6]; c15:bw=29,experts=[4,6]; c3:bw=15,experts=[4]; c6:bw=10,experts=[4]; c18:bw=26,experts=[4,6]; c12:bw=26,experts=[4,6]; c7:bw=15,experts=[4]; c0:bw=11,experts=[4]; c4:bw=56,experts=[0,2,4,5,6]; c11:bw=52,experts=[0,2,4,5,6]; c10:bw=67,experts=[0,1,2,4,5,6]; c17:bw=70,experts=[0,1,2,4,5,6,7]; c14:bw=52,experts=[0,1,2,4,6]; c5:bw=52,experts=[1,2,4,5,6]; c9:bw=50,experts=[0,2,4,5,6]; c16:bw=56,experts=[0,1,4,5,6]","2.7078,4.3338,3.9009,3.7885,2.3723,3.0643,1.5028,2.0875,3.1919,2.5835,3.3115,1.5334,3.4807,2.4697,1.2920,2.3650,4.0376,1.3527,2.3444,2.2120"
24,2026-09-23 20:06:48,Ours,0.01,2.590340577419297,27.95,29.06,23,55.0165,0:55.02,53.5337,0.3144,1.1662,1345.3113,22:25.31,20,"3,14,13,5,8,10,4,17,6,16,18,0,19,9,11,1,12,15,7,2",3:10;14:42;13:50;5:25;8:18;10:39;4:12;17:56;6:30;16:41;18:72;0:31;19:55;9:50;11:10;1:10;12:37;15:44;7:10;2:43,"3:[3];14:[3,4,5,6];13:[3,4,5,6,7];5:[3,4];8:[3];10:[3,4,7];4:[3];17:[0,3,4,5,6];6:[3,4,7];16:[3,4,6,7];18:[0,1,2,3,4,5,6];0:[3,4,7];19:[3,4,5,6,7];9:[3,4,5,6,7];11:[3];1:[3];12:[3,4,6];15:[3,4,6,7];7:[3];2:[3,4,6,7]","c3:bw=10,experts=[3]; c14:bw=42,experts=[3,4,5,6]; c13:bw=50,experts=[3,4,5,6,7]; c5:bw=25,experts=[3,4]; c8:bw=18,experts=[3]; c10:bw=39,experts=[3,4,7]; c4:bw=12,experts=[3]; c17:bw=56,experts=[0,3,4,5,6]; c6:bw=30,experts=[3,4,7]; c16:bw=41,experts=[3,4,6,7]; c18:bw=72,experts=[0,1,2,3,4,5,6]; c0:bw=31,experts=[3,4,7]; c19:bw=55,experts=[3,4,5,6,7]; c9:bw=50,experts=[3,4,5,6,7]; c11:bw=10,experts=[3]; c1:bw=10,experts=[3]; c12:bw=37,experts=[3,4,6]; c15:bw=44,experts=[3,4,6,7]; c7:bw=10,experts=[3]; c2:bw=43,experts=[3,4,6,7]","1.5073,4.0362,4.2967,1.3369,2.3301,1.2745,3.4122,2.3440,2.0932,2.1836,3.2320,1.5267,3.7948,2.3187,2.4239,3.8480,2.5698,3.0588,3.2414,2.7049"
25,2026-09-23 20:07:44,Ours,0.01,2.4749183005483806,28.42,29.06,23,55.5148,0:55.51,54.0639,0.2925,1.1562,1400.8443,23:20.84,20,"18,15,3,2,12,6,9,10,16,4,7,19,5,13,1,14,17,0,11,8",18:59;15:29;3:14;2:12;12:36;6:16;9:40;10:25;16:52;4:58;7:40;19:57;5:64;13:56;1:49;14:26;17:52;0:56;11:60;8:55,"18:[0,4,5,6,7];15:[4,5];3:[7];2:[4];12:[4,6,7];6:[4];9:[0,4,5,6];10:[4,6];16:[0,2,4,5,6];4:[0,4,5,6,7];7:[4,5,6,7];19:[0,2,4,5,6];5:[0,2,4,5,6,7];13:[0,2,4,5,6];1:[4,5,6,7];14:[4,6];17:[0,1,4,5,6];0:[0,2,4,5,6];11:[0,2,4,5,6,7];8:[0,4,5,6,7]","c18:bw=59,experts=[0,4,5,6,7]; c15:bw=29,experts=[4,5]; c3:bw=14,experts=[7]; c2:bw=12,experts=[4]; c12:bw=36,experts=[4,6,7]; c6:bw=16,experts=[4]; c9:bw=40,experts=[0,4,5,6]; c10:bw=25,experts=[4,6]; c16:bw=52,experts=[0,2,4,5,6]; c4:bw=58,experts=[0,4,5,6,7]; c7:bw=40,experts=[4,5,6,7]; c19:bw=57,experts=[0,2,4,5,6]; c5:bw=64,experts=[0,2,4,5,6,7]; c13:bw=56,experts=[0,2,4,5,6]; c1:bw=49,experts=[4,5,6,7]; c14:bw=26,experts=[4,6]; c17:bw=52,experts=[0,1,4,5,6]; c0:bw=56,experts=[0,2,4,5,6]; c11:bw=60,experts=[0,2,4,5,6,7]; c8:bw=55,experts=[0,4,5,6,7]","3.2376,3.0932,1.5116,2.6933,2.5712,2.0765,2.3397,1.2762,2.2044,3.5465,3.3299,3.8117,1.3578,4.3359,3.8721,4.0209,2.3566,1.5615,2.4927,2.3742"
