Round,TestAcc
1,1.34
2,3.9
3,6.93
4,9.24
5,12.05
6,16.27
7,17.52
8,19.49
9,22.9
10,26.24
11,27.11
12,28.79
13,30.92
14,33.48
15,35.47
16,37.59
17,39.21
18,39.6
19,41.46
20,42.0
21,43.95
22,44.95
23,46.0
24,46.34
25,46.83
26,48.67
27,48.91
28,49.18
29,50.26
30,50.88
31,50.95
32,51.94
33,51.76
34,53.1
35,53.84
36,53.93
37,54.84
38,54.85
39,55.08
40,54.85
41,56.13
42,56.05
43,56.86
44,56.98
45,57.72
46,57.9
47,57.82
48,58.33
49,58.82
50,59.36
51,58.86
52,59.25
53,59.57
54,60.22
55,59.67
56,60.32
57,60.58
58,60.93
59,60.91
60,60.9
61,61.34
62,61.12
63,61.63
64,62.12
65,62.2
66,62.56
67,62.56
68,62.68
69,63.0
70,62.97
71,62.92
72,63.36
73,63.42
74,62.94
75,63.4
76,63.63
77,64.05
78,64.12
79,64.41
80,64.08
81,64.77
82,64.8
83,65.15
84,64.47
85,64.87
86,64.78
87,65.49
88,65.09
89,65.62
90,65.18
91,65.86
92,65.31
93,65.56
94,65.86
95,65.87
96,65.88
97,66.45
98,66.0
99,66.68
100,66.86
