Round,TestAcc
1,1.73
2,3.69
3,5.07
4,6.7
5,9.44
6,11.92
7,12.7
8,17.34
9,19.44
10,20.04
11,21.74
12,25.39
13,23.74
14,29.29
15,30.18
16,21.25
17,33.43
18,29.74
19,36.99
20,37.74
21,38.99
22,40.77
23,39.36
24,38.39
25,38.71
26,45.93
27,39.43
28,42.97
29,42.59
30,47.29
31,47.47
32,46.46
33,49.45
34,48.06
35,46.39
36,48.4
37,51.57
38,51.66
39,46.01
40,52.84
41,50.24
42,54.0
43,51.7
44,52.81
45,53.6
46,54.79
47,52.95
48,56.35
49,54.97
50,55.82
51,55.07
52,54.34
53,57.0
54,57.44
55,55.42
56,57.4
57,58.07
58,55.32
59,57.92
60,57.9
61,57.41
62,59.78
63,59.79
64,58.77
65,59.37
66,59.16
67,59.64
68,58.92
69,59.65
70,60.87
71,59.29
72,58.59
73,61.66
74,59.95
75,61.21
76,62.46
77,61.92
78,61.37
79,62.16
80,63.17
81,61.07
82,62.95
83,62.51
84,60.32
85,61.85
86,63.25
87,63.02
88,62.75
89,63.31
90,63.83
91,62.71
92,63.78
93,64.14
94,64.14
95,63.0
96,64.49
97,63.84
98,63.46
99,63.32
100,64.14
