Round,TestAcc
1,0.97
2,1.18
3,1.29
4,1.38
5,1.25
6,1.54
7,2.17
8,4.67
9,5.71
10,5.83
11,5.64
12,6.47
13,6.9
14,7.39
15,8.27
16,11.01
17,12.76
18,15.46
19,16.74
20,17.51
21,17.04
22,18.1
23,18.69
24,20.18
25,21.05
26,22.39
27,24.94
28,26.43
29,27.37
30,28.12
31,28.07
32,30.25
33,30.03
34,31.12
35,31.93
36,33.49
37,33.81
38,36.09
39,35.62
40,36.36
41,37.64
42,38.5
43,38.31
44,39.49
45,40.03
46,42.16
47,41.59
48,42.23
49,42.42
50,43.39
51,43.15
52,43.97
53,43.81
54,45.21
55,44.82
56,46.13
57,46.21
58,46.63
59,47.56
60,48.18
61,48.12
62,48.62
63,49.36
64,50.89
65,50.26
66,50.78
67,50.44
68,51.38
69,50.89
70,51.36
71,51.67
72,51.58
73,51.78
74,51.7
75,52.26
76,53.23
77,53.09
78,53.06
79,53.67
80,53.9
81,54.28
82,55.6
83,55.23
84,55.81
85,55.25
86,55.78
87,55.63
88,55.64
89,55.69
90,55.54
91,56.04
92,56.29
93,56.0
94,55.96
95,56.88
96,56.61
97,56.17
98,57.37
99,57.62
100,58.11
