Round,TestAcc
1,1.18
2,3.37
3,4.99
4,8.45
5,10.3
6,13.42
7,14.83
8,16.97
9,20.59
10,19.2
11,24.88
12,25.09
13,28.58
14,27.39
15,30.73
16,27.84
17,34.87
18,36.19
19,37.04
20,38.41
21,38.77
22,42.48
23,41.12
24,41.49
25,43.26
26,42.6
27,43.72
28,45.4
29,46.46
30,42.62
31,46.68
32,47.18
33,44.12
34,48.48
35,46.96
36,48.62
37,49.09
38,47.08
39,51.34
40,50.88
41,51.47
42,53.49
43,52.15
44,53.72
45,54.35
46,53.44
47,53.96
48,56.2
49,54.43
50,56.0
51,55.47
52,55.38
53,54.6
54,57.14
55,57.26
56,56.82
57,57.77
58,58.6
59,57.16
60,57.91
61,58.72
62,59.17
63,57.6
64,59.38
65,60.07
66,56.53
67,58.55
68,56.82
69,60.38
70,60.4
71,60.91
72,58.01
73,57.37
74,61.07
75,60.74
76,60.04
77,62.26
78,60.23
79,60.56
80,62.18
81,62.17
82,62.72
83,62.0
84,61.91
85,62.68
86,61.72
87,60.8
88,61.23
89,62.59
90,63.44
91,62.01
92,63.03
93,63.23
94,64.7
95,63.13
96,63.27
97,63.45
98,63.01
99,64.32
100,64.66
