Round,TestAcc
1,1.51
2,3.96
3,6.59
4,9.12
5,10.79
6,15.3
7,17.41
8,20.02
9,22.82
10,25.99
11,27.38
12,29.03
13,31.43
14,34.43
15,35.58
16,37.88
17,39.37
18,39.18
19,41.07
20,42.72
21,43.64
22,44.87
23,46.32
24,47.28
25,46.51
26,48.15
27,48.37
28,49.19
29,50.52
30,50.96
31,51.72
32,51.52
33,52.04
34,52.65
35,53.31
36,54.39
37,54.69
38,54.92
39,55.25
40,55.38
41,55.46
42,55.92
43,56.65
44,56.66
45,57.03
46,57.69
47,58.08
48,58.63
49,58.0
50,59.14
51,58.71
52,59.3
53,59.53
54,59.62
55,59.59
56,60.14
57,60.46
58,60.4
59,60.5
60,60.93
61,60.82
62,61.41
63,61.85
64,62.14
65,61.89
66,61.84
67,62.37
68,62.39
69,62.76
70,62.45
71,62.69
72,63.16
73,63.55
74,63.51
75,63.48
76,63.73
77,63.94
78,64.38
79,64.23
80,63.97
81,64.98
82,65.03
83,65.0
84,64.89
85,64.93
86,65.47
87,65.42
88,65.41
89,65.36
90,65.5
91,66.14
92,65.67
93,65.89
94,65.61
95,66.11
96,66.44
97,66.88
98,65.94
99,66.61
100,66.92
