Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-17 05:02:49,Ours,0.01,2.180577390795621,20.3125,20.3125,1,3.0079,0:03.01,2.8426,0.0256,0.1361,3.0079,0:03.01,2,"1,0",1:20;0:10,"1:[0,1];0:[1]","c1:bw=20,experts=[0,1]; c0:bw=10,experts=[1]","1.7144,1.1282"
