Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-23 18:14:34,Ours,0.01,3.057122001134457,5.49,5.49,11,76.4044,1:16.40,64.0235,11.0616,1.3171,840.7044,14:00.70,10,"5,2,7,3,0,8,9,6,1,4",5:102;2:100;7:160;3:184;0:103;8:143;9:121;6:203;1:148;4:58,"5:[1,2,4,6,8,10,13,25,26,28];2:[1,2,4,6,8,10,13,25,26,28];7:[1,2,4,6,8,10,11,12,13,14,15,18,20,25,26,28];3:[0,1,2,4,5,6,8,10,11,12,13,14,15,18,24,25,26,28];0:[2,4,6,8,10,11,13,25,26,28];8:[1,2,4,6,8,10,13,14,15,24,25,26,28,31];9:[2,4,6,8,10,13,14,15,25,26,28,31];6:[1,2,4,6,8,10,11,12,13,14,15,16,18,20,21,24,25,26,28,31];1:[2,4,6,8,10,13,14,15,20,25,26,27,28,31];4:[4,6,13,26,28]","c5:bw=102,experts=[1,2,4,6,8,10,13,25,26,28]; c2:bw=100,experts=[1,2,4,6,8,10,13,25,26,28]; c7:bw=160,experts=[1,2,4,6,8,10,11,12,13,14,15,18,20,25,26,28]; c3:bw=184,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15,18,24,25,26,28]; c0:bw=103,experts=[2,4,6,8,10,11,13,25,26,28]; c8:bw=143,experts=[1,2,4,6,8,10,13,14,15,24,25,26,28,31]; c9:bw=121,experts=[2,4,6,8,10,13,14,15,25,26,28,31]; c6:bw=203,experts=[1,2,4,6,8,10,11,12,13,14,15,16,18,20,21,24,25,26,28,31]; c1:bw=148,experts=[2,4,6,8,10,13,14,15,20,25,26,27,28,31]; c4:bw=58,experts=[4,6,13,26,28]","7.5855,4.8569,5.7518,6.7513,6.6733,6.4950,4.4937,7.9591,5.3419,8.1149"
12,2026-09-23 18:15:50,Ours,0.01,3.0163075731069036,5.75,5.75,12,76.046,1:16.05,63.069,11.67,1.3049,916.7665,15:16.77,10,"1,5,2,4,3,7,9,6,8,0",1:155;5:205;2:211;4:103;3:128;7:108;9:154;6:106;8:201;0:180,"1:[1,2,4,6,8,10,13,14,15,16,25,26,27,28,31];5:[0,1,2,4,5,6,8,10,11,12,13,14,15,16,18,24,25,26,28,31];2:[0,1,2,4,5,6,8,10,11,12,13,14,15,16,18,21,24,25,26,28,30];4:[2,4,6,8,10,11,13,25,26,28];3:[2,4,6,8,10,13,15,16,25,26,28,31];7:[2,4,6,8,11,13,15,25,26,28];9:[1,2,4,6,8,10,13,14,15,16,25,26,27,28,31];6:[2,4,6,8,13,16,25,26,28,31];8:[0,1,2,4,5,6,8,10,13,14,15,16,20,24,25,26,27,28,30,31];0:[1,2,4,5,6,8,10,11,13,14,15,16,22,25,26,27,28,31]","c1:bw=155,experts=[1,2,4,6,8,10,13,14,15,16,25,26,27,28,31]; c5:bw=205,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15,16,18,24,25,26,28,31]; c2:bw=211,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15,16,18,21,24,25,26,28,30]; c4:bw=103,experts=[2,4,6,8,10,11,13,25,26,28]; c3:bw=128,experts=[2,4,6,8,10,13,15,16,25,26,28,31]; c7:bw=108,experts=[2,4,6,8,11,13,15,25,26,28]; c9:bw=154,experts=[1,2,4,6,8,10,13,14,15,16,25,26,27,28,31]; c6:bw=106,experts=[2,4,6,8,13,16,25,26,28,31]; c8:bw=201,experts=[0,1,2,4,5,6,8,10,13,14,15,16,20,24,25,26,27,28,30,31]; c0:bw=180,experts=[1,2,4,5,6,8,10,11,13,14,15,16,22,25,26,27,28,31]","5.3739,7.5163,4.7884,8.1464,6.3562,5.7719,4.8172,7.9935,6.5163,5.7889"
13,2026-09-23 18:17:04,Ours,0.01,2.978704963870635,6.53,6.53,13,73.9143,1:13.91,62.4982,10.1265,1.2876,990.6988,16:30.70,10,"3,1,4,5,8,6,9,7,0,2",3:111;1:174;4:13;5:107;8:56;6:133;9:54;7:214;0:93;2:59,"3:[1,2,4,6,8,10,11,13,16,26,28];1:[1,2,4,6,8,10,11,13,14,15,16,24,25,26,27,28,31];4:[4];5:[2,4,6,8,13,15,16,26,28,31];8:[2,4,6,13,31];6:[2,4,6,8,10,13,14,15,16,25,26,28,31];9:[4,6,13,26,31];7:[0,1,2,4,5,6,8,10,11,13,14,15,16,18,24,25,26,27,28,30,31];0:[2,4,6,13,15,16,26,28,31];2:[4,6,13,26,28]","c3:bw=111,experts=[1,2,4,6,8,10,11,13,16,26,28]; c1:bw=174,experts=[1,2,4,6,8,10,11,13,14,15,16,24,25,26,27,28,31]; c4:bw=13,experts=[4]; c5:bw=107,experts=[2,4,6,8,13,15,16,26,28,31]; c8:bw=56,experts=[2,4,6,13,31]; c6:bw=133,experts=[2,4,6,8,10,13,14,15,16,25,26,28,31]; c9:bw=54,experts=[4,6,13,26,31]; c7:bw=214,experts=[0,1,2,4,5,6,8,10,11,13,14,15,16,18,24,25,26,27,28,30,31]; c0:bw=93,experts=[2,4,6,13,15,16,26,28,31]; c2:bw=59,experts=[4,6,13,26,28]","6.2969,5.3891,8.0488,7.5243,6.4914,7.9710,4.4590,5.7597,5.8014,4.7566"
14,2026-09-23 18:18:19,Ours,0.01,2.9300485767892495,7.7,7.7,14,75.2649,1:15.26,62.1921,11.7673,1.3034,1065.9824,17:45.98,10,"2,4,5,1,7,0,9,3,8,6",2:165;4:21;5:234;1:141;7:92;0:93;9:116;3:167;8:77;6:246,"2:[0,1,2,4,6,8,10,11,12,13,16,18,25,26,28,30];4:[4,6];5:[0,1,2,4,5,6,8,10,11,12,13,14,15,16,20,22,24,25,26,27,28,29,31];1:[1,2,4,6,8,13,14,15,16,24,26,27,28,31];7:[2,4,6,8,15,16,26,28,31];0:[2,4,6,13,15,16,26,28,31];9:[2,4,6,8,13,15,16,26,27,28,31];3:[1,2,4,6,8,10,11,12,13,14,15,16,18,26,28,31];8:[2,4,6,13,26,28,31];6:[0,1,2,4,5,6,8,10,11,12,13,14,15,16,17,18,21,22,24,25,26,28,30,31]","c2:bw=165,experts=[0,1,2,4,6,8,10,11,12,13,16,18,25,26,28,30]; c4:bw=21,experts=[4,6]; c5:bw=234,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15,16,20,22,24,25,26,27,28,29,31]; c1:bw=141,experts=[1,2,4,6,8,13,14,15,16,24,26,27,28,31]; c7:bw=92,experts=[2,4,6,8,15,16,26,28,31]; c0:bw=93,experts=[2,4,6,13,15,16,26,28,31]; c9:bw=116,experts=[2,4,6,8,13,15,16,26,27,28,31]; c3:bw=167,experts=[1,2,4,6,8,10,11,12,13,14,15,16,18,26,28,31]; c8:bw=77,experts=[2,4,6,13,26,28,31]; c6:bw=246,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15,16,17,18,21,22,24,25,26,28,30,31]","4.7331,8.1009,7.4803,5.3531,5.7166,5.7554,4.4748,6.2097,6.4468,7.9213"
15,2026-09-23 18:19:34,Ours,0.01,2.8910208131630992,9.37,9.37,15,74.5512,1:14.55,62.2824,10.968,1.2987,1140.5501,19:00.55,10,"7,0,1,8,3,2,4,5,9,6",7:216;0:75;1:52;8:190;3:38;2:193;4:171;5:65;9:71;6:120,"7:[0,1,2,4,5,6,8,10,12,13,14,15,16,22,24,25,26,27,28,30,31];0:[2,4,6,8,13,26,28];1:[4,6,27,28,31];8:[1,2,4,5,6,8,10,13,14,15,16,20,22,24,25,26,27,28,31];3:[4,6,26];2:[1,2,4,5,6,8,10,12,13,14,15,16,20,22,24,26,27,28,31];4:[1,2,4,6,8,12,13,14,15,16,20,22,26,27,28,29,31];5:[2,4,6,13,26,28];9:[2,4,6,16,26,28,31];6:[0,2,4,6,8,10,11,13,26,28,30,31]","c7:bw=216,experts=[0,1,2,4,5,6,8,10,12,13,14,15,16,22,24,25,26,27,28,30,31]; c0:bw=75,experts=[2,4,6,8,13,26,28]; c1:bw=52,experts=[4,6,27,28,31]; c8:bw=190,experts=[1,2,4,5,6,8,10,13,14,15,16,20,22,24,25,26,27,28,31]; c3:bw=38,experts=[4,6,26]; c2:bw=193,experts=[1,2,4,5,6,8,10,12,13,14,15,16,20,22,24,26,27,28,31]; c4:bw=171,experts=[1,2,4,6,8,12,13,14,15,16,20,22,26,27,28,29,31]; c5:bw=65,experts=[2,4,6,13,26,28]; c9:bw=71,experts=[2,4,6,16,26,28,31]; c6:bw=120,experts=[0,2,4,6,8,10,11,13,26,28,30,31]","5.6944,5.7643,5.3466,6.4703,6.2329,4.7472,8.1004,7.4833,4.4646,7.9784"
16,2026-09-23 18:20:49,Ours,0.01,2.849675827090766,11.86,11.86,16,75.1598,1:15.16,62.4459,11.4205,1.2915,1215.7272,20:15.73,10,"6,1,3,8,7,5,4,9,0,2",6:147;1:105;3:159;8:180;7:81;5:145;4:130;9:88;0:208;2:189,"6:[1,2,4,6,8,10,12,13,14,16,22,26,28,31];1:[2,4,6,13,15,16,26,27,28,31];3:[0,1,2,4,6,8,10,11,12,13,16,18,22,26,28];8:[1,2,4,6,8,10,12,13,14,15,16,22,24,25,26,27,28,31];7:[2,4,6,8,12,22,26,28];5:[2,4,6,8,12,13,14,15,16,22,26,27,28,31];4:[0,2,4,6,8,10,12,13,16,18,22,26,28];9:[2,4,6,16,26,27,28,31];0:[1,2,4,5,6,8,13,14,15,16,17,20,22,24,25,26,27,28,29,31];2:[0,1,2,4,6,8,10,12,13,14,15,16,18,22,25,26,28,31]","c6:bw=147,experts=[1,2,4,6,8,10,12,13,14,16,22,26,28,31]; c1:bw=105,experts=[2,4,6,13,15,16,26,27,28,31]; c3:bw=159,experts=[0,1,2,4,6,8,10,11,12,13,16,18,22,26,28]; c8:bw=180,experts=[1,2,4,6,8,10,12,13,14,15,16,22,24,25,26,27,28,31]; c7:bw=81,experts=[2,4,6,8,12,22,26,28]; c5:bw=145,experts=[2,4,6,8,12,13,14,15,16,22,26,27,28,31]; c4:bw=130,experts=[0,2,4,6,8,10,12,13,16,18,22,26,28]; c9:bw=88,experts=[2,4,6,16,26,27,28,31]; c0:bw=208,experts=[1,2,4,5,6,8,13,14,15,16,17,20,22,24,25,26,27,28,29,31]; c2:bw=189,experts=[0,1,2,4,6,8,10,12,13,14,15,16,18,22,25,26,28,31]","7.9588,5.3649,6.2964,6.4646,5.7322,7.5310,8.1113,4.5183,5.7413,4.7271"
17,2026-09-23 18:22:03,Ours,0.01,2.803645190374063,15.1,15.1,17,74.1666,1:14.17,62.3586,10.5102,1.296,1289.9132,21:29.91,10,"4,7,8,3,5,1,0,2,9,6",4:212;7:90;8:29;3:192;5:11;1:106;0:39;2:71;9:136;6:141,"4:[0,1,2,4,6,8,10,11,12,13,14,15,16,19,22,24,25,26,27,28,31];7:[2,4,6,8,12,16,22,26,28];8:[4,6];3:[0,1,2,4,6,8,10,12,13,14,16,18,19,22,24,25,26,28,30];5:[4];1:[2,4,6,8,14,16,26,27,28,31];0:[4,6,26];2:[4,6,8,12,26,28,31];9:[0,2,4,6,8,12,13,14,16,26,27,28,31];6:[1,2,4,6,8,12,13,14,16,22,26,27,28,31]","c4:bw=212,experts=[0,1,2,4,6,8,10,11,12,13,14,15,16,19,22,24,25,26,27,28,31]; c7:bw=90,experts=[2,4,6,8,12,16,22,26,28]; c8:bw=29,experts=[4,6]; c3:bw=192,experts=[0,1,2,4,6,8,10,12,13,14,16,18,19,22,24,25,26,28,30]; c5:bw=11,experts=[4]; c1:bw=106,experts=[2,4,6,8,14,16,26,27,28,31]; c0:bw=39,experts=[4,6,26]; c2:bw=71,experts=[4,6,8,12,26,28,31]; c9:bw=136,experts=[0,2,4,6,8,12,13,14,16,26,27,28,31]; c6:bw=141,experts=[1,2,4,6,8,12,13,14,16,22,26,27,28,31]","8.0727,5.7003,6.4928,6.2762,7.4886,5.3720,5.7646,4.7308,4.5035,7.9570"
18,2026-09-23 18:23:17,Ours,0.01,2.7661763694311334,15.65,15.65,18,74.1321,1:14.13,62.3032,10.5144,1.3096,1364.0631,22:44.06,10,"1,8,5,2,9,7,4,3,0,6",1:23;8:18;5:127;2:137;9:69;7:200;4:204;3:137;0:179;6:115,"1:[4,6];8:[4];5:[0,4,6,8,10,12,13,14,18,22,26,28];2:[0,4,6,8,10,12,13,14,18,22,24,26,28];9:[4,6,8,12,26,28];7:[0,1,2,4,6,8,10,11,12,13,14,16,18,19,22,24,25,26,28,30];4:[0,1,2,4,6,8,10,12,13,14,16,18,19,22,24,25,26,27,28,31];3:[0,2,4,6,8,10,12,13,14,18,22,26,28];0:[0,1,2,4,6,8,10,12,13,14,18,19,22,24,26,28,30];6:[0,2,4,6,8,10,12,13,14,26,28]","c1:bw=23,experts=[4,6]; c8:bw=18,experts=[4]; c5:bw=127,experts=[0,4,6,8,10,12,13,14,18,22,26,28]; c2:bw=137,experts=[0,4,6,8,10,12,13,14,18,22,24,26,28]; c9:bw=69,experts=[4,6,8,12,26,28]; c7:bw=200,experts=[0,1,2,4,6,8,10,11,12,13,14,16,18,19,22,24,25,26,28,30]; c4:bw=204,experts=[0,1,2,4,6,8,10,12,13,14,16,18,19,22,24,25,26,27,28,31]; c3:bw=137,experts=[0,2,4,6,8,10,12,13,14,18,22,26,28]; c0:bw=179,experts=[0,1,2,4,6,8,10,12,13,14,18,19,22,24,26,28,30]; c6:bw=115,experts=[0,2,4,6,8,10,12,13,14,26,28]","5.3441,6.4511,7.4888,4.8330,4.4991,5.6890,8.0731,6.2257,5.7631,7.9362"
19,2026-09-23 18:24:32,Ours,0.01,2.73123010122696,16.21,16.21,19,75.1621,1:15.16,62.2856,11.5645,1.3099,1439.2454,23:59.25,10,"8,0,4,1,9,5,7,2,6,3",8:205;0:154;4:188;1:169;9:140;5:106;7:82;2:52;6:241;3:145,"8:[0,1,2,4,6,8,10,12,13,14,16,18,19,22,24,25,26,27,28,31];0:[0,2,4,6,8,10,12,13,14,18,19,22,24,26,28];4:[0,1,2,4,5,6,8,10,12,13,14,18,19,22,24,26,28,30];1:[0,1,2,4,6,8,10,12,13,14,18,19,22,24,26,28];9:[0,2,4,6,8,12,13,14,16,24,26,27,28,31];5:[2,4,6,8,12,14,26,27,28,31];7:[0,4,6,8,12,22,26,28];2:[4,6,8,12,26];6:[0,1,2,4,5,6,8,10,12,13,14,15,16,18,19,21,22,24,25,26,28,29,30,31];3:[0,2,4,6,8,10,12,13,14,18,22,26,28,30]","c8:bw=205,experts=[0,1,2,4,6,8,10,12,13,14,16,18,19,22,24,25,26,27,28,31]; c0:bw=154,experts=[0,2,4,6,8,10,12,13,14,18,19,22,24,26,28]; c4:bw=188,experts=[0,1,2,4,5,6,8,10,12,13,14,18,19,22,24,26,28,30]; c1:bw=169,experts=[0,1,2,4,6,8,10,12,13,14,18,19,22,24,26,28]; c9:bw=140,experts=[0,2,4,6,8,12,13,14,16,24,26,27,28,31]; c5:bw=106,experts=[2,4,6,8,12,14,26,27,28,31]; c7:bw=82,experts=[0,4,6,8,12,22,26,28]; c2:bw=52,experts=[4,6,8,12,26]; c6:bw=241,experts=[0,1,2,4,5,6,8,10,12,13,14,15,16,18,19,21,22,24,25,26,28,29,30,31]; c3:bw=145,experts=[0,2,4,6,8,10,12,13,14,18,22,26,28,30]","6.4693,5.7696,8.1079,5.3678,4.4849,7.4871,5.7147,4.7742,7.8993,6.2108"
20,2026-09-23 18:25:48,Ours,0.01,2.6929185755666363,16.24,16.24,20,75.101,1:15.10,62.2771,11.4987,1.3199,1514.366,25:14.37,10,"0,2,1,9,7,6,3,5,4,8",0:101;2:151;1:147;9:61;7:157;6:248;3:67;5:13;4:217;8:184,"0:[0,4,6,8,10,12,18,22,26,28];2:[0,2,4,6,8,10,12,13,14,18,19,22,24,26,28];1:[0,2,4,6,8,10,12,13,14,18,22,24,26,28];9:[0,4,6,8,12,26];7:[0,2,4,6,8,10,12,13,14,18,19,22,24,26,28];6:[0,1,2,4,5,6,8,10,12,13,14,16,18,19,21,22,24,25,26,27,28,29,30,31];3:[0,4,6,8,12,26];5:[4];4:[0,1,2,4,5,6,7,8,10,12,13,14,18,19,21,22,23,24,26,28,30];8:[0,1,2,4,6,8,10,12,13,14,18,19,22,24,25,26,28,30]","c0:bw=101,experts=[0,4,6,8,10,12,18,22,26,28]; c2:bw=151,experts=[0,2,4,6,8,10,12,13,14,18,19,22,24,26,28]; c1:bw=147,experts=[0,2,4,6,8,10,12,13,14,18,22,24,26,28]; c9:bw=61,experts=[0,4,6,8,12,26]; c7:bw=157,experts=[0,2,4,6,8,10,12,13,14,18,19,22,24,26,28]; c6:bw=248,experts=[0,1,2,4,5,6,8,10,12,13,14,16,18,19,21,22,24,25,26,27,28,29,30,31]; c3:bw=67,experts=[0,4,6,8,12,26]; c5:bw=13,experts=[4]; c4:bw=217,experts=[0,1,2,4,5,6,7,8,10,12,13,14,18,19,21,22,23,24,26,28,30]; c8:bw=184,experts=[0,1,2,4,6,8,10,12,13,14,18,19,22,24,25,26,28,30]","5.7504,4.7585,5.3628,4.5085,5.7144,8.0104,6.2429,7.4316,8.0650,6.4327"
21,2026-09-23 18:27:02,Ours,0.01,2.6589851898346533,16.45,16.45,21,74.5812,1:14.58,62.3846,10.8704,1.3244,1588.9669,26:28.97,10,"1,2,7,4,8,5,0,3,6,9",1:150;2:145;7:46;4:175;8:67;5:118;0:243;3:27;6:57;9:93,"1:[0,1,2,4,6,8,10,12,13,14,18,22,24,26,28];2:[0,1,4,6,8,10,12,13,14,18,22,24,26,28];7:[0,4,6,26];4:[0,1,2,4,6,8,10,12,13,14,18,19,22,23,24,26,28];8:[0,4,6,8,12,26];5:[0,4,6,8,12,14,18,22,24,26,28];0:[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30];3:[4,6];6:[0,4,6,12,26];9:[0,4,6,8,12,14,24,26,28]","c1:bw=150,experts=[0,1,2,4,6,8,10,12,13,14,18,22,24,26,28]; c2:bw=145,experts=[0,1,4,6,8,10,12,13,14,18,22,24,26,28]; c7:bw=46,experts=[0,4,6,26]; c4:bw=175,experts=[0,1,2,4,6,8,10,12,13,14,18,19,22,23,24,26,28]; c8:bw=67,experts=[0,4,6,8,12,26]; c5:bw=118,experts=[0,4,6,8,12,14,18,22,24,26,28]; c0:bw=243,experts=[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30]; c3:bw=27,experts=[4,6]; c6:bw=57,experts=[0,4,6,12,26]; c9:bw=93,experts=[0,4,6,8,12,14,24,26,28]","5.3754,4.7565,5.6907,8.1159,6.4915,7.5142,5.7745,6.2434,7.9361,4.4863"
22,2026-09-23 18:28:17,Ours,0.01,2.622858668755286,16.55,16.55,22,74.9347,1:14.93,62.3033,11.3339,1.2957,1663.919,27:43.92,10,"7,9,1,6,5,2,0,4,3,8",7:59;9:120;1:24;6:224;5:61;2:242;0:245;4:133;3:204;8:120,"7:[0,4,6,12,26];9:[0,1,4,6,8,10,12,14,18,24,26,28];1:[4,6];6:[0,1,2,4,5,6,8,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30];5:[0,4,6,8,12,26];2:[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30];0:[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30];4:[0,1,4,6,8,10,12,14,18,22,24,26,28];3:[0,1,2,4,5,6,7,8,10,12,13,14,18,19,21,22,24,26,28,29];8:[0,4,6,8,10,12,14,18,22,24,26,28]","c7:bw=59,experts=[0,4,6,12,26]; c9:bw=120,experts=[0,1,4,6,8,10,12,14,18,24,26,28]; c1:bw=24,experts=[4,6]; c6:bw=224,experts=[0,1,2,4,5,6,8,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30]; c5:bw=61,experts=[0,4,6,8,12,26]; c2:bw=242,experts=[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30]; c0:bw=245,experts=[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,29,30]; c4:bw=133,experts=[0,1,4,6,8,10,12,14,18,22,24,26,28]; c3:bw=204,experts=[0,1,2,4,5,6,7,8,10,12,13,14,18,19,21,22,24,26,28,29]; c8:bw=120,experts=[0,4,6,8,10,12,14,18,22,24,26,28]","5.7059,4.5041,5.3575,7.9908,7.5381,4.7554,5.7285,8.0637,6.2154,6.4438"
23,2026-09-23 18:29:32,Ours,0.01,2.588632651385372,17.8,17.8,23,74.8167,1:14.82,62.4807,11.0215,1.3126,1738.7537,28:58.75,10,"5,7,4,6,9,8,3,1,2,0",5:190;7:55;4:205;6:37;9:184;8:128;3:57;1:226;2:118;0:41,"5:[0,1,2,4,5,6,7,8,10,12,13,14,18,19,21,22,24,26,28];7:[0,4,6,12,26];4:[0,1,2,4,5,6,8,10,12,13,14,18,19,21,22,24,25,26,28,30];6:[4,6,26];9:[0,1,2,4,6,8,10,12,13,14,18,19,21,22,24,25,26,28];8:[0,1,4,6,8,10,12,18,22,24,26,28];3:[0,4,6,8,26];1:[0,1,2,4,5,6,8,9,10,12,13,14,18,19,21,22,24,25,26,28,29,31];2:[0,4,6,8,10,12,18,22,24,26,28];0:[0,4,6,26]","c5:bw=190,experts=[0,1,2,4,5,6,7,8,10,12,13,14,18,19,21,22,24,26,28]; c7:bw=55,experts=[0,4,6,12,26]; c4:bw=205,experts=[0,1,2,4,5,6,8,10,12,13,14,18,19,21,22,24,25,26,28,30]; c6:bw=37,experts=[4,6,26]; c9:bw=184,experts=[0,1,2,4,6,8,10,12,13,14,18,19,21,22,24,25,26,28]; c8:bw=128,experts=[0,1,4,6,8,10,12,18,22,24,26,28]; c3:bw=57,experts=[0,4,6,8,26]; c1:bw=226,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,19,21,22,24,25,26,28,29,31]; c2:bw=118,experts=[0,4,6,8,10,12,18,22,24,26,28]; c0:bw=41,experts=[0,4,6,26]","7.4447,5.6742,8.0967,8.0762,4.5231,6.4863,6.2771,5.3663,4.7493,5.7868"
24,2026-09-23 18:30:45,Ours,0.01,2.5707267170885073,20.42,20.42,24,73.0233,1:13.02,62.425,9.2975,1.2991,1811.794,30:11.79,10,"6,4,7,9,2,1,5,8,3,0",6:110;4:46;7:12;9:182;2:158;1:10;5:90;8:67;3:10;0:115,"6:[0,4,6,8,12,14,18,22,24,26,28];4:[0,4,6,26];7:[4];9:[0,1,2,4,6,8,10,12,13,14,18,19,21,22,24,25,26,28];2:[0,1,4,6,8,10,12,14,18,19,21,22,24,26,28];1:[4];5:[0,4,6,8,12,18,24,26,28];8:[0,4,6,8,12,26];3:[4];0:[0,4,6,8,12,14,18,22,24,26,28]","c6:bw=110,experts=[0,4,6,8,12,14,18,22,24,26,28]; c4:bw=46,experts=[0,4,6,26]; c7:bw=12,experts=[4]; c9:bw=182,experts=[0,1,2,4,6,8,10,12,13,14,18,19,21,22,24,25,26,28]; c2:bw=158,experts=[0,1,4,6,8,10,12,14,18,19,21,22,24,26,28]; c1:bw=10,experts=[4]; c5:bw=90,experts=[0,4,6,8,12,18,24,26,28]; c8:bw=67,experts=[0,4,6,8,12,26]; c3:bw=10,experts=[4]; c0:bw=115,experts=[0,4,6,8,12,14,18,22,24,26,28]","7.9651,8.0955,5.7076,4.5159,4.7652,5.3694,7.5102,6.5158,6.2306,5.7497"
25,2026-09-23 18:32:00,Ours,0.01,2.5347875525895853,20.84,20.84,25,75.1663,1:15.17,62.5158,11.3462,1.3023,1886.9782,31:26.98,10,"9,6,4,3,5,1,8,2,0,7",9:148;6:58;4:214;3:50;5:233;1:179;8:200;2:46;0:206;7:146,"9:[0,2,4,6,8,10,12,18,21,24,25,26,28,30];6:[0,4,6,12,26];4:[0,1,2,4,5,6,8,9,10,12,13,14,18,19,21,22,24,25,26,28,30];3:[0,4,6,12,26];5:[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,30];1:[0,1,2,4,6,8,10,12,14,18,19,21,22,24,26,28,31];8:[0,1,2,4,5,6,8,9,10,12,14,18,19,21,22,23,24,25,26,28];2:[0,4,6,26];0:[0,1,4,5,6,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28];7:[0,1,4,6,8,10,12,14,18,21,22,24,26,28]","c9:bw=148,experts=[0,2,4,6,8,10,12,18,21,24,25,26,28,30]; c6:bw=58,experts=[0,4,6,12,26]; c4:bw=214,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,19,21,22,24,25,26,28,30]; c3:bw=50,experts=[0,4,6,12,26]; c5:bw=233,experts=[0,1,2,4,5,6,7,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28,30]; c1:bw=179,experts=[0,1,2,4,6,8,10,12,14,18,19,21,22,24,26,28,31]; c8:bw=200,experts=[0,1,2,4,5,6,8,9,10,12,14,18,19,21,22,23,24,25,26,28]; c2:bw=46,experts=[0,4,6,26]; c0:bw=206,experts=[0,1,4,5,6,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28]; c7:bw=146,experts=[0,1,4,6,8,10,12,14,18,21,22,24,26,28]","4.5031,8.0277,8.1388,6.2762,7.5278,5.4326,6.4699,4.7508,5.7488,5.6402"
26,2026-09-23 18:33:15,Ours,0.01,2.5046175327777407,24.18,24.18,26,74.6115,1:14.61,62.4405,10.8762,1.2929,1961.6087,32:41.61,10,"3,6,9,7,1,5,2,8,0,4",3:162;6:123;9:184;7:114;1:122;5:75;2:110;8:195;0:39;4:175,"3:[0,4,5,6,8,9,10,12,14,18,21,22,24,25,26,28];6:[0,4,6,8,9,10,12,18,21,24,26,28];9:[0,1,4,5,6,8,9,10,12,14,18,19,21,22,24,25,26,28];7:[0,4,6,8,9,12,18,21,24,26,28];1:[0,4,6,8,9,12,18,21,24,25,26,28];5:[0,4,6,8,12,26,28];2:[0,2,4,6,8,13,14,25,26,27,31];8:[0,1,4,5,6,8,9,10,12,14,18,19,21,22,23,24,25,26,28];0:[4,6,26];4:[0,1,4,6,8,9,10,12,14,18,19,21,22,24,25,26,28]","c3:bw=162,experts=[0,4,5,6,8,9,10,12,14,18,21,22,24,25,26,28]; c6:bw=123,experts=[0,4,6,8,9,10,12,18,21,24,26,28]; c9:bw=184,experts=[0,1,4,5,6,8,9,10,12,14,18,19,21,22,24,25,26,28]; c7:bw=114,experts=[0,4,6,8,9,12,18,21,24,26,28]; c1:bw=122,experts=[0,4,6,8,9,12,18,21,24,25,26,28]; c5:bw=75,experts=[0,4,6,8,12,26,28]; c2:bw=110,experts=[0,2,4,6,8,13,14,25,26,27,31]; c8:bw=195,experts=[0,1,4,5,6,8,9,10,12,14,18,19,21,22,23,24,25,26,28]; c0:bw=39,experts=[4,6,26]; c4:bw=175,experts=[0,1,4,6,8,9,10,12,14,18,19,21,22,24,25,26,28]","6.2811,7.9971,4.4955,5.7134,5.3968,7.5062,4.7592,6.4781,5.7889,8.0242"
