Round,TestAcc
1,22.97
2,35.16
3,38.98
4,42.85
5,48.11
6,48.79
7,52.31
8,52.07
9,61.52
10,54.2
11,60.64
12,59.96
13,62.99
14,62.59
15,62.63
16,69.94
17,58.39
18,69.99
19,64.82
20,68.65
21,67.16
22,70.08
23,62.93
24,58.58
25,66.7
26,71.63
27,71.21
28,71.79
29,72.36
30,68.82
31,74.4
32,71.53
33,73.7
34,73.7
35,75.89
36,74.66
37,74.97
38,75.88
39,71.0
40,76.41
41,73.14
42,77.14
43,77.41
44,76.51
45,76.77
46,78.05
47,77.92
48,74.56
49,76.88
50,77.16
51,78.11
52,77.47
53,77.61
54,78.29
55,78.22
56,75.45
57,79.74
58,78.1
59,78.55
60,79.78
61,79.18
62,78.99
63,79.46
64,78.26
65,79.09
66,79.59
67,79.09
68,80.14
69,80.0
70,82.2
71,80.1
72,78.93
73,79.72
74,79.83
75,79.27
76,79.88
77,80.28
78,80.17
79,80.23
80,81.44
81,79.65
82,82.17
83,79.97
84,81.12
85,80.46
86,80.76
87,81.6
88,80.24
89,79.38
90,82.23
91,80.31
92,81.62
93,81.01
94,82.06
95,79.71
96,81.52
97,80.08
98,81.61
99,80.94
100,80.22
