Round,TestAcc
1,24.49
2,34.9
3,38.66
4,43.48
5,44.33
6,49.61
7,52.97
8,52.69
9,59.13
10,51.93
11,58.39
12,58.38
13,59.3
14,59.89
15,60.39
16,64.38
17,56.48
18,54.05
19,59.84
20,59.34
21,60.01
22,60.11
23,59.85
24,50.38
25,53.84
26,62.81
27,61.74
28,64.67
29,66.77
30,64.56
31,63.81
32,65.0
33,67.6
34,70.39
35,70.94
36,70.52
37,70.85
38,72.59
39,70.75
40,72.51
41,70.07
42,68.86
43,73.05
44,69.82
45,73.93
46,73.53
47,74.33
48,71.53
49,71.08
50,74.81
51,74.28
52,75.24
53,76.1
54,76.36
55,75.33
56,71.46
57,73.5
58,74.94
59,75.06
60,76.81
61,76.59
62,77.95
63,76.27
64,74.9
65,76.28
66,75.78
67,76.83
68,78.4
69,78.67
70,68.04
71,67.08
72,71.78
73,72.79
74,73.82
75,76.38
76,77.54
77,77.43
78,78.02
79,79.02
80,77.86
81,78.75
82,79.26
83,79.89
84,79.83
85,80.02
86,79.83
87,80.42
88,77.06
89,78.59
90,78.93
91,80.09
92,79.97
93,80.54
94,79.96
95,80.87
96,78.95
97,80.76
98,80.61
99,79.21
100,81.02
