Round,TestAcc
1,1.43
2,4.83
3,6.43
4,9.15
5,12.54
6,14.58
7,16.99
8,19.56
9,22.68
10,24.37
11,26.92
12,28.64
13,31.43
14,33.84
15,35.35
16,37.08
17,38.08
18,40.28
19,40.78
20,42.55
21,43.49
22,44.77
23,44.4
24,46.45
25,46.49
26,47.56
27,48.3
28,48.43
29,49.73
30,49.99
31,51.01
32,50.29
33,51.94
34,52.73
35,52.38
36,53.48
37,53.25
38,53.61
39,54.79
40,54.73
41,55.58
42,55.04
43,55.86
44,55.96
45,56.37
46,56.85
47,57.17
48,58.0
49,58.05
50,57.87
51,59.16
52,59.41
53,59.49
54,59.35
55,59.58
56,60.13
57,60.14
58,60.83
59,60.5
60,61.22
61,61.43
62,61.99
63,61.88
64,61.76
65,62.08
66,62.36
67,62.63
68,62.58
69,63.38
70,63.11
71,63.11
72,63.32
73,63.65
74,64.17
75,63.98
76,64.12
77,64.08
78,64.23
79,64.99
80,64.83
81,65.02
82,64.74
83,65.21
84,64.66
85,65.81
86,65.4
87,65.29
88,65.42
89,65.28
90,65.56
91,65.8
92,66.07
93,65.55
94,65.7
95,65.95
96,66.0
97,66.78
98,66.16
99,67.36
100,66.69
