Round,TestAcc
1,1.0
2,2.89
3,2.45
4,6.45
5,9.52
6,8.99
7,8.7
8,13.83
9,12.15
10,17.27
11,18.24
12,19.57
13,9.21
14,23.06
15,25.05
16,20.79
17,26.08
18,23.94
19,30.43
20,23.0
21,28.83
22,33.57
23,32.62
24,27.56
25,37.19
26,33.06
27,40.15
28,29.22
29,38.4
30,34.18
31,42.08
32,22.92
33,44.09
34,42.75
35,42.34
36,43.65
37,48.12
38,46.58
39,41.51
40,43.5
41,47.22
42,43.56
43,50.41
44,43.11
45,44.78
46,38.3
47,52.15
48,46.06
49,53.63
50,38.21
51,52.3
52,48.87
53,51.94
54,53.07
55,52.9
56,48.3
57,54.64
58,55.19
59,51.52
60,56.06
61,51.13
62,55.28
63,56.15
64,55.08
65,56.93
66,52.71
67,56.93
68,50.79
69,56.2
70,57.71
71,55.65
72,58.29
73,57.7
74,51.58
75,58.18
76,57.92
77,58.79
78,57.05
79,58.95
80,60.24
81,60.12
82,59.44
83,57.01
84,59.0
85,59.31
86,58.05
87,61.74
88,58.8
89,61.02
90,59.13
91,61.21
92,60.89
93,61.14
94,60.79
95,62.04
96,57.67
97,62.89
98,60.25
99,57.52
100,61.78
