Round,TestAcc
1,1.77
2,3.13
3,2.86
4,6.52
5,5.2
6,8.6
7,9.66
8,10.74
9,14.33
10,16.07
11,18.83
12,20.26
13,20.07
14,23.82
15,20.3
16,22.46
17,30.12
18,29.11
19,26.69
20,28.12
21,26.78
22,31.97
23,33.56
24,27.62
25,38.48
26,20.02
27,32.15
28,25.98
29,35.56
30,31.59
31,42.36
32,34.39
33,45.66
34,45.93
35,42.81
36,47.11
37,47.42
38,44.05
39,42.58
40,45.23
41,45.75
42,49.08
43,49.72
44,50.67
45,51.27
46,52.18
47,49.38
48,51.16
49,51.32
50,53.58
51,46.31
52,47.77
53,53.55
54,53.36
55,50.91
56,51.63
57,54.65
58,53.1
59,52.6
60,56.51
61,53.75
62,51.61
63,54.66
64,58.93
65,54.4
66,41.25
67,44.08
68,56.48
69,57.34
70,53.72
71,58.45
72,54.09
73,56.75
74,57.82
75,61.23
76,59.33
77,60.23
78,60.91
79,56.67
80,60.46
81,62.2
82,61.67
83,59.86
84,55.84
85,59.1
86,60.68
87,61.99
88,58.04
89,60.88
90,60.52
91,59.86
92,56.12
93,63.28
94,46.17
95,58.75
96,59.93
97,61.53
98,63.35
99,61.51
100,60.66
