Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-24 10:33:50,Ours,0.01,2.427163924156602,26.26,26.26,11,61.2078,1:01.21,59.7379,0.1968,1.2715,649.316,10:49.32,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[0,1,4,6,13];2:[0,1,4,6,13];7:[0,1,2,4,6,10,13,14];3:[0,1,2,4,6,10,12,13,14];0:[0,1,4,6,13];8:[0,1,2,4,6,13,14];9:[0,1,2,4,6,13];6:[0,1,2,4,5,6,10,12,13,14];1:[0,1,2,4,6,10,13];4:[4,6,13]","c5:bw=52,experts=[0,1,4,6,13]; c2:bw=52,experts=[0,1,4,6,13]; c7:bw=83,experts=[0,1,2,4,6,10,13,14]; c3:bw=95,experts=[0,1,2,4,6,10,12,13,14]; c0:bw=53,experts=[0,1,4,6,13]; c8:bw=74,experts=[0,1,2,4,6,13,14]; c9:bw=62,experts=[0,1,2,4,6,13]; c6:bw=105,experts=[0,1,2,4,5,6,10,12,13,14]; c1:bw=76,experts=[0,1,2,4,6,10,13]; c4:bw=30,experts=[4,6,13]","7.2439,4.3871,5.3598,5.8906,5.6124,6.4581,4.2051,7.7799,5.0308,7.7702"
12,2026-09-24 10:34:50,Ours,0.01,2.3702813161882945,30.49,30.49,12,60.6069,1:00.61,59.1311,0.1811,1.2931,709.9406,11:49.94,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[0,1,2,4,6,10,13,14];5:[0,1,2,4,5,6,10,12,13,14];2:[0,1,2,4,5,6,10,12,13,14];4:[0,1,4,6,13];3:[0,1,4,6,10,13];7:[0,1,4,6,13];9:[0,1,2,4,6,13,14];6:[1,4,6,10,13];8:[0,1,2,4,5,6,10,12,13,14];0:[0,1,2,4,6,10,12,13,14]","c1:bw=80,experts=[0,1,2,4,6,10,13,14]; c5:bw=106,experts=[0,1,2,4,5,6,10,12,13,14]; c2:bw=108,experts=[0,1,2,4,5,6,10,12,13,14]; c4:bw=53,experts=[0,1,4,6,13]; c3:bw=66,experts=[0,1,4,6,10,13]; c7:bw=56,experts=[0,1,4,6,13]; c9:bw=79,experts=[0,1,2,4,6,13,14]; c6:bw=54,experts=[1,4,6,10,13]; c8:bw=104,experts=[0,1,2,4,5,6,10,12,13,14]; c0:bw=93,experts=[0,1,2,4,6,10,12,13,14]","5.1609,7.1747,4.3317,7.8081,6.0271,5.4326,3.9960,7.6749,6.1588,5.3663"
13,2026-09-24 10:35:51,Ours,0.01,2.3080761065594615,31.79,31.79,13,60.9754,1:00.98,59.431,0.1782,1.3602,770.9316,12:50.93,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[0,1,4,6,13];1:[0,1,2,4,6,10,12,13,14];4:[4];5:[0,1,4,6,13];8:[4,6];6:[0,1,4,6,10,13];9:[4,6];7:[0,1,2,4,5,6,8,10,12,13,14];0:[0,4,6,13];2:[4,6,13]","c3:bw=57,experts=[0,1,4,6,13]; c1:bw=90,experts=[0,1,2,4,6,10,12,13,14]; c4:bw=10,experts=[4]; c5:bw=55,experts=[0,1,4,6,13]; c8:bw=29,experts=[4,6]; c6:bw=69,experts=[0,1,4,6,10,13]; c9:bw=28,experts=[4,6]; c7:bw=110,experts=[0,1,2,4,5,6,8,10,12,13,14]; c0:bw=48,experts=[0,4,6,13]; c2:bw=31,experts=[4,6,13]","6.1090,5.0888,7.8356,7.1405,6.2598,7.7558,4.0535,5.4001,5.4457,4.3422"
14,2026-09-24 10:36:52,Ours,0.01,2.2641309351762984,33.4,33.4,14,60.9151,1:00.92,59.3353,0.1937,1.3845,831.866,13:51.87,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,1,4,5,6,10,13,14];4:[4];5:[0,1,2,4,5,6,8,10,11,12,13,14];1:[0,1,2,4,6,13,14];7:[0,4,6,13];0:[0,4,6,13];9:[0,1,4,6,10,13];3:[0,1,2,4,6,10,13,14];8:[0,4,6];6:[0,1,2,4,5,6,9,10,11,12,13,14]","c2:bw=85,experts=[0,1,4,5,6,10,13,14]; c4:bw=11,experts=[4]; c5:bw=121,experts=[0,1,2,4,5,6,8,10,11,12,13,14]; c1:bw=73,experts=[0,1,2,4,6,13,14]; c7:bw=47,experts=[0,4,6,13]; c0:bw=48,experts=[0,4,6,13]; c9:bw=60,experts=[0,1,4,6,10,13]; c3:bw=86,experts=[0,1,2,4,6,10,13,14]; c8:bw=39,experts=[0,4,6]; c6:bw=127,experts=[0,1,2,4,5,6,9,10,11,12,13,14]","4.4646,7.7841,7.1609,5.0568,5.4017,5.4828,4.0265,5.9834,6.1951,7.7795"
15,2026-09-24 10:37:54,Ours,0.01,2.2145101957804942,35.84,35.84,15,61.3075,1:01.31,59.7867,0.1858,1.3334,893.1909,14:53.19,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[0,1,2,4,5,6,10,11,12,13,14];0:[4,6,13];1:[4,6];8:[0,1,2,4,5,6,10,13,14];3:[4,6];2:[0,1,2,4,5,6,10,13,14];4:[0,1,2,4,6,10,13,14];5:[4,6,13];9:[4,6,13];6:[0,1,4,6,10,13]","c7:bw=111,experts=[0,1,2,4,5,6,10,11,12,13,14]; c0:bw=39,experts=[4,6,13]; c1:bw=27,experts=[4,6]; c8:bw=98,experts=[0,1,2,4,5,6,10,13,14]; c3:bw=20,experts=[4,6]; c2:bw=99,experts=[0,1,2,4,5,6,10,13,14]; c4:bw=88,experts=[0,1,2,4,6,10,13,14]; c5:bw=34,experts=[4,6,13]; c9:bw=37,experts=[4,6,13]; c6:bw=62,experts=[0,1,4,6,10,13]","5.4613,5.4238,5.0847,6.2021,5.9418,4.4975,7.9865,7.1882,4.0803,7.9204"
16,2026-09-24 10:38:55,Ours,0.01,2.206622958070622,37.68,37.68,16,61.0142,1:01.01,59.5355,0.173,1.3042,954.2244,15:54.22,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[1,3,4,6,7,13,15];1:[3,4,7,8,15];3:[0,1,2,3,4,6,7,13];8:[0,1,2,3,4,6,7,8,13];7:[3,4,7,15];5:[0,1,3,4,6,7,13];4:[3,4,6,7,8,15];9:[3,7,8,15];0:[0,1,2,3,4,6,7,10,13,15];2:[0,1,3,4,6,7,10,13,15]","c6:bw=76,experts=[1,3,4,6,7,13,15]; c1:bw=54,experts=[3,4,7,8,15]; c3:bw=82,experts=[0,1,2,3,4,6,7,13]; c8:bw=93,experts=[0,1,2,3,4,6,7,8,13]; c7:bw=42,experts=[3,4,7,15]; c5:bw=75,experts=[0,1,3,4,6,7,13]; c4:bw=67,experts=[3,4,6,7,8,15]; c9:bw=45,experts=[3,7,8,15]; c0:bw=107,experts=[0,1,2,3,4,6,7,10,13,15]; c2:bw=97,experts=[0,1,3,4,6,7,10,13,15]","7.8875,4.9959,5.9940,6.1697,5.4012,7.1622,7.7885,4.0379,5.5432,4.5554"
17,2026-09-24 10:39:57,Ours,0.01,2.1735290802447507,39.07,39.07,17,62.1592,1:02.16,60.6031,0.1723,1.3783,1016.4001,16:56.40,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[0,1,2,4,5,6,10,12,13,14];7:[0,4,6,13];8:[15];3:[0,1,2,4,6,10,13,14,15];5:[4];1:[1,4,6,10,13];0:[4,6];2:[4,6,13];9:[0,1,2,4,6,10,13];6:[0,1,2,4,6,10,13]","c4:bw=109,experts=[0,1,2,4,5,6,10,12,13,14]; c7:bw=47,experts=[0,4,6,13]; c8:bw=15,experts=[15]; c3:bw=99,experts=[0,1,2,4,6,10,13,14,15]; c5:bw=10,experts=[4]; c1:bw=55,experts=[1,4,6,10,13]; c0:bw=20,experts=[4,6]; c2:bw=36,experts=[4,6,13]; c9:bw=70,experts=[0,1,2,4,6,10,13]; c6:bw=73,experts=[0,1,2,4,6,10,13]","7.9682,5.4331,6.2722,6.0450,6.8352,5.1975,5.5800,4.5787,4.3005,8.3927"
18,2026-09-24 10:40:57,Ours,0.01,2.0988080341337554,40.45,40.45,18,60.2448,1:00.24,58.76,0.1912,1.2921,1076.6642,17:56.66,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[4];8:[4];5:[0,1,2,4,6,13];2:[0,1,2,4,6,10,13];9:[4,6,13];7:[0,1,2,4,5,6,10,11,12,13];4:[0,1,2,4,5,6,10,12,13,14];3:[0,1,4,5,6,8,13];0:[0,1,2,4,6,10,12,13,14];6:[0,1,4,6,13]","c1:bw=12,experts=[4]; c8:bw=10,experts=[4]; c5:bw=66,experts=[0,1,2,4,6,13]; c2:bw=71,experts=[0,1,2,4,6,10,13]; c9:bw=35,experts=[4,6,13]; c7:bw=103,experts=[0,1,2,4,5,6,10,11,12,13]; c4:bw=105,experts=[0,1,2,4,5,6,10,12,13,14]; c3:bw=70,experts=[0,1,4,5,6,8,13]; c0:bw=92,experts=[0,1,2,4,6,10,12,13,14]; c6:bw=59,experts=[0,1,4,6,13]","5.2925,5.7033,6.9033,4.0974,3.8351,5.1941,8.1174,5.9966,5.5656,8.0547"
19,2026-09-24 10:42:00,Ours,0.01,2.0692216339978105,41.7,41.7,19,62.7443,1:02.74,61.2288,0.1742,1.3348,1139.4289,18:59.43,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,1,2,4,5,6,10,12,13,14];0:[0,1,2,4,6,10,13];4:[0,1,2,4,5,6,10,13,14];1:[0,1,2,4,5,6,13,14];9:[0,1,2,4,6,10,13];5:[0,1,4,6,13];7:[0,4,6,13];2:[4,6];6:[0,1,2,4,5,6,9,10,11,12,13,14];3:[0,1,4,5,6,10,13]","c8:bw=105,experts=[0,1,2,4,5,6,10,12,13,14]; c0:bw=79,experts=[0,1,2,4,6,10,13]; c4:bw=97,experts=[0,1,2,4,5,6,10,13,14]; c1:bw=87,experts=[0,1,2,4,5,6,13,14]; c9:bw=72,experts=[0,1,2,4,6,10,13]; c5:bw=55,experts=[0,1,4,6,13]; c7:bw=42,experts=[0,4,6,13]; c2:bw=27,experts=[4,6]; c6:bw=124,experts=[0,1,2,4,5,6,9,10,11,12,13,14]; c3:bw=75,experts=[0,1,4,5,6,10,13]","6.3516,5.5147,8.0131,5.1851,4.2585,7.4381,5.4958,4.4949,8.3977,6.0792"
20,2026-09-24 10:43:02,Ours,0.01,2.065391865580493,43.14,43.14,20,62.1355,1:02.14,60.6712,0.174,1.2888,1201.5812,20:01.58,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[0,4,6,10,13];2:[0,4,6,8,9,11,13];1:[0,1,2,4,6,9,13];9:[4,6,13];7:[0,1,2,4,6,10,13,14];6:[0,1,2,4,5,6,10,11,12,13,14,15];3:[4,6,13];5:[15];4:[0,1,2,4,5,6,10,12,13,14,15];8:[0,1,2,4,5,6,10,13,14]","c0:bw=52,experts=[0,4,6,10,13]; c2:bw=78,experts=[0,4,6,8,9,11,13]; c1:bw=76,experts=[0,1,2,4,6,9,13]; c9:bw=31,experts=[4,6,13]; c7:bw=81,experts=[0,1,2,4,6,10,13,14]; c6:bw=128,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c3:bw=34,experts=[4,6,13]; c5:bw=10,experts=[15]; c4:bw=112,experts=[0,1,2,4,5,6,10,12,13,14,15]; c8:bw=95,experts=[0,1,2,4,5,6,10,13,14]","5.5195,4.4250,5.1597,4.1694,5.5925,8.0466,6.0336,7.3322,8.0796,6.3128"
21,2026-09-24 10:44:06,Ours,0.01,2.0322443695217416,44.1,44.1,21,63.5471,1:03.55,61.9503,0.1887,1.4066,1265.1442,21:05.14,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[0,1,2,4,6,13,14];2:[0,1,4,5,6,10,13];7:[4,6];4:[0,1,2,4,6,9,10,13,14];8:[4,6,13];5:[0,1,4,6,9,13];0:[0,1,2,4,5,6,8,9,10,11,12,13];3:[9];6:[4,6];9:[4,6,9,13]","c1:bw=77,experts=[0,1,2,4,6,13,14]; c2:bw=75,experts=[0,1,4,5,6,10,13]; c7:bw=24,experts=[4,6]; c4:bw=90,experts=[0,1,2,4,6,9,10,13,14]; c8:bw=34,experts=[4,6,13]; c5:bw=61,experts=[0,1,4,6,9,13]; c0:bw=125,experts=[0,1,2,4,5,6,8,9,10,11,12,13]; c3:bw=14,experts=[9]; c6:bw=29,experts=[4,6]; c9:bw=48,experts=[4,6,9,13]","5.1697,4.4687,5.5061,8.3369,6.5484,7.4966,5.6566,6.3501,8.0991,4.3180"
22,2026-09-24 10:45:08,Ours,0.01,1.9911447391574562,44.03,44.1,21,62.9629,1:02.96,61.4374,0.1777,1.3465,1328.1275,22:08.13,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[4,6,9];9:[0,1,2,4,6,13];1:[4];6:[0,1,2,4,5,6,10,12,13,14,15];5:[4,6,13];2:[0,1,2,4,5,6,9,10,12,13,14,15];0:[0,1,2,4,5,6,8,10,12,13,14,15];4:[0,1,2,4,6,13];3:[0,1,2,4,5,6,10,11,13,14];8:[0,4,6,9,11,13]","c7:bw=31,experts=[4,6,9]; c9:bw=62,experts=[0,1,2,4,6,13]; c1:bw=12,experts=[4]; c6:bw=116,experts=[0,1,2,4,5,6,10,12,13,14,15]; c5:bw=31,experts=[4,6,13]; c2:bw=125,experts=[0,1,2,4,5,6,9,10,12,13,14,15]; c0:bw=126,experts=[0,1,2,4,5,6,8,10,12,13,14,15]; c4:bw=69,experts=[0,1,2,4,6,13]; c3:bw=105,experts=[0,1,2,4,5,6,10,11,13,14]; c8:bw=62,experts=[0,4,6,9,11,13]","5.4525,4.2254,5.1644,8.2245,7.3428,4.5144,5.6426,8.2417,6.1918,6.4373"
