Round,TestAcc
1,1.0
2,1.11
3,1.36
4,1.15
5,1.02
6,1.6
7,2.66
8,4.41
9,5.11
10,5.83
11,7.1
12,9.53
13,9.46
14,10.97
15,13.48
16,14.42
17,15.78
18,16.49
19,16.91
20,19.42
21,19.79
22,20.24
23,21.35
24,22.4
25,23.49
26,24.79
27,26.16
28,28.42
29,29.06
30,30.61
31,31.78
32,32.65
33,32.84
34,33.3
35,33.65
36,34.5
37,35.31
38,35.55
39,36.68
40,37.11
41,37.05
42,37.58
43,38.23
44,38.37
45,39.23
46,39.91
47,40.29
48,40.75
49,41.45
50,41.52
51,42.15
52,42.66
53,42.74
54,43.43
55,43.83
56,43.49
57,44.44
58,44.42
59,44.62
60,45.34
61,45.61
62,46.14
63,46.51
64,46.8
65,47.03
66,47.05
67,46.96
68,46.8
69,47.3
70,47.68
71,47.73
72,48.4
73,48.78
74,48.3
75,48.6
76,48.82
77,49.13
78,49.39
79,49.93
80,50.03
81,50.72
82,50.58
83,50.88
84,51.27
85,51.11
86,51.71
87,51.93
88,51.67
89,51.87
90,52.38
91,52.27
92,53.04
93,52.73
94,53.23
95,53.61
96,53.57
97,53.31
98,53.42
99,54.06
100,53.86
