Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
22,2026-09-24 14:10:29,Ours,0.01,2.5831691997827613,28.3,28.3,22,67.5513,1:07.55,65.5928,0.5037,1.4514,1456.5348,24:16.53,30,"18,3,7,16,27,19,26,21,5,0,23,28,8,11,14,1,17,10,2,4,13,25,9,29,12,6,24,15,22,20",18:15;3:56;7:16;16:34;27:61;19:45;26:61;21:23;5:17;0:67;23:28;28:42;8:33;11:43;14:48;1:10;17:62;10:10;2:66;4:36;13:34;25:13;9:33;29:54;12:64;6:61;24:25;15:66;22:44;20:25,"18:[4];3:[0,1,4,6];7:[4];16:[4,6];27:[0,1,2,4,5,6];19:[0,1,4,6];26:[0,1,2,4,5,6];21:[4];5:[];0:[0,1,2,4,5,6];23:[4,7];28:[2,4,6,7];8:[4,5,6];11:[0,4,5,6];14:[0,1,4,6];1:[5];17:[0,1,2,4,5,6];10:[4];2:[0,2,4,5,6];4:[0,4,6];13:[0,4,6];25:[4];9:[4,5,6];29:[0,2,4,5,6];12:[0,1,2,4,5,6];6:[0,1,2,4,5,6];24:[4,6];15:[0,1,2,4,5,6];22:[1,4,6];20:[4,6]","c18:bw=15,experts=[4]; c3:bw=56,experts=[0,1,4,6]; c7:bw=16,experts=[4]; c16:bw=34,experts=[4,6]; c27:bw=61,experts=[0,1,2,4,5,6]; c19:bw=45,experts=[0,1,4,6]; c26:bw=61,experts=[0,1,2,4,5,6]; c21:bw=23,experts=[4]; c5:bw=17,experts=[]; c0:bw=67,experts=[0,1,2,4,5,6]; c23:bw=28,experts=[4,7]; c28:bw=42,experts=[2,4,6,7]; c8:bw=33,experts=[4,5,6]; c11:bw=43,experts=[0,4,5,6]; c14:bw=48,experts=[0,1,4,6]; c1:bw=10,experts=[5]; c17:bw=62,experts=[0,1,2,4,5,6]; c10:bw=10,experts=[4]; c2:bw=66,experts=[0,2,4,5,6]; c4:bw=36,experts=[0,4,6]; c13:bw=34,experts=[0,4,6]; c25:bw=13,experts=[4]; c9:bw=33,experts=[4,5,6]; c29:bw=54,experts=[0,2,4,5,6]; c12:bw=64,experts=[0,1,2,4,5,6]; c6:bw=61,experts=[0,1,2,4,5,6]; c24:bw=25,experts=[4,6]; c15:bw=66,experts=[0,1,2,4,5,6]; c22:bw=44,experts=[1,4,6]; c20:bw=25,experts=[4,6]","2.2783,2.0472,1.7030,2.3357,2.4225,1.9250,1.3601,1.3163,3.9215,1.4359,1.7602,2.1134,1.5547,2.9823,1.7478,1.4122,2.6261,3.2667,1.6212,2.6772,2.1491,2.7118,1.8271,4.2377,2.3876,1.5637,1.6852,1.6155,2.1765,2.7311"
23,2026-09-24 14:11:36,Ours,0.01,2.5370929462839205,28.97,28.97,23,67.338,1:07.34,65.4216,0.4995,1.4134,1523.8948,25:23.89,30,"14,23,28,20,26,8,10,9,24,17,13,2,11,29,22,3,21,6,16,19,0,12,15,7,18,5,27,4,1,25",14:52;23:70;28:26;20:44;26:35;8:35;10:67;9:50;24:40;17:70;13:54;2:32;11:52;29:43;22:62;3:15;21:55;6:10;16:56;19:21;0:11;12:26;15:29;7:15;18:26;5:52;27:18;4:56;1:62;25:18,"14:[0,1,4,5,6];23:[0,1,2,4,5,6,7];28:[4,6];20:[0,4,5,6];26:[4,6];8:[1,4,6];10:[0,1,2,4,5,6];9:[0,1,4,5,6];24:[1,4,5,6];17:[0,1,2,4,5,6];13:[1,2,4,5,6];2:[1,4,6];11:[0,2,4,5,6];29:[0,1,4,6];22:[0,1,4,5,6];3:[4];21:[0,1,4,6];6:[4];16:[0,1,2,4,6];19:[4,6];0:[4];12:[4,6];15:[4];7:[4];18:[4,6];5:[1,2,4,5,6];27:[];4:[0,1,4,5,6];1:[0,1,2,4,5,6];25:[4]","c14:bw=52,experts=[0,1,4,5,6]; c23:bw=70,experts=[0,1,2,4,5,6,7]; c28:bw=26,experts=[4,6]; c20:bw=44,experts=[0,4,5,6]; c26:bw=35,experts=[4,6]; c8:bw=35,experts=[1,4,6]; c10:bw=67,experts=[0,1,2,4,5,6]; c9:bw=50,experts=[0,1,4,5,6]; c24:bw=40,experts=[1,4,5,6]; c17:bw=70,experts=[0,1,2,4,5,6]; c13:bw=54,experts=[1,2,4,5,6]; c2:bw=32,experts=[1,4,6]; c11:bw=52,experts=[0,2,4,5,6]; c29:bw=43,experts=[0,1,4,6]; c22:bw=62,experts=[0,1,4,5,6]; c3:bw=15,experts=[4]; c21:bw=55,experts=[0,1,4,6]; c6:bw=10,experts=[4]; c16:bw=56,experts=[0,1,2,4,6]; c19:bw=21,experts=[4,6]; c0:bw=11,experts=[4]; c12:bw=26,experts=[4,6]; c15:bw=29,experts=[4]; c7:bw=15,experts=[4]; c18:bw=26,experts=[4,6]; c5:bw=52,experts=[1,2,4,5,6]; c27:bw=18,experts=[]; c4:bw=56,experts=[0,1,4,5,6]; c1:bw=62,experts=[0,1,2,4,5,6]; c25:bw=18,experts=[4]","1.7453,1.7475,2.1094,2.7175,1.3855,1.5268,3.3523,1.8026,1.6143,2.6733,2.2425,1.6994,3.0099,4.2101,2.1308,2.0096,1.3421,1.4522,2.3189,1.9419,1.4344,2.3105,1.4840,1.6736,2.2347,4.0010,2.4540,2.6986,1.4044,2.6945"
24,2026-09-24 14:12:42,Ours,0.01,2.6508170027692333,28.96,28.97,23,65.6178,1:05.62,63.8012,0.4922,1.321,1589.5354,26:29.54,30,"20,9,24,1,27,28,26,22,3,10,13,17,4,14,15,21,11,18,5,23,16,12,2,0,6,8,7,19,25,29",20:36;9:50;24:16;1:10;27:63;28:58;26:12;22:50;3:10;10:39;13:50;17:56;4:12;14:42;15:44;21:42;11:10;18:72;5:25;23:36;16:41;12:37;2:43;0:31;6:30;8:18;7:10;19:55;25:30;29:65,"20:[3,4,6];9:[0,3,4,6,7];24:[];1:[3];27:[0,1,3,4,6,7];28:[0,3,4,6];26:[];22:[0,3,4,6];3:[3];10:[3,4,6];13:[3,4,5,6];17:[0,3,4,6,7];4:[];14:[0,4,6,7];15:[3,4,6,7];21:[3,4,6,7];11:[3];18:[0,1,2,4,5,6,7];5:[3];23:[4,6];16:[3,4,7];12:[0,4,6];2:[3,4,6,7];0:[3,4,7];6:[3,4,7];8:[3];7:[3];19:[0,3,4,6,7];25:[3,4,7];29:[0,3,4,5,6,7]","c20:bw=36,experts=[3,4,6]; c9:bw=50,experts=[0,3,4,6,7]; c24:bw=16,experts=[]; c1:bw=10,experts=[3]; c27:bw=63,experts=[0,1,3,4,6,7]; c28:bw=58,experts=[0,3,4,6]; c26:bw=12,experts=[]; c22:bw=50,experts=[0,3,4,6]; c3:bw=10,experts=[3]; c10:bw=39,experts=[3,4,6]; c13:bw=50,experts=[3,4,5,6]; c17:bw=56,experts=[0,3,4,6,7]; c4:bw=12,experts=[]; c14:bw=42,experts=[0,4,6,7]; c15:bw=44,experts=[3,4,6,7]; c21:bw=42,experts=[3,4,6,7]; c11:bw=10,experts=[3]; c18:bw=72,experts=[0,1,2,4,5,6,7]; c5:bw=25,experts=[3]; c23:bw=36,experts=[4,6]; c16:bw=41,experts=[3,4,7]; c12:bw=37,experts=[0,4,6]; c2:bw=43,experts=[3,4,6,7]; c0:bw=31,experts=[3,4,7]; c6:bw=30,experts=[3,4,7]; c8:bw=18,experts=[3]; c7:bw=10,experts=[3]; c19:bw=55,experts=[0,3,4,6,7]; c25:bw=30,experts=[3,4,7]; c29:bw=65,experts=[0,3,4,5,6,7]","2.6955,1.7988,1.5772,1.3630,2.4226,2.0328,1.3530,2.1262,2.0270,3.3359,2.1504,2.6523,2.7373,1.6934,1.5645,1.3320,2.8972,2.2437,3.9502,1.7493,2.3000,2.2718,1.5937,1.3938,1.4443,1.4048,1.5720,1.7721,2.4737,3.8726"
25,2026-09-24 14:13:44,Ours,0.01,2.5283462207508354,29.61,29.61,25,61.8122,1:01.81,60.0354,0.4783,1.2951,1651.3682,27:31.37,30,"12,22,26,17,6,8,25,1,3,18,28,4,27,29,19,5,7,23,9,11,10,15,2,24,21,20,0,14,13,16",12:36;22:38;26:30;17:52;6:16;8:55;25:40;1:49;3:14;18:59;28:41;4:58;27:59;29:27;19:57;5:64;7:40;23:21;9:40;11:60;10:25;15:29;2:12;24:25;21:35;20:15;0:56;14:26;13:56;16:52,"12:[4,7];22:[4,6];26:[3,4,7];17:[0,1,4,5,6];6:[4];8:[0,4,5,6,7];25:[0,4,5,6];1:[4,5,6,7];3:[];18:[0,3,4,5,6];28:[1,4,5,6];4:[3,4,5,6,7];27:[0,2,4,5,6];29:[4,6];19:[0,2,4,5,6];5:[0,1,2,4,5,6];7:[2,4,6,7];23:[4,6];9:[4,5,6];11:[0,4,5,6,7];10:[4,7];15:[4,6];2:[];24:[3,7];21:[2,4];20:[];0:[0,2,4,5,6];14:[4];13:[4,5,6,7];16:[0,1,2,4,6]","c12:bw=36,experts=[4,7]; c22:bw=38,experts=[4,6]; c26:bw=30,experts=[3,4,7]; c17:bw=52,experts=[0,1,4,5,6]; c6:bw=16,experts=[4]; c8:bw=55,experts=[0,4,5,6,7]; c25:bw=40,experts=[0,4,5,6]; c1:bw=49,experts=[4,5,6,7]; c3:bw=14,experts=[]; c18:bw=59,experts=[0,3,4,5,6]; c28:bw=41,experts=[1,4,5,6]; c4:bw=58,experts=[3,4,5,6,7]; c27:bw=59,experts=[0,2,4,5,6]; c29:bw=27,experts=[4,6]; c19:bw=57,experts=[0,2,4,5,6]; c5:bw=64,experts=[0,1,2,4,5,6]; c7:bw=40,experts=[2,4,6,7]; c23:bw=21,experts=[4,6]; c9:bw=40,experts=[4,5,6]; c11:bw=60,experts=[0,4,5,6,7]; c10:bw=25,experts=[4,7]; c15:bw=29,experts=[4,6]; c2:bw=12,experts=[]; c24:bw=25,experts=[3,7]; c21:bw=35,experts=[2,4]; c20:bw=15,experts=[]; c0:bw=56,experts=[0,2,4,5,6]; c14:bw=26,experts=[4]; c13:bw=56,experts=[4,5,6,7]; c16:bw=52,experts=[0,1,2,4,6]","2.1734,1.9694,1.2743,2.4338,1.3967,1.4266,2.5272,1.2929,1.8957,2.1019,1.9519,2.5273,2.3427,3.8090,1.7670,3.6567,1.5673,1.5800,1.6382,2.7029,3.0098,1.3988,1.4929,1.4647,1.2246,2.4111,1.2989,1.6417,1.9167,2.1413"
26,2026-09-24 14:14:44,Ours,0.01,2.5363939322296454,31.17,31.17,26,60.5134,1:00.51,58.761,0.4644,1.2849,1711.9029,28:31.90,30,"10,29,28,22,24,6,18,14,11,7,9,23,25,4,17,1,5,2,13,27,15,12,19,20,0,8,16,21,26,3",10:38;29:45;28:61;22:14;24:14;6:34;18:10;14:49;11:57;7:31;9:50;23:14;25:50;4:48;17:32;1:33;5:20;2:30;13:16;27:40;15:42;12:41;19:15;20:25;0:11;8:53;16:10;21:35;26:13;3:44,"10:[4,5,6];29:[0,4,5,6];28:[0,1,2,4,5,6];22:[4];24:[2];6:[0,4,6];18:[];14:[0,4,5,6];11:[0,4,5,6];7:[1,4,5];9:[0,1,4,5,6];23:[3];25:[0,1,4,5,6];4:[0,4,5,6];17:[4,6];1:[4,5,6];5:[4,6];2:[4,5,6];13:[4];27:[4,5,6];15:[0,4,6];12:[0,4,5,6];19:[];20:[1,4];0:[4];8:[1,4,5,6];16:[];21:[0,4,6];26:[4];3:[2,4,7]","c10:bw=38,experts=[4,5,6]; c29:bw=45,experts=[0,4,5,6]; c28:bw=61,experts=[0,1,2,4,5,6]; c22:bw=14,experts=[4]; c24:bw=14,experts=[2]; c6:bw=34,experts=[0,4,6]; c18:bw=10,experts=[]; c14:bw=49,experts=[0,4,5,6]; c11:bw=57,experts=[0,4,5,6]; c7:bw=31,experts=[1,4,5]; c9:bw=50,experts=[0,1,4,5,6]; c23:bw=14,experts=[3]; c25:bw=50,experts=[0,1,4,5,6]; c4:bw=48,experts=[0,4,5,6]; c17:bw=32,experts=[4,6]; c1:bw=33,experts=[4,5,6]; c5:bw=20,experts=[4,6]; c2:bw=30,experts=[4,5,6]; c13:bw=16,experts=[4]; c27:bw=40,experts=[4,5,6]; c15:bw=42,experts=[0,4,6]; c12:bw=41,experts=[0,4,5,6]; c19:bw=15,experts=[]; c20:bw=25,experts=[1,4]; c0:bw=11,experts=[4]; c8:bw=53,experts=[1,4,5,6]; c16:bw=10,experts=[]; c21:bw=35,experts=[0,4,6]; c26:bw=13,experts=[4]; c3:bw=44,experts=[2,4,7]","3.0218,3.7750,1.8880,1.9159,1.4711,1.3609,2.0482,1.5649,2.6533,1.5339,1.6191,1.5655,2.4191,2.4144,2.3549,1.2614,3.5854,1.4772,1.9260,2.1837,1.3654,2.1323,1.7108,2.4090,1.2839,1.3813,2.1388,1.2211,1.2379,1.8406"
27,2026-09-24 14:15:47,Ours,0.01,2.4319744810216126,32.12,32.12,27,62.5391,1:02.54,60.8057,0.4703,1.2599,1774.4642,29:34.46,30,"3,7,19,23,18,29,9,17,13,27,15,22,11,5,6,4,26,2,8,1,0,12,28,21,24,25,20,10,16,14",3:21;7:51;19:18;23:75;18:18;29:27;9:18;17:36;13:57;27:54;15:46;22:47;11:66;5:37;6:63;4:12;26:32;2:20;8:55;1:62;0:36;12:22;28:10;21:45;24:29;25:30;20:37;10:62;16:20;14:26,"3:[4,5];7:[0,4,5,6];19:[];23:[0,1,2,4,5,6,7];18:[4];29:[4,6];9:[4];17:[0,4,6];13:[0,2,4,5,6];27:[0,4,5,6];15:[0,4,6];22:[1,4,6];11:[0,1,2,4,5,6];5:[0,4,6];6:[0,1,2,4,5,6];4:[4];26:[4,6];2:[4];8:[0,4,5,6];1:[0,1,2,4,5,6];0:[0,4,6];12:[4,6];28:[4];21:[0,4,5,6];24:[4,6];25:[2,4,6];20:[4,6];10:[0,1,2,4,5,6];16:[4];14:[4,6]","c3:bw=21,experts=[4,5]; c7:bw=51,experts=[0,4,5,6]; c19:bw=18,experts=[]; c23:bw=75,experts=[0,1,2,4,5,6,7]; c18:bw=18,experts=[4]; c29:bw=27,experts=[4,6]; c9:bw=18,experts=[4]; c17:bw=36,experts=[0,4,6]; c13:bw=57,experts=[0,2,4,5,6]; c27:bw=54,experts=[0,4,5,6]; c15:bw=46,experts=[0,4,6]; c22:bw=47,experts=[1,4,6]; c11:bw=66,experts=[0,1,2,4,5,6]; c5:bw=37,experts=[0,4,6]; c6:bw=63,experts=[0,1,2,4,5,6]; c4:bw=12,experts=[4]; c26:bw=32,experts=[4,6]; c2:bw=20,experts=[4]; c8:bw=55,experts=[0,4,5,6]; c1:bw=62,experts=[0,1,2,4,5,6]; c0:bw=36,experts=[0,4,6]; c12:bw=22,experts=[4,6]; c28:bw=10,experts=[4]; c21:bw=45,experts=[0,4,5,6]; c24:bw=29,experts=[4,6]; c25:bw=30,experts=[2,4,6]; c20:bw=37,experts=[4,6]; c10:bw=62,experts=[0,1,2,4,5,6]; c16:bw=20,experts=[4]; c14:bw=26,experts=[4,6]","1.8647,1.5934,1.7808,1.6100,2.0493,3.8501,1.6380,2.3979,1.9511,2.1785,1.4139,1.9390,2.7445,3.9898,1.4881,2.6773,1.3628,1.6352,1.5856,1.4403,1.4476,2.2128,1.8451,1.2063,1.4245,2.4336,2.4027,2.9972,2.0993,1.5464"
28,2026-09-24 14:16:48,Ours,0.01,2.4498823851858393,32.87,32.87,28,60.6956,1:00.70,58.9681,0.4774,1.2468,1835.1833,30:35.18,30,"4,19,22,25,24,2,27,5,14,10,9,6,17,11,1,15,7,28,23,3,21,12,29,0,26,8,13,20,16,18",4:10;19:33;22:44;25:59;24:42;2:10;27:12;5:33;14:15;10:40;9:49;6:29;17:48;11:66;1:25;15:32;7:10;28:50;23:34;3:12;21:10;12:42;29:32;0:47;26:35;8:29;13:31;20:47;16:35;18:34,"4:[];19:[4,5,6];22:[2,4,5,6];25:[0,1,4,5,6];24:[0,4,5,6];2:[];27:[4];5:[4,6,7];14:[];10:[4,5,6];9:[0,4,5,6];6:[4];17:[0,4,6];11:[0,1,2,4,5,6];1:[4];15:[4,5,6];7:[];28:[0,1,4,5,6];23:[0,4,6];3:[4];21:[4];12:[3,4,5,6];29:[4,5,6];0:[0,4,5,6];26:[4,6];8:[2,4];13:[4,6];20:[2,4,7];16:[4,5,6];18:[4,6]","c4:bw=10,experts=[]; c19:bw=33,experts=[4,5,6]; c22:bw=44,experts=[2,4,5,6]; c25:bw=59,experts=[0,1,4,5,6]; c24:bw=42,experts=[0,4,5,6]; c2:bw=10,experts=[]; c27:bw=12,experts=[4]; c5:bw=33,experts=[4,6,7]; c14:bw=15,experts=[]; c10:bw=40,experts=[4,5,6]; c9:bw=49,experts=[0,4,5,6]; c6:bw=29,experts=[4]; c17:bw=48,experts=[0,4,6]; c11:bw=66,experts=[0,1,2,4,5,6]; c1:bw=25,experts=[4]; c15:bw=32,experts=[4,5,6]; c7:bw=10,experts=[]; c28:bw=50,experts=[0,1,4,5,6]; c23:bw=34,experts=[0,4,6]; c3:bw=12,experts=[4]; c21:bw=10,experts=[4]; c12:bw=42,experts=[3,4,5,6]; c29:bw=32,experts=[4,5,6]; c0:bw=47,experts=[0,4,5,6]; c26:bw=35,experts=[4,6]; c8:bw=29,experts=[2,4]; c13:bw=31,experts=[4,6]; c20:bw=47,experts=[2,4,7]; c16:bw=35,experts=[4,5,6]; c18:bw=34,experts=[4,6]","2.4747,1.7358,1.9146,2.5929,1.4572,1.4696,2.2269,3.5773,1.5294,2.9822,1.6153,1.3340,2.3605,2.6843,1.2596,1.3717,1.5241,1.8746,1.5586,1.8207,1.2040,2.1244,3.7785,1.3170,1.2489,1.3866,1.9528,2.4381,2.1210,2.0326"
29,2026-09-24 14:17:48,Ours,0.01,2.3621150694337043,33.86,33.86,29,60.5421,1:00.54,58.8227,0.4678,1.2483,1895.7481,31:35.75,30,"8,12,20,7,0,3,9,25,2,17,21,19,27,18,29,5,6,10,1,13,28,23,22,14,15,16,24,26,4,11",8:34;12:10;20:42;7:21;0:44;3:32;9:44;25:35;2:18;17:59;21:74;19:39;27:26;18:24;29:23;5:33;6:43;10:10;1:33;13:13;28:50;23:20;22:54;14:35;15:70;16:48;24:14;26:25;4:38;11:59,"8:[4,5,6];12:[4];20:[0,4,5,6];7:[4];0:[0,4,5,6];3:[4,5,6];9:[2,4,6];25:[4,5,6];2:[4];17:[0,1,4,5,6];21:[0,1,2,4,5,6,7];19:[4,5,6];27:[4,6];18:[4];29:[4,6];5:[0,4,6];6:[0,4,5,6];10:[4];1:[0,4,6];13:[4];28:[0,1,4,6];23:[4];22:[1,4,5,6,7];14:[2,3,4];15:[0,1,2,4,5,6];16:[0,4,5,6];24:[4];26:[4];4:[2,4];11:[0,1,4,5,6]","c8:bw=34,experts=[4,5,6]; c12:bw=10,experts=[4]; c20:bw=42,experts=[0,4,5,6]; c7:bw=21,experts=[4]; c0:bw=44,experts=[0,4,5,6]; c3:bw=32,experts=[4,5,6]; c9:bw=44,experts=[2,4,6]; c25:bw=35,experts=[4,5,6]; c2:bw=18,experts=[4]; c17:bw=59,experts=[0,1,4,5,6]; c21:bw=74,experts=[0,1,2,4,5,6,7]; c19:bw=39,experts=[4,5,6]; c27:bw=26,experts=[4,6]; c18:bw=24,experts=[4]; c29:bw=23,experts=[4,6]; c5:bw=33,experts=[0,4,6]; c6:bw=43,experts=[0,4,5,6]; c10:bw=10,experts=[4]; c1:bw=33,experts=[0,4,6]; c13:bw=13,experts=[4]; c28:bw=50,experts=[0,1,4,6]; c23:bw=20,experts=[4]; c22:bw=54,experts=[1,4,5,6,7]; c14:bw=35,experts=[2,3,4]; c15:bw=70,experts=[0,1,2,4,5,6]; c16:bw=48,experts=[0,4,5,6]; c24:bw=14,experts=[4]; c26:bw=25,experts=[4]; c4:bw=38,experts=[2,4]; c11:bw=59,experts=[0,1,4,5,6]","1.3922,2.1240,2.4341,1.5496,1.3291,1.8577,1.6279,2.4693,1.4837,2.3546,1.2394,1.7482,2.1791,2.0226,3.7475,3.6030,1.3493,2.9697,1.2646,1.9217,1.8599,1.5409,1.9041,1.5361,1.3820,2.1344,1.4625,1.2297,2.4381,2.6675"
30,2026-09-24 14:18:49,Ours,0.01,2.4116503662053224,33.99,33.99,30,60.4437,1:00.44,58.7141,0.4683,1.2581,1956.2136,32:36.21,30,"13,15,0,29,28,19,7,6,8,2,11,10,12,25,17,5,1,23,20,21,24,26,3,4,16,18,9,22,27,14",13:27;15:22;0:17;29:44;28:36;19:24;7:12;6:11;8:41;2:27;11:46;10:71;12:24;25:56;17:19;5:62;1:35;23:37;20:60;21:10;24:10;26:12;3:59;4:51;16:31;18:57;9:54;22:26;27:53;14:49,"13:[4,6];15:[4];0:[1];29:[2,4,6];28:[4,7];19:[1,4];7:[4];6:[4];8:[0,4,5,6];2:[0,2];11:[0,4,5,6];10:[0,1,2,4,5,6,7];12:[1,2];25:[0,1,4,5,6];17:[4];5:[0,1,2,4,5,6];1:[4,6];23:[0,4,6];20:[0,1,4,5,6];21:[4];24:[4];26:[0];3:[0,1,4,5,6];4:[1,4,5,6];16:[0,4,6];18:[0,4,5,6];9:[0,4,5,6];22:[4,6];27:[0,1,4,5,6];14:[0,1,4,6]","c13:bw=27,experts=[4,6]; c15:bw=22,experts=[4]; c0:bw=17,experts=[1]; c29:bw=44,experts=[2,4,6]; c28:bw=36,experts=[4,7]; c19:bw=24,experts=[1,4]; c7:bw=12,experts=[4]; c6:bw=11,experts=[4]; c8:bw=41,experts=[0,4,5,6]; c2:bw=27,experts=[0,2]; c11:bw=46,experts=[0,4,5,6]; c10:bw=71,experts=[0,1,2,4,5,6,7]; c12:bw=24,experts=[1,2]; c25:bw=56,experts=[0,1,4,5,6]; c17:bw=19,experts=[4]; c5:bw=62,experts=[0,1,2,4,5,6]; c1:bw=35,experts=[4,6]; c23:bw=37,experts=[0,4,6]; c20:bw=60,experts=[0,1,4,5,6]; c21:bw=10,experts=[4]; c24:bw=10,experts=[4]; c26:bw=12,experts=[0]; c3:bw=59,experts=[0,1,4,5,6]; c4:bw=51,experts=[1,4,5,6]; c16:bw=31,experts=[0,4,6]; c18:bw=57,experts=[0,4,5,6]; c9:bw=54,experts=[0,4,5,6]; c22:bw=26,experts=[4,6]; c27:bw=53,experts=[0,1,4,5,6]; c14:bw=49,experts=[0,1,4,6]","1.9525,1.3903,1.3038,3.8459,1.8937,1.7587,1.6333,1.3514,1.3870,1.4816,2.6773,2.9983,2.1163,2.4766,2.3174,3.5686,1.2436,1.5335,2.4119,1.1894,1.4294,1.2133,1.8097,2.4163,2.1119,2.0010,1.6127,1.8797,2.1719,1.5373"
31,2026-09-24 14:19:50,Ours,0.01,2.378240417723546,35.0,35.0,31,61.3284,1:01.33,59.5815,0.472,1.2716,2017.5644,33:37.56,30,"12,3,7,21,29,19,15,6,10,16,14,24,1,13,23,11,8,22,0,5,9,27,4,20,28,18,25,17,26,2",12:35;3:24;7:63;21:46;29:48;19:40;15:55;6:29;10:33;16:36;14:61;24:72;1:30;13:32;23:24;11:29;8:33;22:41;0:47;5:62;9:45;27:10;4:19;20:11;28:56;18:58;25:46;17:35;26:10;2:15,"12:[4,6];3:[4,6];7:[0,1,2,4,5,6];21:[0,4,6];29:[1,4,5,6];19:[0,4,5,6];15:[0,1,4,5,6];6:[4,6];10:[4,5,6];16:[4,5,6];14:[0,1,2,4,5,6];24:[0,1,2,4,5,6];1:[0,4,6];13:[1,4,6];23:[4,6];11:[4];8:[4,5,6];22:[4,5,6];0:[0,4,5,6];5:[0,1,4,5,6];9:[0,4,6];27:[4];4:[];20:[];28:[0,1,4,5,6];18:[0,2,4,5,6];25:[0,4,5,6];17:[2,4,6];26:[1];2:[]","c12:bw=35,experts=[4,6]; c3:bw=24,experts=[4,6]; c7:bw=63,experts=[0,1,2,4,5,6]; c21:bw=46,experts=[0,4,6]; c29:bw=48,experts=[1,4,5,6]; c19:bw=40,experts=[0,4,5,6]; c15:bw=55,experts=[0,1,4,5,6]; c6:bw=29,experts=[4,6]; c10:bw=33,experts=[4,5,6]; c16:bw=36,experts=[4,5,6]; c14:bw=61,experts=[0,1,2,4,5,6]; c24:bw=72,experts=[0,1,2,4,5,6]; c1:bw=30,experts=[0,4,6]; c13:bw=32,experts=[1,4,6]; c23:bw=24,experts=[4,6]; c11:bw=29,experts=[4]; c8:bw=33,experts=[4,5,6]; c22:bw=41,experts=[4,5,6]; c0:bw=47,experts=[0,4,5,6]; c5:bw=62,experts=[0,1,4,5,6]; c9:bw=45,experts=[0,4,6]; c27:bw=10,experts=[4]; c4:bw=19,experts=[]; c20:bw=11,experts=[]; c28:bw=56,experts=[0,1,4,5,6]; c18:bw=58,experts=[0,2,4,5,6]; c25:bw=46,experts=[0,4,5,6]; c17:bw=35,experts=[2,4,6]; c26:bw=10,experts=[1]; c2:bw=15,experts=[]","2.1488,1.8336,1.6043,1.2434,3.9875,1.7783,1.4351,1.3912,3.0109,2.1049,1.5697,1.4523,1.2526,1.9353,1.5507,2.6417,1.3669,1.9149,1.2896,3.6803,1.6496,2.2041,2.4748,2.4504,1.9405,2.0618,2.5052,2.4050,1.2281,1.4701"
