Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-24 13:58:12,Ours,0.01,2.9789881135493825,16.45,16.45,11,65.3168,1:05.32,63.4725,0.4967,1.3444,719.1742,11:59.17,30,"6,20,29,24,4,11,17,25,9,1,12,14,8,28,13,18,22,5,3,7,16,10,27,0,26,21,23,19,2,15",6:55;20:10;29:10;24:45;4:16;11:34;17:44;25:10;9:33;1:40;12:20;14:15;8:39;28:26;13:40;18:47;22:10;5:28;3:50;7:44;16:43;10:35;27:53;0:28;26:33;21:34;23:63;19:25;2:27;15:44,"6:[0,2,4,5,6];20:[];29:[4];24:[0,1,4,6];4:[4];11:[0,4,6];17:[0,4,5,6];25:[4];9:[0,4,6];1:[0,1,4,6];12:[4,6];14:[4];8:[4,6];28:[4,6];13:[4,5,6];18:[0,1,4,6];22:[4];5:[4];3:[0,2,4,5,6];7:[0,1,4,6];16:[0,1,4,6];10:[0,4,6];27:[0,1,4,5,6];0:[4,6];26:[0,4,6];21:[4,6];23:[0,1,2,4,5,6];19:[4];2:[4];15:[4,5,6]","c6:bw=55,experts=[0,2,4,5,6]; c20:bw=10,experts=[]; c29:bw=10,experts=[4]; c24:bw=45,experts=[0,1,4,6]; c4:bw=16,experts=[4]; c11:bw=34,experts=[0,4,6]; c17:bw=44,experts=[0,4,5,6]; c25:bw=10,experts=[4]; c9:bw=33,experts=[0,4,6]; c1:bw=40,experts=[0,1,4,6]; c12:bw=20,experts=[4,6]; c14:bw=15,experts=[4]; c8:bw=39,experts=[4,6]; c28:bw=26,experts=[4,6]; c13:bw=40,experts=[4,5,6]; c18:bw=47,experts=[0,1,4,6]; c22:bw=10,experts=[4]; c5:bw=28,experts=[4]; c3:bw=50,experts=[0,2,4,5,6]; c7:bw=44,experts=[0,1,4,6]; c16:bw=43,experts=[0,1,4,6]; c10:bw=35,experts=[0,4,6]; c27:bw=53,experts=[0,1,4,5,6]; c0:bw=28,experts=[4,6]; c26:bw=33,experts=[0,4,6]; c21:bw=34,experts=[4,6]; c23:bw=63,experts=[0,1,2,4,5,6]; c19:bw=25,experts=[4]; c2:bw=27,experts=[4]; c15:bw=44,experts=[4,5,6]","1.4703,2.6730,4.0237,1.5529,2.6422,2.9303,2.5618,2.6532,1.8045,1.3642,2.3029,1.6910,1.4625,1.9851,2.0508,2.1962,2.0489,3.8111,1.9865,1.6704,2.3194,3.2737,2.4329,1.3867,1.3550,1.2919,1.6756,1.8241,1.5609,1.4705"
12,2026-09-24 13:59:18,Ours,0.01,2.921939072344331,17.54,17.54,12,66.6929,1:06.69,64.7841,0.5129,1.3924,785.8863,13:05.89,30,"8,9,22,17,3,25,10,4,1,24,18,21,12,14,5,27,28,11,26,29,16,2,6,7,23,19,15,20,13,0",8:55;9:42;22:54;17:39;3:35;25:44;10:62;4:28;1:42;24:24;18:45;21:61;12:73;14:29;5:56;27:51;28:11;11:45;26:21;29:52;16:28;2:57;6:29;7:30;23:60;19:31;15:36;20:75;13:53;0:49,"8:[0,1,4,5,6];9:[0,1,4,6];22:[1,2,4,5,6];17:[4,5,6];3:[0,4,6];25:[0,2,4,6];10:[0,1,2,4,5,6];4:[4,5];1:[0,1,4,6];24:[4];18:[0,4,6];21:[0,1,4,5,6];12:[0,1,2,3,4,5,6];14:[4,6];5:[0,2,4,6,7];27:[0,1,4,5,6];28:[4];11:[0,1,4,6];26:[4];29:[0,1,4,5,6];16:[4,6];2:[0,1,2,4,6];6:[4,6];7:[1,4,6];23:[0,1,2,4,5,6];19:[4,6];15:[4,6];20:[0,1,2,4,5,6,7];13:[0,1,4,5,6];0:[0,4,5,6]","c8:bw=55,experts=[0,1,4,5,6]; c9:bw=42,experts=[0,1,4,6]; c22:bw=54,experts=[1,2,4,5,6]; c17:bw=39,experts=[4,5,6]; c3:bw=35,experts=[0,4,6]; c25:bw=44,experts=[0,2,4,6]; c10:bw=62,experts=[0,1,2,4,5,6]; c4:bw=28,experts=[4,5]; c1:bw=42,experts=[0,1,4,6]; c24:bw=24,experts=[4]; c18:bw=45,experts=[0,4,6]; c21:bw=61,experts=[0,1,4,5,6]; c12:bw=73,experts=[0,1,2,3,4,5,6]; c14:bw=29,experts=[4,6]; c5:bw=56,experts=[0,2,4,6,7]; c27:bw=51,experts=[0,1,4,5,6]; c28:bw=11,experts=[4]; c11:bw=45,experts=[0,1,4,6]; c26:bw=21,experts=[4]; c29:bw=52,experts=[0,1,4,5,6]; c16:bw=28,experts=[4,6]; c2:bw=57,experts=[0,1,2,4,6]; c6:bw=29,experts=[4,6]; c7:bw=30,experts=[1,4,6]; c23:bw=60,experts=[0,1,2,4,5,6]; c19:bw=31,experts=[4,6]; c15:bw=36,experts=[4,6]; c20:bw=75,experts=[0,1,2,4,5,6,7]; c13:bw=53,experts=[0,1,4,5,6]; c0:bw=49,experts=[0,4,5,6]","1.4791,1.7612,2.1429,2.5818,2.0557,2.7184,3.4095,2.7428,1.4151,1.6190,2.2552,1.3210,2.3156,1.7199,3.8843,2.4105,2.0304,2.9056,1.3525,4.1452,2.3700,1.6326,1.4843,1.6924,1.7198,1.8731,1.5741,2.6382,2.1249,1.4085"
13,2026-09-24 14:00:25,Ours,0.01,2.9357000677270895,18.95,18.95,13,66.6284,1:06.63,64.7363,0.4977,1.3909,852.5363,14:12.54,30,"17,19,1,9,21,10,6,29,14,25,20,26,22,0,12,7,4,8,24,5,13,11,23,16,2,3,18,15,28,27",17:55;19:36;1:47;9:15;21:30;10:42;6:36;29:49;14:70;25:58;20:10;26:17;22:75;0:25;12:42;7:58;4:10;8:15;24:35;5:29;13:32;11:52;23:53;16:10;2:16;3:30;18:51;15:38;28:47;27:57,"17:[0,1,2,4,6];19:[0,4,6];1:[0,4,5,6];9:[2];21:[0,4,6];10:[0,4,6];6:[0,4,6];29:[0,1,4,6];14:[0,1,2,3,4,5,6];25:[0,4,5,6];20:[];26:[4];22:[0,1,2,4,5,6,7];0:[4];12:[0,4,6];7:[0,1,4,5,6];4:[];8:[4];24:[4,6];5:[4,6];13:[0,4,6];11:[0,2,4,5,6];23:[0,1,4,5,6];16:[4];2:[4];3:[1,4,6];18:[0,1,4,5,6];15:[4,6];28:[0,4,5,6];27:[0,1,4,5,6]","c17:bw=55,experts=[0,1,2,4,6]; c19:bw=36,experts=[0,4,6]; c1:bw=47,experts=[0,4,5,6]; c9:bw=15,experts=[2]; c21:bw=30,experts=[0,4,6]; c10:bw=42,experts=[0,4,6]; c6:bw=36,experts=[0,4,6]; c29:bw=49,experts=[0,1,4,6]; c14:bw=70,experts=[0,1,2,3,4,5,6]; c25:bw=58,experts=[0,4,5,6]; c20:bw=10,experts=[]; c26:bw=17,experts=[4]; c22:bw=75,experts=[0,1,2,4,5,6,7]; c0:bw=25,experts=[4]; c12:bw=42,experts=[0,4,6]; c7:bw=58,experts=[0,1,4,5,6]; c4:bw=10,experts=[]; c8:bw=15,experts=[4]; c24:bw=35,experts=[4,6]; c5:bw=29,experts=[4,6]; c13:bw=32,experts=[0,4,6]; c11:bw=52,experts=[0,2,4,5,6]; c23:bw=53,experts=[0,1,4,5,6]; c16:bw=10,experts=[4]; c2:bw=16,experts=[4]; c3:bw=30,experts=[1,4,6]; c18:bw=51,experts=[0,1,4,5,6]; c15:bw=38,experts=[4,6]; c28:bw=47,experts=[0,4,5,6]; c27:bw=57,experts=[0,1,4,5,6]","2.5957,1.9005,1.3709,1.7866,1.3209,3.3156,1.5012,4.2108,1.7207,2.6524,2.6692,1.3636,2.1161,1.4320,2.3372,1.7042,2.7520,1.5033,1.5966,3.9654,2.1287,2.9610,1.7372,2.3113,1.6207,2.0418,2.2385,1.5212,2.0081,2.3527"
14,2026-09-24 14:01:31,Ours,0.01,2.864419051010183,20.81,20.81,14,66.0889,1:06.09,64.1418,0.5112,1.4325,918.646,15:18.65,30,"12,24,28,22,3,4,15,18,26,11,19,6,5,10,8,0,27,16,20,29,1,14,17,23,13,7,2,25,21,9",12:43;24:42;28:49;22:35;3:45;4:10;15:12;18:63;26:42;11:36;19:42;6:67;5:64;10:31;8:21;0:25;27:40;16:19;20:31;29:36;1:38;14:25;17:10;23:63;13:34;7:25;2:45;25:53;21:36;9:32,"12:[0,1,4,6];24:[0,4,5,6];28:[2,4,6,7];22:[2,4,6];3:[0,4,5,6];4:[1];15:[4];18:[0,1,2,4,5,6];26:[0,4,5,6];11:[0,4,6];19:[0,4,5,6];6:[0,1,2,4,5,6];5:[0,1,2,4,5,6];10:[4,6];8:[2,4];0:[4,6];27:[0,4,5,6];16:[4];20:[0,4,6];29:[0,4,6];1:[4,5,6];14:[4,6];17:[];23:[0,1,4,5,6,7];13:[0,4,6];7:[4];2:[0,4,5,6];25:[0,4,5,6];21:[0,4,6];9:[4,5]","c12:bw=43,experts=[0,1,4,6]; c24:bw=42,experts=[0,4,5,6]; c28:bw=49,experts=[2,4,6,7]; c22:bw=35,experts=[2,4,6]; c3:bw=45,experts=[0,4,5,6]; c4:bw=10,experts=[1]; c15:bw=12,experts=[4]; c18:bw=63,experts=[0,1,2,4,5,6]; c26:bw=42,experts=[0,4,5,6]; c11:bw=36,experts=[0,4,6]; c19:bw=42,experts=[0,4,5,6]; c6:bw=67,experts=[0,1,2,4,5,6]; c5:bw=64,experts=[0,1,2,4,5,6]; c10:bw=31,experts=[4,6]; c8:bw=21,experts=[2,4]; c0:bw=25,experts=[4,6]; c27:bw=40,experts=[0,4,5,6]; c16:bw=19,experts=[4]; c20:bw=31,experts=[0,4,6]; c29:bw=36,experts=[0,4,6]; c1:bw=38,experts=[4,5,6]; c14:bw=25,experts=[4,6]; c17:bw=10,experts=[]; c23:bw=63,experts=[0,1,4,5,6,7]; c13:bw=34,experts=[0,4,6]; c7:bw=25,experts=[4]; c2:bw=45,experts=[0,4,5,6]; c25:bw=53,experts=[0,4,5,6]; c21:bw=36,experts=[0,4,6]; c9:bw=32,experts=[4,5]","2.2702,1.5785,2.0298,2.1010,2.0336,2.7524,1.5329,2.2786,1.3724,2.9127,1.8787,1.4795,3.9561,3.1889,1.5229,1.4571,2.4246,2.3286,2.6202,4.1238,1.3362,1.6592,2.5580,1.6778,2.0621,1.6901,1.5986,2.6669,1.3140,1.7363"
15,2026-09-24 14:02:38,Ours,0.01,2.8890018643801847,21.16,21.16,15,66.4549,1:06.45,64.5381,0.5074,1.4059,985.1217,16:25.12,30,"8,17,2,27,28,6,23,21,25,26,4,10,22,5,9,29,16,20,1,14,18,11,24,15,13,7,0,19,12,3",8:52;17:47;2:53;27:36;28:40;6:33;23:58;21:14;25:32;26:48;4:47;10:13;22:60;5:18;9:19;29:10;16:29;20:43;1:14;14:50;18:34;11:55;24:45;15:10;13:60;7:59;0:20;19:59;12:10;3:10,"8:[0,1,4,5,6];17:[0,4,5,6];2:[0,1,4,5,6];27:[4,6];28:[0,4,6];6:[0,4,6];23:[0,1,4,5,6];21:[];25:[4,6];26:[0,4,5,6];4:[0,4,5,6];10:[];22:[0,1,2,4,6];5:[4];9:[];29:[4];16:[5];20:[0,4,5,6];1:[4];14:[0,1,4,5,6];18:[2,4,6];11:[0,2,4,5,6];24:[0,4,5,6];15:[4];13:[0,1,2,4,5,6];7:[1,4,5,6];0:[4,6];19:[0,1,2,4,6];12:[];3:[4]","c8:bw=52,experts=[0,1,4,5,6]; c17:bw=47,experts=[0,4,5,6]; c2:bw=53,experts=[0,1,4,5,6]; c27:bw=36,experts=[4,6]; c28:bw=40,experts=[0,4,6]; c6:bw=33,experts=[0,4,6]; c23:bw=58,experts=[0,1,4,5,6]; c21:bw=14,experts=[]; c25:bw=32,experts=[4,6]; c26:bw=48,experts=[0,4,5,6]; c4:bw=47,experts=[0,4,5,6]; c10:bw=13,experts=[]; c22:bw=60,experts=[0,1,2,4,6]; c5:bw=18,experts=[4]; c9:bw=19,experts=[]; c29:bw=10,experts=[4]; c16:bw=29,experts=[5]; c20:bw=43,experts=[0,4,5,6]; c1:bw=14,experts=[4]; c14:bw=50,experts=[0,1,4,5,6]; c18:bw=34,experts=[2,4,6]; c11:bw=55,experts=[0,2,4,5,6]; c24:bw=45,experts=[0,4,5,6]; c15:bw=10,experts=[4]; c13:bw=60,experts=[0,1,2,4,5,6]; c7:bw=59,experts=[1,4,5,6]; c0:bw=20,experts=[4,6]; c19:bw=59,experts=[0,1,2,4,6]; c12:bw=10,experts=[]; c3:bw=10,experts=[4]","1.5699,2.6656,1.6243,2.4171,2.0769,1.4778,1.6901,1.3133,2.6098,1.3301,2.6439,3.2195,2.0867,3.9312,1.8271,4.2462,2.4042,2.7109,1.3888,1.7418,2.2385,2.9009,1.5889,1.4864,2.0994,1.6588,1.4017,1.9157,2.3127,1.9599"
16,2026-09-24 14:03:44,Ours,0.01,2.9084589407902626,22.52,22.52,16,66.6542,1:06.65,64.5943,0.6676,1.3888,1051.7972,17:31.80,30,"23,25,10,3,11,29,1,20,21,0,26,8,6,13,24,18,4,16,9,17,28,15,27,7,22,2,14,19,12,5",23:12;25:35;10:22;3:43;11:10;29:37;1:29;20:50;21:49;0:57;26:51;8:49;6:40;13:24;24:25;18:12;4:35;16:54;9:24;17:43;28:56;15:48;27:57;7:22;22:53;2:52;14:29;19:62;12:14;5:40,"23:[4];25:[3,4,7];10:[3];3:[3,4,6,7];11:[3];29:[3,4,7];1:[3];20:[0,3,4,5,6];21:[3,4,7];0:[0,3,4,6,7];26:[3,4,5,6,7];8:[3,4,6,7];6:[3,4,7];13:[3];24:[3];18:[];4:[0,4,6];16:[0,3,4,6,7];9:[3,7];17:[3,4,7];28:[3,4,5,6];15:[1,3,4,7];27:[3,4,6,7];7:[3,4];22:[0,3,4,5,6];2:[3,4,6,7];14:[4,7];19:[0,3,4,5,6,7];12:[7];5:[0,3,4,6]","c23:bw=12,experts=[4]; c25:bw=35,experts=[3,4,7]; c10:bw=22,experts=[3]; c3:bw=43,experts=[3,4,6,7]; c11:bw=10,experts=[3]; c29:bw=37,experts=[3,4,7]; c1:bw=29,experts=[3]; c20:bw=50,experts=[0,3,4,5,6]; c21:bw=49,experts=[3,4,7]; c0:bw=57,experts=[0,3,4,6,7]; c26:bw=51,experts=[3,4,5,6,7]; c8:bw=49,experts=[3,4,6,7]; c6:bw=40,experts=[3,4,7]; c13:bw=24,experts=[3]; c24:bw=25,experts=[3]; c18:bw=12,experts=[]; c4:bw=35,experts=[0,4,6]; c16:bw=54,experts=[0,3,4,6,7]; c9:bw=24,experts=[3,7]; c17:bw=43,experts=[3,4,7]; c28:bw=56,experts=[3,4,5,6]; c15:bw=48,experts=[1,3,4,7]; c27:bw=57,experts=[3,4,6,7]; c7:bw=22,experts=[3,4]; c22:bw=53,experts=[0,3,4,5,6]; c2:bw=52,experts=[3,4,6,7]; c14:bw=29,experts=[4,7]; c19:bw=62,experts=[0,3,4,5,6,7]; c12:bw=14,experts=[7]; c5:bw=40,experts=[0,3,4,6]","1.7724,2.7555,3.3431,2.0810,2.9525,4.1710,1.3935,2.6285,1.3185,1.3868,1.3729,1.4796,1.4497,2.1550,1.5801,2.2646,2.7258,2.3365,1.7692,2.5772,2.0282,1.4937,2.3702,1.6538,2.1221,1.5926,1.6732,1.8609,2.3301,3.9561"
17,2026-09-24 14:04:52,Ours,0.01,2.792002107928633,23.41,23.41,17,67.3709,1:07.37,65.4151,0.5232,1.4293,1119.1907,18:39.19,30,"5,7,1,23,8,25,12,27,24,10,9,17,3,16,20,29,14,19,13,26,18,28,11,2,22,21,4,6,15,0",5:10;7:25;1:29;23:39;8:10;25:27;12:74;27:27;24:40;10:44;9:37;17:11;3:52;16:30;20:58;29:48;14:33;19:40;13:27;26:43;18:31;28:18;11:10;2:19;22:31;21:10;4:58;6:39;15:50;0:11,"5:[4];7:[2,7];1:[4,7];23:[4,6];8:[4];25:[4,6];12:[0,1,2,4,5,6,7];27:[2,4];24:[0,4,6,7];10:[4,6,7];9:[0,4,6];17:[4];3:[0,2,4,5,6];16:[2,4,6];20:[0,1,4,5,6];29:[2,4,6];14:[4,6];19:[0,4,5,6];13:[4,7];26:[0,4,6];18:[3,4,7];28:[1];11:[7];2:[4];22:[0,4,6];21:[2];4:[2,3,4,6,7];6:[0,4,6];15:[0,2,4,5,6];0:[4]","c5:bw=10,experts=[4]; c7:bw=25,experts=[2,7]; c1:bw=29,experts=[4,7]; c23:bw=39,experts=[4,6]; c8:bw=10,experts=[4]; c25:bw=27,experts=[4,6]; c12:bw=74,experts=[0,1,2,4,5,6,7]; c27:bw=27,experts=[2,4]; c24:bw=40,experts=[0,4,6,7]; c10:bw=44,experts=[4,6,7]; c9:bw=37,experts=[0,4,6]; c17:bw=11,experts=[4]; c3:bw=52,experts=[0,2,4,5,6]; c16:bw=30,experts=[2,4,6]; c20:bw=58,experts=[0,1,4,5,6]; c29:bw=48,experts=[2,4,6]; c14:bw=33,experts=[4,6]; c19:bw=40,experts=[0,4,5,6]; c13:bw=27,experts=[4,7]; c26:bw=43,experts=[0,4,6]; c18:bw=31,experts=[3,4,7]; c28:bw=18,experts=[1]; c11:bw=10,experts=[7]; c2:bw=19,experts=[4]; c22:bw=31,experts=[0,4,6]; c21:bw=10,experts=[2]; c4:bw=58,experts=[2,3,4,6,7]; c6:bw=39,experts=[0,4,6]; c15:bw=50,experts=[0,2,4,5,6]; c0:bw=11,experts=[4]","4.0108,1.7098,1.3835,1.7136,1.5267,2.7379,2.3534,2.4281,1.6166,3.3889,1.7911,2.5633,2.0025,2.3888,2.8033,4.3664,1.7584,1.9426,2.1854,1.3903,2.2443,2.0489,2.9039,1.6100,2.1294,1.3213,2.6769,1.4552,1.5163,1.4475"
18,2026-09-24 14:05:59,Ours,0.01,2.700335661099116,24.71,24.71,18,67.2451,1:07.25,65.3197,0.5085,1.4136,1186.4557,19:46.46,30,"13,20,6,14,5,24,29,8,17,2,16,7,25,10,11,22,26,23,15,27,12,28,0,18,9,19,1,3,4,21",13:43;20:45;6:31;14:40;5:35;24:30;29:39;8:10;17:50;2:37;16:38;7:55;25:32;10:27;11:57;22:49;26:57;23:56;15:51;27:31;12:18;28:43;0:49;18:60;9:19;19:33;1:10;3:37;4:56;21:26,"13:[1,4,5,6];20:[0,4,5,6];6:[4,5,6];14:[0,4,5,6];5:[4,6];24:[2,4];29:[4,6];8:[4];17:[0,2,4,5,6];2:[4,6];16:[1,4,6];7:[0,1,4,5,6];25:[1,4,6];10:[4,6];11:[0,2,4,6];22:[1,2,4,6];26:[1,2,4,6];23:[0,1,3,4,6];15:[0,2,4,5,6];27:[0,4,6];12:[4];28:[4,5,6];0:[1,2,4,6];18:[0,1,4,5,6];9:[4];19:[4,6];1:[2];3:[0,4,6];4:[0,1,4,5,6];21:[4]","c13:bw=43,experts=[1,4,5,6]; c20:bw=45,experts=[0,4,5,6]; c6:bw=31,experts=[4,5,6]; c14:bw=40,experts=[0,4,5,6]; c5:bw=35,experts=[4,6]; c24:bw=30,experts=[2,4]; c29:bw=39,experts=[4,6]; c8:bw=10,experts=[4]; c17:bw=50,experts=[0,2,4,5,6]; c2:bw=37,experts=[4,6]; c16:bw=38,experts=[1,4,6]; c7:bw=55,experts=[0,1,4,5,6]; c25:bw=32,experts=[1,4,6]; c10:bw=27,experts=[4,6]; c11:bw=57,experts=[0,2,4,6]; c22:bw=49,experts=[1,2,4,6]; c26:bw=57,experts=[1,2,4,6]; c23:bw=56,experts=[0,1,3,4,6]; c15:bw=51,experts=[0,2,4,5,6]; c27:bw=31,experts=[0,4,6]; c12:bw=18,experts=[4]; c28:bw=43,experts=[4,5,6]; c0:bw=49,experts=[1,2,4,6]; c18:bw=60,experts=[0,1,4,5,6]; c9:bw=19,experts=[4]; c19:bw=33,experts=[4,6]; c1:bw=10,experts=[2]; c3:bw=37,experts=[0,4,6]; c4:bw=56,experts=[0,1,4,5,6]; c21:bw=26,experts=[4]","2.1707,2.7191,1.5056,1.7286,3.9424,1.5718,4.1202,1.5095,2.6369,1.6197,2.3403,1.7322,2.7816,3.3948,3.0034,2.1714,1.4018,1.7839,1.5294,2.4083,2.2641,2.0389,1.4411,2.2598,1.8053,1.9111,1.3886,2.0236,2.7524,1.3632"
19,2026-09-24 14:07:06,Ours,0.01,2.7091359508926747,25.65,25.65,19,67.0532,1:07.05,65.1434,0.5075,1.3989,1253.5291,20:53.53,30,"5,19,26,29,15,4,23,3,6,8,20,21,22,14,27,24,28,16,2,17,18,1,13,25,12,11,10,9,7,0",5:29;19:37;26:33;29:36;15:39;4:51;23:15;3:40;6:66;8:56;20:21;21:52;22:29;14:30;27:34;24:45;28:10;16:13;2:14;17:67;18:31;1:46;13:10;25:59;12:54;11:20;10:35;9:38;7:22;0:42,"5:[4,6];19:[0,4,6];26:[4,5,6];29:[4,5,6];15:[4,5,6];4:[0,1,4,5,6];23:[];3:[0,4,5,6];6:[0,1,2,4,5,6];8:[0,1,4,5,6];20:[4,6];21:[0,1,4,5,6];22:[4,6];14:[1,4,6];27:[0,4,6];24:[0,1,4,6];28:[4];16:[4];2:[];17:[0,1,2,4,5,6];18:[1,4,6];1:[1,4,6];13:[];25:[0,2,4,5,6];12:[0,1,4,5,6];11:[4];10:[1,4,6];9:[4,6];7:[4,6];0:[0,4,5,6]","c5:bw=29,experts=[4,6]; c19:bw=37,experts=[0,4,6]; c26:bw=33,experts=[4,5,6]; c29:bw=36,experts=[4,5,6]; c15:bw=39,experts=[4,5,6]; c4:bw=51,experts=[0,1,4,5,6]; c23:bw=15,experts=[]; c3:bw=40,experts=[0,4,5,6]; c6:bw=66,experts=[0,1,2,4,5,6]; c8:bw=56,experts=[0,1,4,5,6]; c20:bw=21,experts=[4,6]; c21:bw=52,experts=[0,1,4,5,6]; c22:bw=29,experts=[4,6]; c14:bw=30,experts=[1,4,6]; c27:bw=34,experts=[0,4,6]; c24:bw=45,experts=[0,1,4,6]; c28:bw=10,experts=[4]; c16:bw=13,experts=[4]; c2:bw=14,experts=[]; c17:bw=67,experts=[0,1,2,4,5,6]; c18:bw=31,experts=[1,4,6]; c1:bw=46,experts=[1,4,6]; c13:bw=10,experts=[]; c25:bw=59,experts=[0,2,4,5,6]; c12:bw=54,experts=[0,1,4,5,6]; c11:bw=20,experts=[4]; c10:bw=35,experts=[1,4,6]; c9:bw=38,experts=[4,6]; c7:bw=22,experts=[4,6]; c0:bw=42,experts=[0,4,5,6]","4.0788,1.9491,1.4103,4.2016,1.5384,2.6845,1.7067,2.0188,1.4697,1.5007,2.6118,1.3101,2.1314,1.7288,2.4524,1.6317,2.0887,2.3470,1.6662,2.6165,2.2268,1.4050,2.1807,2.7006,2.3555,2.8684,3.2907,1.7977,1.7172,1.4575"
20,2026-09-24 14:08:14,Ours,0.01,2.678058645368176,25.8,25.8,20,67.6557,1:07.66,65.7545,0.5063,1.3915,1321.206,22:01.21,30,"12,19,17,5,18,29,21,10,11,14,22,13,7,6,0,1,25,15,26,16,2,8,4,9,28,27,20,24,3,23",12:44;19:48;17:48;5:10;18:21;29:17;21:44;10:16;11:10;14:30;22:75;13:40;7:43;6:68;0:28;1:40;25:21;15:19;26:31;16:40;2:41;8:50;4:59;9:17;28:34;27:42;20:58;24:43;3:18;23:37,"12:[0,3,4,6];19:[0,4,6];17:[0,4,5,6];5:[7];18:[4,6];29:[4];21:[0,4,5,6];10:[2];11:[];14:[0,4,6];22:[0,1,2,4,5,6];13:[0,4,6];7:[0,4,6];6:[0,1,2,4,5,6];0:[4];1:[0,4,6];25:[4,6];15:[4];26:[4,6];16:[0,2,4,6];2:[0,2,4,6];8:[0,2,4,5,6];4:[0,2,4,5,6];9:[1];28:[0,4,6];27:[0,4,5,6];20:[2,4,6,7];24:[0,1,4,6];3:[4];23:[2,4,6]","c12:bw=44,experts=[0,3,4,6]; c19:bw=48,experts=[0,4,6]; c17:bw=48,experts=[0,4,5,6]; c5:bw=10,experts=[7]; c18:bw=21,experts=[4,6]; c29:bw=17,experts=[4]; c21:bw=44,experts=[0,4,5,6]; c10:bw=16,experts=[2]; c11:bw=10,experts=[]; c14:bw=30,experts=[0,4,6]; c22:bw=75,experts=[0,1,2,4,5,6]; c13:bw=40,experts=[0,4,6]; c7:bw=43,experts=[0,4,6]; c6:bw=68,experts=[0,1,2,4,5,6]; c0:bw=28,experts=[4]; c1:bw=40,experts=[0,4,6]; c25:bw=21,experts=[4,6]; c15:bw=19,experts=[4]; c26:bw=31,experts=[4,6]; c16:bw=40,experts=[0,2,4,6]; c2:bw=41,experts=[0,2,4,6]; c8:bw=50,experts=[0,2,4,5,6]; c4:bw=59,experts=[0,2,4,5,6]; c9:bw=17,experts=[1]; c28:bw=34,experts=[0,4,6]; c27:bw=42,experts=[0,4,5,6]; c20:bw=58,experts=[2,4,6,7]; c24:bw=43,experts=[0,1,4,6]; c3:bw=18,experts=[4]; c23:bw=37,experts=[2,4,6]","2.4006,1.9788,2.8822,4.0534,2.3029,4.2010,1.3655,3.3131,2.9498,1.7584,2.1702,2.2090,1.7081,1.4972,1.4540,1.4080,2.6912,1.5306,1.3659,2.3410,1.6210,1.4894,2.6800,1.7530,2.0279,2.4254,2.6957,1.6359,2.0790,1.7660"
21,2026-09-24 14:09:21,Ours,0.01,2.6424660512157194,26.84,26.84,21,67.7328,1:07.73,65.8009,0.5062,1.4223,1388.9602,23:08.96,30,"22,1,5,7,27,0,26,14,10,4,9,2,25,13,17,6,28,20,23,8,11,3,29,18,12,21,24,15,19,16",22:48;1:41;5:32;7:12;27:33;0:66;26:45;14:31;10:40;4:48;9:25;2:39;25:39;13:23;17:35;6:16;28:13;20:40;23:37;8:18;11:23;3:10;29:52;18:60;12:38;21:15;24:38;15:19;19:58;16:33,"22:[4,5,6,7];1:[0,1,4,6];5:[0,4,6];7:[4];27:[1,4,6];0:[0,1,2,4,5,6];26:[0,4,5,6];14:[2,3,4];10:[0,4,5,6];4:[0,4,5,6];9:[2,4];2:[0,4,6];25:[4,5,6];13:[4,6];17:[0,4,6];6:[4];28:[4];20:[4,5,6];23:[0,4,6];8:[];11:[1];3:[];29:[0,1,4,6];18:[0,1,2,4,5,6];12:[4,6];21:[4];24:[4,6];15:[];19:[0,2,4,5,6];16:[4,5,6]","c22:bw=48,experts=[4,5,6,7]; c1:bw=41,experts=[0,1,4,6]; c5:bw=32,experts=[0,4,6]; c7:bw=12,experts=[4]; c27:bw=33,experts=[1,4,6]; c0:bw=66,experts=[0,1,2,4,5,6]; c26:bw=45,experts=[0,4,5,6]; c14:bw=31,experts=[2,3,4]; c10:bw=40,experts=[0,4,5,6]; c4:bw=48,experts=[0,4,5,6]; c9:bw=25,experts=[2,4]; c2:bw=39,experts=[0,4,6]; c25:bw=39,experts=[4,5,6]; c13:bw=23,experts=[4,6]; c17:bw=35,experts=[0,4,6]; c6:bw=16,experts=[4]; c28:bw=13,experts=[4]; c20:bw=40,experts=[4,5,6]; c23:bw=37,experts=[0,4,6]; c8:bw=18,experts=[]; c11:bw=23,experts=[1]; c3:bw=10,experts=[]; c29:bw=52,experts=[0,1,4,6]; c18:bw=60,experts=[0,1,2,4,5,6]; c12:bw=38,experts=[4,6]; c21:bw=15,experts=[4]; c24:bw=38,experts=[4,6]; c15:bw=19,experts=[]; c19:bw=58,experts=[0,2,4,5,6]; c16:bw=33,experts=[4,5,6]","2.1871,1.4637,4.1440,1.7429,2.4560,1.4583,1.3960,1.6980,3.2675,2.6838,1.7855,1.6635,2.7419,2.1518,2.7041,1.5012,2.1123,2.7042,1.7456,1.4988,2.9311,2.0363,4.1911,2.2829,2.3449,1.3676,1.6286,1.5577,1.9792,2.3752"
