Round,TestAcc
1,1.4
2,3.45
3,4.97
4,7.27
5,8.15
6,9.71
7,11.84
8,13.2
9,15.91
10,18.48
11,19.56
12,20.44
13,22.51
14,24.48
15,25.48
16,25.39
17,28.35
18,30.91
19,29.86
20,31.98
21,32.02
22,34.47
23,35.97
24,35.81
25,37.46
26,38.36
27,40.04
28,39.41
29,41.53
30,42.26
31,42.77
32,43.2
33,44.11
34,45.44
35,45.31
36,46.32
37,46.84
38,48.05
39,47.46
40,47.42
41,48.18
42,49.47
43,49.53
44,49.3
45,50.21
46,50.32
47,50.99
48,50.74
49,50.98
50,51.81
51,52.31
52,52.48
53,52.98
54,52.63
55,53.4
56,52.32
57,53.53
58,54.27
59,54.71
60,55.08
61,55.14
62,55.52
63,55.35
64,55.53
65,55.97
66,56.29
67,56.76
68,56.55
69,57.19
70,57.18
71,57.11
72,57.44
73,56.94
74,58.1
75,58.46
76,58.65
77,58.6
78,58.7
79,58.58
80,58.98
81,59.48
82,59.69
83,59.51
84,59.2
85,59.54
86,60.18
87,60.42
88,60.58
89,60.42
90,60.6
91,60.68
92,60.74
93,61.03
94,61.18
95,60.99
96,61.27
97,61.43
98,61.88
99,61.49
100,61.86
