Round,TestAcc
1,1.03
2,3.15
3,3.85
4,5.63
5,5.0
6,7.07
7,8.87
8,9.72
9,9.06
10,10.21
11,14.04
12,13.15
13,13.05
14,17.06
15,18.04
16,19.13
17,18.86
18,17.7
19,22.85
20,18.59
21,21.73
22,24.04
23,23.49
24,26.45
25,27.27
26,22.79
27,29.18
28,27.48
29,29.83
30,28.84
31,30.65
32,33.32
33,33.18
34,34.87
35,33.75
36,33.08
37,37.95
38,36.91
39,35.97
40,35.76
41,39.41
42,37.87
43,37.97
44,41.79
45,39.37
46,40.89
47,39.15
48,43.87
49,40.52
50,42.3
51,42.23
52,38.66
53,44.13
54,44.51
55,45.33
56,45.45
57,44.77
58,47.97
59,42.7
60,48.0
61,45.35
62,47.23
63,47.63
64,48.31
65,47.18
66,49.75
67,45.31
68,48.93
69,50.57
70,44.56
71,52.28
72,43.62
73,49.14
74,51.1
75,51.17
76,51.0
77,50.72
78,50.86
79,52.88
80,50.81
81,53.75
82,52.01
83,53.52
84,51.35
85,51.57
86,55.34
87,50.53
88,55.47
89,50.07
90,55.85
91,55.16
92,51.57
93,55.01
94,52.51
95,56.43
96,54.39
97,56.84
98,56.1
99,56.23
100,53.54
