Round,TestAcc
1,1.01
2,2.49
3,4.37
4,5.4
5,6.18
6,7.22
7,8.78
8,8.49
9,9.19
10,10.4
11,12.65
12,14.28
13,15.15
14,17.27
15,15.08
16,17.13
17,20.72
18,19.44
19,17.62
20,21.59
21,20.95
22,17.66
23,23.02
24,24.15
25,24.35
26,26.43
27,24.51
28,28.35
29,20.99
30,27.94
31,29.69
32,33.0
33,34.56
34,34.86
35,34.22
36,33.21
37,36.72
38,37.58
39,37.71
40,33.75
41,35.81
42,37.47
43,39.58
44,40.6
45,41.48
46,40.62
47,39.98
48,39.8
49,42.11
50,43.63
51,42.56
52,44.38
53,43.4
54,44.23
55,45.15
56,46.78
57,46.74
58,47.01
59,48.11
60,48.86
61,49.0
62,48.93
63,48.83
64,50.51
65,50.4
66,49.92
67,49.4
68,51.24
69,50.07
70,50.72
71,52.97
72,52.42
73,52.36
74,50.75
75,52.5
76,50.54
77,52.01
78,51.92
79,51.94
80,53.73
81,52.75
82,53.19
83,54.39
84,54.48
85,55.83
86,54.91
87,55.77
88,55.38
89,56.84
90,56.09
91,56.02
92,55.09
93,55.56
94,54.94
95,56.14
96,58.31
97,57.47
98,57.89
99,57.21
100,57.84
