Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-23 23:14:48,Ours,0.00208,4.4064272894277305,1.23,1.23,1,57.8442,0:57.84,55.9712,0.6724,1.1927,57.8443,0:57.84,50,"13,39,30,45,17,48,26,25,32,19,12,4,37,8,3,6,41,46,47,15,9,16,24,34,31,0,44,27,33,5,29,11,36,1,21,2,43,35,23,40,10,22,18,49,20,7,42,14,28,38",13:42;39:37;30:49;45:34;17:34;48:26;26:38;25:55;32:10;19:40;12:23;4:40;37:21;8:55;3:51;6:41;41:24;46:10;47:60;15:58;9:45;16:48;24:34;34:35;31:42;0:10;44:47;27:21;33:15;5:44;29:26;11:24;36:47;1:29;21:20;2:29;43:50;35:40;23:65;40:46;10:22;22:26;18:30;49:28;20:55;7:20;42:30;14:54;28:39;38:52,"13:[1,2,6,7];39:[0,1,7];30:[1,4,6,7];45:[0,4,7];17:[1,2,6];48:[1,3];26:[0,1,4];25:[0,1,3,4,5];32:[4];19:[0,2,3,4];12:[1,7];4:[0,5,6,7];37:[0,4];8:[0,2,3,6,7];3:[0,1,2,4,6];6:[0,4,6,7];41:[3,5];46:[5];47:[1,2,3,4,5,7];15:[2,3,5,6,7];9:[0,1,6,7];16:[1,3,5,6];24:[0,3,7];34:[0,2,6];31:[0,3,4,5];0:[7];44:[0,2,3,4];27:[0,4];33:[2];5:[0,3,5,7];29:[3,6];11:[3,5];36:[0,2,3,7];1:[2,6];21:[2,5];2:[2,3];43:[0,1,4,5,7];35:[0,5,6,7];23:[1,2,4,5,6,7];40:[1,2,5,6];10:[0,5];22:[1,5];18:[0,2,4];49:[5,7];20:[1,3,4,6,7];7:[4,5];42:[1,3,7];14:[1,2,3,4,6];28:[1,4,6];38:[0,1,2,4,5]","c13:bw=42,experts=[1,2,6,7]; c39:bw=37,experts=[0,1,7]; c30:bw=49,experts=[1,4,6,7]; c45:bw=34,experts=[0,4,7]; c17:bw=34,experts=[1,2,6]; c48:bw=26,experts=[1,3]; c26:bw=38,experts=[0,1,4]; c25:bw=55,experts=[0,1,3,4,5]; c32:bw=10,experts=[4]; c19:bw=40,experts=[0,2,3,4]; c12:bw=23,experts=[1,7]; c4:bw=40,experts=[0,5,6,7]; c37:bw=21,experts=[0,4]; c8:bw=55,experts=[0,2,3,6,7]; c3:bw=51,experts=[0,1,2,4,6]; c6:bw=41,experts=[0,4,6,7]; c41:bw=24,experts=[3,5]; c46:bw=10,experts=[5]; c47:bw=60,experts=[1,2,3,4,5,7]; c15:bw=58,experts=[2,3,5,6,7]; c9:bw=45,experts=[0,1,6,7]; c16:bw=48,experts=[1,3,5,6]; c24:bw=34,experts=[0,3,7]; c34:bw=35,experts=[0,2,6]; c31:bw=42,experts=[0,3,4,5]; c0:bw=10,experts=[7]; c44:bw=47,experts=[0,2,3,4]; c27:bw=21,experts=[0,4]; c33:bw=15,experts=[2]; c5:bw=44,experts=[0,3,5,7]; c29:bw=26,experts=[3,6]; c11:bw=24,experts=[3,5]; c36:bw=47,experts=[0,2,3,7]; c1:bw=29,experts=[2,6]; c21:bw=20,experts=[2,5]; c2:bw=29,experts=[2,3]; c43:bw=50,experts=[0,1,4,5,7]; c35:bw=40,experts=[0,5,6,7]; c23:bw=65,experts=[1,2,4,5,6,7]; c40:bw=46,experts=[1,2,5,6]; c10:bw=22,experts=[0,5]; c22:bw=26,experts=[1,5]; c18:bw=30,experts=[0,2,4]; c49:bw=28,experts=[5,7]; c20:bw=55,experts=[1,3,4,6,7]; c7:bw=20,experts=[4,5]; c42:bw=30,experts=[1,3,7]; c14:bw=54,experts=[1,2,3,4,6]; c28:bw=39,experts=[1,4,6]; c38:bw=52,experts=[0,1,2,4,5]","1.3822,1.1555,1.1860,1.7606,0.8999,0.6991,1.2869,2.1393,1.2787,1.0286,0.6958,1.2894,0.9005,0.8419,1.1764,1.2975,0.4777,0.8139,0.7611,0.8200,1.1849,1.7711,0.8181,0.8708,1.2276,0.4751,0.7740,1.2226,1.1737,1.6825,1.3075,0.8463,0.8600,1.0278,1.5538,0.6726,0.8719,0.9773,1.3028,1.1118,1.0308,1.4309,1.0596,2.7506,1.2898,0.6971,1.0682,1.4439,0.8814,0.6957"
2,2026-09-23 23:15:43,Ours,0.00406,4.11420504626727,1.23,1.23,1,54.3947,0:54.39,52.6103,0.6321,1.1473,112.387,1:52.39,50,"29,38,2,46,45,39,22,44,10,0,18,30,49,33,21,4,24,32,12,31,20,23,26,42,14,15,40,41,9,36,11,48,17,28,37,5,47,3,35,16,13,34,7,43,6,27,19,1,25,8",29:60;38:20;2:22;46:16;45:60;39:37;22:38;44:24;10:59;0:36;18:24;30:10;49:43;33:57;21:28;4:30;24:10;32:20;12:16;31:13;20:15;23:70;26:35;42:53;14:26;15:62;40:17;41:33;9:46;36:63;11:29;48:42;17:51;28:65;37:33;5:69;47:49;3:67;35:16;16:16;13:54;34:47;7:55;43:49;6:17;27:24;19:53;1:41;25:25;8:48,"29:[0,1,2,4,5,6];38:[1,7];2:[3,7];46:[7];45:[0,1,2,3,4,6];39:[0,5,6];22:[0,5,7];44:[1,6];10:[0,2,3,4,6];0:[5,6,7];18:[0,5];30:[5];49:[0,1,5,7];33:[0,2,4,5,7];21:[3,4];4:[0,2,4];24:[1];32:[2,4];12:[3];31:[5];20:[0];23:[1,2,3,4,5,6,7];26:[0,1,4];42:[0,2,4,5,7];14:[0,1];15:[0,2,3,4,6,7];40:[1];41:[2,5,6];9:[2,3,4,7];36:[0,1,2,3,4,7];11:[3,6];48:[0,1,3,7];17:[0,1,4,5,7];28:[0,2,4,5,6,7];37:[0,2,3];5:[1,2,4,5,6,7];47:[0,2,4,5];3:[0,1,2,3,5,6];35:[7];16:[0];13:[0,1,3,4,6];34:[1,3,4,5];7:[0,1,2,3,7];43:[1,2,4,6];6:[3];27:[1,5];19:[0,1,2,6,7];1:[2,3,4,5];25:[1,5];8:[0,2,3,4]","c29:bw=60,experts=[0,1,2,4,5,6]; c38:bw=20,experts=[1,7]; c2:bw=22,experts=[3,7]; c46:bw=16,experts=[7]; c45:bw=60,experts=[0,1,2,3,4,6]; c39:bw=37,experts=[0,5,6]; c22:bw=38,experts=[0,5,7]; c44:bw=24,experts=[1,6]; c10:bw=59,experts=[0,2,3,4,6]; c0:bw=36,experts=[5,6,7]; c18:bw=24,experts=[0,5]; c30:bw=10,experts=[5]; c49:bw=43,experts=[0,1,5,7]; c33:bw=57,experts=[0,2,4,5,7]; c21:bw=28,experts=[3,4]; c4:bw=30,experts=[0,2,4]; c24:bw=10,experts=[1]; c32:bw=20,experts=[2,4]; c12:bw=16,experts=[3]; c31:bw=13,experts=[5]; c20:bw=15,experts=[0]; c23:bw=70,experts=[1,2,3,4,5,6,7]; c26:bw=35,experts=[0,1,4]; c42:bw=53,experts=[0,2,4,5,7]; c14:bw=26,experts=[0,1]; c15:bw=62,experts=[0,2,3,4,6,7]; c40:bw=17,experts=[1]; c41:bw=33,experts=[2,5,6]; c9:bw=46,experts=[2,3,4,7]; c36:bw=63,experts=[0,1,2,3,4,7]; c11:bw=29,experts=[3,6]; c48:bw=42,experts=[0,1,3,7]; c17:bw=51,experts=[0,1,4,5,7]; c28:bw=65,experts=[0,2,4,5,6,7]; c37:bw=33,experts=[0,2,3]; c5:bw=69,experts=[1,2,4,5,6,7]; c47:bw=49,experts=[0,2,4,5]; c3:bw=67,experts=[0,1,2,3,5,6]; c35:bw=16,experts=[7]; c16:bw=16,experts=[0]; c13:bw=54,experts=[0,1,3,4,6]; c34:bw=47,experts=[1,3,4,5]; c7:bw=55,experts=[0,1,2,3,7]; c43:bw=49,experts=[1,2,4,6]; c6:bw=17,experts=[3]; c27:bw=24,experts=[1,5]; c19:bw=53,experts=[0,1,2,6,7]; c1:bw=41,experts=[2,3,4,5]; c25:bw=25,experts=[1,5]; c8:bw=48,experts=[0,2,3,4]","1.2704,0.6708,0.6573,0.7979,1.7367,1.0968,1.4188,0.7524,0.9679,0.4429,0.9834,1.0961,2.7089,1.1318,1.5334,1.2428,0.7601,1.2885,0.6555,1.1376,1.2625,1.2627,1.3042,1.0191,1.4027,0.7798,1.0127,0.4244,1.0603,0.8089,0.7505,0.6283,0.8151,0.7939,0.8248,1.6015,0.6747,1.0469,0.8813,1.6627,0.7794,0.8509,0.6277,0.8292,1.2200,1.1361,0.9976,1.0372,1.9983,0.7670"
3,2026-09-23 23:16:35,Ours,0.006040000000000001,4.008742422589991,2.6,2.6,3,52.3624,0:52.36,50.5934,0.6352,1.1287,164.7627,2:44.76,50,"1,49,5,43,29,28,17,3,18,15,19,12,9,42,10,39,20,35,24,46,13,14,31,25,0,30,26,21,37,36,2,44,23,22,45,33,11,48,8,6,27,40,38,41,4,32,47,34,7,16",1:13;49:42;5:13;43:30;29:15;28:56;17:41;3:26;18:40;15:16;19:24;12:37;9:48;42:57;10:10;39:76;20:56;35:49;24:29;46:55;13:54;14:53;31:56;25:35;0:50;30:10;26:52;21:48;37:52;36:26;2:42;44:36;23:11;22:54;45:50;33:25;11:66;48:29;8:30;6:40;27:34;40:50;38:43;41:34;4:52;32:49;47:40;34:18;7:33;16:31,"1:[1];49:[2,3,6,7];5:[6];43:[2,3,7];29:[5];28:[2,3,5,6,7];17:[0,2,3,7];3:[2,5];18:[0,2,3,6];15:[2];19:[6,7];12:[0,4,7];9:[2,3,5,7];42:[0,2,3,4,6];10:[0];39:[0,1,2,3,4,5,6];20:[1,2,3,4,5];35:[1,2,4,7];24:[1,7];46:[0,1,2,5,6];13:[0,2,3,5,6];14:[1,3,5,6,7];31:[3,4,5,6,7];25:[3,5,6];0:[1,2,3,5,6];30:[6];26:[0,2,4,5,6];21:[3,4,5,7];37:[1,4,5,6,7];36:[0,6];2:[0,2,4,6];44:[0,5,7];23:[2];22:[0,1,2,5,6];45:[1,3,4,6,7];33:[0,4];11:[0,1,2,3,5,6];48:[0,5];8:[0,2,3];6:[0,1,2,3];27:[2,3,6];40:[0,2,3,4,5];38:[0,4,6,7];41:[2,4,5];4:[2,4,5,6,7];32:[1,4,6,7];47:[0,1,6,7];34:[0];7:[1,2,5];16:[1,3,7]","c1:bw=13,experts=[1]; c49:bw=42,experts=[2,3,6,7]; c5:bw=13,experts=[6]; c43:bw=30,experts=[2,3,7]; c29:bw=15,experts=[5]; c28:bw=56,experts=[2,3,5,6,7]; c17:bw=41,experts=[0,2,3,7]; c3:bw=26,experts=[2,5]; c18:bw=40,experts=[0,2,3,6]; c15:bw=16,experts=[2]; c19:bw=24,experts=[6,7]; c12:bw=37,experts=[0,4,7]; c9:bw=48,experts=[2,3,5,7]; c42:bw=57,experts=[0,2,3,4,6]; c10:bw=10,experts=[0]; c39:bw=76,experts=[0,1,2,3,4,5,6]; c20:bw=56,experts=[1,2,3,4,5]; c35:bw=49,experts=[1,2,4,7]; c24:bw=29,experts=[1,7]; c46:bw=55,experts=[0,1,2,5,6]; c13:bw=54,experts=[0,2,3,5,6]; c14:bw=53,experts=[1,3,5,6,7]; c31:bw=56,experts=[3,4,5,6,7]; c25:bw=35,experts=[3,5,6]; c0:bw=50,experts=[1,2,3,5,6]; c30:bw=10,experts=[6]; c26:bw=52,experts=[0,2,4,5,6]; c21:bw=48,experts=[3,4,5,7]; c37:bw=52,experts=[1,4,5,6,7]; c36:bw=26,experts=[0,6]; c2:bw=42,experts=[0,2,4,6]; c44:bw=36,experts=[0,5,7]; c23:bw=11,experts=[2]; c22:bw=54,experts=[0,1,2,5,6]; c45:bw=50,experts=[1,3,4,6,7]; c33:bw=25,experts=[0,4]; c11:bw=66,experts=[0,1,2,3,5,6]; c48:bw=29,experts=[0,5]; c8:bw=30,experts=[0,2,3]; c6:bw=40,experts=[0,1,2,3]; c27:bw=34,experts=[2,3,6]; c40:bw=50,experts=[0,2,3,4,5]; c38:bw=43,experts=[0,4,6,7]; c41:bw=34,experts=[2,4,5]; c4:bw=52,experts=[2,4,5,6,7]; c32:bw=49,experts=[1,4,6,7]; c47:bw=40,experts=[0,1,6,7]; c34:bw=18,experts=[0]; c7:bw=33,experts=[1,2,5]; c16:bw=31,experts=[1,3,7]","0.9359,2.6555,1.5362,0.8126,1.2411,0.8343,0.8025,1.0719,0.9578,0.7643,0.9750,0.6293,1.0671,0.9732,0.9200,1.0155,1.1836,0.8898,0.7299,0.7769,0.7652,1.3709,1.1150,1.9757,0.4249,1.0345,1.1734,1.4498,0.8065,0.7772,0.6129,0.7049,1.1629,1.3357,1.5890,1.0480,0.7534,0.6195,0.7310,1.1852,1.1071,0.9984,0.6221,0.4205,1.1508,1.2046,0.6631,0.8211,0.5964,1.6012"
4,2026-09-23 23:17:28,Ours,0.00802,3.7286092580918613,3.41,3.41,4,53.3248,0:53.32,51.5478,0.642,1.13,218.1004,3:38.10,50,"49,16,20,40,13,17,3,15,23,25,34,18,11,9,48,47,4,22,7,39,44,2,8,45,36,33,26,32,30,0,46,43,24,37,10,29,19,38,41,5,1,27,21,6,31,12,35,28,42,14",49:20;16:45;20:70;40:45;13:49;17:39;3:34;15:24;23:15;25:43;34:55;18:43;11:49;9:22;48:16;47:32;4:56;22:49;7:45;39:23;44:27;2:60;8:31;45:50;36:44;33:53;26:37;32:62;30:40;0:59;46:38;43:21;24:19;37:62;10:64;29:44;19:47;38:36;41:43;5:73;1:40;27:58;21:27;6:53;31:50;12:63;35:10;28:63;42:21;14:32,"49:[1,2];16:[2,4,6,7];20:[0,2,3,4,5,6,7];40:[0,2,4,5];13:[0,1,3,4];17:[2,6,7];3:[0,4,5];15:[2,3];23:[2];25:[2,3,4,6];34:[0,1,2,4,6];18:[2,3,4,6];11:[0,5,6,7];9:[0,6];48:[6];47:[1,2,3];4:[0,2,3,6,7];22:[2,4,5,6];7:[1,3,4,5];39:[2,4];44:[6,7];2:[0,1,3,4,5,7];8:[1,3,6];45:[0,1,2,4,7];36:[0,4,6,7];33:[0,1,3,5,6];26:[1,2,4];32:[0,1,2,3,4,7];30:[1,2,5,6];0:[2,3,4,6,7];46:[2,3,7];43:[0,5];24:[1];37:[2,3,4,5,6,7];10:[0,1,2,3,5,6];29:[1,3,4,7];19:[2,3,5,7];38:[0,1,6];41:[2,4,6,7];5:[0,1,2,3,4,5,6];1:[1,2,4,7];27:[0,2,3,5,7];21:[0,4];6:[0,3,5,6,7];31:[0,1,2,5,7];12:[0,1,2,4,6,7];35:[7];28:[0,1,3,4,6,7];42:[2,3];14:[0,6,7]","c49:bw=20,experts=[1,2]; c16:bw=45,experts=[2,4,6,7]; c20:bw=70,experts=[0,2,3,4,5,6,7]; c40:bw=45,experts=[0,2,4,5]; c13:bw=49,experts=[0,1,3,4]; c17:bw=39,experts=[2,6,7]; c3:bw=34,experts=[0,4,5]; c15:bw=24,experts=[2,3]; c23:bw=15,experts=[2]; c25:bw=43,experts=[2,3,4,6]; c34:bw=55,experts=[0,1,2,4,6]; c18:bw=43,experts=[2,3,4,6]; c11:bw=49,experts=[0,5,6,7]; c9:bw=22,experts=[0,6]; c48:bw=16,experts=[6]; c47:bw=32,experts=[1,2,3]; c4:bw=56,experts=[0,2,3,6,7]; c22:bw=49,experts=[2,4,5,6]; c7:bw=45,experts=[1,3,4,5]; c39:bw=23,experts=[2,4]; c44:bw=27,experts=[6,7]; c2:bw=60,experts=[0,1,3,4,5,7]; c8:bw=31,experts=[1,3,6]; c45:bw=50,experts=[0,1,2,4,7]; c36:bw=44,experts=[0,4,6,7]; c33:bw=53,experts=[0,1,3,5,6]; c26:bw=37,experts=[1,2,4]; c32:bw=62,experts=[0,1,2,3,4,7]; c30:bw=40,experts=[1,2,5,6]; c0:bw=59,experts=[2,3,4,6,7]; c46:bw=38,experts=[2,3,7]; c43:bw=21,experts=[0,5]; c24:bw=19,experts=[1]; c37:bw=62,experts=[2,3,4,5,6,7]; c10:bw=64,experts=[0,1,2,3,5,6]; c29:bw=44,experts=[1,3,4,7]; c19:bw=47,experts=[2,3,5,7]; c38:bw=36,experts=[0,1,6]; c41:bw=43,experts=[2,4,6,7]; c5:bw=73,experts=[0,1,2,3,4,5,6]; c1:bw=40,experts=[1,2,4,7]; c27:bw=58,experts=[0,2,3,5,7]; c21:bw=27,experts=[0,4]; c6:bw=53,experts=[0,3,5,6,7]; c31:bw=50,experts=[0,1,2,5,7]; c12:bw=63,experts=[0,1,2,4,6,7]; c35:bw=10,experts=[7]; c28:bw=63,experts=[0,1,3,4,6,7]; c42:bw=21,experts=[2,3]; c14:bw=32,experts=[0,6,7]","2.5114,1.6400,1.2224,1.0716,0.7911,0.8008,1.1189,0.7779,1.1731,1.9158,0.8693,0.9873,0.7866,1.0604,0.6480,0.6757,1.1587,1.3009,0.6317,1.0672,0.7282,0.6297,0.7777,1.6613,0.8205,1.0634,1.2450,1.2658,1.0914,0.4234,0.7702,0.8217,0.7364,0.8420,0.9560,1.2623,0.9543,0.6398,0.4280,1.6162,0.9577,1.1361,1.4846,1.2285,1.0975,0.6474,0.8784,0.8472,0.9600,1.3682"
5,2026-09-23 23:18:22,Ours,0.01,3.761985019790182,4.41,4.41,5,53.4344,0:53.43,51.6517,0.6392,1.1384,271.5484,4:31.55,50,"35,6,29,14,13,7,20,12,9,30,48,21,37,11,8,38,17,15,28,24,41,19,4,43,33,46,26,23,10,39,3,42,34,5,40,25,44,18,0,32,31,47,22,27,45,49,16,36,2,1",35:26;6:53;29:55;14:53;13:36;7:24;20:50;12:55;9:62;30:16;48:13;21:35;37:43;11:21;8:37;38:67;17:64;15:45;28:45;24:12;41:46;19:19;4:48;43:59;33:33;46:11;26:19;23:29;10:35;39:65;3:63;42:51;34:36;5:40;40:42;25:34;44:40;18:10;0:50;32:40;31:43;47:48;22:49;27:30;45:62;49:44;16:32;36:26;2:10;1:20,"35:[0,6];6:[1,2,4,6,7];29:[0,3,5,6,7];14:[0,2,3,5,7];13:[0,6,7];7:[1,6];20:[0,2,3,5,7];12:[0,1,3,5,7];9:[0,1,3,5,6,7];30:[1];48:[5];21:[0,6,7];37:[1,2,4,5];11:[5,7];8:[1,2,6];38:[0,1,3,4,5,7];17:[0,1,2,3,5,6];15:[1,2,3,5];28:[1,5,6,7];24:[2];41:[0,2,3,4];19:[0];4:[1,2,5,7];43:[0,2,4,5,7];33:[2,5,7];46:[3];26:[0];23:[0,6];10:[1,2,6];39:[0,1,3,4,5,7];3:[0,1,4,5,6,7];42:[1,2,4,5,7];34:[1,3,5];5:[1,4,5,6];40:[2,4,6,7];25:[0,4,5];44:[0,3,6,7];18:[3];0:[0,1,3,4,6];32:[0,1,2,7];31:[2,4,5,7];47:[1,3,5,7];22:[1,5,6,7];27:[1,6,7];45:[0,1,3,4,5,6];49:[0,5,6,7];16:[0,2,7];36:[5,6];2:[1];1:[1,7]","c35:bw=26,experts=[0,6]; c6:bw=53,experts=[1,2,4,6,7]; c29:bw=55,experts=[0,3,5,6,7]; c14:bw=53,experts=[0,2,3,5,7]; c13:bw=36,experts=[0,6,7]; c7:bw=24,experts=[1,6]; c20:bw=50,experts=[0,2,3,5,7]; c12:bw=55,experts=[0,1,3,5,7]; c9:bw=62,experts=[0,1,3,5,6,7]; c30:bw=16,experts=[1]; c48:bw=13,experts=[5]; c21:bw=35,experts=[0,6,7]; c37:bw=43,experts=[1,2,4,5]; c11:bw=21,experts=[5,7]; c8:bw=37,experts=[1,2,6]; c38:bw=67,experts=[0,1,3,4,5,7]; c17:bw=64,experts=[0,1,2,3,5,6]; c15:bw=45,experts=[1,2,3,5]; c28:bw=45,experts=[1,5,6,7]; c24:bw=12,experts=[2]; c41:bw=46,experts=[0,2,3,4]; c19:bw=19,experts=[0]; c4:bw=48,experts=[1,2,5,7]; c43:bw=59,experts=[0,2,4,5,7]; c33:bw=33,experts=[2,5,7]; c46:bw=11,experts=[3]; c26:bw=19,experts=[0]; c23:bw=29,experts=[0,6]; c10:bw=35,experts=[1,2,6]; c39:bw=65,experts=[0,1,3,4,5,7]; c3:bw=63,experts=[0,1,4,5,6,7]; c42:bw=51,experts=[1,2,4,5,7]; c34:bw=36,experts=[1,3,5]; c5:bw=40,experts=[1,4,5,6]; c40:bw=42,experts=[2,4,6,7]; c25:bw=34,experts=[0,4,5]; c44:bw=40,experts=[0,3,6,7]; c18:bw=10,experts=[3]; c0:bw=50,experts=[0,1,3,4,6]; c32:bw=40,experts=[0,1,2,7]; c31:bw=43,experts=[2,4,5,7]; c47:bw=48,experts=[1,3,5,7]; c22:bw=49,experts=[1,5,6,7]; c27:bw=30,experts=[1,6,7]; c45:bw=62,experts=[0,1,3,4,5,6]; c49:bw=44,experts=[0,5,6,7]; c16:bw=32,experts=[0,2,7]; c36:bw=26,experts=[5,6]; c2:bw=10,experts=[1]; c1:bw=20,experts=[1,7]","0.8938,1.2076,1.2901,1.3761,0.7848,0.6113,1.1971,0.6362,1.0993,1.0727,0.6262,1.5015,0.8529,0.7563,0.7763,0.6554,0.8231,0.7631,0.8517,0.7417,0.4209,0.9392,1.1642,0.8416,1.0325,0.7517,1.2444,1.2135,0.9475,1.0668,1.0951,1.0594,0.8585,1.6087,1.0517,2.0397,0.7117,0.9519,0.4247,1.2373,1.1621,0.6610,1.3415,1.1314,1.6366,2.5634,1.6681,0.7933,0.5989,0.9168"
6,2026-09-23 23:19:15,Ours,0.01,3.6846397287549975,4.42,4.42,6,53.1398,0:53.14,51.368,0.6369,1.13,324.7006,5:24.70,50,"35,28,12,16,48,26,19,9,23,21,13,14,5,3,7,45,42,31,33,20,46,18,2,49,8,44,41,4,11,37,36,43,1,25,15,6,34,29,30,22,24,27,10,0,47,17,38,39,32,40",35:19;28:74;12:62;16:54;48:46;26:43;19:37;9:48;23:73;21:10;13:15;14:40;5:27;3:36;7:58;45:23;42:31;31:48;33:14;20:44;46:25;18:40;2:42;49:17;8:67;44:50;41:40;4:17;11:31;37:14;36:10;43:29;1:32;25:43;15:33;6:20;34:54;29:41;30:58;22:32;24:18;27:43;10:10;0:31;47:42;17:27;38:51;39:20;32:10;40:40,"35:[5];28:[0,1,2,3,4,5,7];12:[1,2,4,5,6,7];16:[1,2,3,6,7];48:[0,2,4,6];26:[1,2,6,7];19:[4,5,6];9:[0,3,4,5];23:[0,2,3,4,5,6,7];21:[3];13:[5];14:[1,2,4,5];5:[3,4];3:[4,5,7];7:[1,3,5,6,7];45:[3,7];42:[1,2,4];31:[1,2,4,7];33:[0];20:[0,3,4,7];46:[3,5];18:[0,1,2,7];2:[2,4,6,7];49:[0];8:[0,1,4,5,6,7];44:[0,1,3,4,5];41:[0,3,6,7];4:[5];11:[1,3,6];37:[2];36:[1];43:[3,5];1:[1,2,4];25:[0,1,4,5];15:[0,5,6];6:[3,5];34:[0,1,2,5,6];29:[0,1,3,6];30:[1,2,4,6,7];22:[0,2,5];24:[1];27:[1,3,4,7];10:[1];0:[4,5,7];47:[1,5,6,7];17:[1,7];38:[0,1,2,5,6];39:[1,6];32:[6];40:[0,1,5,6]","c35:bw=19,experts=[5]; c28:bw=74,experts=[0,1,2,3,4,5,7]; c12:bw=62,experts=[1,2,4,5,6,7]; c16:bw=54,experts=[1,2,3,6,7]; c48:bw=46,experts=[0,2,4,6]; c26:bw=43,experts=[1,2,6,7]; c19:bw=37,experts=[4,5,6]; c9:bw=48,experts=[0,3,4,5]; c23:bw=73,experts=[0,2,3,4,5,6,7]; c21:bw=10,experts=[3]; c13:bw=15,experts=[5]; c14:bw=40,experts=[1,2,4,5]; c5:bw=27,experts=[3,4]; c3:bw=36,experts=[4,5,7]; c7:bw=58,experts=[1,3,5,6,7]; c45:bw=23,experts=[3,7]; c42:bw=31,experts=[1,2,4]; c31:bw=48,experts=[1,2,4,7]; c33:bw=14,experts=[0]; c20:bw=44,experts=[0,3,4,7]; c46:bw=25,experts=[3,5]; c18:bw=40,experts=[0,1,2,7]; c2:bw=42,experts=[2,4,6,7]; c49:bw=17,experts=[0]; c8:bw=67,experts=[0,1,4,5,6,7]; c44:bw=50,experts=[0,1,3,4,5]; c41:bw=40,experts=[0,3,6,7]; c4:bw=17,experts=[5]; c11:bw=31,experts=[1,3,6]; c37:bw=14,experts=[2]; c36:bw=10,experts=[1]; c43:bw=29,experts=[3,5]; c1:bw=32,experts=[1,2,4]; c25:bw=43,experts=[0,1,4,5]; c15:bw=33,experts=[0,5,6]; c6:bw=20,experts=[3,5]; c34:bw=54,experts=[0,1,2,5,6]; c29:bw=41,experts=[0,1,3,6]; c30:bw=58,experts=[1,2,4,6,7]; c22:bw=32,experts=[0,2,5]; c24:bw=18,experts=[1]; c27:bw=43,experts=[1,3,4,7]; c10:bw=10,experts=[1]; c0:bw=31,experts=[4,5,7]; c47:bw=42,experts=[1,5,6,7]; c17:bw=27,experts=[1,7]; c38:bw=51,experts=[0,1,2,5,6]; c39:bw=20,experts=[1,6]; c32:bw=10,experts=[6]; c40:bw=40,experts=[0,1,5,6]","0.8740,0.8252,0.6344,1.6906,0.6298,1.2576,0.9592,1.0768,1.1891,1.4759,0.7623,1.3803,1.6322,1.1164,0.6192,1.6486,1.0079,1.1788,1.0377,1.2515,0.7689,0.9505,0.6193,2.5158,0.7504,0.7253,0.4250,1.1547,0.7826,0.8118,0.7766,0.7931,0.9639,2.0588,0.7912,1.1692,0.8650,1.2729,1.0286,1.3071,0.7427,1.1400,0.9050,0.4186,0.6867,0.7836,0.6375,1.0300,1.2220,1.0236"
