Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-23 17:01:49,Ours,0.00208,3.951533442554671,1.77,1.77,1,53.6164,0:53.62,52.315,0.1561,1.1437,53.6164,0:53.62,10,"8,1,5,0,7,2,9,4,3,6",8:202;1:107;5:163;0:10;7:75;2:106;9:166;4:146;3:187;6:150,"8:[3,6,7,8,9,10,11,13,14,15,16,18,19,24,25,26,27,29,30,31];1:[3,4,7,8,11,16,23,27,29,30];5:[0,1,3,6,9,14,15,16,18,19,20,21,23,24,26,27];0:[26];7:[4,13,18,20,24,25,27];2:[2,4,9,17,20,21,22,25,26,27];9:[1,2,3,4,6,7,8,16,17,19,23,25,27,28,29,31];4:[5,7,9,11,12,13,14,18,21,22,24,26,27,30];3:[0,1,3,6,8,9,12,14,15,16,17,18,19,24,26,29,30,31];6:[0,2,3,4,5,7,8,12,16,17,19,21,24,25,30]","c8:bw=202,experts=[3,6,7,8,9,10,11,13,14,15,16,18,19,24,25,26,27,29,30,31]; c1:bw=107,experts=[3,4,7,8,11,16,23,27,29,30]; c5:bw=163,experts=[0,1,3,6,9,14,15,16,18,19,20,21,23,24,26,27]; c0:bw=10,experts=[26]; c7:bw=75,experts=[4,13,18,20,24,25,27]; c2:bw=106,experts=[2,4,9,17,20,21,22,25,26,27]; c9:bw=166,experts=[1,2,3,4,6,7,8,16,17,19,23,25,27,28,29,31]; c4:bw=146,experts=[5,7,9,11,12,13,14,18,21,22,24,26,27,30]; c3:bw=187,experts=[0,1,3,6,8,9,12,14,15,16,17,18,19,24,26,29,30,31]; c6:bw=150,experts=[0,2,3,4,5,7,8,12,16,17,19,21,24,25,30]","5.7652,4.4857,6.1237,4.9147,4.7163,3.9219,3.5634,6.9727,5.2080,6.6433"
2,2026-09-23 17:02:40,Ours,0.00406,3.5296382616241155,3.13,3.13,2,51.012,0:51.01,49.7162,0.1555,1.1386,104.7807,1:44.78,10,"0,1,8,5,3,4,7,9,6,2",0:130;1:152;8:177;5:251;3:246;4:109;7:202;9:170;6:62;2:79,"0:[0,3,6,14,16,20,21,22,24,25,27,29,30];1:[0,2,3,6,10,12,13,15,18,19,21,22,25,26,29];8:[0,2,3,4,5,6,8,11,12,16,17,19,23,24,26,28,31];5:[1,2,3,4,7,8,10,12,13,14,15,16,17,18,19,20,22,23,25,26,27,28,29,30,31];3:[1,2,5,6,8,9,10,11,12,13,14,16,17,18,19,21,22,24,25,26,27,28,29,30];4:[0,2,5,8,12,16,18,20,29,31];7:[0,1,3,4,5,9,11,12,14,15,17,18,20,23,24,25,26,27,29,31];9:[3,6,7,8,10,11,12,13,18,19,20,21,22,23,28,30,31];6:[5,6,8,12,19,26];2:[3,4,7,16,20,23,24]","c0:bw=130,experts=[0,3,6,14,16,20,21,22,24,25,27,29,30]; c1:bw=152,experts=[0,2,3,6,10,12,13,15,18,19,21,22,25,26,29]; c8:bw=177,experts=[0,2,3,4,5,6,8,11,12,16,17,19,23,24,26,28,31]; c5:bw=251,experts=[1,2,3,4,7,8,10,12,13,14,15,16,17,18,19,20,22,23,25,26,27,28,29,30,31]; c3:bw=246,experts=[1,2,5,6,8,9,10,11,12,13,14,16,17,18,19,21,22,24,25,26,27,28,29,30]; c4:bw=109,experts=[0,2,5,8,12,16,18,20,29,31]; c7:bw=202,experts=[0,1,3,4,5,9,11,12,14,15,17,18,20,23,24,25,26,27,29,31]; c9:bw=170,experts=[3,6,7,8,10,11,12,13,18,19,20,21,22,23,28,30,31]; c6:bw=62,experts=[5,6,8,12,19,26]; c2:bw=79,experts=[3,4,7,16,20,23,24]","4.5462,4.1351,5.1296,6.1291,4.9639,6.5487,4.5013,3.4199,6.6444,3.6979"
3,2026-09-23 17:03:32,Ours,0.006040000000000001,3.4211701830600774,2.86,3.13,2,51.6196,0:51.62,50.2769,0.1586,1.1825,156.413,2:36.41,10,"9,2,0,6,8,5,3,7,1,4",9:174;2:152;0:182;6:146;8:110;5:49;3:94;7:120;1:49;4:190,"9:[1,7,8,9,10,11,12,13,16,17,19,23,26,27,29,30,31];2:[2,4,5,6,8,13,14,16,20,24,25,26,27,29,30];0:[2,3,7,8,9,13,16,17,18,20,21,23,24,25,26,29,30,31];6:[0,6,7,8,10,15,17,18,19,23,25,26,27,31];8:[1,2,8,9,14,16,17,26,27,28,29];5:[3,4,15,28];3:[2,5,12,15,16,18,19,25,31];7:[0,2,5,10,12,13,14,15,19,21,23,26];1:[3,11,13,16];4:[1,2,4,5,7,8,12,13,14,15,17,19,21,22,23,25,29,30,31]","c9:bw=174,experts=[1,7,8,9,10,11,12,13,16,17,19,23,26,27,29,30,31]; c2:bw=152,experts=[2,4,5,6,8,13,14,16,20,24,25,26,27,29,30]; c0:bw=182,experts=[2,3,7,8,9,13,16,17,18,20,21,23,24,25,26,29,30,31]; c6:bw=146,experts=[0,6,7,8,10,15,17,18,19,23,25,26,27,31]; c8:bw=110,experts=[1,2,8,9,14,16,17,26,27,28,29]; c5:bw=49,experts=[3,4,15,28]; c3:bw=94,experts=[2,5,12,15,16,18,19,25,31]; c7:bw=120,experts=[0,2,5,10,12,13,14,15,19,21,23,26]; c1:bw=49,experts=[3,11,13,16]; c4:bw=190,experts=[1,2,4,5,7,8,12,13,14,15,17,19,21,22,23,25,29,30,31]","3.4293,3.6522,4.5158,6.5818,5.1363,6.4857,5.2111,4.5360,4.2002,6.5285"
4,2026-09-23 17:04:28,Ours,0.00802,3.2827148647033,6.52,6.52,4,56.1491,0:56.15,54.8391,0.1576,1.1505,212.5746,3:32.57,10,"1,7,6,2,8,0,3,4,5,9",1:145;7:164;6:194;2:219;8:115;0:215;3:124;4:204;5:268;9:79,"1:[0,1,3,4,5,6,10,12,15,19,21,22,25,28];7:[2,3,4,5,6,7,10,11,12,16,17,21,22,24,25,29];6:[0,1,2,3,5,6,8,10,13,14,15,19,20,21,22,26,29,30,31];2:[1,3,4,5,6,7,8,9,12,13,17,18,19,21,23,25,26,27,29,30,31];8:[3,12,13,14,15,18,21,25,27,28,29];0:[1,2,3,4,7,10,11,14,15,18,19,20,21,22,23,24,25,26,27,28,30];3:[6,13,16,19,20,21,22,23,24,26,27,28];4:[0,1,2,3,5,10,11,12,14,15,16,19,20,22,24,27,28,29,30,31];5:[0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,25,26,28,29,30,31];9:[0,2,9,11,20,25,28]","c1:bw=145,experts=[0,1,3,4,5,6,10,12,15,19,21,22,25,28]; c7:bw=164,experts=[2,3,4,5,6,7,10,11,12,16,17,21,22,24,25,29]; c6:bw=194,experts=[0,1,2,3,5,6,8,10,13,14,15,19,20,21,22,26,29,30,31]; c2:bw=219,experts=[1,3,4,5,6,7,8,9,12,13,17,18,19,21,23,25,26,27,29,30,31]; c8:bw=115,experts=[3,12,13,14,15,18,21,25,27,28,29]; c0:bw=215,experts=[1,2,3,4,7,10,11,14,15,18,19,20,21,22,23,24,25,26,27,28,30]; c3:bw=124,experts=[6,13,16,19,20,21,22,23,24,26,27,28]; c4:bw=204,experts=[0,1,2,3,5,10,11,12,14,15,16,19,20,22,24,27,28,29,30,31]; c5:bw=268,experts=[0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,25,26,28,29,30,31]; c9:bw=79,experts=[0,2,9,11,20,25,28]","4.2638,5.3551,7.9448,3.9897,5.2093,5.2059,5.3189,7.7387,6.2711,3.5417"
5,2026-09-23 17:05:26,Ours,0.01,3.24799923139933,5.2,6.52,4,57.6318,0:57.63,56.2905,0.1571,1.1825,270.2192,4:30.22,10,"1,5,4,8,0,7,6,3,2,9",1:72;5:145;4:178;8:135;0:182;7:89;6:195;3:232;2:26;9:229,"1:[0,5,13,15,25,26,28];5:[0,3,4,5,6,7,14,15,17,19,22,26,28,30];4:[1,2,5,6,7,8,9,10,12,14,20,21,23,26,28,29,30];8:[2,4,9,10,13,15,17,18,19,21,24,27,30];0:[1,2,4,5,6,7,8,9,10,12,18,19,24,25,27,28,30,31];7:[1,3,4,8,10,17,18,22];6:[1,2,3,4,5,7,8,10,11,13,14,15,17,20,21,22,23,27,30];3:[0,1,2,5,6,8,9,10,11,13,15,17,20,21,22,23,24,25,26,27,28,29,30];2:[7,24];9:[0,1,2,6,9,10,11,12,14,15,16,17,19,21,22,23,24,25,26,28,29,30]","c1:bw=72,experts=[0,5,13,15,25,26,28]; c5:bw=145,experts=[0,3,4,5,6,7,14,15,17,19,22,26,28,30]; c4:bw=178,experts=[1,2,5,6,7,8,9,10,12,14,20,21,23,26,28,29,30]; c8:bw=135,experts=[2,4,9,10,13,15,17,18,19,21,24,27,30]; c0:bw=182,experts=[1,2,4,5,6,7,8,9,10,12,18,19,24,25,27,28,30,31]; c7:bw=89,experts=[1,3,4,8,10,17,18,22]; c6:bw=195,experts=[1,2,3,4,5,7,8,10,11,13,14,15,17,20,21,22,23,27,30]; c3:bw=232,experts=[0,1,2,5,6,8,9,10,11,13,15,17,20,21,22,23,24,25,26,27,28,29,30]; c2:bw=26,experts=[7,24]; c9:bw=229,experts=[0,1,2,6,9,10,11,12,14,15,16,17,19,21,22,23,24,25,26,28,29,30]","4.2564,7.2694,6.8492,6.0130,5.1519,5.3585,7.9554,5.5979,4.0123,3.8265"
6,2026-09-23 17:06:17,Ours,0.01,3.1583326289363916,8.6,8.6,6,51.586,0:51.59,50.2853,0.1527,1.1463,321.8174,5:21.82,10,"8,2,5,7,3,1,9,0,4,6",8:245;2:152;5:100;7:213;3:133;1:118;9:176;0:114;4:64;6:74,"8:[0,1,3,4,5,6,7,9,10,12,13,14,15,17,19,21,22,23,24,25,26,27,29,30];2:[3,4,6,13,16,17,18,20,21,22,23,25,26,28,31];5:[5,9,10,11,14,16,17,18,27,28];7:[0,1,3,4,5,8,9,10,12,13,14,15,16,17,19,21,22,23,25,27,30];3:[0,1,3,5,6,13,14,17,25,26,27,29,30];1:[1,4,5,6,9,15,17,24,26,30,31];9:[0,4,6,7,8,10,11,12,13,15,20,24,26,27,28,29,31];0:[0,4,5,12,13,14,17,18,20,21,24];4:[0,1,6,12,16,30];6:[4,7,9,10,15,27,31]","c8:bw=245,experts=[0,1,3,4,5,6,7,9,10,12,13,14,15,17,19,21,22,23,24,25,26,27,29,30]; c2:bw=152,experts=[3,4,6,13,16,17,18,20,21,22,23,25,26,28,31]; c5:bw=100,experts=[5,9,10,11,14,16,17,18,27,28]; c7:bw=213,experts=[0,1,3,4,5,8,9,10,12,13,14,15,16,17,19,21,22,23,25,27,30]; c3:bw=133,experts=[0,1,3,5,6,13,14,17,25,26,27,29,30]; c1:bw=118,experts=[1,4,5,6,9,15,17,24,26,30,31]; c9:bw=176,experts=[0,4,6,7,8,10,11,12,13,15,20,24,26,27,28,29,31]; c0:bw=114,experts=[0,4,5,12,13,14,17,18,20,21,24]; c4:bw=64,experts=[0,1,6,12,16,30]; c6:bw=74,experts=[4,7,9,10,15,27,31]","5.1869,3.6333,6.2006,4.6629,5.1487,4.1671,3.5966,4.6552,6.5669,6.4671"
7,2026-09-23 17:07:08,Ours,0.01,3.1641705700852087,9.66,9.66,7,50.8845,0:50.88,49.5907,0.1476,1.1413,372.7154,6:12.72,10,"0,5,2,6,3,7,4,1,8,9",0:132;5:178;2:146;6:48;3:97;7:113;4:50;1:35;8:210;9:10,"0:[0,5,6,11,13,14,15,16,18,23,26,29,30];5:[0,2,4,7,8,9,10,14,16,18,19,20,21,23,24,25,27];2:[1,2,3,6,8,9,10,11,12,13,14,18,27,31];6:[7,10,21,26];3:[1,6,9,12,14,22,26,27,29];7:[2,12,13,17,18,20,22,24,25,27,29];4:[4,12,16,23,31];1:[7,12,24];8:[1,2,3,5,8,11,12,13,16,17,18,19,20,21,22,23,26,27,28,30,31];9:[29]","c0:bw=132,experts=[0,5,6,11,13,14,15,16,18,23,26,29,30]; c5:bw=178,experts=[0,2,4,7,8,9,10,14,16,18,19,20,21,23,24,25,27]; c2:bw=146,experts=[1,2,3,6,8,9,10,11,12,13,14,18,27,31]; c6:bw=48,experts=[7,10,21,26]; c3:bw=97,experts=[1,6,9,12,14,22,26,27,29]; c7:bw=113,experts=[2,12,13,17,18,20,22,24,25,27,29]; c4:bw=50,experts=[4,12,16,23,31]; c1:bw=35,experts=[7,12,24]; c8:bw=210,experts=[1,2,3,5,8,11,12,13,16,17,18,19,20,21,22,23,26,27,28,30,31]; c9:bw=10,experts=[29]","4.5555,6.1229,3.6536,6.4279,5.0213,4.4340,6.6452,4.1692,5.1533,3.4079"
8,2026-09-23 17:07:59,Ours,0.01,3.1304105173691137,10.74,10.74,8,50.8167,0:50.82,49.5337,0.1505,1.1309,423.5458,7:03.55,10,"4,8,1,3,0,5,2,9,7,6",4:16;8:135;1:213;3:136;0:119;5:103;2:197;9:215;7:55;6:151,"4:[6];8:[1,3,8,11,12,14,15,16,17,19,21,23,30];1:[0,2,3,5,6,7,9,10,11,12,13,14,17,18,19,21,23,26,27,28,30];3:[2,3,5,6,13,14,15,17,22,23,25,30,31];0:[0,7,13,14,16,18,21,23,28,30,31];5:[2,4,6,10,14,18,22,25,27,30];2:[4,5,7,10,11,12,13,14,15,17,18,20,21,22,23,24,25,28,31];9:[0,1,2,4,6,9,11,12,15,16,17,18,19,20,21,22,25,26,27,28,31];7:[9,17,19,29,31];6:[0,1,3,6,9,11,12,13,15,16,17,19,23,24,29]","c4:bw=16,experts=[6]; c8:bw=135,experts=[1,3,8,11,12,14,15,16,17,19,21,23,30]; c1:bw=213,experts=[0,2,3,5,6,7,9,10,11,12,13,14,17,18,19,21,23,26,27,28,30]; c3:bw=136,experts=[2,3,5,6,13,14,15,17,22,23,25,30,31]; c0:bw=119,experts=[0,7,13,14,16,18,21,23,28,30,31]; c5:bw=103,experts=[2,4,6,10,14,18,22,25,27,30]; c2:bw=197,experts=[4,5,7,10,11,12,13,14,15,17,18,20,21,22,23,24,25,28,31]; c9:bw=215,experts=[0,1,2,4,6,9,11,12,15,16,17,18,19,20,21,22,25,26,27,28,31]; c7:bw=55,experts=[9,17,19,29,31]; c6:bw=151,experts=[0,1,3,6,9,11,12,13,15,16,17,19,23,24,29]","6.6509,5.1799,4.1363,4.9051,4.4952,6.1154,3.6081,3.4144,4.4567,6.5716"
9,2026-09-23 17:08:51,Ours,0.01,2.8730130856178766,14.33,14.33,9,51.8346,0:51.83,50.5415,0.1514,1.1401,475.3939,7:55.39,10,"2,0,4,9,8,6,7,5,1,3",2:78;0:192;4:218;9:96;8:66;6:114;7:168;5:192;1:53;3:84,"2:[2,11,14,17,21,25,29];0:[0,1,3,5,6,8,10,11,12,13,15,16,18,19,20,22,29,30,31];4:[1,2,3,4,6,8,9,11,12,13,15,16,17,18,19,20,25,26,28,30,31];9:[4,5,9,17,18,20,23,24,31];8:[1,3,4,14,17,23];6:[2,3,4,14,17,18,21,23,24,27,30];7:[0,1,2,4,7,8,9,11,12,18,19,21,25,27,30,31];5:[1,2,3,5,8,10,11,12,17,18,19,21,23,24,25,27,28,30,31];1:[3,5,17,28,31];3:[2,3,7,18,21,23,25,28]","c2:bw=78,experts=[2,11,14,17,21,25,29]; c0:bw=192,experts=[0,1,3,5,6,8,10,11,12,13,15,16,18,19,20,22,29,30,31]; c4:bw=218,experts=[1,2,3,4,6,8,9,11,12,13,15,16,17,18,19,20,25,26,28,30,31]; c9:bw=96,experts=[4,5,9,17,18,20,23,24,31]; c8:bw=66,experts=[1,3,4,14,17,23]; c6:bw=114,experts=[2,3,4,14,17,18,21,23,24,27,30]; c7:bw=168,experts=[0,1,2,4,7,8,9,11,12,18,19,21,25,27,30,31]; c5:bw=192,experts=[1,2,3,5,8,10,11,12,17,18,19,21,23,24,25,27,28,30,31]; c1:bw=53,experts=[3,5,17,28,31]; c3:bw=84,experts=[2,3,7,18,21,23,25,28]","3.6228,4.6970,6.8410,3.6130,5.4576,6.5926,4.5007,6.0283,4.1554,5.0331"
10,2026-09-23 17:09:42,Ours,0.01,2.9180191594719003,16.07,16.07,10,50.8449,0:50.84,49.5559,0.1576,1.1297,526.2529,8:46.25,10,"4,2,7,0,6,3,5,8,9,1",4:135;2:124;7:137;0:216;6:238;3:168;5:212;8:129;9:129;1:149,"4:[2,3,5,9,11,13,17,18,19,21,22,26,29];2:[1,2,5,7,8,9,11,15,21,27,28,30];7:[0,3,6,8,10,11,17,18,20,21,23,25,30];0:[2,5,6,7,11,12,14,15,16,17,18,19,21,22,23,24,26,27,28,29,30];6:[0,1,2,4,5,6,8,9,10,11,14,15,16,17,18,20,21,23,25,26,29,30,31];3:[1,3,4,5,7,8,9,12,14,19,20,22,23,27,30,31];5:[2,3,4,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,27,29,30];8:[1,4,7,9,12,14,15,16,17,25,26,30];9:[1,5,7,10,15,18,24,25,26,28,29,30];1:[0,2,5,6,7,12,16,19,20,21,25,29,30,31]","c4:bw=135,experts=[2,3,5,9,11,13,17,18,19,21,22,26,29]; c2:bw=124,experts=[1,2,5,7,8,9,11,15,21,27,28,30]; c7:bw=137,experts=[0,3,6,8,10,11,17,18,20,21,23,25,30]; c0:bw=216,experts=[2,5,6,7,11,12,14,15,16,17,18,19,21,22,23,24,26,27,28,29,30]; c6:bw=238,experts=[0,1,2,4,5,6,8,9,10,11,14,15,16,17,18,20,21,23,25,26,29,30,31]; c3:bw=168,experts=[1,3,4,5,7,8,9,12,14,19,20,22,23,27,30,31]; c5:bw=212,experts=[2,3,4,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,27,29,30]; c8:bw=129,experts=[1,4,7,9,12,14,15,16,17,25,26,30]; c9:bw=129,experts=[1,5,7,10,15,18,24,25,26,28,29,30]; c1:bw=149,experts=[0,2,5,6,7,12,16,19,20,21,25,29,30,31]","6.6912,3.6358,4.4273,4.5079,6.4939,4.9855,6.0223,5.2395,3.3847,4.1679"
