Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-19 08:53:58,Ours,0.00208,1.596778403375735,21.88,21.88,1,47.5804,0:47.58,46.5626,0.0425,0.9738,47.5804,0:47.58,10,"8,1,5,0,7,2,9,4,3,6",8:104;1:55;5:84;0:10;7:38;2:55;9:86;4:75;3:96;6:77,"8:[0,1,2,4,5,7,9,10,12,13];1:[0,1,5,9,13];5:[0,1,2,4,5,9,12,13];0:[13];7:[1,5,13];2:[4,5,9,11,13];9:[0,1,2,4,5,9,12,13];4:[0,2,4,5,9,12,13];3:[0,1,4,5,9,10,11,12,13];6:[0,1,2,4,5,9,13]","c8:bw=104,experts=[0,1,2,4,5,7,9,10,12,13]; c1:bw=55,experts=[0,1,5,9,13]; c5:bw=84,experts=[0,1,2,4,5,9,12,13]; c0:bw=10,experts=[13]; c7:bw=38,experts=[1,5,13]; c2:bw=55,experts=[4,5,9,11,13]; c9:bw=86,experts=[0,1,2,4,5,9,12,13]; c4:bw=75,experts=[0,2,4,5,9,12,13]; c3:bw=96,experts=[0,1,4,5,9,10,11,12,13]; c6:bw=77,experts=[0,1,2,4,5,9,13]","7.0354,16.8260,5.1849,5.2707,3.0444,0.2629,4.3662,2.4682,0.5347,1.5691"
2,2026-09-19 08:54:41,Ours,0.00406,1.2886270772444637,31.32,31.32,2,42.5707,0:42.57,41.5936,0.0365,0.9367,90.3808,1:30.38,10,"0,1,8,5,3,4,7,9,6,2",0:67;1:78;8:91;5:130;3:127;4:56;7:104;9:88;6:32;2:41,"0:[1,4,5,9,10,13];1:[1,2,4,5,9,12,13];8:[0,1,2,3,4,5,9,12,13];5:[0,1,2,3,4,5,6,7,9,10,11,12,13];3:[0,1,2,3,4,5,7,9,10,11,12,13];4:[1,4,5,9,13];7:[0,1,2,4,5,9,10,11,12,13];9:[0,1,2,4,5,9,11,13];6:[1,5,13];2:[1,5,9,13]","c0:bw=67,experts=[1,4,5,9,10,13]; c1:bw=78,experts=[1,2,4,5,9,12,13]; c8:bw=91,experts=[0,1,2,3,4,5,9,12,13]; c5:bw=130,experts=[0,1,2,3,4,5,6,7,9,10,11,12,13]; c3:bw=127,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c4:bw=56,experts=[1,4,5,9,13]; c7:bw=104,experts=[0,1,2,4,5,9,10,11,12,13]; c9:bw=88,experts=[0,1,2,4,5,9,11,13]; c6:bw=32,experts=[1,5,13]; c2:bw=41,experts=[1,5,9,13]","5.0232,15.1592,5.3511,4.7453,0.4839,2.3547,2.8526,3.9174,1.4830,0.2233"
3,2026-09-19 08:55:24,Ours,0.006040000000000001,1.1821297311846004,36.84,36.84,3,42.9979,0:43.00,42.0432,0.0304,0.9231,133.3897,2:13.39,10,"9,2,0,6,8,5,3,7,1,4",9:90;2:78;0:94;6:75;8:56;5:25;3:48;7:62;1:25;4:98,"9:[0,1,2,3,4,5,7,9,13];2:[0,1,2,4,5,9,13];0:[0,1,2,3,4,5,7,10,13];6:[0,1,2,3,5,9,13];8:[1,4,5,9,13];5:[1,13];3:[1,5,9,13];7:[0,1,2,7,12,13];1:[1,13];4:[0,1,2,4,5,7,9,11,13]","c9:bw=90,experts=[0,1,2,3,4,5,7,9,13]; c2:bw=78,experts=[0,1,2,4,5,9,13]; c0:bw=94,experts=[0,1,2,3,4,5,7,10,13]; c6:bw=75,experts=[0,1,2,3,5,9,13]; c8:bw=56,experts=[1,4,5,9,13]; c5:bw=25,experts=[1,13]; c3:bw=48,experts=[1,5,9,13]; c7:bw=62,experts=[0,1,2,7,12,13]; c1:bw=25,experts=[1,13]; c4:bw=98,experts=[0,1,2,4,5,7,9,11,13]","3.9649,0.2221,5.0221,1.4651,5.3970,4.7548,0.4772,2.8924,15.4783,2.3695"
4,2026-09-19 08:56:07,Ours,0.00802,1.1399032271646135,41.53,41.53,4,43.1923,0:43.19,42.2112,0.0405,0.9393,176.5945,2:56.59,10,"1,7,6,2,8,0,3,4,5,9",1:75;7:84;6:100;2:113;8:59;0:111;3:64;4:105;5:138;9:41,"1:[1,2,4,5,9,10,13];7:[0,1,2,4,5,9,11,13];6:[0,1,2,3,4,5,9,11,12,13];2:[0,1,2,4,5,7,9,10,11,12,13];8:[1,2,5,9,13];0:[0,1,2,3,4,5,7,9,10,12,13];3:[0,1,2,5,9,13];4:[0,1,3,4,5,7,9,11,12,13];5:[0,1,2,3,4,5,7,9,10,11,12,13,15];9:[1,5,9,13]","c1:bw=75,experts=[1,2,4,5,9,10,13]; c7:bw=84,experts=[0,1,2,4,5,9,11,13]; c6:bw=100,experts=[0,1,2,3,4,5,9,11,12,13]; c2:bw=113,experts=[0,1,2,4,5,7,9,10,11,12,13]; c8:bw=59,experts=[1,2,5,9,13]; c0:bw=111,experts=[0,1,2,3,4,5,7,9,10,12,13]; c3:bw=64,experts=[0,1,2,5,9,13]; c4:bw=105,experts=[0,1,3,4,5,7,9,11,12,13]; c5:bw=138,experts=[0,1,2,3,4,5,7,9,10,11,12,13,15]; c9:bw=41,experts=[1,5,9,13]","15.5491,2.8803,1.4854,0.2246,5.3959,5.1185,0.4751,2.3538,4.7965,3.9321"
5,2026-09-19 08:56:51,Ours,0.01,1.1020403539044528,43.27,43.27,5,43.8077,0:43.81,42.8266,0.0332,0.9465,220.4129,3:40.41,10,"1,5,4,8,0,7,6,3,2,9",1:37;5:75;4:91;8:69;0:94;7:46;6:100;3:119;2:13;9:118,"1:[1,9,13];5:[0,1,2,4,5,9,13];4:[0,1,2,3,5,7,9,11,13];8:[0,1,2,5,9,13];0:[0,1,2,3,5,7,9,10,13];7:[1,2,5,13];6:[0,1,2,4,5,7,9,11,12,13];3:[0,1,2,4,5,7,9,10,11,12,13];2:[1];9:[0,1,2,3,4,5,7,9,10,11,13]","c1:bw=37,experts=[1,9,13]; c5:bw=75,experts=[0,1,2,4,5,9,13]; c4:bw=91,experts=[0,1,2,3,5,7,9,11,13]; c8:bw=69,experts=[0,1,2,5,9,13]; c0:bw=94,experts=[0,1,2,3,5,7,9,10,13]; c7:bw=46,experts=[1,2,5,13]; c6:bw=100,experts=[0,1,2,4,5,7,9,11,12,13]; c3:bw=119,experts=[0,1,2,4,5,7,9,10,11,12,13]; c2:bw=13,experts=[1]; c9:bw=118,experts=[0,1,2,3,4,5,7,9,10,11,13]","15.9570,4.8236,2.4508,5.4120,5.1981,2.8723,1.4712,0.4697,0.2207,3.9511"
6,2026-09-19 08:57:35,Ours,0.01,1.0866380168056664,47.16,47.16,6,43.8857,0:43.89,42.903,0.0324,0.9489,264.311,4:24.31,10,"8,2,5,7,3,1,9,0,4,6",8:126;2:79;5:51;7:110;3:68;1:61;9:91;0:59;4:33;6:38,"8:[0,1,2,3,4,5,7,9,10,11,12,13];2:[0,1,2,5,7,9,13];5:[1,5,7,9,13];7:[0,1,2,3,4,5,7,9,11,12,13];3:[0,1,2,5,9,13];1:[1,2,4,5,9,13];9:[0,1,2,3,4,5,9,10,13];0:[0,1,5,9,13];4:[1,9,13];6:[1,9,13]","c8:bw=126,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c2:bw=79,experts=[0,1,2,5,7,9,13]; c5:bw=51,experts=[1,5,7,9,13]; c7:bw=110,experts=[0,1,2,3,4,5,7,9,11,12,13]; c3:bw=68,experts=[0,1,2,5,9,13]; c1:bw=61,experts=[1,2,4,5,9,13]; c9:bw=91,experts=[0,1,2,3,4,5,9,10,13]; c0:bw=59,experts=[0,1,5,9,13]; c4:bw=33,experts=[1,9,13]; c6:bw=38,experts=[1,9,13]","5.4306,0.2249,4.7720,2.9117,0.4927,16.1519,3.9739,5.0764,2.3722,1.4966"
7,2026-09-19 08:58:19,Ours,0.01,1.0573509918498967,49.37,49.37,7,43.7882,0:43.79,42.8185,0.0276,0.9409,308.1117,5:08.11,10,"0,5,2,6,3,7,4,1,8,9",0:68;5:92;2:75;6:25;3:50;7:58;4:26;1:18;8:108;9:10,"0:[0,1,3,5,9,13];5:[0,1,2,5,9,10,12,13,15];2:[0,1,2,5,9,12,13];6:[1,13];3:[0,1,2,5,13];7:[0,1,2,5,13];4:[1,13];1:[1];8:[0,1,2,3,5,7,9,10,11,13];9:[1]","c0:bw=68,experts=[0,1,3,5,9,13]; c5:bw=92,experts=[0,1,2,5,9,10,12,13,15]; c2:bw=75,experts=[0,1,2,5,9,12,13]; c6:bw=25,experts=[1,13]; c3:bw=50,experts=[0,1,2,5,13]; c7:bw=58,experts=[0,1,2,5,13]; c4:bw=26,experts=[1,13]; c1:bw=18,experts=[1]; c8:bw=108,experts=[0,1,2,3,5,7,9,10,11,13]; c9:bw=10,experts=[1]","5.0760,4.7798,0.2273,1.4895,0.4800,2.8916,2.3398,16.0969,5.4725,3.9652"
8,2026-09-19 08:59:03,Ours,0.01,1.0341777075190257,51.54,51.54,8,44.0466,0:44.05,43.0955,0.0306,0.9193,352.1716,5:52.17,10,"4,8,1,3,0,5,2,9,7,6",4:10;8:70;1:110;3:70;0:61;5:53;2:102;9:111;7:28;6:78,"4:[1];8:[0,1,3,5,9,10,13];1:[0,1,2,4,5,7,9,10,11,12,13];3:[0,1,2,5,9,12,13];0:[0,1,5,9,12,13];5:[1,2,5,9,13];2:[0,1,2,4,5,7,9,10,12,13];9:[0,1,3,4,5,7,9,10,12,13,15];7:[1,13];6:[1,3,5,7,9,11,13]","c4:bw=10,experts=[1]; c8:bw=70,experts=[0,1,3,5,9,10,13]; c1:bw=110,experts=[0,1,2,4,5,7,9,10,11,12,13]; c3:bw=70,experts=[0,1,2,5,9,12,13]; c0:bw=61,experts=[0,1,5,9,12,13]; c5:bw=53,experts=[1,2,5,9,13]; c2:bw=102,experts=[0,1,2,4,5,7,9,10,12,13]; c9:bw=111,experts=[0,1,3,4,5,7,9,10,12,13,15]; c7:bw=28,experts=[1,13]; c6:bw=78,experts=[1,3,5,7,9,11,13]","2.3743,5.4845,16.1681,0.4844,5.1799,4.8211,0.2270,3.9534,2.9008,1.5019"
9,2026-09-19 08:59:47,Ours,0.01,1.018488045144707,52.53,52.53,9,43.8726,0:43.87,42.9117,0.0307,0.9289,396.0562,6:36.06,10,"2,0,4,9,8,6,7,5,1,3",2:40;0:99;4:112;9:49;8:34;6:59;7:87;5:99;1:27;3:43,"2:[0,1,9,13];0:[0,1,2,3,4,5,9,12,13];4:[0,1,2,3,4,5,7,9,10,11,13];9:[1,4,5,13];8:[1,5,13];6:[1,3,5,9,13];7:[0,1,2,5,9,11,12,13];5:[0,1,2,4,5,7,9,11,13];1:[1,13];3:[0,1,2,13]","c2:bw=40,experts=[0,1,9,13]; c0:bw=99,experts=[0,1,2,3,4,5,9,12,13]; c4:bw=112,experts=[0,1,2,3,4,5,7,9,10,11,13]; c9:bw=49,experts=[1,4,5,13]; c8:bw=34,experts=[1,5,13]; c6:bw=59,experts=[1,3,5,9,13]; c7:bw=87,experts=[0,1,2,5,9,11,12,13]; c5:bw=99,experts=[0,1,2,4,5,7,9,11,13]; c1:bw=27,experts=[1,13]; c3:bw=43,experts=[0,1,2,13]","0.2259,5.0693,2.3661,3.9632,5.4613,1.4948,2.8990,4.7968,16.1604,0.4749"
10,2026-09-19 09:00:31,Ours,0.01,0.9947919970476002,55.47,55.47,10,44.0149,0:44.01,43.0242,0.0467,0.9427,440.0849,7:20.08,10,"4,2,7,0,6,3,5,8,9,1",4:69;2:64;7:71;0:111;6:123;3:87;5:109;8:67;9:66;1:77,"4:[1,3,4,5,9,13];2:[0,1,5,7,9,13];7:[0,1,2,5,9,11,13];0:[0,1,2,3,4,5,9,10,11,12,13];6:[0,1,2,3,4,5,7,9,10,11,12,13];3:[0,1,2,4,5,9,12,13];5:[1,2,4,5,7,9,10,11,12,13];8:[0,1,5,9,11,13];9:[1,4,5,9,10,13];1:[1,2,4,5,9,12,13]","c4:bw=69,experts=[1,3,4,5,9,13]; c2:bw=64,experts=[0,1,5,7,9,13]; c7:bw=71,experts=[0,1,2,5,9,11,13]; c0:bw=111,experts=[0,1,2,3,4,5,9,10,11,12,13]; c6:bw=123,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c3:bw=87,experts=[0,1,2,4,5,9,12,13]; c5:bw=109,experts=[1,2,4,5,7,9,10,11,12,13]; c8:bw=67,experts=[0,1,5,9,11,13]; c9:bw=66,experts=[1,4,5,9,10,13]; c1:bw=77,experts=[1,2,4,5,9,12,13]","2.3886,0.2262,2.8938,5.0614,1.4943,0.4838,4.7820,5.5030,3.9937,16.1974"
11,2026-09-19 09:01:14,Ours,0.01,0.9798051006087409,55.78,55.78,11,43.6086,0:43.61,42.6476,0.0355,0.9243,483.7062,8:03.71,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[1,2,5,11,13];2:[0,1,5,9,13];7:[0,1,2,4,5,11,12,13];3:[0,1,2,3,4,5,9,12,13];0:[0,1,5,9,13];8:[0,1,2,5,9,12,13];9:[0,1,4,5,9,13];6:[0,1,2,3,5,6,7,9,11,13];1:[1,4,5,9,10,12,13];4:[1,9,13]","c5:bw=52,experts=[1,2,5,11,13]; c2:bw=52,experts=[0,1,5,9,13]; c7:bw=83,experts=[0,1,2,4,5,11,12,13]; c3:bw=95,experts=[0,1,2,3,4,5,9,12,13]; c0:bw=53,experts=[0,1,5,9,13]; c8:bw=74,experts=[0,1,2,5,9,12,13]; c9:bw=62,experts=[0,1,4,5,9,13]; c6:bw=105,experts=[0,1,2,3,5,6,7,9,11,13]; c1:bw=76,experts=[1,4,5,9,10,12,13]; c4:bw=30,experts=[1,9,13]","4.8153,0.2253,2.9065,0.4824,5.0562,5.3812,3.9386,1.4860,15.9796,2.3765"
12,2026-09-19 09:01:58,Ours,0.01,0.9717069119323363,58.65,58.65,12,43.7737,0:43.77,42.8086,0.0401,0.9236,527.4938,8:47.49,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[1,3,4,5,9,10,12,13];5:[0,1,2,4,5,7,9,11,12,13];2:[0,1,2,3,5,7,9,10,12,13];4:[0,1,3,9,13];3:[0,1,2,9,12,13];7:[0,1,5,9,13];9:[0,1,3,4,5,9,13];6:[1,3,5,9,13];8:[0,1,2,3,5,7,9,10,11,13];0:[0,1,2,3,4,5,9,12,13]","c1:bw=80,experts=[1,3,4,5,9,10,12,13]; c5:bw=106,experts=[0,1,2,4,5,7,9,11,12,13]; c2:bw=108,experts=[0,1,2,3,5,7,9,10,12,13]; c4:bw=53,experts=[0,1,3,9,13]; c3:bw=66,experts=[0,1,2,9,12,13]; c7:bw=56,experts=[0,1,5,9,13]; c9:bw=79,experts=[0,1,3,4,5,9,13]; c6:bw=54,experts=[1,3,5,9,13]; c8:bw=104,experts=[0,1,2,3,5,7,9,10,11,13]; c0:bw=93,experts=[0,1,2,3,4,5,9,12,13]","16.0021,4.8072,0.2256,2.3685,0.4812,2.8982,3.9829,1.4834,5.4505,5.1089"
13,2026-09-19 09:02:42,Ours,0.01,0.9557329382662179,58.36,58.65,12,43.6787,0:43.68,42.7146,0.0317,0.931,571.1858,9:31.19,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[0,1,2,12,13];1:[0,1,3,4,5,9,10,12,13];4:[1];5:[1,2,5,9,13];8:[1,13];6:[0,1,3,5,9,13];9:[1,13];7:[0,1,2,3,4,5,7,9,11,12,13];0:[0,1,5,13];2:[1,9,13]","c3:bw=57,experts=[0,1,2,12,13]; c1:bw=90,experts=[0,1,3,4,5,9,10,12,13]; c4:bw=10,experts=[1]; c5:bw=55,experts=[1,2,5,9,13]; c8:bw=29,experts=[1,13]; c6:bw=69,experts=[0,1,3,5,9,13]; c9:bw=28,experts=[1,13]; c7:bw=110,experts=[0,1,2,3,4,5,7,9,11,12,13]; c0:bw=48,experts=[0,1,5,13]; c2:bw=31,experts=[1,9,13]","0.4798,15.9970,2.3623,4.7933,5.4398,1.4792,3.9665,2.9003,5.0698,0.2266"
14,2026-09-19 09:03:25,Ours,0.01,0.951413549706652,59.38,59.38,14,43.4091,0:43.41,42.4476,0.0352,0.9249,614.6094,10:14.61,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,1,2,7,9,10,12,13];4:[1];5:[0,1,2,3,4,5,6,7,9,11,12,13];1:[1,2,4,5,9,12,13];7:[0,1,9,13];0:[0,1,9,13];9:[1,3,4,5,9,13];3:[0,1,2,4,5,9,12,13];8:[1,5,13];6:[0,1,2,3,4,5,7,9,10,11,12,13]","c2:bw=85,experts=[0,1,2,7,9,10,12,13]; c4:bw=11,experts=[1]; c5:bw=121,experts=[0,1,2,3,4,5,6,7,9,11,12,13]; c1:bw=73,experts=[1,2,4,5,9,12,13]; c7:bw=47,experts=[0,1,9,13]; c0:bw=48,experts=[0,1,9,13]; c9:bw=60,experts=[1,3,4,5,9,13]; c3:bw=86,experts=[0,1,2,4,5,9,12,13]; c8:bw=39,experts=[1,5,13]; c6:bw=127,experts=[0,1,2,3,4,5,7,9,10,11,12,13]","0.2233,2.3717,4.7869,15.7587,2.9032,5.0347,3.9587,0.4816,5.4351,1.4937"
15,2026-09-19 09:04:09,Ours,0.01,0.9365462979290978,61.81,61.81,15,43.256,0:43.26,42.3067,0.0324,0.9157,657.8792,10:57.88,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[0,1,2,3,4,5,7,9,11,12,13];0:[1,9,13];1:[1,13];8:[0,1,3,4,5,7,9,10,13];3:[1,13];2:[0,1,2,3,5,7,9,10,13];4:[0,1,3,4,5,9,10,13];5:[1,9,13];9:[1,4,13];6:[0,1,3,5,9,13]","c7:bw=111,experts=[0,1,2,3,4,5,7,9,11,12,13]; c0:bw=39,experts=[1,9,13]; c1:bw=27,experts=[1,13]; c8:bw=98,experts=[0,1,3,4,5,7,9,10,13]; c3:bw=20,experts=[1,13]; c2:bw=99,experts=[0,1,2,3,5,7,9,10,13]; c4:bw=88,experts=[0,1,3,4,5,9,10,13]; c5:bw=34,experts=[1,9,13]; c9:bw=37,experts=[1,4,13]; c6:bw=62,experts=[0,1,3,5,9,13]","2.9235,5.1109,15.5501,5.4136,0.4801,0.2211,2.3697,4.7940,3.9590,1.4846"
16,2026-09-19 09:04:52,Ours,0.01,0.9248003958662252,60.69,61.81,15,43.162,0:43.16,42.216,0.0323,0.9125,701.0559,11:41.06,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[1,3,8,9,13,14,15];1:[1,6,8,14,15];3:[0,1,2,6,8,13,14,15];8:[0,1,5,6,8,9,13,14,15];7:[6,8,14,15];5:[1,5,7,8,9,13,14];4:[1,6,8,13,14,15];9:[1,6,8,14];0:[0,1,3,5,6,8,9,13,14,15];2:[0,1,6,8,9,10,13,14,15]","c6:bw=76,experts=[1,3,8,9,13,14,15]; c1:bw=54,experts=[1,6,8,14,15]; c3:bw=82,experts=[0,1,2,6,8,13,14,15]; c8:bw=93,experts=[0,1,5,6,8,9,13,14,15]; c7:bw=42,experts=[6,8,14,15]; c5:bw=75,experts=[1,5,7,8,9,13,14]; c4:bw=67,experts=[1,6,8,13,14,15]; c9:bw=45,experts=[1,6,8,14]; c0:bw=107,experts=[0,1,3,5,6,8,9,13,14,15]; c2:bw=97,experts=[0,1,6,8,9,10,13,14,15]","1.5043,15.4999,0.4790,5.3830,2.8744,4.7779,2.3721,3.9587,5.1369,0.2297"
17,2026-09-19 09:05:35,Ours,0.01,0.9281981787207061,64.51,64.51,17,43.0467,0:43.05,42.1006,0.0312,0.9136,744.1161,12:24.12,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[0,1,3,4,5,7,9,10,11,13];7:[1,5,9,13];8:[1];3:[0,1,2,3,5,9,10,12,13];5:[1];1:[1,4,5,9,13];0:[1,13];2:[1,9,13];9:[0,1,3,4,5,9,13];6:[0,1,3,5,7,9,13]","c4:bw=109,experts=[0,1,3,4,5,7,9,10,11,13]; c7:bw=47,experts=[1,5,9,13]; c8:bw=15,experts=[1]; c3:bw=99,experts=[0,1,2,3,5,9,10,12,13]; c5:bw=10,experts=[1]; c1:bw=55,experts=[1,4,5,9,13]; c0:bw=20,experts=[1,13]; c2:bw=36,experts=[1,9,13]; c9:bw=70,experts=[0,1,3,4,5,9,13]; c6:bw=73,experts=[0,1,3,5,7,9,13]","2.3646,2.8960,5.4437,0.4745,4.7872,15.4014,5.0635,0.2276,3.9438,1.4983"
18,2026-09-19 09:06:18,Ours,0.01,0.9135175118693694,64.27,64.51,17,43.1296,0:43.13,42.1767,0.0368,0.9148,787.261,13:07.26,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[1];8:[1];5:[1,2,5,7,9,13];2:[0,1,3,7,9,10,13];9:[1,5,13];7:[0,1,3,4,5,9,10,11,12,13];4:[0,1,3,4,5,7,9,10,11,13];3:[0,1,2,5,9,12,13];0:[0,1,3,4,5,7,9,10,13];6:[1,3,5,9,13]","c1:bw=12,experts=[1]; c8:bw=10,experts=[1]; c5:bw=66,experts=[1,2,5,7,9,13]; c2:bw=71,experts=[0,1,3,7,9,10,13]; c9:bw=35,experts=[1,5,13]; c7:bw=103,experts=[0,1,3,4,5,9,10,11,12,13]; c4:bw=105,experts=[0,1,3,4,5,7,9,10,11,13]; c3:bw=70,experts=[0,1,2,5,9,12,13]; c0:bw=92,experts=[0,1,3,4,5,7,9,10,13]; c6:bw=59,experts=[1,3,5,9,13]","15.5570,5.4143,4.7843,0.2214,3.9430,2.8772,2.3607,0.4708,5.0556,1.4923"
19,2026-09-19 09:07:01,Ours,0.01,0.9020416356560987,66.71,66.71,19,43.1783,0:43.18,42.2236,0.0362,0.9133,830.454,13:50.45,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,1,2,3,4,5,7,9,10,13];0:[0,1,3,5,9,10,13];4:[0,1,3,4,5,7,9,10,13];1:[1,3,4,5,9,10,12,13];9:[0,1,4,5,9,10,13];5:[1,5,7,9,13];7:[0,1,9,13];2:[1,13];6:[0,1,2,3,4,5,7,9,10,11,12,13];3:[0,1,2,5,9,12,13]","c8:bw=105,experts=[0,1,2,3,4,5,7,9,10,13]; c0:bw=79,experts=[0,1,3,5,9,10,13]; c4:bw=97,experts=[0,1,3,4,5,7,9,10,13]; c1:bw=87,experts=[1,3,4,5,9,10,12,13]; c9:bw=72,experts=[0,1,4,5,9,10,13]; c5:bw=55,experts=[1,5,7,9,13]; c7:bw=42,experts=[0,1,9,13]; c2:bw=27,experts=[1,13]; c6:bw=124,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c3:bw=75,experts=[0,1,2,5,9,12,13]","5.4532,5.0674,2.3598,15.5620,3.9363,4.7657,2.8980,0.2261,1.4804,0.4749"
20,2026-09-19 09:07:44,Ours,0.01,0.8983872870029852,65.96,66.71,19,42.9816,0:42.98,42.0343,0.0345,0.9115,873.451,14:33.45,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[0,1,5,9,13];2:[0,1,7,9,10,11,13];1:[1,3,4,5,9,12,13];9:[1,4,13];7:[0,1,4,5,9,10,11,13];6:[0,1,2,3,4,5,7,9,10,11,12,13];3:[0,1,13];5:[1];4:[0,1,2,3,4,5,7,9,10,12,13];8:[0,1,2,3,5,7,9,10,13]","c0:bw=52,experts=[0,1,5,9,13]; c2:bw=78,experts=[0,1,7,9,10,11,13]; c1:bw=76,experts=[1,3,4,5,9,12,13]; c9:bw=31,experts=[1,4,13]; c7:bw=81,experts=[0,1,4,5,9,10,11,13]; c6:bw=128,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c3:bw=34,experts=[0,1,13]; c5:bw=10,experts=[1]; c4:bw=112,experts=[0,1,2,3,4,5,7,9,10,12,13]; c8:bw=95,experts=[0,1,2,3,5,7,9,10,13]","5.0680,0.2241,15.4494,3.9275,2.8851,1.4865,0.4743,4.7704,2.3454,5.4036"
21,2026-09-19 09:08:27,Ours,0.01,0.8943940071700587,66.21,66.71,19,43.0129,0:43.01,42.0468,0.0355,0.9293,916.4789,15:16.48,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[1,4,5,9,12,13,15];2:[0,1,7,9,10,12,13];7:[1,13];4:[0,1,3,4,5,7,9,11,13];8:[1,9,13];5:[1,2,5,7,9,13];0:[0,1,2,3,4,5,7,9,10,12,13,15];3:[7];6:[1,13];9:[1,9,11,13]","c1:bw=77,experts=[1,4,5,9,12,13,15]; c2:bw=75,experts=[0,1,7,9,10,12,13]; c7:bw=24,experts=[1,13]; c4:bw=90,experts=[0,1,3,4,5,7,9,11,13]; c8:bw=34,experts=[1,9,13]; c5:bw=61,experts=[1,2,5,7,9,13]; c0:bw=125,experts=[0,1,2,3,4,5,7,9,10,12,13,15]; c3:bw=14,experts=[7]; c6:bw=29,experts=[1,13]; c9:bw=48,experts=[1,9,11,13]","15.4710,0.2305,2.8947,2.3646,5.3920,4.7505,5.0357,0.4772,1.4861,3.9444"
22,2026-09-19 09:09:10,Ours,0.01,0.895693477832588,68.2,68.2,22,42.8508,0:42.85,41.8955,0.0392,0.9094,959.3456,15:59.35,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[1,9,13];9:[1,2,4,5,9,13];1:[1];6:[0,1,2,3,4,5,7,9,10,11,13];5:[1,9,13];2:[0,1,2,3,4,5,7,9,10,12,13,15];0:[0,1,2,3,4,5,7,9,10,11,12,13];4:[0,1,5,9,10,13];3:[0,1,2,3,4,5,9,11,12,13];8:[1,5,9,10,12,13]","c7:bw=31,experts=[1,9,13]; c9:bw=62,experts=[1,2,4,5,9,13]; c1:bw=12,experts=[1]; c6:bw=116,experts=[0,1,2,3,4,5,7,9,10,11,13]; c5:bw=31,experts=[1,9,13]; c2:bw=125,experts=[0,1,2,3,4,5,7,9,10,12,13,15]; c0:bw=126,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c4:bw=69,experts=[0,1,5,9,10,13]; c3:bw=105,experts=[0,1,2,3,4,5,9,11,12,13]; c8:bw=62,experts=[1,5,9,10,12,13]","2.8973,3.9442,15.3330,1.4752,4.7564,0.2214,5.0601,2.3355,0.4761,5.3964"
