Round,TestAcc
1,2.48
2,4.26
3,6.5
4,8.56
5,12.54
6,15.97
7,17.5
8,19.83
9,23.62
10,25.78
11,26.26
12,30.49
13,31.79
14,33.4
15,35.84
16,37.68
17,39.07
18,40.45
19,41.7
20,43.14
21,44.1
22,44.03
23,44.91
24,45.77
25,47.39
26,47.59
27,47.54
28,49.32
29,49.83
30,50.43
31,50.1
32,51.47
33,52.52
34,52.3
35,53.49
36,53.06
37,54.22
38,53.62
39,54.84
40,54.94
41,55.69
42,55.43
43,56.37
44,56.77
45,56.88
46,57.42
47,57.22
48,57.71
49,57.74
50,58.18
51,58.56
52,58.7
53,59.14
54,59.17
55,58.94
56,58.86
57,59.67
58,60.15
59,60.01
60,60.64
61,60.86
62,60.58
63,61.21
64,61.42
65,61.41
66,61.84
67,61.6
68,62.3
69,62.91
70,62.17
71,62.74
72,63.22
73,63.47
74,62.46
75,63.48
76,63.48
77,63.88
78,63.88
79,63.9
80,64.08
81,63.92
82,64.23
83,64.48
84,64.81
85,64.69
86,64.84
87,65.15
88,65.08
89,65.66
90,65.34
91,65.37
92,65.22
93,65.53
94,65.74
95,66.03
96,66.03
97,65.91
98,65.92
99,66.03
100,65.91
