Round,TestAcc
1,2.54
2,4.5
3,6.35
4,8.63
5,12.02
6,15.69
7,17.13
8,19.08
9,23.08
10,24.31
11,25.74
12,28.95
13,30.95
14,32.17
15,34.78
16,35.44
17,36.37
18,37.59
19,38.82
20,39.55
21,39.64
22,39.37
23,41.03
24,42.78
25,43.72
26,44.45
27,44.48
28,47.07
29,47.16
30,47.71
31,48.07
32,48.97
33,49.08
34,49.74
35,50.64
36,51.38
37,52.21
38,52.18
39,52.1
40,52.17
41,53.69
42,53.12
43,54.31
44,54.54
45,55.08
46,55.85
47,55.2
48,55.8
49,55.31
50,55.98
51,56.52
52,56.59
53,57.03
54,57.23
55,57.81
56,57.82
57,57.75
58,58.39
59,58.58
60,58.91
61,59.28
62,59.3
63,60.21
64,59.64
65,60.05
66,61.33
67,60.79
68,61.53
69,61.47
70,60.83
71,61.19
72,61.09
73,62.21
74,61.76
75,62.25
76,62.33
77,62.55
78,61.09
79,61.8
80,62.17
81,62.16
82,63.02
83,63.03
84,62.15
85,62.24
86,62.99
87,63.0
88,62.8
89,63.9
90,64.27
91,64.32
92,63.84
93,63.93
94,63.45
95,64.14
96,62.98
97,63.34
98,63.51
99,63.83
100,63.97
