Round,TestAcc
1,1.13
2,1.21
3,1.46
4,1.29
5,1.43
6,1.99
7,3.18
8,4.46
9,4.82
10,5.38
11,5.93
12,6.74
13,6.97
14,7.91
15,9.49
16,12.62
17,15.48
18,15.41
19,15.78
20,15.89
21,16.97
22,17.57
23,18.29
24,20.96
25,23.06
26,23.34
27,24.5
28,25.18
29,26.91
30,26.86
31,28.0
32,29.23
33,31.66
34,32.0
35,33.69
36,34.42
37,35.0
38,34.81
39,36.88
40,36.9
41,37.87
42,38.6
43,39.21
44,40.57
45,40.97
46,41.73
47,42.02
48,43.18
49,43.75
50,44.66
51,44.05
52,44.3
53,45.71
54,46.1
55,46.79
56,46.62
57,45.79
58,46.52
59,47.03
60,46.97
61,47.63
62,47.27
63,47.93
64,48.6
65,49.88
66,48.74
67,50.45
68,51.03
69,51.34
70,50.95
71,52.04
72,52.06
73,52.33
74,52.51
75,52.26
76,52.83
77,52.54
78,53.79
79,53.98
80,53.69
81,53.86
82,54.64
83,54.17
84,54.63
85,55.0
86,54.69
87,55.06
88,55.29
89,56.12
90,56.62
91,56.85
92,57.16
93,57.08
94,57.5
95,57.02
96,57.61
97,58.02
98,57.57
99,58.01
100,57.88
