Round,TestAcc
1,2.29
2,4.68
3,6.16
4,9.17
5,12.55
6,15.72
7,17.47
8,20.99
9,22.66
10,25.58
11,26.41
12,30.76
13,32.51
14,33.62
15,35.53
16,37.22
17,38.46
18,40.75
19,42.5
20,42.89
21,44.34
22,44.24
23,45.44
24,46.8
25,47.74
26,47.9
27,48.46
28,50.29
29,50.52
30,50.63
31,50.79
32,52.35
33,52.62
34,52.46
35,53.46
36,54.34
37,54.67
38,54.54
39,55.37
40,55.62
41,56.2
42,55.47
43,56.82
44,57.06
45,57.63
46,57.5
47,57.36
48,57.92
49,58.32
50,58.67
51,58.68
52,58.87
53,58.76
54,59.44
55,59.5
56,59.4
57,60.12
58,60.63
59,60.91
60,60.81
61,60.75
62,61.23
63,61.38
64,61.05
65,61.84
66,62.03
67,61.99
68,62.44
69,62.88
70,61.7
71,63.08
72,63.19
73,63.44
74,63.69
75,63.81
76,63.34
77,63.9
78,63.43
79,64.07
80,63.94
81,64.16
82,64.1
83,64.64
84,64.98
85,64.67
86,65.37
87,65.48
88,64.64
89,65.5
90,65.38
91,65.26
92,65.39
93,65.53
94,65.47
95,66.12
96,66.08
97,66.0
98,66.28
99,66.27
100,66.01
