Round,TestAcc
1,2.37
2,4.73
3,6.18
4,9.22
5,12.22
6,15.92
7,17.02
8,19.36
9,23.56
10,24.57
11,27.2
12,30.31
13,31.31
14,33.79
15,35.6
16,37.41
17,38.91
18,41.14
19,41.42
20,42.31
21,44.43
22,44.75
23,44.96
24,45.96
25,46.79
26,47.82
27,48.22
28,48.58
29,50.06
30,50.58
31,50.2
32,51.8
33,52.24
34,51.73
35,53.02
36,53.4
37,54.43
38,53.77
39,54.91
40,55.02
41,55.56
42,55.6
43,56.35
44,56.98
45,57.53
46,57.7
47,57.25
48,58.23
49,57.83
50,58.7
51,58.97
52,59.21
53,59.3
54,59.13
55,59.56
56,59.61
57,59.88
58,60.01
59,60.68
60,60.94
61,61.02
62,61.02
63,61.18
64,61.04
65,61.38
66,62.33
67,62.03
68,62.51
69,63.03
70,62.57
71,62.68
72,63.08
73,63.51
74,62.97
75,63.66
76,63.78
77,63.52
78,63.66
79,63.64
80,64.02
81,63.78
82,64.43
83,64.01
84,64.65
85,64.61
86,64.74
87,64.84
88,64.61
89,65.41
90,65.75
91,65.71
92,65.53
93,65.21
94,65.97
95,65.87
96,66.6
97,66.04
98,66.06
99,66.5
100,66.03
