Round,TestAcc
1,1.28
2,2.77
3,3.01
4,3.64
5,6.11
6,7.75
7,7.67
8,10.86
9,8.13
10,15.16
11,14.8
12,17.42
13,13.72
14,19.17
15,22.01
16,15.65
17,25.61
18,25.76
19,27.54
20,31.12
21,21.31
22,29.94
23,26.44
24,33.46
25,31.98
26,37.46
27,32.79
28,28.31
29,39.34
30,38.07
31,42.74
32,37.57
33,43.89
34,38.21
35,43.76
36,42.4
37,36.87
38,45.84
39,25.72
40,46.02
41,39.08
42,48.09
43,47.86
44,46.78
45,49.68
46,47.22
47,46.99
48,50.51
49,37.89
50,51.37
51,46.06
52,53.42
53,46.22
54,53.72
55,46.16
56,53.22
57,50.98
58,55.13
59,49.33
60,51.79
61,55.69
62,55.47
63,41.64
64,55.26
65,54.73
66,57.26
67,49.3
68,54.3
69,56.13
70,42.48
71,57.38
72,42.29
73,55.78
74,49.7
75,58.42
76,55.89
77,58.24
78,57.09
79,59.06
80,57.28
81,60.54
82,58.73
83,54.19
84,58.7
85,58.62
86,59.83
87,59.16
88,61.23
89,54.46
90,59.16
91,61.37
92,58.17
93,60.67
94,62.74
95,56.09
96,61.72
97,61.48
98,57.07
99,62.91
100,60.21
