Round,TestAcc
1,1.33
2,1.46
3,4.58
4,5.59
5,7.81
6,8.0
7,11.12
8,13.3
9,16.14
10,15.74
11,14.77
12,20.25
13,19.89
14,22.38
15,20.41
16,22.21
17,30.83
18,31.01
19,34.02
20,28.14
21,32.12
22,31.41
23,23.49
24,29.34
25,36.55
26,36.64
27,38.66
28,25.26
29,37.26
30,40.56
31,39.13
32,23.63
33,42.36
34,46.6
35,46.86
36,46.31
37,48.13
38,49.09
39,46.61
40,42.34
41,50.65
42,41.85
43,50.36
44,51.2
45,48.08
46,53.0
47,53.14
48,52.08
49,53.47
50,51.47
51,48.81
52,53.45
53,54.52
54,55.75
55,54.52
56,54.08
57,55.95
58,56.53
59,54.05
60,56.34
61,58.07
62,57.28
63,56.07
64,56.09
65,56.64
66,58.48
67,59.51
68,51.57
69,49.35
70,52.33
71,59.57
72,57.54
73,59.01
74,59.65
75,61.09
76,61.1
77,57.26
78,60.84
79,60.85
80,61.49
81,60.76
82,61.27
83,60.52
84,60.02
85,50.28
86,61.62
87,58.94
88,62.62
89,63.59
90,63.62
91,63.49
92,60.46
93,61.09
94,62.62
95,63.17
96,64.7
97,62.82
98,63.41
99,62.88
100,62.7
