Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
23,2026-09-23 15:38:44,Ours,0.01,2.298111155520208,23.49,34.02,19,52.947,0:52.95,51.5391,0.1634,1.2428,1243.551,20:43.55,10,"5,7,4,6,9,8,3,1,2,0",5:98;7:28;4:106;6:19;9:95;8:66;3:29;1:117;2:61;0:21,"5:[0,1,2,5,7,8,12,14,15];7:[3,6];4:[0,1,2,3,4,5,6,7,14,15];6:[11];9:[1,4,5,7,8,9,11,14,15];8:[1,7,9,11,12,15];3:[9,11];1:[0,1,3,4,5,7,8,12,13,14,15];2:[0,1,2,3,6,12];0:[7,15]","c5:bw=98,experts=[0,1,2,5,7,8,12,14,15]; c7:bw=28,experts=[3,6]; c4:bw=106,experts=[0,1,2,3,4,5,6,7,14,15]; c6:bw=19,experts=[11]; c9:bw=95,experts=[1,4,5,7,8,9,11,14,15]; c8:bw=66,experts=[1,7,9,11,12,15]; c3:bw=29,experts=[9,11]; c1:bw=117,experts=[0,1,3,4,5,7,8,12,13,14,15]; c2:bw=61,experts=[0,1,2,3,6,12]; c0:bw=21,experts=[7,15]","6.3060,4.6617,6.8370,6.8251,3.5502,5.2979,5.1398,4.3319,3.8763,4.7134"
24,2026-09-23 15:39:37,Ours,0.01,2.3235354986949197,29.34,34.02,19,53.4604,0:53.46,52.0958,0.1473,1.216,1297.0305,21:37.03,10,"6,4,7,9,2,1,5,8,3,0",6:57;4:24;7:10;9:94;2:81;1:10;5:46;8:34;3:10;0:59,"6:[4,5,6,8,14];4:[7,13];7:[8];9:[0,1,3,5,7,8,9,10,12];2:[4,5,7,9,10,11,13,15];1:[4];5:[2,4,6,13];8:[0,5,8];3:[14];0:[1,4,5,8,15]","c6:bw=57,experts=[4,5,6,8,14]; c4:bw=24,experts=[7,13]; c7:bw=10,experts=[8]; c9:bw=94,experts=[0,1,3,5,7,8,9,10,12]; c2:bw=81,experts=[4,5,7,9,10,11,13,15]; c1:bw=10,experts=[4]; c5:bw=46,experts=[2,4,6,13]; c8:bw=34,experts=[0,5,8]; c3:bw=10,experts=[14]; c0:bw=59,experts=[1,4,5,8,15]","6.8212,6.9967,4.6908,3.5337,3.7759,4.4342,6.4811,5.4360,5.1671,4.7591"
25,2026-09-23 15:40:32,Ours,0.01,2.188716361117426,36.55,36.55,25,54.2819,0:54.28,52.9135,0.167,1.1996,1351.3321,22:31.33,10,"9,6,4,3,5,1,8,2,0,7",9:76;6:30;4:110;3:26;5:120;1:92;8:103;2:24;0:106;7:75,"9:[0,1,5,7,9,10,13];6:[2,5,8];4:[1,2,3,4,5,7,8,9,11,12,14];3:[3,5];5:[0,1,2,3,4,5,7,8,12,13,14,15];1:[3,4,5,6,7,8,11,12,13];8:[0,3,5,6,7,8,9,10,11,13];2:[0,2];0:[0,2,3,5,6,7,8,10,11,15];7:[0,1,2,3,5,12,15]","c9:bw=76,experts=[0,1,5,7,9,10,13]; c6:bw=30,experts=[2,5,8]; c4:bw=110,experts=[1,2,3,4,5,7,8,9,11,12,14]; c3:bw=26,experts=[3,5]; c5:bw=120,experts=[0,1,2,3,4,5,7,8,12,13,14,15]; c1:bw=92,experts=[3,4,5,6,7,8,11,12,13]; c8:bw=103,experts=[0,3,5,6,7,8,9,10,11,13]; c2:bw=24,experts=[0,2]; c0:bw=106,experts=[0,2,3,5,6,7,8,10,11,15]; c7:bw=75,experts=[0,1,2,3,5,12,15]","3.6003,7.0432,7.1694,5.2066,6.4335,4.4324,5.5974,3.8416,4.8733,4.7158"
26,2026-09-23 15:41:25,Ours,0.01,2.0957297674939745,36.64,36.64,26,53.0194,0:53.02,51.6532,0.1572,1.2074,1404.3713,23:24.37,10,"3,6,9,7,1,5,2,8,0,4",3:84;6:63;9:95;7:59;1:63;5:39;2:56;8:101;0:20;4:90,"3:[0,1,5,8,10,11,12,15];6:[1,2,6,8,13,14];9:[1,2,6,9,10,12,13,14,15];7:[2,4,5,6,9];1:[0,1,5,6,7,9];5:[0,2,11];2:[0,3,5,13,15];8:[0,3,4,5,7,8,9,11,12,15];0:[0,2];4:[1,6,7,8,9,12,13,14,15]","c3:bw=84,experts=[0,1,5,8,10,11,12,15]; c6:bw=63,experts=[1,2,6,8,13,14]; c9:bw=95,experts=[1,2,6,9,10,12,13,14,15]; c7:bw=59,experts=[2,4,5,6,9]; c1:bw=63,experts=[0,1,5,6,7,9]; c5:bw=39,experts=[0,2,11]; c2:bw=56,experts=[0,3,5,13,15]; c8:bw=101,experts=[0,3,4,5,7,8,9,11,12,15]; c0:bw=20,experts=[0,2]; c4:bw=90,experts=[1,6,7,8,9,12,13,14,15]","5.1272,6.8553,3.5724,4.6430,4.3065,6.2562,3.7746,5.3597,4.8508,6.9074"
27,2026-09-23 15:42:18,Ours,0.01,2.1025651913016086,38.66,38.66,27,53.2619,0:53.26,51.8932,0.1543,1.2127,1457.6531,24:17.65,10,"7,1,4,0,9,2,8,3,6,5",7:97;1:117;4:23;0:68;9:34;2:37;8:104;3:40;6:119;5:69,"7:[3,6,8,9,10,11,12,13,14];1:[1,2,4,5,6,7,8,9,12,14,15];4:[3,15];0:[0,1,2,6,8,13];9:[2,3,14];2:[3,9,11];8:[0,2,3,4,6,7,8,11,12,13];3:[6,8,11,15];6:[0,2,3,5,6,7,8,9,10,12,14];5:[4,5,11,12,13,15]","c7:bw=97,experts=[3,6,8,9,10,11,12,13,14]; c1:bw=117,experts=[1,2,4,5,6,7,8,9,12,14,15]; c4:bw=23,experts=[3,15]; c0:bw=68,experts=[0,1,2,6,8,13]; c9:bw=34,experts=[2,3,14]; c2:bw=37,experts=[3,9,11]; c8:bw=104,experts=[0,2,3,4,6,7,8,11,12,13]; c3:bw=40,experts=[6,8,11,15]; c6:bw=119,experts=[0,2,3,5,6,7,8,9,10,12,14]; c5:bw=69,experts=[4,5,11,12,13,15]","4.7221,4.4198,6.9424,4.8682,3.5250,3.7092,5.3499,5.1483,6.7386,6.4696"
28,2026-09-23 15:43:11,Ours,0.01,2.144223371857099,25.26,38.66,27,52.8406,0:52.84,51.4809,0.1618,1.1926,1510.513,25:10.51,10,"6,9,0,8,2,5,1,3,4,7",6:56;9:92;0:89;8:56;2:10;5:63;1:47;3:22;4:14;7:10,"6:[0,2,6,7,15];9:[0,1,3,4,5,6,10,11,12];0:[0,1,3,5,6,7,8,12];8:[0,2,10,13,15];2:[1];5:[3,5,6,8,12,15];1:[4,6,10,14];3:[5,11];4:[2];7:[11]","c6:bw=56,experts=[0,2,6,7,15]; c9:bw=92,experts=[0,1,3,4,5,6,10,11,12]; c0:bw=89,experts=[0,1,3,5,6,7,8,12]; c8:bw=56,experts=[0,2,10,13,15]; c2:bw=10,experts=[1]; c5:bw=63,experts=[3,5,6,8,12,15]; c1:bw=47,experts=[4,6,10,14]; c3:bw=22,experts=[5,11]; c4:bw=14,experts=[2]; c7:bw=10,experts=[11]","6.8095,3.5426,4.7670,5.3243,3.8039,6.3499,4.3148,5.1226,6.8364,4.6096"
29,2026-09-23 15:44:04,Ours,0.01,2.1334576948905473,37.26,38.66,27,53.4941,0:53.49,52.1422,0.1672,1.1832,1564.0274,26:04.03,10,"4,0,1,9,6,8,7,3,2,5",4:72;0:83;1:63;9:82;6:81;8:63;7:40;3:60;2:34;5:63,"4:[1,3,6,7,8,9,13];0:[1,2,3,5,6,9,11,12];1:[2,6,8,11,12,15];9:[2,3,5,7,9,10,11,13];6:[0,1,4,8,9,13,14,15];8:[2,4,8,9,11,12];7:[6,8,9,13];3:[2,3,5,7,14,15];2:[0,2,15];5:[0,4,7,8,9,14]","c4:bw=72,experts=[1,3,6,7,8,9,13]; c0:bw=83,experts=[1,2,3,5,6,9,11,12]; c1:bw=63,experts=[2,6,8,11,12,15]; c9:bw=82,experts=[2,3,5,7,9,10,11,13]; c6:bw=81,experts=[0,1,4,8,9,13,14,15]; c8:bw=63,experts=[2,4,8,9,11,12]; c7:bw=40,experts=[6,8,9,13]; c3:bw=60,experts=[2,3,5,7,14,15]; c2:bw=34,experts=[0,2,15]; c5:bw=63,experts=[0,4,7,8,9,14]","7.1516,4.7918,4.3837,3.5729,6.9234,5.4601,4.7851,5.0785,3.7438,6.2511"
30,2026-09-23 15:44:58,Ours,0.01,2.019106703510327,40.56,40.56,30,54.0375,0:54.04,52.645,0.1701,1.2208,1618.0866,26:58.09,10,"5,1,9,4,0,8,6,7,3,2",5:116;1:67;9:103;4:97;0:33;8:78;6:20;7:23;3:111;2:51,"5:[0,1,2,3,4,5,6,7,9,13,15];1:[0,4,5,7,8,14];9:[0,3,5,6,7,8,10,11,13,15];4:[1,3,4,5,10,11,12,14,15];0:[0,1,12];8:[0,6,9,12,13,14,15];6:[5,14];7:[1,9];3:[0,2,3,5,7,8,9,10,13,14,15];2:[2,5,9,10,13]","c5:bw=116,experts=[0,1,2,3,4,5,6,7,9,13,15]; c1:bw=67,experts=[0,4,5,7,8,14]; c9:bw=103,experts=[0,3,5,6,7,8,10,11,13,15]; c4:bw=97,experts=[1,3,4,5,10,11,12,14,15]; c0:bw=33,experts=[0,1,12]; c8:bw=78,experts=[0,6,9,12,13,14,15]; c6:bw=20,experts=[5,14]; c7:bw=23,experts=[1,9]; c3:bw=111,experts=[0,2,3,5,7,8,9,10,13,14,15]; c2:bw=51,experts=[2,5,9,10,13]","6.6197,4.5018,3.6242,7.1843,4.7397,5.4584,6.8035,4.6837,5.2462,3.7833"
31,2026-09-23 15:45:51,Ours,0.01,2.061404671647191,39.13,40.56,30,53.1477,0:53.15,51.8007,0.1551,1.1905,1671.2556,27:51.26,10,"6,4,9,1,5,8,3,2,0,7",6:55;4:36;9:85;1:57;5:116;8:62;3:45;2:29;0:89;7:119,"6:[1,7,8,9,11];4:[2,7,11];9:[0,2,4,8,10,13,14,15];1:[0,4,7,8,14];5:[1,3,4,5,7,8,9,10,11,12,15];8:[5,6,7,8,10,13];3:[1,11,12,15];2:[8,15];0:[5,6,7,9,10,11,12,13];7:[0,1,4,5,6,7,8,9,10,11,14]","c6:bw=55,experts=[1,7,8,9,11]; c4:bw=36,experts=[2,7,11]; c9:bw=85,experts=[0,2,4,8,10,13,14,15]; c1:bw=57,experts=[0,4,7,8,14]; c5:bw=116,experts=[1,3,4,5,7,8,9,10,11,12,15]; c8:bw=62,experts=[5,6,7,8,10,13]; c3:bw=45,experts=[1,11,12,15]; c2:bw=29,experts=[8,15]; c0:bw=89,experts=[5,6,7,9,10,11,12,13]; c7:bw=119,experts=[0,1,4,5,6,7,8,9,10,11,14]","6.8132,6.9220,3.6461,4.3464,6.2656,5.3753,5.1104,3.8007,4.8315,4.6896"
32,2026-09-23 15:46:45,Ours,0.01,2.124776531749732,23.63,40.56,30,53.0243,0:53.02,51.6019,0.1695,1.2512,1724.3018,28:44.30,10,"8,5,4,7,0,1,3,6,2,9",8:40;5:67;4:92;7:88;0:86;1:40;3:53;6:51;2:102;9:59,"8:[0,4,5,9];5:[0,3,8,10,11,15];4:[0,4,7,8,9,10,11,12,15];7:[1,3,5,7,8,10,11,14];0:[0,2,5,7,8,10,13,15];1:[2,11,12,15];3:[1,3,8,14,15];6:[3,5,9,10,14];2:[2,5,6,7,9,10,11,12,14,15];9:[2,7,9,10,11]","c8:bw=40,experts=[0,4,5,9]; c5:bw=67,experts=[0,3,8,10,11,15]; c4:bw=92,experts=[0,4,7,8,9,10,11,12,15]; c7:bw=88,experts=[1,3,5,7,8,10,11,14]; c0:bw=86,experts=[0,2,5,7,8,10,13,15]; c1:bw=40,experts=[2,11,12,15]; c3:bw=53,experts=[1,3,8,14,15]; c6:bw=51,experts=[3,5,9,10,14]; c2:bw=102,experts=[2,5,6,7,9,10,11,12,14,15]; c9:bw=59,experts=[2,7,9,10,11]","5.3501,6.3014,6.8155,4.7852,4.7431,4.2796,5.0387,6.9635,3.7355,3.5892"
33,2026-09-23 15:47:38,Ours,0.01,2.1282379713748005,42.36,42.36,33,52.995,0:52.99,51.6443,0.1643,1.1848,1777.3185,29:37.32,10,"7,1,3,6,5,9,2,8,4,0",7:99;1:65;3:132;6:69;5:55;9:79;2:44;8:94;4:85;0:118,"7:[1,3,4,6,7,8,9,11,13];1:[0,2,9,10,11,12];3:[1,3,4,5,7,8,9,10,11,12,13,14,15];6:[1,6,7,8,10,14];5:[0,1,6,10,13];9:[0,3,6,7,11,13,14];2:[3,7,12,14];8:[1,2,3,5,6,8,12,14,15];4:[1,7,8,10,11,13,14,15];0:[0,1,3,5,6,7,8,9,11,12,14]","c7:bw=99,experts=[1,3,4,6,7,8,9,11,13]; c1:bw=65,experts=[0,2,9,10,11,12]; c3:bw=132,experts=[1,3,4,5,7,8,9,10,11,12,13,14,15]; c6:bw=69,experts=[1,6,7,8,10,14]; c5:bw=55,experts=[0,1,6,10,13]; c9:bw=79,experts=[0,3,6,7,11,13,14]; c2:bw=44,experts=[3,7,12,14]; c8:bw=94,experts=[1,2,3,5,6,8,12,14,15]; c4:bw=85,experts=[1,7,8,10,11,13,14,15]; c0:bw=118,experts=[0,1,3,5,6,7,8,9,11,12,14]","4.7358,4.3254,5.1734,6.7383,6.3553,3.6303,3.8050,5.3132,6.9108,4.6569"
34,2026-09-23 15:48:31,Ours,0.01,1.9612588143879748,46.6,46.6,34,53.0537,0:53.05,51.7135,0.1633,1.1752,1830.3935,30:30.39,10,"4,1,6,9,8,0,5,7,3,2",4:87;1:88;6:91;9:128;8:79;0:42;5:113;7:61;3:137;2:101,"4:[0,2,5,10,11,12,13,14];1:[2,3,5,7,8,9,10,11];6:[0,1,5,6,8,10,11,12,13];9:[1,2,3,4,5,6,7,10,11,13,14,15];8:[0,2,3,5,8,13,15];0:[8,9,11,15];5:[0,1,3,5,7,8,9,10,11,14,15];7:[6,7,9,10,12,13];3:[1,2,3,4,5,7,8,10,11,12,13,14,15];2:[1,3,4,5,7,9,12,13,14,15]","c4:bw=87,experts=[0,2,5,10,11,12,13,14]; c1:bw=88,experts=[2,3,5,7,8,9,10,11]; c6:bw=91,experts=[0,1,5,6,8,10,11,12,13]; c9:bw=128,experts=[1,2,3,4,5,6,7,10,11,13,14,15]; c8:bw=79,experts=[0,2,3,5,8,13,15]; c0:bw=42,experts=[8,9,11,15]; c5:bw=113,experts=[0,1,3,5,7,8,9,10,11,14,15]; c7:bw=61,experts=[6,7,9,10,12,13]; c3:bw=137,experts=[1,2,3,4,5,7,8,10,11,12,13,14,15]; c2:bw=101,experts=[1,3,4,5,7,9,12,13,14,15]","7.0521,4.4180,6.7735,3.5353,5.3420,4.6447,6.4094,4.6484,5.1362,3.7539"
35,2026-09-23 15:49:24,Ours,0.01,1.9763966948852463,46.86,46.86,35,52.8923,0:52.89,51.5362,0.1524,1.199,1883.3073,31:23.31,10,"4,0,1,6,2,8,9,7,5,3",4:62;0:38;1:58;6:83;2:86;8:94;9:51;7:90;5:77;3:45,"4:[3,5,7,9,11,13];0:[0,2,8];1:[0,2,3,6,7];6:[0,1,2,3,4,7,9,11];2:[1,4,5,7,8,10,12,14];8:[0,4,5,6,8,10,13,14,15];9:[4,6,9,12,15];7:[0,1,3,6,7,8,10,13,14];5:[0,1,3,8,13,14,15];3:[2,3,5,7]","c4:bw=62,experts=[3,5,7,9,11,13]; c0:bw=38,experts=[0,2,8]; c1:bw=58,experts=[0,2,3,6,7]; c6:bw=83,experts=[0,1,2,3,4,7,9,11]; c2:bw=86,experts=[1,4,5,7,8,10,12,14]; c8:bw=94,experts=[0,4,5,6,8,10,13,14,15]; c9:bw=51,experts=[4,6,9,12,15]; c7:bw=90,experts=[0,1,3,6,7,8,10,13,14]; c5:bw=77,experts=[0,1,3,8,13,14,15]; c3:bw=45,experts=[2,3,5,7]","6.8869,4.7179,4.4702,6.7007,3.7614,5.3751,3.4780,4.6454,6.3685,5.1321"
36,2026-09-23 15:50:16,Ours,0.01,1.934274062984335,46.31,46.86,35,52.8998,0:52.90,51.518,0.1658,1.2144,1936.2287,32:16.23,10,"9,0,3,7,6,5,1,4,8,2",9:70;0:68;3:113;7:51;6:82;5:93;1:16;4:140;8:97;2:95,"9:[2,5,6,11,13,14,15];0:[0,2,3,4,6,11];3:[2,3,4,5,6,8,9,10,11,12,15];7:[4,5,6,10,12];6:[0,1,4,5,8,10,13,14];5:[1,5,8,9,11,12,13,14,15];1:[14];4:[0,1,2,4,5,6,7,8,9,10,11,12,14,15];8:[2,3,5,6,8,10,11,13,15];2:[3,5,7,8,9,10,13,14,15]","c9:bw=70,experts=[2,5,6,11,13,14,15]; c0:bw=68,experts=[0,2,3,4,6,11]; c3:bw=113,experts=[2,3,4,5,6,8,9,10,11,12,15]; c7:bw=51,experts=[4,5,6,10,12]; c6:bw=82,experts=[0,1,4,5,8,10,13,14]; c5:bw=93,experts=[1,5,8,9,11,12,13,14,15]; c1:bw=16,experts=[14]; c4:bw=140,experts=[0,1,2,4,5,6,7,8,9,10,11,12,14,15]; c8:bw=97,experts=[2,3,5,6,8,10,11,13,15]; c2:bw=95,experts=[3,5,7,8,9,10,13,14,15]","3.5306,4.7188,5.1738,4.6653,6.8247,6.2593,4.3042,6.8075,5.3489,3.8848"
37,2026-09-23 15:51:10,Ours,0.01,1.932656829759431,48.13,48.13,37,53.0855,0:53.09,51.6769,0.1584,1.2486,1989.3361,33:09.34,10,"1,5,2,6,4,7,9,0,3,8",1:34;5:74;2:68;6:123;4:74;7:79;9:75;0:103;3:68;8:11,"1:[2,5,6];5:[2,5,6,8,9,13,14];2:[2,3,6,7,10,12];6:[0,1,2,3,4,6,7,8,11,12,13,15];4:[3,8,9,10,11,13,14];7:[0,3,4,7,9,13,15];9:[0,7,8,10,12,13,14];0:[2,3,4,5,6,8,9,11,14,15];3:[3,6,8,10,14,15];8:[15]","c1:bw=34,experts=[2,5,6]; c5:bw=74,experts=[2,5,6,8,9,13,14]; c2:bw=68,experts=[2,3,6,7,10,12]; c6:bw=123,experts=[0,1,2,3,4,6,7,8,11,12,13,15]; c4:bw=74,experts=[3,8,9,10,11,13,14]; c7:bw=79,experts=[0,3,4,7,9,13,15]; c9:bw=75,experts=[0,7,8,10,12,13,14]; c0:bw=103,experts=[2,3,4,5,6,8,9,11,14,15]; c3:bw=68,experts=[3,6,8,10,14,15]; c8:bw=11,experts=[15]","4.3257,6.3668,3.8062,6.8025,6.9251,4.7241,3.5033,4.7003,5.1592,5.3638"
38,2026-09-23 15:52:02,Ours,0.01,1.889515315453058,49.09,49.09,38,52.8225,0:52.82,51.4316,0.1648,1.22,2042.1809,34:02.18,10,"8,6,4,1,5,2,3,7,9,0",8:87;6:32;4:98;1:58;5:10;2:10;3:72;7:96;9:49;0:76,"8:[1,2,5,8,10,11,12,13];6:[3,5,15];4:[1,2,3,6,10,12,13,14,15];1:[4,9,10,13,14];5:[8];2:[14];3:[5,8,9,10,11,13,15];7:[3,4,5,6,8,9,10,13,15];9:[0,4,11,13];0:[1,6,7,9,10,11,14]","c8:bw=87,experts=[1,2,5,8,10,11,12,13]; c6:bw=32,experts=[3,5,15]; c4:bw=98,experts=[1,2,3,6,10,12,13,14,15]; c1:bw=58,experts=[4,9,10,13,14]; c5:bw=10,experts=[8]; c2:bw=10,experts=[14]; c3:bw=72,experts=[5,8,9,10,11,13,15]; c7:bw=96,experts=[3,4,5,6,8,9,10,13,15]; c9:bw=49,experts=[0,4,11,13]; c0:bw=76,experts=[1,6,7,9,10,11,14]","5.4789,6.7573,6.8567,4.3129,6.2190,3.8066,5.1839,4.5989,3.5397,4.6776"
39,2026-09-23 15:52:55,Ours,0.01,1.8835920305202207,46.61,49.09,38,52.7977,0:52.80,51.4264,0.1578,1.212,2095.0033,34:55.00,10,"3,0,1,7,6,8,2,4,9,5",3:49;0:10;1:84;7:75;6:58;8:84;2:68;4:67;9:45;5:141,"3:[9,10,11,13];0:[9];1:[3,5,6,8,11,12,13,14];7:[1,3,4,7,12,13,14];6:[3,5,8,9,14];8:[1,2,4,6,8,9,10,12];2:[0,3,8,11,12,15];4:[1,3,6,7,11,15];9:[5,8,9,13];5:[0,1,2,3,4,5,6,8,10,11,12,13,14,15]","c3:bw=49,experts=[9,10,11,13]; c0:bw=10,experts=[9]; c1:bw=84,experts=[3,5,6,8,11,12,13,14]; c7:bw=75,experts=[1,3,4,7,12,13,14]; c6:bw=58,experts=[3,5,8,9,14]; c8:bw=84,experts=[1,2,4,6,8,9,10,12]; c2:bw=68,experts=[0,3,8,11,12,15]; c4:bw=67,experts=[1,3,6,7,11,15]; c9:bw=45,experts=[5,8,9,13]; c5:bw=141,experts=[0,1,2,3,4,5,6,8,10,11,12,13,14,15]","5.1773,4.7047,4.4594,4.6037,6.6958,5.3019,3.7389,6.8923,3.5441,6.3083"
40,2026-09-23 15:53:48,Ours,0.01,1.8915028428949203,42.34,49.09,38,52.7663,0:52.77,51.4073,0.1619,1.1955,2147.7923,35:47.79,10,"8,1,5,6,2,7,3,4,9,0",8:49;1:79;5:60;6:88;2:123;7:125;3:13;4:36;9:75;0:67,"8:[0,7,10,14];1:[1,5,6,8,10,11,12];5:[0,1,4,7,8,15];6:[0,2,3,5,6,10,11,12];2:[0,1,3,4,5,7,9,10,12,13,14,15];7:[0,1,2,3,4,5,6,8,10,11,14,15];3:[8];4:[2,4,8];9:[3,4,5,6,10,13,15];0:[0,1,5,6,7,11]","c8:bw=49,experts=[0,7,10,14]; c1:bw=79,experts=[1,5,6,8,10,11,12]; c5:bw=60,experts=[0,1,4,7,8,15]; c6:bw=88,experts=[0,2,3,5,6,10,11,12]; c2:bw=123,experts=[0,1,3,4,5,7,9,10,12,13,14,15]; c7:bw=125,experts=[0,1,2,3,4,5,6,8,10,11,14,15]; c3:bw=13,experts=[8]; c4:bw=36,experts=[2,4,8]; c9:bw=75,experts=[3,4,5,6,10,13,15]; c0:bw=67,experts=[0,1,5,6,7,11]","5.3937,4.2993,6.2890,6.8080,3.7498,4.6423,5.0877,6.7972,3.5324,4.8079"
41,2026-09-23 15:54:41,Ours,0.01,1.8770194924139871,50.65,50.65,41,52.8911,0:52.89,51.5025,0.1637,1.2231,2200.7079,36:40.71,10,"2,6,8,1,4,5,7,3,9,0",2:101;6:10;8:107;1:15;4:95;5:116;7:129;3:75;9:101;0:10,"2:[1,3,4,5,6,9,10,11,12,13];6:[7];8:[1,2,3,6,8,10,11,12,13,15];1:[1];4:[0,3,4,9,10,11,13,14,15];5:[2,3,4,5,7,8,9,10,11,13,14];7:[0,1,2,4,8,9,10,11,12,13,14,15];3:[3,4,6,8,9,10,11];9:[0,2,3,4,6,7,9,10,13,15];0:[0]","c2:bw=101,experts=[1,3,4,5,6,9,10,11,12,13]; c6:bw=10,experts=[7]; c8:bw=107,experts=[1,2,3,6,8,10,11,12,13,15]; c1:bw=15,experts=[1]; c4:bw=95,experts=[0,3,4,9,10,11,13,14,15]; c5:bw=116,experts=[2,3,4,5,7,8,9,10,11,13,14]; c7:bw=129,experts=[0,1,2,4,8,9,10,11,12,13,14,15]; c3:bw=75,experts=[3,4,6,8,9,10,11]; c9:bw=101,experts=[0,2,3,4,6,7,9,10,13,15]; c0:bw=10,experts=[0]","3.7931,6.7653,5.3419,4.3519,6.9115,6.3145,4.6246,5.1423,3.5514,4.7060"
42,2026-09-23 15:55:34,Ours,0.01,1.9057004676513878,41.85,50.65,41,52.9368,0:52.94,51.5949,0.1626,1.1778,2253.6706,37:33.67,10,"5,1,3,9,6,0,7,4,8,2",5:95;1:92;3:91;9:96;6:64;0:28;7:37;4:103;8:79;2:76,"5:[1,6,7,8,10,11,13,14,15];1:[2,3,4,5,6,7,8,11,12];3:[0,1,3,4,5,6,8,10,11];9:[0,1,3,6,9,10,11,12,14];6:[1,4,6,7,11,14];0:[1,12];7:[7,9,10];4:[1,2,7,8,9,10,11,12,13,14];8:[1,3,4,5,7,10,14];2:[0,2,8,10,12,14,15]","c5:bw=95,experts=[1,6,7,8,10,11,13,14,15]; c1:bw=92,experts=[2,3,4,5,6,7,8,11,12]; c3:bw=91,experts=[0,1,3,4,5,6,8,10,11]; c9:bw=96,experts=[0,1,3,6,9,10,11,12,14]; c6:bw=64,experts=[1,4,6,7,11,14]; c0:bw=28,experts=[1,12]; c7:bw=37,experts=[7,9,10]; c4:bw=103,experts=[1,2,7,8,9,10,11,12,13,14]; c8:bw=79,experts=[1,3,4,5,7,10,14]; c2:bw=76,experts=[0,2,8,10,12,14,15]","6.4145,4.3393,5.1406,3.4824,6.7218,4.7674,4.9271,6.7907,5.2803,3.7309"
43,2026-09-23 15:56:27,Ours,0.01,1.8581543434102847,50.36,50.65,41,52.8947,0:52.89,51.5299,0.1571,1.206,2306.5898,38:26.59,10,"5,1,2,8,9,7,4,6,3,0",5:100;1:110;2:96;8:85;9:60;7:40;4:65;6:23;3:122;0:40,"5:[1,2,3,4,5,8,12,13,14,15];1:[2,3,4,5,6,7,8,9,11,13,15];2:[0,5,6,8,10,11,12,13,15];8:[0,2,3,4,5,8,10,15];9:[1,3,9,11,13,15];7:[7,9,10,13];4:[5,9,11,12,14,15];6:[0,5];3:[0,1,2,4,5,6,7,8,9,10,12,13];0:[2,3,10,11]","c5:bw=100,experts=[1,2,3,4,5,8,12,13,14,15]; c1:bw=110,experts=[2,3,4,5,6,7,8,9,11,13,15]; c2:bw=96,experts=[0,5,6,8,10,11,12,13,15]; c8:bw=85,experts=[0,2,3,4,5,8,10,15]; c9:bw=60,experts=[1,3,9,11,13,15]; c7:bw=40,experts=[7,9,10,13]; c4:bw=65,experts=[5,9,11,12,14,15]; c6:bw=23,experts=[0,5]; c3:bw=122,experts=[0,1,2,4,5,6,7,8,9,10,12,13]; c0:bw=40,experts=[2,3,10,11]","6.3810,4.4097,3.8302,5.2741,3.5139,4.6089,6.8458,6.7929,5.1829,4.6906"
44,2026-09-23 15:57:20,Ours,0.01,1.8127237075176932,51.2,51.2,44,52.9713,0:52.97,51.6237,0.159,1.1872,2359.5859,39:19.59,10,"0,3,4,2,7,5,6,9,8,1",0:125;3:88;4:54;2:69;7:142;5:46;6:39;9:70;8:65;1:84,"0:[0,1,2,3,5,6,8,10,12,13,14,15];3:[1,2,5,6,7,8,9,12];4:[4,7,8,11,13];2:[0,2,3,5,10,13];7:[0,1,2,3,4,6,7,8,9,10,11,13,14,15];5:[3,4,5,12];6:[1,2,7];9:[1,3,5,7,11,13,15];8:[1,4,5,6,8,10];1:[0,2,4,9,10,11,12,13]","c0:bw=125,experts=[0,1,2,3,5,6,8,10,12,13,14,15]; c3:bw=88,experts=[1,2,5,6,7,8,9,12]; c4:bw=54,experts=[4,7,8,11,13]; c2:bw=69,experts=[0,2,3,5,10,13]; c7:bw=142,experts=[0,1,2,3,4,6,7,8,9,10,11,13,14,15]; c5:bw=46,experts=[3,4,5,12]; c6:bw=39,experts=[1,2,7]; c9:bw=70,experts=[1,3,5,7,11,13,15]; c8:bw=65,experts=[1,4,5,6,8,10]; c1:bw=84,experts=[0,2,4,9,10,11,12,13]","4.7224,5.1479,6.9283,3.8186,4.6332,6.2639,6.7592,3.5211,5.4724,4.3566"
