Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
23,2026-09-19 21:32:42,Ours,0.01,0.9641445607119697,49.97,61.14,22,44.4057,0:44.41,43.4459,0.0395,0.9188,1018.5507,16:58.55,10,"5,7,4,6,9,8,3,1,2,0",5:98;7:28;4:106;6:19;9:95;8:66;3:29;1:117;2:61;0:21,"5:[0,1,2,5,7,8,12,14,15];7:[3,6];4:[0,1,2,3,4,5,6,7,14,15];6:[11];9:[1,4,5,7,8,9,11,14,15];8:[1,7,9,11,12,15];3:[9,11];1:[0,1,3,4,5,7,8,12,13,14,15];2:[0,1,2,3,6,12];0:[7,15]","c5:bw=98,experts=[0,1,2,5,7,8,12,14,15]; c7:bw=28,experts=[3,6]; c4:bw=106,experts=[0,1,2,3,4,5,6,7,14,15]; c6:bw=19,experts=[11]; c9:bw=95,experts=[1,4,5,7,8,9,11,14,15]; c8:bw=66,experts=[1,7,9,11,12,15]; c3:bw=29,experts=[9,11]; c1:bw=117,experts=[0,1,3,4,5,7,8,12,13,14,15]; c2:bw=61,experts=[0,1,2,3,6,12]; c0:bw=21,experts=[7,15]","4.7286,2.8558,2.3283,1.4180,3.9286,5.4266,0.4095,17.1418,0.2056,5.0030"
24,2026-09-19 21:33:25,Ours,0.01,1.136614455177694,41.26,61.14,22,42.7288,0:42.73,41.7958,0.0267,0.9051,1061.298,17:41.30,10,"6,4,7,9,2,1,5,8,3,0",6:57;4:24;7:10;9:94;2:81;1:10;5:46;8:34;3:10;0:59,"6:[4,5,6,8,14];4:[7,13];7:[8];9:[0,1,3,5,7,8,9,10,12];2:[4,5,7,9,10,11,13,15];1:[4];5:[2,4,6,13];8:[0,5,8];3:[14];0:[1,4,5,8,15]","c6:bw=57,experts=[4,5,6,8,14]; c4:bw=24,experts=[7,13]; c7:bw=10,experts=[8]; c9:bw=94,experts=[0,1,3,5,7,8,9,10,12]; c2:bw=81,experts=[4,5,7,9,10,11,13,15]; c1:bw=10,experts=[4]; c5:bw=46,experts=[2,4,6,13]; c8:bw=34,experts=[0,5,8]; c3:bw=10,experts=[14]; c0:bw=59,experts=[1,4,5,8,15]","1.4553,2.3578,2.8902,4.0969,0.1677,15.2038,4.7283,5.4373,0.4099,5.0486"
25,2026-09-19 21:34:08,Ours,0.01,1.0030721621659038,51.76,61.14,22,42.7175,0:42.72,41.7939,0.0283,0.8939,1104.0321,18:24.03,10,"9,6,4,3,5,1,8,2,0,7",9:76;6:30;4:110;3:26;5:120;1:92;8:103;2:24;0:106;7:75,"9:[0,1,5,7,9,10,13];6:[2,5,8];4:[1,2,3,4,5,7,8,9,11,12,14];3:[3,5];5:[0,1,2,3,4,5,7,8,12,13,14,15];1:[3,4,5,6,7,8,11,12,13];8:[0,3,5,6,7,8,9,10,11,13];2:[0,2];0:[0,2,3,5,6,7,8,10,11,15];7:[0,1,2,3,5,12,15]","c9:bw=76,experts=[0,1,5,7,9,10,13]; c6:bw=30,experts=[2,5,8]; c4:bw=110,experts=[1,2,3,4,5,7,8,9,11,12,14]; c3:bw=26,experts=[3,5]; c5:bw=120,experts=[0,1,2,3,4,5,7,8,12,13,14,15]; c1:bw=92,experts=[3,4,5,6,7,8,11,12,13]; c8:bw=103,experts=[0,3,5,6,7,8,9,10,11,13]; c2:bw=24,experts=[0,2]; c0:bw=106,experts=[0,2,3,5,6,7,8,10,11,15]; c7:bw=75,experts=[0,1,2,3,5,12,15]","3.9099,1.4180,2.3107,0.4264,4.9665,15.4643,5.3179,0.1666,4.9936,2.8200"
26,2026-09-19 21:34:50,Ours,0.01,1.0406639054932476,50.68,61.14,22,42.4241,0:42.42,41.3925,0.0279,1.0025,1146.4742,19:06.47,10,"3,6,9,7,1,5,2,8,0,4",3:84;6:63;9:95;7:59;1:63;5:39;2:56;8:101;0:20;4:90,"3:[0,1,5,8,10,11,12,15];6:[1,2,6,8,13,14];9:[1,2,6,9,10,12,13,14,15];7:[2,4,5,6,9];1:[0,1,5,6,7,9];5:[0,2,11];2:[0,3,5,13,15];8:[0,3,4,5,7,8,9,11,12,15];0:[0,2];4:[1,6,7,8,9,12,13,14,15]","c3:bw=84,experts=[0,1,5,8,10,11,12,15]; c6:bw=63,experts=[1,2,6,8,13,14]; c9:bw=95,experts=[1,2,6,9,10,12,13,14,15]; c7:bw=59,experts=[2,4,5,6,9]; c1:bw=63,experts=[0,1,5,6,7,9]; c5:bw=39,experts=[0,2,11]; c2:bw=56,experts=[0,3,5,13,15]; c8:bw=101,experts=[0,3,4,5,7,8,9,11,12,15]; c0:bw=20,experts=[0,2]; c4:bw=90,experts=[1,6,7,8,9,12,13,14,15]","0.4157,1.4273,3.9154,3.0283,15.2010,4.7220,0.1672,5.2751,4.9554,2.2850"
27,2026-09-19 21:35:33,Ours,0.01,0.972881725559794,56.35,61.14,22,43.3901,0:43.39,42.4269,0.0294,0.9322,1189.8812,19:49.88,10,"7,1,4,0,9,2,8,3,6,5",7:97;1:117;4:23;0:68;9:34;2:37;8:104;3:40;6:119;5:69,"7:[3,6,8,9,10,11,12,13,14];1:[1,2,4,5,6,7,8,9,12,14,15];4:[3,15];0:[0,1,2,6,8,13];9:[2,3,14];2:[3,9,11];8:[0,2,3,4,6,7,8,11,12,13];3:[6,8,11,15];6:[0,2,3,5,6,7,8,9,10,12,14];5:[4,5,11,12,13,15]","c7:bw=97,experts=[3,6,8,9,10,11,12,13,14]; c1:bw=117,experts=[1,2,4,5,6,7,8,9,12,14,15]; c4:bw=23,experts=[3,15]; c0:bw=68,experts=[0,1,2,6,8,13]; c9:bw=34,experts=[2,3,14]; c2:bw=37,experts=[3,9,11]; c8:bw=104,experts=[0,2,3,4,6,7,8,11,12,13]; c3:bw=40,experts=[6,8,11,15]; c6:bw=119,experts=[0,2,3,5,6,7,8,9,10,12,14]; c5:bw=69,experts=[4,5,11,12,13,15]","2.8392,16.0931,2.3744,5.2753,3.9317,0.1696,5.2714,0.4097,1.3984,4.6642"
28,2026-09-19 21:36:17,Ours,0.01,1.0339544633472408,45.75,61.14,22,43.1132,0:43.11,42.1653,0.0357,0.9109,1233.013,20:33.01,10,"6,9,0,8,2,5,1,3,4,7",6:56;9:92;0:89;8:56;2:10;5:63;1:47;3:22;4:14;7:10,"6:[0,2,6,7,15];9:[0,1,3,4,5,6,10,11,12];0:[0,1,3,5,6,7,8,12];8:[0,2,10,13,15];2:[1];5:[3,5,6,8,12,15];1:[4,6,10,14];3:[5,11];4:[2];7:[11]","c6:bw=56,experts=[0,2,6,7,15]; c9:bw=92,experts=[0,1,3,4,5,6,10,11,12]; c0:bw=89,experts=[0,1,3,5,6,7,8,12]; c8:bw=56,experts=[0,2,10,13,15]; c2:bw=10,experts=[1]; c5:bw=63,experts=[3,5,6,8,12,15]; c1:bw=47,experts=[4,6,10,14]; c3:bw=22,experts=[5,11]; c4:bw=14,experts=[2]; c7:bw=10,experts=[11]","1.4795,3.9137,5.4556,5.7743,0.1682,4.7169,14.9802,0.4459,2.2861,2.9448"
29,2026-09-19 21:37:00,Ours,0.01,0.8821535377582386,34.44,61.14,22,43.1784,0:43.18,42.2529,0.0316,0.8927,1276.2087,21:16.21,10,"4,0,1,9,6,8,7,3,2,5",4:72;0:83;1:63;9:82;6:81;8:63;7:40;3:60;2:34;5:63,"4:[1,3,6,7,8,9,13];0:[1,2,3,5,6,9,11,12];1:[2,6,8,11,12,15];9:[2,3,5,7,9,10,11,13];6:[0,1,4,8,9,13,14,15];8:[2,4,8,9,11,12];7:[6,8,9,13];3:[2,3,5,7,14,15];2:[0,2,15];5:[0,4,7,8,9,14]","c4:bw=72,experts=[1,3,6,7,8,9,13]; c0:bw=83,experts=[1,2,3,5,6,9,11,12]; c1:bw=63,experts=[2,6,8,11,12,15]; c9:bw=82,experts=[2,3,5,7,9,10,11,13]; c6:bw=81,experts=[0,1,4,8,9,13,14,15]; c8:bw=63,experts=[2,4,8,9,11,12]; c7:bw=40,experts=[6,8,9,13]; c3:bw=60,experts=[2,3,5,7,14,15]; c2:bw=34,experts=[0,2,15]; c5:bw=63,experts=[0,4,7,8,9,14]","2.3075,5.0715,15.1199,4.6100,1.4644,5.4023,2.8232,0.4110,0.1687,4.8744"
30,2026-09-19 21:37:44,Ours,0.01,1.0026469240451015,57.52,61.14,22,44.336,0:44.34,43.3999,0.0316,0.9032,1320.5637,22:00.56,10,"5,1,9,4,0,8,6,7,3,2",5:116;1:67;9:103;4:97;0:33;8:78;6:20;7:23;3:111;2:51,"5:[0,1,2,3,4,5,6,7,9,13,15];1:[0,4,5,7,8,14];9:[0,3,5,6,7,8,10,11,13,15];4:[1,3,4,5,10,11,12,14,15];0:[0,1,12];8:[0,6,9,12,13,14,15];6:[5,14];7:[1,9];3:[0,2,3,5,7,8,9,10,13,14,15];2:[2,5,9,10,13]","c5:bw=116,experts=[0,1,2,3,4,5,6,7,9,13,15]; c1:bw=67,experts=[0,4,5,7,8,14]; c9:bw=103,experts=[0,3,5,6,7,8,10,11,13,15]; c4:bw=97,experts=[1,3,4,5,10,11,12,14,15]; c0:bw=33,experts=[0,1,12]; c8:bw=78,experts=[0,6,9,12,13,14,15]; c6:bw=20,experts=[5,14]; c7:bw=23,experts=[1,9]; c3:bw=111,experts=[0,2,3,5,7,8,9,10,13,14,15]; c2:bw=51,experts=[2,5,9,10,13]","4.7405,16.3477,4.0351,2.3444,5.1130,5.8276,1.4058,2.9888,0.4262,0.1710"
31,2026-09-19 21:38:27,Ours,0.01,0.9964589704991681,54.57,61.14,22,42.5578,0:42.56,41.6154,0.0321,0.909,1363.1398,22:43.14,10,"6,4,9,1,5,8,3,2,0,7",6:55;4:36;9:85;1:57;5:116;8:62;3:45;2:29;0:89;7:119,"6:[1,7,8,9,11];4:[2,7,11];9:[0,2,4,8,10,13,14,15];1:[0,4,7,8,14];5:[1,3,4,5,7,8,9,10,11,12,15];8:[5,6,7,8,10,13];3:[1,11,12,15];2:[8,15];0:[5,6,7,9,10,11,12,13];7:[0,1,4,5,6,7,8,9,10,11,14]","c6:bw=55,experts=[1,7,8,9,11]; c4:bw=36,experts=[2,7,11]; c9:bw=85,experts=[0,2,4,8,10,13,14,15]; c1:bw=57,experts=[0,4,7,8,14]; c5:bw=116,experts=[1,3,4,5,7,8,9,10,11,12,15]; c8:bw=62,experts=[5,6,7,8,10,13]; c3:bw=45,experts=[1,11,12,15]; c2:bw=29,experts=[8,15]; c0:bw=89,experts=[5,6,7,9,10,11,12,13]; c7:bw=119,experts=[0,1,4,5,6,7,8,9,10,11,14]","1.4550,2.3446,3.9338,15.3415,4.7928,5.3239,0.4154,0.1661,5.0190,2.8233"
32,2026-09-19 21:39:09,Ours,0.01,0.9869016378996547,36.28,61.14,22,42.7437,0:42.74,41.7767,0.0326,0.9331,1405.9039,23:25.90,10,"8,5,4,7,0,1,3,6,2,9",8:40;5:67;4:92;7:88;0:86;1:40;3:53;6:51;2:102;9:59,"8:[0,4,5,9];5:[0,3,8,10,11,15];4:[0,4,7,8,9,10,11,12,15];7:[1,3,5,7,8,10,11,14];0:[0,2,5,7,8,10,13,15];1:[2,11,12,15];3:[1,3,8,14,15];6:[3,5,9,10,14];2:[2,5,6,7,9,10,11,12,14,15];9:[2,7,9,10,11]","c8:bw=40,experts=[0,4,5,9]; c5:bw=67,experts=[0,3,8,10,11,15]; c4:bw=92,experts=[0,4,7,8,9,10,11,12,15]; c7:bw=88,experts=[1,3,5,7,8,10,11,14]; c0:bw=86,experts=[0,2,5,7,8,10,13,15]; c1:bw=40,experts=[2,11,12,15]; c3:bw=53,experts=[1,3,8,14,15]; c6:bw=51,experts=[3,5,9,10,14]; c2:bw=102,experts=[2,5,6,7,9,10,11,12,14,15]; c9:bw=59,experts=[2,7,9,10,11]","5.5561,4.8243,2.2859,2.8458,5.0938,15.1797,0.4127,1.4087,0.1698,3.9998"
33,2026-09-19 21:39:53,Ours,0.01,0.9690679629175266,59.17,61.14,22,43.7998,0:43.80,42.8466,0.0341,0.9178,1449.7228,24:09.72,10,"7,1,3,6,5,9,2,8,4,0",7:99;1:65;3:132;6:69;5:55;9:79;2:44;8:94;4:85;0:118,"7:[1,3,4,6,7,8,9,11,13];1:[0,2,9,10,11,12];3:[1,3,4,5,7,8,9,10,11,12,13,14,15];6:[1,6,7,8,10,14];5:[0,1,6,10,13];9:[0,3,6,7,11,13,14];2:[3,7,12,14];8:[1,2,3,5,6,8,12,14,15];4:[1,7,8,10,11,13,14,15];0:[0,1,3,5,6,7,8,9,11,12,14]","c7:bw=99,experts=[1,3,4,6,7,8,9,11,13]; c1:bw=65,experts=[0,2,9,10,11,12]; c3:bw=132,experts=[1,3,4,5,7,8,9,10,11,12,13,14,15]; c6:bw=69,experts=[1,6,7,8,10,14]; c5:bw=55,experts=[0,1,6,10,13]; c9:bw=79,experts=[0,3,6,7,11,13,14]; c2:bw=44,experts=[3,7,12,14]; c8:bw=94,experts=[1,2,3,5,6,8,12,14,15]; c4:bw=85,experts=[1,7,8,10,11,13,14,15]; c0:bw=118,experts=[0,1,3,5,6,7,8,9,11,12,14]","2.8424,15.6945,0.4375,1.4313,4.9248,3.9255,0.1669,5.3800,2.4599,5.5839"
34,2026-09-19 21:40:36,Ours,0.01,0.8654234146372559,57.31,61.14,22,42.9477,0:42.95,41.9741,0.0343,0.938,1492.6906,24:52.69,10,"4,1,6,9,8,0,5,7,3,2",4:87;1:88;6:91;9:128;8:79;0:42;5:113;7:61;3:137;2:101,"4:[0,2,5,10,11,12,13,14];1:[2,3,5,7,8,9,10,11];6:[0,1,5,6,8,10,11,12,13];9:[1,2,3,4,5,6,7,10,11,13,14,15];8:[0,2,3,5,8,13,15];0:[8,9,11,15];5:[0,1,3,5,7,8,9,10,11,14,15];7:[6,7,9,10,12,13];3:[1,2,3,4,5,7,8,10,11,12,13,14,15];2:[1,3,4,5,7,9,12,13,14,15]","c4:bw=87,experts=[0,2,5,10,11,12,13,14]; c1:bw=88,experts=[2,3,5,7,8,9,10,11]; c6:bw=91,experts=[0,1,5,6,8,10,11,12,13]; c9:bw=128,experts=[1,2,3,4,5,6,7,10,11,13,14,15]; c8:bw=79,experts=[0,2,3,5,8,13,15]; c0:bw=42,experts=[8,9,11,15]; c5:bw=113,experts=[0,1,3,5,7,8,9,10,11,14,15]; c7:bw=61,experts=[6,7,9,10,12,13]; c3:bw=137,experts=[1,2,3,4,5,7,8,10,11,12,13,14,15]; c2:bw=101,experts=[1,3,4,5,7,9,12,13,14,15]","2.4527,15.3681,1.4273,3.9015,5.3860,5.1843,4.8276,2.8412,0.4136,0.1718"
35,2026-09-19 21:41:19,Ours,0.01,0.9214727429649185,65.49,65.49,35,42.6053,0:42.61,41.6676,0.0318,0.9046,1535.3154,25:35.32,10,"4,0,1,6,2,8,9,7,5,3",4:62;0:38;1:58;6:83;2:86;8:94;9:51;7:90;5:77;3:45,"4:[3,5,7,9,11,13];0:[0,2,8];1:[0,2,3,6,7];6:[0,1,2,3,4,7,9,11];2:[1,4,5,7,8,10,12,14];8:[0,4,5,6,8,10,13,14,15];9:[4,6,9,12,15];7:[0,1,3,6,7,8,10,13,14];5:[0,1,3,8,13,14,15];3:[2,3,5,7]","c4:bw=62,experts=[3,5,7,9,11,13]; c0:bw=38,experts=[0,2,8]; c1:bw=58,experts=[0,2,3,6,7]; c6:bw=83,experts=[0,1,2,3,4,7,9,11]; c2:bw=86,experts=[1,4,5,7,8,10,12,14]; c8:bw=94,experts=[0,4,5,6,8,10,13,14,15]; c9:bw=51,experts=[4,6,9,12,15]; c7:bw=90,experts=[0,1,3,6,7,8,10,13,14]; c5:bw=77,experts=[0,1,3,8,13,14,15]; c3:bw=45,experts=[2,3,5,7]","2.5097,5.0089,15.1123,1.4214,0.1660,5.4624,3.9121,2.8735,4.7891,0.4120"
36,2026-09-19 21:42:02,Ours,0.01,0.8703544358608628,58.29,65.49,35,42.7255,0:42.73,41.7848,0.028,0.9113,1578.0623,26:18.06,10,"9,0,3,7,6,5,1,4,8,2",9:70;0:68;3:113;7:51;6:82;5:93;1:16;4:140;8:97;2:95,"9:[2,5,6,11,13,14,15];0:[0,2,3,4,6,11];3:[2,3,4,5,6,8,9,10,11,12,15];7:[4,5,6,10,12];6:[0,1,4,5,8,10,13,14];5:[1,5,8,9,11,12,13,14,15];1:[14];4:[0,1,2,4,5,6,7,8,9,10,11,12,14,15];8:[2,3,5,6,8,10,11,13,15];2:[3,5,7,8,9,10,13,14,15]","c9:bw=70,experts=[2,5,6,11,13,14,15]; c0:bw=68,experts=[0,2,3,4,6,11]; c3:bw=113,experts=[2,3,4,5,6,8,9,10,11,12,15]; c7:bw=51,experts=[4,5,6,10,12]; c6:bw=82,experts=[0,1,4,5,8,10,13,14]; c5:bw=93,experts=[1,5,8,9,11,12,13,14,15]; c1:bw=16,experts=[14]; c4:bw=140,experts=[0,1,2,4,5,6,7,8,9,10,11,12,14,15]; c8:bw=97,experts=[2,3,5,6,8,10,11,13,15]; c2:bw=95,experts=[3,5,7,8,9,10,13,14,15]","4.0071,5.1094,0.4099,2.8132,1.4181,4.8729,15.2497,2.3172,5.4169,0.1704"
37,2026-09-19 21:42:44,Ours,0.01,0.9209342823802675,57.16,65.49,35,42.7679,0:42.77,41.8388,0.0275,0.9003,1620.8505,27:00.85,10,"1,5,2,6,4,7,9,0,3,8",1:34;5:74;2:68;6:123;4:74;7:79;9:75;0:103;3:68;8:11,"1:[2,5,6];5:[2,5,6,8,9,13,14];2:[2,3,6,7,10,12];6:[0,1,2,3,4,6,7,8,11,12,13,15];4:[3,8,9,10,11,13,14];7:[0,3,4,7,9,13,15];9:[0,7,8,10,12,13,14];0:[2,3,4,5,6,8,9,11,14,15];3:[3,6,8,10,14,15];8:[15]","c1:bw=34,experts=[2,5,6]; c5:bw=74,experts=[2,5,6,8,9,13,14]; c2:bw=68,experts=[2,3,6,7,10,12]; c6:bw=123,experts=[0,1,2,3,4,6,7,8,11,12,13,15]; c4:bw=74,experts=[3,8,9,10,11,13,14]; c7:bw=79,experts=[0,3,4,7,9,13,15]; c9:bw=75,experts=[0,7,8,10,12,13,14]; c0:bw=103,experts=[2,3,4,5,6,8,9,11,14,15]; c3:bw=68,experts=[3,6,8,10,14,15]; c8:bw=11,experts=[15]","15.3314,4.7829,0.1681,1.4277,2.2809,2.8800,3.9174,5.0144,0.4191,5.6170"
38,2026-09-19 21:43:29,Ours,0.01,0.8467659944903557,56.5,65.49,35,44.5225,0:44.52,43.5782,0.0269,0.9161,1665.3943,27:45.39,10,"8,6,4,1,5,2,3,7,9,0",8:87;6:32;4:98;1:58;5:10;2:10;3:72;7:96;9:49;0:76,"8:[1,2,5,8,10,11,12,13];6:[3,5,15];4:[1,2,3,6,10,12,13,14,15];1:[4,9,10,13,14];5:[8];2:[14];3:[5,8,9,10,11,13,15];7:[3,4,5,6,8,9,10,13,15];9:[0,4,11,13];0:[1,6,7,9,10,11,14]","c8:bw=87,experts=[1,2,5,8,10,11,12,13]; c6:bw=32,experts=[3,5,15]; c4:bw=98,experts=[1,2,3,6,10,12,13,14,15]; c1:bw=58,experts=[4,9,10,13,14]; c5:bw=10,experts=[8]; c2:bw=10,experts=[14]; c3:bw=72,experts=[5,8,9,10,11,13,15]; c7:bw=96,experts=[3,4,5,6,8,9,10,13,15]; c9:bw=49,experts=[0,4,11,13]; c0:bw=76,experts=[1,6,7,9,10,11,14]","6.0575,1.5590,2.3067,16.3675,4.7256,0.1671,0.4075,2.8239,4.1505,5.0128"
39,2026-09-19 21:44:12,Ours,0.01,0.9607071307479508,61.14,65.49,35,42.6011,0:42.60,41.6498,0.0277,0.9222,1708.016,28:28.02,10,"3,0,1,7,6,8,2,4,9,5",3:49;0:10;1:84;7:75;6:58;8:84;2:68;4:67;9:45;5:141,"3:[9,10,11,13];0:[9];1:[3,5,6,8,11,12,13,14];7:[1,3,4,7,12,13,14];6:[3,5,8,9,14];8:[1,2,4,6,8,9,10,12];2:[0,3,8,11,12,15];4:[1,3,6,7,11,15];9:[5,8,9,13];5:[0,1,2,3,4,5,6,8,10,11,12,13,14,15]","c3:bw=49,experts=[9,10,11,13]; c0:bw=10,experts=[9]; c1:bw=84,experts=[3,5,6,8,11,12,13,14]; c7:bw=75,experts=[1,3,4,7,12,13,14]; c6:bw=58,experts=[3,5,8,9,14]; c8:bw=84,experts=[1,2,4,6,8,9,10,12]; c2:bw=68,experts=[0,3,8,11,12,15]; c4:bw=67,experts=[1,3,6,7,11,15]; c9:bw=45,experts=[5,8,9,13]; c5:bw=141,experts=[0,1,2,3,4,5,6,8,10,11,12,13,14,15]","0.4178,5.1179,15.1401,2.8253,1.4305,5.5236,0.1744,2.3330,3.9478,4.7395"
40,2026-09-19 21:44:54,Ours,0.01,0.9042330961408247,49.83,65.49,35,42.6886,0:42.69,41.7443,0.0337,0.9092,1750.7266,29:10.73,10,"8,1,5,6,2,7,3,4,9,0",8:49;1:79;5:60;6:88;2:123;7:125;3:13;4:36;9:75;0:67,"8:[0,7,10,14];1:[1,5,6,8,10,11,12];5:[0,1,4,7,8,15];6:[0,2,3,5,6,10,11,12];2:[0,1,3,4,5,7,9,10,12,13,14,15];7:[0,1,2,3,4,5,6,8,10,11,14,15];3:[8];4:[2,4,8];9:[3,4,5,6,10,13,15];0:[0,1,5,6,7,11]","c8:bw=49,experts=[0,7,10,14]; c1:bw=79,experts=[1,5,6,8,10,11,12]; c5:bw=60,experts=[0,1,4,7,8,15]; c6:bw=88,experts=[0,2,3,5,6,10,11,12]; c2:bw=123,experts=[0,1,3,4,5,7,9,10,12,13,14,15]; c7:bw=125,experts=[0,1,2,3,4,5,6,8,10,11,14,15]; c3:bw=13,experts=[8]; c4:bw=36,experts=[2,4,8]; c9:bw=75,experts=[3,4,5,6,10,13,15]; c0:bw=67,experts=[0,1,5,6,7,11]","5.3568,15.1580,4.9092,1.4205,0.1696,2.8595,0.4099,2.3212,3.8891,5.2505"
41,2026-09-19 21:45:38,Ours,0.01,0.883529843678431,64.17,65.49,35,43.2139,0:43.21,42.2555,0.0358,0.9212,1793.9637,29:53.96,10,"2,6,8,1,4,5,7,3,9,0",2:101;6:10;8:107;1:15;4:95;5:116;7:129;3:75;9:101;0:10,"2:[1,3,4,5,6,9,10,11,12,13];6:[7];8:[1,2,3,6,8,10,11,12,13,15];1:[1];4:[0,3,4,9,10,11,13,14,15];5:[2,3,4,5,7,8,9,10,11,13,14];7:[0,1,2,4,8,9,10,11,12,13,14,15];3:[3,4,6,8,9,10,11];9:[0,2,3,4,6,7,9,10,13,15];0:[0]","c2:bw=101,experts=[1,3,4,5,6,9,10,11,12,13]; c6:bw=10,experts=[7]; c8:bw=107,experts=[1,2,3,6,8,10,11,12,13,15]; c1:bw=15,experts=[1]; c4:bw=95,experts=[0,3,4,9,10,11,13,14,15]; c5:bw=116,experts=[2,3,4,5,7,8,9,10,11,13,14]; c7:bw=129,experts=[0,1,2,4,8,9,10,11,12,13,14,15]; c3:bw=75,experts=[3,4,6,8,9,10,11]; c9:bw=101,experts=[0,2,3,4,6,7,9,10,13,15]; c0:bw=10,experts=[0]","0.2053,1.4571,5.4043,15.3818,2.3264,4.8266,2.9139,0.4144,3.9594,5.3661"
42,2026-09-19 21:46:21,Ours,0.01,0.8643144530232945,65.24,65.49,35,43.1757,0:43.18,42.2272,0.0377,0.9094,1837.1622,30:37.16,10,"5,1,3,9,6,0,7,4,8,2",5:95;1:92;3:91;9:96;6:64;0:28;7:37;4:103;8:79;2:76,"5:[1,6,7,8,10,11,13,14,15];1:[2,3,4,5,6,7,8,11,12];3:[0,1,3,4,5,6,8,10,11];9:[0,1,3,6,9,10,11,12,14];6:[1,4,6,7,11,14];0:[1,12];7:[7,9,10];4:[1,2,7,8,9,10,11,12,13,14];8:[1,3,4,5,7,10,14];2:[0,2,8,10,12,14,15]","c5:bw=95,experts=[1,6,7,8,10,11,13,14,15]; c1:bw=92,experts=[2,3,4,5,6,7,8,11,12]; c3:bw=91,experts=[0,1,3,4,5,6,8,10,11]; c9:bw=96,experts=[0,1,3,6,9,10,11,12,14]; c6:bw=64,experts=[1,4,6,7,11,14]; c0:bw=28,experts=[1,12]; c7:bw=37,experts=[7,9,10]; c4:bw=103,experts=[1,2,7,8,9,10,11,12,13,14]; c8:bw=79,experts=[1,3,4,5,7,10,14]; c2:bw=76,experts=[0,2,8,10,12,14,15]","4.8772,15.3256,0.4119,3.9873,1.4171,5.1185,2.8465,2.2752,5.8034,0.1645"
43,2026-09-19 21:47:04,Ours,0.01,0.8516402697874806,63.13,65.49,35,43.4247,0:43.42,42.4555,0.0393,0.9285,1880.6075,31:20.61,10,"5,1,2,8,9,7,4,6,3,0",5:100;1:110;2:96;8:85;9:60;7:40;4:65;6:23;3:122;0:40,"5:[1,2,3,4,5,8,12,13,14,15];1:[2,3,4,5,6,7,8,9,11,13,15];2:[0,5,6,8,10,11,12,13,15];8:[0,2,3,4,5,8,10,15];9:[1,3,9,11,13,15];7:[7,9,10,13];4:[5,9,11,12,14,15];6:[0,5];3:[0,1,2,4,5,6,7,8,9,10,12,13];0:[2,3,10,11]","c5:bw=100,experts=[1,2,3,4,5,8,12,13,14,15]; c1:bw=110,experts=[2,3,4,5,6,7,8,9,11,13,15]; c2:bw=96,experts=[0,5,6,8,10,11,12,13,15]; c8:bw=85,experts=[0,2,3,4,5,8,10,15]; c9:bw=60,experts=[1,3,9,11,13,15]; c7:bw=40,experts=[7,9,10,13]; c4:bw=65,experts=[5,9,11,12,14,15]; c6:bw=23,experts=[0,5]; c3:bw=122,experts=[0,1,2,4,5,6,7,8,9,10,12,13]; c0:bw=40,experts=[2,3,10,11]","4.8331,15.3065,0.1788,5.4010,3.9576,2.9649,2.2795,1.5277,0.4174,5.5891"
44,2026-09-19 21:47:47,Ours,0.01,0.8294437818133877,64.06,65.49,35,42.8182,0:42.82,41.8886,0.0292,0.8991,1923.4489,32:03.45,10,"0,3,4,2,7,5,6,9,8,1",0:125;3:88;4:54;2:69;7:142;5:46;6:39;9:70;8:65;1:84,"0:[0,1,2,3,5,6,8,10,12,13,14,15];3:[1,2,5,6,7,8,9,12];4:[4,7,8,11,13];2:[0,2,3,5,10,13];7:[0,1,2,3,4,6,7,8,9,10,11,13,14,15];5:[3,4,5,12];6:[1,2,7];9:[1,3,5,7,11,13,15];8:[1,4,5,6,8,10];1:[0,2,4,9,10,11,12,13]","c0:bw=125,experts=[0,1,2,3,5,6,8,10,12,13,14,15]; c3:bw=88,experts=[1,2,5,6,7,8,9,12]; c4:bw=54,experts=[4,7,8,11,13]; c2:bw=69,experts=[0,2,3,5,10,13]; c7:bw=142,experts=[0,1,2,3,4,6,7,8,9,10,11,13,14,15]; c5:bw=46,experts=[3,4,5,12]; c6:bw=39,experts=[1,2,7]; c9:bw=70,experts=[1,3,5,7,11,13,15]; c8:bw=65,experts=[1,4,5,6,8,10]; c1:bw=84,experts=[0,2,4,9,10,11,12,13]","5.2067,0.4159,2.3242,0.1710,2.8055,4.7533,1.5167,4.1261,5.3604,15.2087"
